gene_name,BJ_sgNT_Ras,BJ_sg69_Ras,BJ_sg71_Ras,BJ_sg_FOXF1_Ras
KIR2DL5A,0,0,0,0
RILP,72,104,111,79
LILRA6,0,0,0,0
DLGAP2,0,0,0,0
GOLGA6L4,8,0,0,0
RN7SL585P,0,0,0,0
MIR8071-1,0,0,0,0
NLRP7,0,0,0,0
CNOT3,29,16,0,84
NATD1,252,134,119,126
H2AB1,0,0,0,1
LILRA4,1,1,1,0
KIR2DL4,0,0,0,0
ZNF705G,0,0,0,0
FAM197Y4,0,0,0,0
MAPK15,0,0,0,0
ANTXRL,0,0,0,1
SOCS7,631,425,372,339
LOC100419839,0,0,0,0
CCL3,3,8,6,1
RNA5SP414,0,0,0,0
SOCS7,33,18,19,20
KIR2DL4,0,0,0,0
CCL5,89,115,115,63
PRSS1,0,0,0,0
GGTLC3,0,1,1,0
LOC283683,0,4,0,3
KIR3DL3,0,0,0,0
MIR6728,0,0,0,0
MIR7702,0,0,0,0
SNORA73A,0,0,4,0
ATP9B,0,0,0,0
GAGE13,0,0,0,0
CBSL,216,277,352,195
MIR6069,0,0,0,0
ADRA2B,0,0,0,0
SCRIB,2855,1137,866,1866
H2BC6,10,5,11,11
MIR6864,0,0,0,0
LENG8,144,39,45,79
MIR5088,0,0,0,0
RPS2P49,0,0,0,0
SNORA71E,0,0,0,0
LILRB5,0,0,0,0
MIR6749,0,0,0,0
RPSAP73,0,0,0,0
GOLGA6L9,15,0,0,0
KIR2DS4,0,0,0,0
TAS2R7,0,0,0,0
LRRC37A2,166,77,43,0
LOC102724219,68,19,28,26
CDIP1,306,162,194,220
CATSPERB,0,0,0,0
ZNF658,24,18,16,19
THAP12P10,0,0,0,0
ZNF707,210,114,146,169
CDRT15P3,0,1,0,0
GRAMD4P4,0,0,0,0
TUBAP6,1,0,0,0
ADAMTS7P1,0,0,0,0
MIR6801,0,0,0,0
PROP1,0,0,0,0
TMC4,0,5,10,5
TMEM269,6,2,1,0
MIR6885,0,0,0,0
TPTE,0,0,0,0
C2orf27A,12,8,8,4
KIR3DL3,0,0,0,0
LOC100533728,0,0,0,0
KIR2DL3,0,0,0,0
GOLGA6L22,0,0,0,0
SPAG11B,0,0,0,0
KIR2DS4,0,0,0,0
RNA5SP536,0,0,0,0
KIR2DL2,0,0,0,0
MIR6515,0,0,0,0
RDH13,0,0,0,0
TBC1D3D,0,0,0,0
RN7SL196P,0,0,0,0
C8orf89,0,0,0,0
LOC100421330,0,0,0,0
SLC22A18AS,0,1,2,0
LOC105378516,0,0,0,0
MIR1273H,0,0,0,0
RNA5SP257,0,0,0,0
HERC2P7,10,7,4,7
SCT,0,0,0,0
YWHAE,244,297,422,308
RN7SL650P,0,0,0,0
KIR3DL3,0,0,0,0
LOC100420802,0,0,0,0
NPEPPSP1,101,0,0,58
MRPS7P1,0,0,0,0
MIR6832,0,0,0,0
LENG9,0,0,0,0
KIR3DL3,0,0,0,0
TBC1D3,82,59,0,76
LILRB2,0,0,0,0
FAM74A6,3,1,0,1
RCC1L,1252,1160,1272,1167
SEBOX,0,0,0,0
KIR2DS4,0,0,0,0
PHLDA2,2803,1804,2209,2137
CHRNA7,0,0,0,0
SNORD28,0,0,0,0
MIR6889,0,0,0,0
KIR3DL3,0,0,0,0
LOC102724334,0,0,0,0
ZYXP1,0,0,0,0
IGHV2-70,0,0,0,0
LHX1,0,0,0,0
FCAR,13,1,2,4
FAM74A4,0,0,0,0
LILRB3,0,0,0,0
DGKK,0,0,0,0
DUX4L24,0,0,0,0
RIMBP3B,0,15,3,0
PI4KAP1,174,115,164,153
PCCA-DT,125,100,111,85
TBC1D3,0,3,0,0
BNIP3P14,0,0,0,0
SALL4P4,0,0,0,0
CNOT3,14,8,5,5
H4C6,0,0,1,0
CFD,4,3,1,1
MIR378J,0,0,0,0
MIR6867,0,0,0,0
LOC105379252,3,3,0,0
RN7SL719P,0,0,0,0
GLIS2,284,59,41,42
KIR3DL3,0,0,0,0
H2BC17,1,0,1,2
RPS9,6712,6103,8119,6978
RN7SL625P,0,0,0,0
FAM230I,0,0,0,0
TBC1D3J,0,0,0,0
LINC02371,0,0,0,0
RN7SKP236,0,0,0,0
PVALB,0,0,0,0
LILRB1,0,0,0,0
MARVELD2,0,2,7,0
TSEN34,20,22,26,26
GTF2H2C_2,239,26,186,131
SPATC1L,272,229,223,297
KIR2DL1,0,0,0,0
KIR3DL3,0,0,0,0
MIR6761,0,0,0,0
TAS2R30,0,0,0,0
OSCAR,0,0,0,0
MIR486-1,0,0,0,0
MIR7974,0,0,0,0
KIR2DS4,0,0,0,0
KIR3DL2,0,0,0,0
KIR3DL3,0,0,0,0
ARHGEF10,549,421,363,361
IQSEC3P3,0,0,0,0
ARHGAP11B,7,7,11,8
CCL23,0,0,0,0
KIR2DS3,0,0,0,0
ZNF100,11,3,2,9
RN7SL627P,0,0,0,0
KRTAP7-1,1,0,0,0
H3C6,65,29,28,19
RPS2P50,0,0,0,0
RNA5SP527,0,0,0,0
KIR3DL3,0,0,0,0
CISD3,1030,1067,1360,1147
MIR6128,0,0,0,0
NOMO1,8971,3458,3204,4422
PHRF1,1346,863,889,990
KIR2DL1,0,0,0,0
KIR3DL3,0,0,0,0
LILRP2,0,0,0,0
F8A2,0,0,0,0
LOC102723532,0,0,0,0
BDP1,114,79,29,80
MIR6768,0,0,0,0
KIR2DS4,0,0,0,0
TBC1D3B,6,1,1,1
MIR6078,0,0,0,0
NPHP3-ACAD11,24,9,10,11
CLPTM1L,658,429,458,572
MIR6772,0,0,0,0
SERPINA2,0,0,0,0
MIR6762,0,0,0,0
MIR7152,0,0,0,0
KIR2DL3,0,0,0,0
MIR6788,0,0,0,0
PRB4,0,0,0,0
MUC20,0,0,0,0
RN7SL422P,0,0,0,0
MRM1,217,128,128,179
LOC100421158,0,0,0,0
TRAPPC12,164,162,128,153
TRIM60P12Y,0,0,0,0
OR4W1P,0,0,0,0
LILRA5,0,0,0,1
KIR3DL1,0,0,0,0
KIR2DS4,0,0,0,0
KIR2DL1,0,0,0,0
MIR7150,0,0,0,0
TBC1D3I,0,0,0,0
LILRA1,0,0,0,0
TBC1D3B,10,4,1,1
MIR8083,0,0,0,0
KIR2DL4,0,0,0,0
KIR2DS4,0,0,0,0
KIR3DL1,0,0,0,0
RPS9,0,18,11,0
KIR2DL3,0,0,0,0
VSTM1,2,0,0,0
KIR2DL4,0,0,0,0
ITPK1,426,394,412,480
TEX28P1,0,0,0,0
RN7SL600P,0,0,0,0
TRPM1,0,0,0,0
DNM1P29,0,1,0,0
MIR6771,0,0,0,0
LOC100419641,0,0,0,0
FRG2,2,0,0,0
MIR6735,0,0,0,0
RNU11,0,0,0,0
MIR6750,0,0,0,0
MIR6876,0,0,0,0
LOC105375431,0,0,0,0
MIR8056,0,0,0,0
H2AC12,0,0,0,3
SNORA17A,0,0,0,0
MIR8052,0,0,0,0
DDT,13,5,0,0
ZNF280B,2,3,1,3
KIR2DL3,0,0,0,0
PRAME,0,0,0,0
RN7SL166P,0,0,0,0
LILRB3,0,0,0,0
MIR6753,0,0,0,0
GXYLT1P4,0,0,0,0
METRNL,329,186,335,264
TP53TG3E,0,0,0,0
CCDC92,629,447,370,424
MIR8086,0,0,0,0
SNORD25,0,0,0,0
GTF2H2,114,150,38,134
BSNDP1,0,0,0,0
UBE2Q2L,0,0,0,0
ZNF66,1,0,0,3
PIWIL1,0,0,0,0
PPP4R3B,464,238,270,256
SEPTIN7P15,0,0,0,0
KIR3DL3,0,0,0,0
LOC102723407,0,0,0,0
SYNRG,2182,824,836,995
MIR6825,0,0,0,0
SNORD50B,0,0,0,0
NUDT18,121,121,143,133
LPCAT1,1299,761,613,819
KIR2DL1,0,0,0,0
KIR3DL2,0,0,0,0
RN7SL296P,0,0,0,0
LOC100420569,0,0,0,0
CCL16,0,0,0,1
GGNBP2,725,386,387,332
MIR6766,0,0,0,0
MIR6782,0,0,0,0
MIR6504,0,0,0,0
ZNF2,160,110,121,109
GAGE12B,0,0,0,0
PRPF31,21,21,114,0
MBOAT7,2540,1813,1360,2201
THEMIS,0,0,0,0
PRXL2B,774,684,729,895
H4C13,0,0,0,0
SNORD116-22,0,0,0,0
RN7SL203P,0,0,0,0
RN7SL663P,6,0,0,0
MIR6888,0,0,0,0
SCARNA16,0,0,1,0
CCL16,0,0,0,1
TBC1D3K,80,0,50,0
NCR1,0,0,0,0
TRBV12-5,0,0,0,0
RPL7AP45,19,4,8,11
MUC4,0,0,0,0
MIR6814,0,0,0,0
MIR6815,0,0,0,0
FRG2MP,0,0,0,0
KIR3DL3,0,0,0,0
ACACA,0,0,0,0
LENG9,49,46,54,46
KIR2DL1,0,0,0,0
AKT3,0,84,77,32
MIR6740,0,0,0,0
MIR6745,0,0,0,0
CYP2D6,2,1,0,1
LINC02826,0,0,0,0
IFI27,15,30,38,6
H2AC15,5,1,1,0
LINC00547,4,1,1,1
RN7SL544P,0,0,0,0
KIR2DL4,0,0,0,0
MIR4734,0,0,0,0
FAM242F,0,0,0,0
TLCD2,188,77,81,93
MRPS31P1,0,0,0,0
KIR3DL2,0,0,0,0
MIR6780A,0,0,0,0
KIR2DL1,0,0,0,0
KIR3DL1,0,0,0,0
LILRP2,0,0,0,0
LILRA2,0,0,0,0
LOC100419775,0,0,0,0
MCCC2,0,0,0,0
CCL4,0,0,0,0
RNA5SP528,0,0,0,0
CCL4L2,0,0,0,0
KIR2DL4,0,0,0,0
LOC100419515,0,0,1,0
PDCD6IPP1,0,0,0,0
NOSTRIN,0,0,0,0
ABCC6,11,9,25,13
FAM120B,905,697,815,630
MIR5787,0,0,0,0
MIR8088,0,0,0,0
RN7SL680P,0,0,0,0
RAB11FIP3,1466,663,617,957
FGD5P1,0,1,0,1
PRAG1,847,499,333,639
MIR6503,0,0,0,0
SMN1,57,50,50,0
TUBB6P1,0,0,0,0
KIR2DS4,0,0,0,0
C7orf77,0,0,0,0
MIR6868,0,0,0,0
DYNLT2,6,4,3,3
MIR6124,0,0,0,0
MIR1299,0,0,0,0
H3C11,0,2,4,0
FCGBP,0,7,0,2
PMCHL2,0,0,0,0
DHRS11,0,0,16,14
LILRA5,0,0,0,0
HNF1B,0,0,0,0
MIR6882,0,0,0,0
KIR3DL2,0,0,0,0
VN1R18P,0,0,0,0
LOC286083,0,0,0,0
MUC20,3,0,0,2
KIR3DL3,0,0,0,0
KIR3DS1,0,0,0,0
DEFB4A,0,0,0,0
PTGER4P2-CDK2AP2P2,12,3,6,10
MIR6085,0,0,0,0
KIR2DS2,0,0,0,0
MIR548O2,0,0,0,0
MIR7852,0,0,0,0
KIR2DL4,0,0,0,0
MIR6809,0,0,0,0
LILRB2,0,0,0,0
LOC102724159,0,0,0,0
LOC158434,0,0,0,0
MIR6130,0,0,0,0
LENG8-AS1,4,3,1,6
IGHV3-54,0,0,0,0
EPHB6,7,16,19,12
KIR3DL1,0,0,0,0
LOC100419830,0,0,0,0
LINC01730,1,2,1,1
LOC102724701,0,1,6,8
PDXDC1,1640,853,1093,916
MUC20,0,0,0,0
RNU7-42P,0,0,0,0
H3P25,0,0,0,0
KIR3DL2,0,0,0,0
PRB1,0,0,0,0
MIR6718,0,0,0,0
MIR6804,0,0,0,0
FAM236A,0,0,0,0
NCR1,0,0,0,0
KIR2DL1,0,0,0,0
MIR6508,0,0,0,0
SNORD115-26,0,0,0,0
LILRA1,0,0,0,0
CCL15,0,0,0,0
SNORD116-4,2,0,0,0
RNVU1-19,0,0,0,0
LILRA6,0,0,0,0
MPV17L,0,0,0,0
BDH1,101,50,83,105
KIR3DL1,0,0,0,0
STPG3-AS1,2,1,0,1
ELOA3CP,0,0,0,0
DLL1,18,25,19,22
RN7SKP175,0,0,2,0
SEPTIN7P12,0,0,0,0
LOC100508046,0,0,0,0
FCAR,0,0,0,0
ALOX5,0,0,0,0
KIR3DL2,0,0,0,0
ARHGAP11A,25,0,0,8
TTC34,5,0,0,0
GRIFIN,0,0,0,0
PTP4A3,14,12,14,16
SERF1A,150,103,106,136
KIR2DS2,0,0,0,0
LILRA6,0,0,0,0
PDE4DIPP4,0,0,0,0
RN7SL341P,0,0,0,0
XKR5,11,13,9,35
ADAM32,0,0,0,2
ANAPC1P5,0,0,0,0
LOC100533643,0,0,0,0
PIGW,309,165,217,148
DUX4L21,0,0,0,0
BFAR,1660,1524,1914,1664
GON7,85,88,99,90
FLJ16779,0,0,0,0
LRRC37A3,21,36,7,32
KIR2DL3,0,0,0,0
PRB3,0,0,0,0
LOC107987066,0,0,0,0
KIR3DL2,0,0,0,0
MIR6793,0,0,0,0
RBM22P6,0,0,0,0
TTYH1,0,0,0,0
MIR6851,0,0,0,0
MIR6796,0,0,0,0
RN7SL313P,0,0,0,0
KIR2DL3,0,0,0,0
KIR3DL1,0,0,0,0
SNORD112,0,0,0,0
H4C7,0,0,0,0
MIR6839,0,0,0,0
MIR6744,0,0,0,0
MIR8076,0,0,0,0
MIR6724-4,0,0,0,0
UBE2Q2P6,0,3,1,4
KIR2DL4,0,0,0,0
MIR3648-1,4,1,0,2
MIR6795,0,0,0,0
H2BC9,21,25,39,17
H3C1,3,4,2,2
LOC100420742,0,0,0,0
KIR3DL1,0,0,0,0
CCL15,0,2,0,1
LYZL6,0,0,0,0
NAPEPLD,0,0,0,6
MIR6088,0,0,0,0
LILRB4,0,0,0,0
KIR2DS4,0,0,0,0
KIR2DL4,0,0,0,0
OSCAR,1,0,0,4
RBM27,150,89,108,75
KLF13,0,0,0,0
IGHV3-79,0,0,0,0
ARL17A,56,57,94,37
KIR2DL1,0,0,0,0
DDTL,0,0,0,0
TBC1D3G,0,0,0,0
ZNF516-DT,9,14,18,12
SLC2AXP1,0,0,0,0
MIR6505,0,0,0,0
OR4G6P,0,0,0,0
RN7SL185P,0,0,0,0
PRH1-PRR4,0,0,0,0
NTAN1,1095,1338,1899,1028
KIR3DL1,0,0,0,0
MIR8064,0,0,0,0
TRBV10-3,0,2,1,0
RIMBP3,49,26,19,35
RN7SL736P,0,0,0,0
MIR8082,0,0,0,0
MIR6500,0,0,0,0
MIR6818,0,0,0,0
LAIR2,0,0,0,0
LLCFC1,0,0,0,0
CCL4,0,0,0,0
ARHGAP23,8193,1900,1220,2197
TUBGCP5,280,114,196,167
MIR6068,0,0,0,0
KIR3DL2,0,0,0,0
LILRA3,0,0,0,2
LOC105374989,0,0,0,1
KIR2DL4,0,0,0,0
MLLT6,1913,1103,1097,1240
LINC01742,0,0,0,0
MIR6720,0,0,0,0
TBC1D3I,0,0,3,0
HNRNPMP2,0,0,0,0
MIR7975,0,0,0,0
KANSL1,608,390,422,327
MIR8054,0,0,0,0
LOC102723713,0,0,0,0
LMNTD2,5,8,12,11
PICSAR,0,0,0,0
LOC110467523,0,0,0,0
RN7SL43P,0,0,0,0
IKBKGP1,103,108,76,100
PRPF31,0,0,0,0
U2AF1L5,1304,1268,1680,1301
PRSS2,0,0,0,0
PSMB3,3695,3935,4367,4486
CHRFAM7A,5,6,1,4
KRTAP5-3,0,0,0,0
KIR2DS1,0,0,0,0
MIR6807,0,1,1,0
DUSP14,3382,2974,2510,2354
KIR2DL5B,0,0,0,0
KIR2DS4,0,0,0,0
MRPL57P3,0,0,0,0
TMEM251,82,78,81,75
LOC107984156,333,198,279,146
YAP1P3,0,0,0,0
TBC1D3F,0,0,0,0
LOC100533736,0,0,0,0
KIR2DL2,0,0,0,0
RN7SL210P,0,0,0,0
VSTM1,0,0,2,0
MIR6880,0,0,0,0
SPATA31A3,0,0,0,0
PPIAL4F,0,0,1,0
NCF4,0,0,0,0
SIK1B,87,51,45,30
SNORA24,0,0,0,0
SNORD27,0,0,0,0
KIR3DL2,0,0,0,0
REXO1L12P,0,0,0,0
ABR,1455,1469,1142,1048
WDR81,656,385,263,438
DUSP14,0,0,0,0
RNU12,0,0,0,0
MIR4477A,0,0,0,0
RN7SL197P,0,0,0,0
SPATA31A7,0,0,0,0
LILRB4,0,0,0,0
UHRF1,978,653,781,835
KIR2DL4,0,0,0,0
ORAI1,926,746,862,918
DUX4L13,0,0,0,0
RN7SL711P,0,0,0,0
HLA-G,0,0,0,0
LAIR1,11,16,2,12
NDUFA3,708,631,632,660
GP6,2,1,4,0
NAIP,0,0,0,0
CCL4L2,0,0,0,0
AATF,1733,1348,1581,1171
CRYAA2,0,0,0,1
LOC102724951,6,1,12,2
MIR7156,0,0,0,0
MIR7976,0,0,0,0
KIR3DL3,0,0,0,0
RN7SL620P,0,0,0,0
LOC100420990,0,0,0,0
MIR6747,0,0,0,0
SDCCAG8,60,100,81,85
CCL23,0,0,0,0
OR13C2,0,0,0,0
MIR6855,0,0,0,0
GAL3ST2,0,0,0,0
LOC100132834,0,1,0,0
GXYLT1P5,0,0,0,0
SLC22A18,78,19,31,49
MIR6133,0,0,0,0
TARM1,0,0,0,0
LILRB2,0,0,0,0
MIR548AY,0,0,0,0
KIR2DS4,0,0,0,0
MAPT,8,22,14,52
MIR1264,0,0,0,0
GGTLC5P,0,0,0,0
MIR5739,0,0,0,0
LAIR1,13,0,4,0
TAS2R50,0,0,0,0
RN7SL1,224,202,588,194
MIR6871,0,0,0,0
LOC101929494,14,0,7,8
LILRA3,0,0,0,0
MIR6090,0,0,0,0
H4C9,2,2,0,3
MIR6794,0,0,0,0
UPK3B,3,3,4,5
ERMARD,176,183,186,116
CRHR1,0,0,0,0
HNF1B,0,0,0,0
KIR3DL3,0,0,0,0
RN7SL820P,0,0,0,0
LOC642929,0,0,0,1
KIR2DS4,0,0,0,0
KIR2DL3,0,0,0,0
ZNF676,0,0,0,0
MIR8057,0,0,0,0
RNH1,4112,4189,4377,4591
PIK3R6,0,0,2,2
TADA2A,203,163,229,184
OR4E1,0,0,0,0
LILRP2,0,0,0,0
LINC02809,2,0,0,1
LOC389831,9,18,10,6
MIR6799,0,0,0,0
ARL17A,29,22,7,14
RN7SL126P,0,0,0,0
KCNE1B,0,0,0,0
RBBP4P3,0,0,0,0
PIP4K2B,5271,4501,4563,3943
TFPT,130,128,199,99
PRAMEF25,0,0,0,0
KIR2DL1,0,0,0,0
SNORD107,0,0,0,0
OR8G7P,0,0,0,0
MIR8079,0,0,0,0
MIR2909,0,0,0,0
KIR2DS1,0,0,0,0
KIR3DL1,0,0,0,0
HS3ST6,0,0,0,0
ZNF623,270,119,139,84
TMEM179,0,0,0,0
LOC107987373,312,328,505,424
TBC1D3,0,0,0,0
MIR6858,0,0,0,0
MIR668,0,0,0,0
TARM1,0,0,0,0
KIR3DL2,0,0,0,0
MIR145,0,0,0,0
H2AC14,0,1,3,10
PRAMEF33,0,0,0,0
KIR3DL1,0,0,0,0
UBE2NL,2,2,0,1
KIR2DL1,0,0,0,0
NR3C1P1,0,0,0,0
KIR2DS4,0,0,0,0
LINC01879,0,0,0,0
FLJ36000,1,4,1,0
MIR6835,0,0,0,0
H2BC3,1,0,0,0
PRAMEF5,0,0,0,0
KIR3DL1,0,0,0,0
KIR3DL2,0,0,0,0
FAM25C,0,0,0,0
KIR3DL3,0,0,0,0
PPP2R3B,18,0,0,0
LILRB1,0,0,0,0
LOC645202,0,0,0,0
FKBP4P8,0,0,0,0
LENG8,0,3,0,0
KIR2DL3,0,0,0,0
LOC440896,0,0,0,0
TAF9,852,745,794,556
KIR2DS4,0,0,0,0
LOC100419783,0,0,0,0
GPR179,0,1,0,0
LOC100421603,0,0,0,0
LINC00540,0,0,0,0
MIR548AZ,0,0,0,0
SLC12A7,0,4,3,2
LOC100132202,0,0,0,0
MIR6829,0,0,0,0
APBA2,1160,845,1034,779
APBA1,755,303,251,251
TFPT,0,0,0,0
RN7SL462P,0,0,0,0
SNX19P4,0,0,0,0
HRAS,28815,14081,15512,23356
TTYH1,0,0,0,0
PLPPR1,0,0,0,0
TAS2R14,24,6,5,5
RN7SL453P,0,0,0,0
PCDHGB9P,1,0,1,0
PCDHGB5,867,444,415,572
HERC2P2,332,81,91,74
TRBV18,0,0,0,0
BAAT,0,0,1,0
IRF7,90,125,141,83
RN7SL565P,0,0,0,0
IGKV1D-13,0,0,0,0
KIR3DL3,0,0,0,0
MIR6895,0,0,0,0
RNU6-467P,0,0,0,0
MIR8055,0,0,0,0
SPATA31A5,0,0,0,0
ABCB11,0,0,0,0
MIR6737,0,0,0,0
RN7SL322P,0,0,0,0
KIR2DL3,0,0,0,0
PHBP6,0,0,0,0
PTCHD3,0,0,0,0
MIR6893,0,0,0,0
RNA5SP411,0,0,0,0
RAB7B,11,33,16,34
LOC100419615,0,0,0,0
SNORD64,0,0,0,0
MUC4,0,0,0,0
RAD17,15,47,0,49
MIR6499,0,0,0,0
LOC100420386,0,0,0,0
KIR2DL1,0,0,0,0
KIR2DS4,0,0,0,0
MIR7154,0,0,0,0
MIR6769A,0,0,0,0
DACH1,129,26,17,21
KRTAP12-6P,0,0,0,0
RN7SL856P,0,0,0,0
MIR6083,0,0,0,0
PYCR3,518,461,426,609
DDX20P1,0,0,0,0
LENG8,284,143,109,190
TRAJ36,0,0,0,0
MIF,6618,7238,8641,8052
RPS29P32,0,0,0,0
CSPG4P10,10,6,5,13
MIR7111,0,0,0,0
YWHAEP7,0,0,0,0
PRSS47,0,0,0,0
CEP170,522,178,7,180
DNAJA3,1755,1379,1428,1397
MIR7158,0,0,0,0
KIF5C,1,0,3,3
KIR3DL2,0,0,0,0
MIR6821,0,0,0,0
LOC101927429,0,0,0,0
RN7SL192P,0,0,0,0
LOC100506422,0,0,0,0
LOC102723502,0,0,0,0
MIR8073,0,0,0,0
MIR6752,0,0,0,0
MIR6780B,0,0,0,0
IGHV4-4,0,0,0,0
TC2N,3,1,2,3
LINC02227,0,0,0,0
PRSS58,0,0,0,0
FAN1,268,184,205,104
SNORD26,0,0,0,0
MRGPRX8P,0,0,0,0
LILRA4,1,1,1,0
HERC2,306,170,176,112
KIR2DL1,0,0,0,0
OR2T2,0,0,0,0
MIR7159,0,0,0,0
DRD4,0,0,0,0
TRIM60P4Y,0,0,0,0
MIR6730,0,0,0,0
MIR6127,0,0,0,0
ARHGAP27,293,116,62,126
SERPINF2,0,0,0,0
SNORD115-46,0,0,0,0
TUBGCP5,15,7,9,7
MIR6715A,0,0,0,0
FCAR,2,0,0,0
MIR7151,0,0,0,0
MIR6729,0,0,0,0
PLA2G10,0,0,0,0
LOC110467520,0,0,0,0
KIR3DL3,0,0,0,0
MIR6074,0,0,0,0
IFI27L2,1513,1712,2057,1739
IFI27L1,171,182,212,262
KIR3DL2,0,0,0,0
KIR2DS4,0,0,0,0
GREM1,351,648,800,733
TTYH1,0,0,0,0
LOC101929572,0,0,0,0
GOLGA8F,0,0,0,0
H2AC16,4,5,7,7
MIR7106,0,0,0,0
GTF2H2,46,58,23,16
C17orf98,3,2,0,0
CEP20,215,142,299,126
FGFR3P3,0,0,0,0
MIR8080,0,0,0,0
NKD2,0,1,0,0
MIR6797,0,0,0,0
MBOAT7,120,170,134,47
MIR4509-1,0,0,0,0
GSTT4,0,0,0,0
TRBV12-4,0,0,0,19
RN7SL769P,0,0,0,0
LENG1,0,0,0,0
MIR7848,0,0,0,0
H4C5,16,10,6,5
TRPV6,0,0,0,0
LILRP2,0,0,0,0
PDCD1,0,0,0,0
KIR2DL4,0,0,0,0
HEATR9,0,0,0,0
DUSP12P1,0,0,0,0
RNA5SP412,0,0,0,0
DEFB104B,0,0,0,0
LOC102030688,0,0,0,0
SALL3,0,0,0,0
KIR3DL3,0,0,0,0
RNU6-1192P,0,0,0,0
B3GNTL1,10,41,4,9
LYZL6,0,0,0,0
EEF1A1P42,0,1,0,0
OPRL1,0,0,19,0
RNA5SP530,3,0,0,1
MIR6763,0,0,0,0
GTF2IP1,311,262,254,83
MIR6779,0,0,0,0
FAM30A,0,0,0,0
NLRP2,0,2,0,0
RN7SL88P,0,0,0,0
MIR8084,0,0,0,0
LOC102724843,0,5,0,13
RXFP3,0,0,0,0
MIR6131,0,0,0,0
H2AC8,52,55,50,40
KIR2DL4,0,0,0,0
KIR2DS4,0,0,0,0
PRSS3P3,0,0,0,0
RNU2-4P,0,0,0,0
MTMR10,0,19,32,28
LILRA4,0,0,0,0
ARHGEF26,0,0,0,0
TADA2A,0,0,0,0
SPPL2C,0,0,0,0
PLEKHM1,1610,1082,824,1036
OR2T3,0,0,0,0
CNOT3,35,4,6,9
LOC102723996,175,59,75,149
MIR6089,0,0,0,0
MMEL1,0,0,1,0
UGT2B15,0,0,0,1
LILRB1,0,0,0,0
MIR6509,0,0,0,0
MARF1,0,58,54,91
LINC00869,4,1,6,5
TYW1B,32,5,5,8
F8A3,0,0,0,0
H4C4,2,0,1,0
GAPDHP41,0,0,0,0
KIR3DL1,0,0,0,0
LILRA6,4,0,0,2
KIR3DL2,0,0,0,0
SNORA9,0,0,0,0
SNORD22,2,0,0,5
LOC102724788,0,0,0,0
MIR8063,0,0,0,0
F8A1,652,431,345,499
RPPH1,39,30,202,27
SALL4P3,0,0,0,0
SDR42E1P2,0,0,0,0
SPANXA2-OT1,0,0,0,0
LRRC37A2,8,0,17,7
BTBD7,487,207,280,156
H2BC7,10,3,6,4
GTSE1-DT,5,7,4,6
RNU1-5P,0,0,0,0
CCL14,0,0,0,0
FGFR3P4,0,0,0,0
MIR6784,0,0,0,0
CICP28,0,0,0,0
MIR7854,0,0,0,0
MIR6833,0,0,0,0
RN7SL556P,0,0,0,0
LHX1-DT,0,0,0,0
KIR3DL1,0,0,0,0
CDK7,357,253,283,197
OTUB2,6,2,8,0
FAM243B,0,0,0,0
HERC2,3,5,5,3
MUC6,0,0,0,0
IGHV1OR21-1,0,0,0,0
LINC02881,0,0,0,0
LOC101929698,4,0,0,0
EPOP,14,20,26,40
TAS2R8,0,0,0,0
KIR2DL3,0,0,0,0
GOLGA6L6,0,0,0,0
LOC101928087,0,0,0,0
LAIR2,0,0,0,0
CCL3L1,0,0,1,0
RNU1-6P,0,0,0,0
KIR2DS4,0,0,0,0
CRIM1,0,0,0,0
KIR2DL1,0,0,0,0
OCA2,0,0,0,0
SRCIN1,3,1,1,12
SNORD49A,0,0,0,0
SERPINA1,0,0,0,4
OR6V1,0,0,0,0
MIR8058,0,0,0,0
MIR8053,0,0,0,0
KRTAP5-6,0,0,0,0
APOL5,0,0,0,0
MIR6881,0,0,0,0
KIR3DL3,0,0,0,0
LILRA1,0,0,0,0
GPR179,0,1,0,0
MAFIP,85,54,63,40
TJP1,390,112,119,146
MIR6891,0,0,0,1
H2BP5,0,0,0,0
LILRB5,0,0,0,0
RNA5SP531,0,0,0,0
REXO1L2P,0,0,0,0
SERF1A,0,0,0,21
LOC101269108,0,0,0,0
NCR1,0,0,0,0
MARCKS,2181,2190,3295,2609
CPEB1,1,0,1,5
LINC02338,0,0,0,0
CEBPB-AS1,2,1,0,2
RN7SL473P,0,0,0,0
ZNF670,6,14,5,5
MIR6894,0,0,0,0
MIR6165,0,0,0,0
PKD1L3,0,0,0,0
RN7SL321P,0,0,0,0
KIR2DL3,0,0,0,0
GPIHBP1,0,0,0,0
LOC100533729,0,0,0,0
RN7SL802P,0,0,0,0
BSNDP3,0,0,0,0
SNORD65,0,0,0,0
OR52Q1P,0,0,0,0
RN7SL495P,0,0,0,0
MUC6,0,0,0,0
MIR8078,0,0,0,0
LOC101927815,0,0,0,0
MIR8077,0,0,0,0
KIR2DL4,0,0,0,0
OR13C5,0,0,0,0
GOLGA8IP,0,0,0,0
VN1R99P,0,0,0,0
RBFOX2,0,10,20,66
MIR6134,0,0,0,0
ELANE,0,0,0,0
MUC4,0,0,0,0
NEFL,0,0,0,0
MIR6806,0,0,0,0
MIR7845,0,0,0,0
RN7SL575P,0,0,0,0
DDX52,6,0,10,0
CNOT3,17,26,62,4
TPO,0,0,0,0
GUSBP1,0,2,0,0
LOC100419692,0,0,0,0
