gene_name,HepG2_RNA_KO_ADRplus_rep1_TP53,HepG2_RNA_KO_ADRplus_rep2_TP53,HepG2_RNA_WT_ADRminus_rep1,HepG2_RNA_WT_ADRminus_rep2,HepG2_RNA_WT_ADRplus_rep1,HepG2_RNA_WT_ADRplus_rep2
LINC01799,0,4,0,0,0,0
NOS2P3,6,2,1,1,1,2
CEACAMP9,0,0,0,0,0,0
MTND5P7,0,1,0,0,0,0
AOAH-IT1,0,0,0,0,0,0
LINC00102,0,1,0,0,0,0
SNX3P1X,0,0,0,0,0,0
HLA-F-AS1,2,2,0,0,14,1
HMGB1P11,1,0,0,0,0,0
MTND4P27,0,0,0,0,0,0
USP17L1,1,0,0,0,2,0
ERLNC1,0,0,0,0,1,0
RPL17P12,0,0,0,0,0,0
CCDC192,1,2,0,0,1,1
ZNF32-AS2,2,0,0,1,1,0
SF3A3P1,3,1,0,0,5,2
LINC02639,0,1,0,0,1,0
OR6R1P,0,0,0,0,0,0
RPL19P5,0,0,0,0,0,0
ACTG1P14,51,29,47,68,56,35
GTF2IRD1P1,9,2,2,0,6,4
CCT5P2,2,3,0,0,0,2
IMP3P1,0,0,0,0,0,0
FTX,643,582,509,721,682,715
RPSAP8,0,0,0,0,3,0
GPAA1P2,6,1,0,0,0,0
TEX48,0,0,0,0,0,2
HM13-AS1,3,4,4,2,4,2
DDX39B,2437,2375,1169,1399,2060,1779
RPS23P8,1,0,2,0,1,2
LOC107985557,0,0,0,0,0,0
CYP4F60P,1,1,6,2,0,0
RPL36P1,0,0,0,0,0,0
LOC100418723,0,0,0,0,1,0
KLF2P2,1,0,0,0,0,0
LOC442041,2,3,0,0,0,3
RGPD4-AS1,24,22,12,10,49,39
MTCO2P25,0,0,0,0,0,0
OR7E55P,0,0,0,1,0,0
PRB4,0,0,0,0,0,0
RPL26P12,0,0,0,0,0,0
HCG18,17,24,16,10,13,8
CEACAM22P,50,52,48,47,55,29
SETSIP,1,2,0,1,4,3
BRD2,9,19,9,9,0,3
ENO1-AS1,9,6,6,6,10,7
LOC105375266,0,0,0,0,0,0
DDTP1,0,1,0,0,0,0
CLIC1,0,0,0,0,0,0
MRPL35P4,0,0,1,0,0,1
SAP18P3,0,0,0,0,0,0
CSNK2B,73,68,68,84,139,111
FBXW4P1,72,37,91,90,57,30
RPL31P30,0,0,0,0,0,0
HLA-DPB1,1,0,1,1,4,3
LOC284191,0,1,0,1,1,1
CTAGE13P,0,1,0,0,0,0
KRT8P7,0,0,1,0,2,1
LINC02644,0,0,1,1,0,0
RPL17P5,5,4,1,0,4,4
LOC284798,0,0,0,0,1,0
HLA-DRA,1,0,1,0,4,2
RBMY2WP,0,0,0,0,0,0
RPL10P3,5,0,5,1,3,5
LOC339666,0,0,0,0,1,2
OR5V1,0,0,0,0,0,0
MEIS1-AS2,0,0,0,0,1,0
ZNF341-AS1,4,2,0,0,1,1
MTATP6P23,0,0,0,0,0,0
SNAP23P1,8,5,1,0,21,24
LINC01676,0,0,0,0,0,0
VN1R108P,10,24,11,20,23,41
ANKRD63,0,0,0,0,0,0
RPLP0P4,0,0,0,0,0,0
LOC340512,0,1,0,0,29,6
LOC100421782,0,0,0,0,0,2
PSAT1P3,1,0,0,0,0,0
ARHGAP26-IT1,6,2,8,16,9,4
LST1,0,0,0,0,0,0
SMARCE1P5,0,3,0,0,0,1
HLA-K,0,0,0,0,0,0
YY2,155,93,70,50,97,94
FOXD3-AS1,2,3,0,0,4,2
RPS2P16,2,0,0,0,3,0
SRGAP2-AS1,3,7,0,0,2,0
RPS6P15,1,0,0,0,2,0
USP9YP24,0,0,0,0,0,0
LINC01362,0,0,0,0,0,0
MTND2P16,1,4,13,12,11,13
LOC101927354,7,4,2,0,0,0
RPL27P10,2,0,0,0,2,1
RPS16P6,0,0,3,0,1,1
RPL31P2,0,0,0,0,0,0
RPL23AP15,0,0,0,0,0,0
ZNF674-AS1,184,204,147,150,87,75
LINC02857,0,0,0,0,0,0
RPL10P11,0,0,0,0,0,0
USP9YP20,0,0,0,0,0,0
OR2J3,4,5,0,5,0,1
YRDCP3,0,0,0,0,0,0
RPS11P4,0,0,0,0,0,0
FBXW11P1,6,7,7,2,8,9
RPS6P23,0,0,0,0,0,0
MFSD13B,1,2,0,0,3,1
STMND1,11,7,4,4,7,6
LINC00486,3,1,0,0,0,4
MOG,0,0,0,0,8,0
LINC00692,0,0,0,0,2,0
RPS18P12,1,1,1,0,0,0
FAM204CP,0,1,0,0,0,0
LOC107985432,7,4,4,1,3,3
MTCO1P53,0,0,0,0,0,0
DPP4-DT,0,0,0,0,0,0
LOC105375972,0,0,0,0,0,0
HAO2-IT1,0,0,0,0,0,0
LOC101927551,4,10,4,0,6,3
LINC00309,2,1,0,1,0,3
LOC101060199,0,0,0,0,0,0
TMBIM7P,0,0,0,0,0,1
COL11A2,133,32,18,3,0,0
RPS3P1,3,2,4,2,1,1
LOC100129276,4,0,0,0,1,1
MIR205HG,0,0,0,1,1,0
HMGN1P5,0,0,0,0,0,0
LINC02541,0,4,0,0,12,25
AURKBP1,9,1,1,0,0,0
MTND2P21,0,0,0,0,0,0
GPS2P2,1,2,0,2,1,0
LOC154449,0,0,0,0,0,0
MSH5,44,42,21,35,44,25
LINC01520,0,1,0,0,0,0
LINC02090,0,0,0,0,0,0
HHATL-AS1,0,0,0,0,0,0
LOC100421910,0,0,0,0,0,0
LINC00160,0,0,0,0,0,0
RPL18AP6,5,1,3,1,2,2
VARS2,883,548,818,858,346,194
DDX3P2,0,0,0,0,0,0
LOC647132,0,0,0,0,0,1
RPL23AP11,0,1,0,0,2,0
HSBP1,4079,4415,2022,2077,2734,2639
MTND5P8,0,0,0,0,1,1
TRIM26,27,2,8,9,0,4
RPL7P32,1,2,0,1,0,2
CDC20P1,1,2,0,0,2,2
CUBNP1,0,0,0,0,1,1
SCTR-AS1,3,1,0,0,3,2
LINC00373,0,0,0,0,0,0
RPS3AP9,0,0,0,0,0,0
LINC00326,7,6,1,15,11,9
LINC00271,15,5,2,1,12,24
RPS18P4,1,1,0,0,0,0
LINC01804,0,6,0,0,2,3
RPL7L1P9,6,5,0,0,20,11
LOC644456,1,1,0,0,0,0
GCNT1P3,13,6,17,13,22,21
LST1,0,0,0,0,0,0
TRAPPC2LP1,0,0,0,0,0,0
LINC00395,0,0,0,0,0,0
RPL6P6,1,5,0,0,1,2
KRTAP21-3,0,0,0,0,0,0
HCG18,2239,2279,1663,1985,1597,1630
LINC02655,1,0,0,0,0,0
FDPSP7,1,0,0,0,0,0
MIR4422HG,0,0,2,1,0,0
TRMT1P1,0,0,0,0,0,0
PSORS1C1,0,0,0,2,0,0
NDUFB4P3,0,0,0,0,0,0
ECE1-AS1,0,1,0,0,7,6
LINC01508,1,3,0,0,4,1
LOC105373343,0,0,0,0,0,0
MTHFD2P3,0,0,0,0,0,0
LOC101927377,2,8,1,1,3,3
FAM25E,0,0,0,0,1,0
LNCAROD,8,16,0,0,6,3
HAR1B,0,0,0,0,0,0
TCF7L1-IT1,0,0,0,0,0,0
MDC1,0,13,26,0,0,0
TTTY3,0,0,0,0,0,0
EEF1A1P40,0,0,0,0,0,1
HMGB1P7,0,0,0,0,1,1
MTND2P15,0,0,0,0,0,0
OFD1P8Y,0,0,0,0,0,0
CSMD2-AS1,0,0,0,0,0,0
RPL7P56,0,0,0,0,2,0
TRBV26OR9-2,0,0,0,0,0,0
LOC107987035,0,0,0,0,0,1
EEF1B2P1,0,1,0,0,0,0
LINC01098,2,0,0,0,0,0
LOC101927884,375,611,95,164,236,315
LINC01720,0,0,0,0,0,0
LINC00852,114,78,123,165,120,73
MICB,1024,695,448,406,797,482
RPL9P11,37,26,44,48,30,50
SPRY4-AS1,112,320,50,204,582,246
LOC102724593,114,61,92,83,31,27
OR5H1,0,0,0,0,0,0
IFNA11P,0,0,0,0,0,0
LOC100422519,0,0,0,0,0,0
KRT8P10,1,1,0,0,0,2
PLSCR5,0,1,0,0,1,3
GS1-600G8.3,0,0,0,0,0,2
LINC01593,0,0,0,0,0,0
MICA,44,20,20,17,45,33
CTNNBL1P1,1,3,0,1,0,4
OR6K1P,0,0,0,0,0,0
RPS3AP3,0,6,3,6,6,5
PSMC1P3,1,0,0,0,0,1
LINC02884,0,0,0,0,0,0
PPP1R18,13,68,13,10,0,0
LOC101926964,7,7,0,1,6,4
LINC01640,0,0,0,0,0,0
PCED1CP,0,0,0,0,0,0
CFAP97D1,44,38,44,53,64,63
AGER,0,0,0,0,0,0
COBLP1,1,0,1,0,0,0
SBK3,50,35,16,24,17,8
OR9S24P,0,0,0,0,0,0
HCG27,0,3,0,0,0,0
HLA-DQB1,29,4,0,4,2,2
APCDD1L-DT,15,8,1,1,7,2
MANCR,3,4,3,4,52,77
RPL13AP,0,0,0,0,0,0
SGO1-AS1,66,63,33,53,64,57
RPS3P2,17,15,14,16,109,116
PRYP2,0,0,0,0,0,0
MAP4K3-DT,615,499,307,337,761,642
RPL31P29,0,0,0,0,0,0
LOC643348,0,0,0,0,0,1
RXRB,0,0,0,0,0,0
RPL13AP17,4,1,0,0,1,1
LINC02662,0,0,0,0,0,0
LINC01816,8,8,0,1,4,1
RPL34P6,1,1,2,0,0,0
ACTG1P10,1,0,0,0,0,0
HCG25,0,0,0,0,0,0
LOC100420166,1,0,0,0,0,0
MUC21,0,0,0,0,0,0
LOC100131264,0,0,0,0,0,1
RPL31P34,0,0,0,0,0,0
RPS29P23,0,0,0,0,0,0
WARS2-AS1,510,426,402,361,432,432
LINC02613,10,0,1,1,8,3
RPSAP40,0,0,0,0,0,1
PRRC2A,9700,5684,8137,7231,5276,4153
MICB,39,225,9,27,221,187
GNA14-AS1,0,0,0,0,0,0
NBPF21P,2,0,0,0,3,1
FGF12-AS1,0,0,0,0,0,0
LOC100420939,0,0,0,0,0,0
FMN2P1,0,1,0,0,0,1
HLA-DPA1,1,15,0,0,1,2
USP17L10,0,1,0,0,1,0
SNRPEP8,0,1,0,0,0,1
LTA,0,1,0,0,1,1
DUX4L31,1,0,0,0,0,0
RPL34P5,0,0,1,3,0,1
LOC105375224,0,2,0,0,1,0
LINC00689,3,1,0,0,4,2
LINC01817,0,0,0,0,5,1
LINC01516,3,6,0,1,5,6
RAB9AP5,0,0,0,0,0,0
FILNC1,0,3,0,0,0,1
LINC01445,0,0,0,0,0,0
LINC00396,0,0,0,0,0,0
LOC440910,78,48,59,95,291,203
LINC01750,0,1,0,0,0,0
WASIR2,20,21,12,15,8,10
LARP1BP1,0,0,0,0,0,0
RPS16P4,0,0,0,0,0,1
LINC01305,2,5,0,0,12,11
RNASEH1P2,2,1,0,0,0,0
RB1-DT,7,6,16,9,12,83
IGHV4-30-2,0,1,0,0,0,0
FCF1P9,0,0,0,0,0,0
ABHD16A,988,698,761,612,572,297
RPL7L1P2,0,0,0,1,0,0
JKAMPP1,0,0,0,0,0,0
RPL21P35,0,0,0,0,0,0
MTND4LP1,0,0,0,0,0,0
RPL34P20,1,2,4,8,1,3
LOC105376171,0,0,0,0,2,0
LINC02570,0,0,0,0,0,1
HLA-DQA1,0,0,0,0,0,0
FAM27C,49,35,49,36,39,51
FAM225A,222,150,38,55,50,35
LINC01249,55,37,42,60,41,63
LINC00278,4,3,1,0,24,22
MTCO3P10,0,0,0,0,0,1
DPP10-AS3,1,0,0,0,0,0
C2,3496,1465,4988,4506,2123,1394
PDE4DIPP6,8,11,6,4,4,12
IGBP1P3,1,0,0,0,0,0
RNMTL1P1,0,0,0,0,0,0
HSPA1B,434,421,528,667,923,807
RSL24D1P3,1,0,0,0,0,0
RPL37AP3,1,0,0,0,0,0
CLEC12A-AS1,450,231,425,482,503,317
RPL7AP44,0,0,0,0,0,0
PPIAP63,0,0,0,0,0,0
HCG25,0,2,3,0,0,8
LINC02015,144,141,27,31,103,74
MTCO2P20,0,0,0,0,0,0
FAHD2CP,17,5,1,1,6,4
RPS23P9,0,0,0,0,0,0
LINC01363,3,0,0,0,0,0
DLEU2,967,800,622,560,526,415
TNXB,1,0,0,0,0,0
LOC100132215,8,4,6,3,6,0
PIK3CDP1,1,0,0,0,0,0
LOC646870,14,23,9,18,13,4
DAXX,1791,713,946,880,594,205
PPT2,1204,1029,927,918,805,261
ANKRD44-AS1,0,0,0,0,0,0
LOC105373524,0,0,0,0,0,0
PSMB8,343,213,148,0,99,75
ATP5F1BP1,2,2,0,0,0,1
AGBL5-AS1,1,0,0,1,6,5
LUARIS,1,2,1,0,3,4
TRIM26,69,46,49,42,136,119
KRT17P6,0,0,0,0,0,0
FSIP2-AS1,8,4,11,14,4,3
DDX39B-AS1,0,2,0,0,0,1
SPATA31B1P,5,2,0,1,7,2
DLG3-AS1,3,2,1,0,5,1
LOC101928489,0,0,2,0,7,6
RPS8P6,2,0,0,0,1,0
COA6-AS1,23,24,16,14,5,11
LINC01704,0,0,0,0,2,2
OR7E111P,0,0,0,0,0,0
LINC01307,2,0,0,0,0,1
LINC00410,3,3,3,4,2,5
OR2J2,0,1,1,4,0,1
HLA-DQB1-AS1,0,0,0,0,0,0
HLA-DRB3,3,0,0,1,0,2
LINC01891,0,0,0,0,0,0
LOC101927136,143,131,146,275,246,223
RPL21P43,3,3,1,0,0,0
LINC01090,0,0,0,0,2,0
BMS1P13,0,3,0,0,0,0
CDY23P,0,0,0,0,0,0
LINC02789,1,2,0,1,4,3
LINC-PINT,367,384,314,326,566,400
VN1R110P,0,1,0,0,3,0
ARHGEF9-IT1,0,0,0,0,0,0
LINC02570,0,0,0,0,0,0
RPS2P18,1,0,0,0,3,1
PPP1R10,0,0,0,1,1,6
TSPAN19,8,1,0,0,0,7
LINC01273,108,78,48,52,93,50
ABCA9-AS1,5,3,0,0,4,12
EMBP1,167,123,317,197,163,118
PQLC1P1,0,0,0,0,0,1
PPP1R11P2,4,3,3,1,1,1
MTCO2P5,0,0,0,0,0,0
RPS27AP5,1,1,1,0,1,0
LINC01354,0,5,0,0,0,0
LINC01611,0,0,0,0,0,0
MTND4P21,0,0,0,0,0,3
LINC00575,0,0,0,0,0,0
DBIL5P,52,30,11,6,3,6
H2BP9,1,1,0,0,1,0
RPL31P50,0,0,0,0,0,0
PIK3CD-AS2,199,92,84,75,108,55
RPL21P85,0,0,0,0,0,0
RPL36AP35,0,0,0,0,0,0
LOC101927888,0,0,0,0,2,0
SNRPCP9,21,10,14,22,21,8
LINC00210,0,0,0,0,0,0
LINC01198,9,2,0,0,3,1
NPM1P48,0,0,0,0,0,0
HLA-DQA1,0,0,0,0,0,0
AKAIN1,2,2,0,0,0,0
PRRC2A,5448,2699,5033,4022,3245,1745
LINC01819,9,2,0,0,21,13
LOC343052,0,3,0,0,3,7
MTHFD1P1,1,1,0,0,0,3
HLA-A,39,27,16,17,15,8
LINC01149,0,0,0,0,0,0
DPY19L4P2,0,0,0,0,0,0
HMGB3P14,0,1,0,0,0,0
UBE2V2P4,0,0,0,0,0,0
MRPS9-AS1,0,0,0,0,0,1
CYP21A2,7,14,9,9,19,31
LOC105373805,1,1,0,0,0,2
MDC1-AS1,0,0,0,0,0,0
OR5K2,1,0,0,0,0,0
LOC100652967,0,0,0,0,1,2
KRT17P3,0,0,0,0,0,0
IPO9-AS1,22,14,7,4,5,1
LOC102723536,4,0,0,0,3,0
TXNL1P1,0,0,0,0,0,0
F10-AS1,0,3,3,0,0,3
PRH1,13,6,39,24,12,17
TRAF3IP2-AS1,274,193,300,313,454,410
DARS1-AS1,98,124,89,65,160,227
MYO3B-AS1,0,0,0,0,3,1
GOT2P1,2,1,0,0,0,2
LOC105375971,0,0,0,0,0,0
IDH1-AS1,34,24,26,21,29,22
GAMTP2,0,0,0,0,2,0
TPRKBP1,0,0,0,0,0,1
RARRES2P3,0,0,0,0,0,0
SALL4P5,0,0,0,0,0,0
LOC730100,2,5,3,0,1,2
NEBL-AS1,0,0,0,0,0,0
PSG1,0,2,0,0,3,1
TAPBP,193,175,234,83,95,90
HMGB3P31,1,0,0,0,0,0
HLA-DQB1,0,0,0,0,0,0
RPS7P3,0,1,0,1,0,0
PGM5P4-AS1,0,0,0,0,0,0
PHKA1-AS1,3,0,0,0,0,1
VARS1,2670,1366,2899,2755,1521,1164
HS1BP3-IT1,700,441,294,221,570,374
MTND2P22,0,0,0,0,0,0
GNAI2P2,0,0,0,0,0,0
LOC102724323,0,0,0,0,0,2
RPL17P29,0,0,0,0,0,0
UBD,5473,3728,605,352,799,325
MMADHC-DT,371,231,196,148,130,59
CT69,2,1,0,0,2,0
RPL7L1P12,3,1,0,0,0,0
LOC107985113,0,0,0,0,0,0
LINC01787,1,3,0,0,0,0
PPP1R2B,1,0,0,0,2,4
LOC643630,3,4,0,2,1,2
LRRC8C-DT,7,4,0,2,0,1
CLCN3P1,7,9,0,0,0,2
LINC01880,0,0,0,0,1,0
CAP1P2,2,0,0,0,0,1
PBX2,1292,752,1031,840,870,683
DNMT3L-AS1,1,0,1,1,2,0
LEF1-AS1,601,0,5,4,4,1
LINC01807,0,0,0,0,0,0
LOC102725019,0,0,0,0,0,0
ELOCP15,0,0,0,0,0,0
LOC100129573,0,0,0,0,0,0
RPL21P29,0,0,0,0,0,0
DEFT1P2,0,0,0,0,0,0
ZBED9,147,179,146,153,164,185
PSMD10P3,0,0,0,0,0,0
LOC107985629,0,2,0,0,0,0
LINC01798,2,1,0,0,0,6
HNRNPCP9,0,0,0,0,0,0
LOC101928475,3,0,0,0,2,3
HLA-DQA1,0,0,0,1,0,0
USP9YP33,0,0,0,0,0,0
LINC01063,10,4,0,2,1,0
RPS29P28,0,0,0,0,0,0
TMEM253,47,16,3,7,73,68
MRPL35P2,0,2,0,0,0,0
LINC01031,1,0,0,0,0,0
LINC01697,22,27,23,14,17,40
LOC102725019,0,0,0,0,0,0
RPS6KA2-IT1,0,1,0,1,0,0
RPL31P7,0,0,0,0,0,1
LINC01104,0,0,0,0,0,5
HCFC2P1,0,0,0,0,0,0
LINC01653,0,0,0,0,0,0
MTCO3P2,0,0,0,0,0,0
RFX3-AS1,7,7,0,2,10,9
TSBP1,11,6,0,0,4,9
VN1R54P,0,0,0,0,3,0
TMA7,4374,3711,2937,2183,4554,2695
TEX50,0,3,0,0,0,0
MCTS1,502,700,534,538,751,696
DYTN,1,13,0,0,0,1
HLA-B,2186,1318,383,217,1499,858
PSORS1C2,0,0,0,0,0,0
MTCO3P45,2,0,0,1,1,3
NCOA7-AS1,0,0,0,0,0,1
NDFIP2-AS1,0,0,0,0,0,0
IMPDH1P10,37,25,2,3,10,8
RPS15AP12,0,0,0,0,0,0
IFNWP5,0,0,0,0,0,0
LINC00867,0,5,0,0,0,1
RPL26P24,0,0,0,0,0,0
FMO11P,0,0,0,0,4,2
FERP1,0,1,0,0,0,1
MTCYBP15,0,0,0,0,0,0
C11orf98P1,0,0,0,0,0,0
RAB9BP1,0,0,0,0,0,0
RAP2C-AS1,29,29,4,8,34,35
RPLP1P13,0,0,0,0,0,0
LINC01873,2397,2794,1578,2121,3669,4839
VN1R30P,0,0,0,0,0,0
RPL9P10,0,0,0,0,0,0
P2RY10BP,0,0,0,0,0,0
ABCF1,0,0,75,0,14,0
LINC00708,0,0,0,0,0,0
RPL19P15,0,0,0,0,0,0
RPS6P10,11,12,1,4,3,0
MTND4P24,0,0,0,0,0,1
MTATP6P29,0,0,0,0,0,0
SLC44A4,139,79,201,83,11,4
LINC02181,0,1,0,0,0,0
KIF26B-AS1,0,0,0,0,0,0
TOMM22P2,0,0,0,0,0,0
MTRNR2L4,10,3,3,0,5,2
LOC102724511,0,0,0,0,0,0
MTCO2P34,0,0,0,0,0,0
RPL3P8,0,0,2,0,5,4
LINC01701,0,0,0,0,0,0
OR2L6P,0,0,0,0,0,0
IGHV3-43,0,0,1,0,0,0
FTLP8,0,1,0,0,0,0
CNN2P10,1,0,0,0,23,21
LINC01047,0,0,0,0,0,0
LOC112268441,0,1,0,0,0,0
LINC00865,2,2,1,0,5,1
LINC02043,240,164,113,143,229,250
CDY3P,0,0,0,0,0,0
ASCL5,2,3,0,0,2,1
MUCL3,0,0,0,0,0,0
CSF2RBP1,0,0,0,0,0,0
DDX39B-AS1,0,0,0,0,0,0
TMEM114,4,3,1,0,2,7
LOC100422548,0,0,0,0,2,0
KRTAP25-1,0,0,0,1,0,0
USP17L24,1,0,0,0,0,0
LINC02805,7,2,1,1,5,7
ACTR3P2,0,0,0,0,0,2
OR52I1,0,3,0,0,0,0
SLC30A6P1,0,2,0,0,1,0
FLOT1,0,0,0,0,0,0
MTND1P32,16,30,14,11,17,32
HSD17B3-AS1,43,38,1,4,5,5
GNG12-AS1,9,2,0,0,4,1
ELOBP3,0,0,0,0,0,0
SLC6A1-AS1,0,0,0,0,1,1
OR11A1,1,3,1,2,5,11
ALDH7A1P2,0,0,0,0,0,0
LNCPRESS1,3,1,2,1,2,0
DFFBP1,41,29,31,25,29,29
DAOA-AS1,1,0,0,0,0,0
MUCL3,0,0,0,0,0,0
LOC101928304,0,3,0,0,1,0
GPANK1,1222,801,482,438,671,484
LINC02518,0,3,0,0,0,0
TAP2,0,0,0,0,0,281
LOC100419739,0,0,0,0,1,0
RPS27AP2,0,0,0,0,0,0
LOC100131736,3,8,0,0,3,2
NOTCH4,315,261,28,22,101,47
RPL4P2,1,0,0,0,0,0
LOC102725019,0,0,0,0,0,0
LOC100419436,0,0,0,0,4,1
RPS17P16,1,3,1,0,0,2
HLA-DQB1-AS1,0,0,0,0,0,0
SEMA3B-AS1,6,2,6,7,52,47
LOC100288724,1,0,0,0,0,0
VDAC1P9,0,2,0,0,0,0
TAP1,2446,1632,940,773,5460,3708
MTCYBP3,26,38,20,15,25,17
GPR79,1,0,0,0,0,0
LOC101928386,0,1,0,0,0,0
RPL22P23,0,0,0,0,1,0
OR52U1P,0,0,0,0,0,0
OR5K1,2,0,0,0,0,1
RPL23P7,0,0,0,0,0,0
RPS3AP25,2,3,0,0,0,1
SMIM26,1217,1238,1621,1345,1087,887
GOT2P7,1,1,0,0,0,3
RPL5P6,0,2,0,1,0,0
OR10C1,0,0,0,0,1,0
TMPRSS11CP,0,0,0,0,0,0
USP17L13,0,0,0,0,0,0
RAD17P1,0,0,0,0,0,1
LINC00112,0,0,2,1,0,0
RPL27P5,0,1,0,0,0,0
LOC101928402,5,5,5,5,2,1
CYP21A2,9,5,6,9,3,12
BPESC1,3,1,0,1,6,4
TTTY19,0,0,0,0,0,0
USP9YP29,0,0,0,0,0,0
RPL21P131,0,0,0,1,1,0
RPL31P15,0,0,0,0,0,0
LOC100289656,0,0,0,0,0,0
AJM1,40,17,257,286,129,98
RPL18AP7,0,1,0,0,1,0
MHENCR,305,149,163,153,140,84
MTND5P3,0,2,0,0,0,0
RPS2P14,42,22,22,31,21,14
LINC02777,18,17,2,0,18,11
LINC01450,0,0,0,0,1,0
OR4F14P,0,0,0,0,0,0
RPL13P7,1,0,0,0,0,0
H3P31,8,9,6,17,20,12
EEF1B2P3,1,7,1,1,1,2
HSFY5P,0,0,0,0,0,0
KRT8P52,8,4,1,3,11,14
TGFB2-AS1,0,0,0,0,0,0
OSBPL10-AS1,0,3,0,0,0,0
LOC100421402,52,39,27,27,41,25
RPL21P25,0,0,0,0,0,0
CSPG4BP,7,8,0,0,4,4
GCSIR,0,2,0,0,2,0
VDAC1P13,54,40,37,46,86,61
LSP1P5,509,315,315,350,454,302
LOC100289473,5,8,4,3,2,3
LIF-AS1,1,0,0,0,1,0
KMT5AP2,0,0,0,0,0,1
LINC00945,0,0,0,0,4,3
RPL36P19,0,0,0,0,0,0
COL11A2,4,0,3,4,0,0
LINC01809,0,0,0,0,0,0
MTCO1P14,1,0,0,0,0,2
PRCPP1,1,0,0,0,2,3
KCND3-IT1,0,0,0,0,0,0
TPMTP3,0,0,0,0,0,0
CRB3P1,0,0,0,0,0,0
MRTFA-AS1,9,3,16,14,21,11
GABBR1,0,8,4,9,0,0
RPL3P4,0,0,2,0,0,0
TUBB,8446,7742,6996,3982,518,1672
LOC100533629,0,0,0,0,0,0
MTCO1P27,1,0,0,0,0,0
LOC100419791,0,0,0,0,0,0
GPR143P,0,0,0,0,0,0
KIAA1614-AS1,152,84,83,80,103,77
EEF1A1P3,44,31,36,60,74,68
LINC01646,1,0,0,0,0,0
RPL31P35,0,0,0,0,0,0
TSPY17P,0,0,0,0,0,0
C4BPAP2,0,0,0,0,0,2
C10orf126,3,1,0,0,0,0
RPL23AP31,0,0,0,0,0,0
LOC100420423,45,18,47,46,26,15
LOC101927143,1,3,0,0,0,0
MTND2P23,0,0,0,0,0,0
GABBR1,26,0,0,0,9,0
MOG,0,0,0,2,0,0
LINC01431,32,20,8,6,17,14
LINC01780,0,2,7,9,25,30
GOLGA8N,45,52,15,31,48,90
LINC01656,0,0,0,0,0,0
IDI2-AS1,4,8,0,0,3,4
CFTR-AS1,0,0,0,0,0,0
ZNF687-AS1,136,103,34,25,80,35
ACTG1P21,3,0,0,0,2,1
ADH5P2,0,0,0,0,0,0
LINC00665,191,128,133,94,140,129
SPTLC1P4,0,0,0,0,1,0
ATP11A-AS1,18,14,3,5,3,2
LINC00442,3,1,0,0,0,3
LINC01628,0,0,0,0,0,1
ZNRD1ASP,971,993,420,457,874,674
ELOCP17,0,0,0,0,0,0
AP1B1P2,0,0,0,0,0,0
KIZ-AS1,30,18,32,25,28,31
TRIM51JP,0,0,0,0,0,0
RPS17P7,0,0,0,0,0,0
TRIM80P,74,58,13,16,31,12
LOC101926943,1,2,0,1,8,7
LINC01826,0,2,0,0,0,0
USP9YP16,0,0,0,0,0,0
LINC02022,0,0,0,0,0,0
RPL26P11,0,0,0,0,0,0
MTCO3P21,0,0,0,0,1,0
HCG27,0,33,14,0,0,0
LOC100506178,0,0,0,0,0,1
LOC100859919,1,1,0,0,1,0
TRIM60P8Y,0,0,0,0,0,0
LOC100421746,0,0,0,0,0,0
KIAA1143P2,1,0,0,0,1,0
LOC105378499,4,2,1,0,0,0
LOC107985097,0,0,0,0,0,0
MTND4P22,0,0,0,0,0,1
DEFB130D,0,0,0,0,0,0
FLJ22447,1887,2507,1226,1652,2219,3082
BMS1P22,38,33,22,33,87,74
RPL23AP50,1,0,0,0,1,0
ITGA6-AS1,2,7,1,1,7,4
LINC01162,0,0,0,0,0,0
FTH1P25,2,1,0,0,0,0
SCAND3P1,5,2,1,2,5,7
SLC7A15P,0,2,0,0,1,1
SDCBPP3,0,0,0,0,5,2
SLCO4A1-AS1,0,0,28,42,0,3
HSPA1B,1886,881,2298,1889,2622,1714
TTTY20,0,0,0,0,0,0
LINC01717,0,1,0,0,0,3
COL4A2-AS1,0,0,0,0,0,0
RPS2P32,94,39,42,38,83,32
LOC100129620,0,3,0,0,1,0
GSTO3P,0,0,0,0,0,0
LMLN-AS1,0,0,0,0,0,2
LINC01700,0,1,0,0,1,0
PET117,778,845,623,644,565,473
TRIM39,0,0,0,0,0,0
BRWD1P3,1,1,0,0,3,0
KAT7P1,0,1,0,0,1,0
SNX18P2,1,1,0,0,5,1
SLC25A6P3,16,5,9,7,11,17
PTGES2-AS1,284,127,323,363,373,214
RPL34P27,0,0,0,0,0,0
LYRM9,19,9,11,1,186,168
SMG7-AS1,23,20,23,11,9,14
NUCKS1P1,0,0,0,0,0,0
RPL36AP34,0,0,0,0,1,0
SEC1P,1,0,0,0,0,0
CTAGE3P,91,96,118,121,54,70
DPYD-AS1,0,0,0,0,0,0
NDUFB4P10,0,0,0,0,0,0
RPS10P21,2,0,0,0,0,0
RPLP0P5,0,0,0,0,0,0
RPS11P5,0,1,0,1,0,0
RGS5-AS1,2,0,0,0,0,1
LOC101929413,0,2,0,0,0,0
LINC01166,0,0,0,0,0,2
LOC100132609,0,0,0,0,0,0
LOC100533634,36,24,17,26,21,19
DLGAP4-AS1,128,70,97,84,89,59
