gene_name,G401_BRD9_KO_rep1,G401_BRD9_KO_rep2,G401_LacZ_rep1,G401_LacZ_rep2
TLR12P,0,0,0,0
LST1,0,0,0,0
LOC102724357,0,0,0,0
HRAT17,44,26,41,45
NDUFB1P2,0,0,0,0
RPL12P43,0,0,0,0
ATF6B,0,0,0,112
PTGES3P5,0,1,1,0
FAM133B,739,653,540,634
LNCTAM34A,48,40,32,26
PPIAP90,0,0,0,0
RPL22P7,0,0,0,0
OR10G8,0,0,0,0
RPL7AP71,0,0,1,0
LINC01800,1,0,2,0
RPS21P7,0,0,0,0
MTND1P26,0,0,0,0
TSPY19P,0,0,0,0
CCT6P3,267,226,230,264
LOC100130801,0,0,0,0
MRPL50P1,0,0,0,0
KAZN-AS1,0,0,0,0
HCG9,0,0,0,3
CHRM3-AS1,0,0,0,0
MCIDAS,131,88,106,83
PSORS1C2,0,0,0,0
MAPKAPK5-AS1,305,243,250,256
OR2AT2P,0,0,0,0
H2AZP5,0,0,0,0
JRK,976,849,793,919
RPL7P11,3,1,7,5
MOG,10,6,7,11
NECAP1P2,0,1,1,2
LINC02093,0,0,0,0
MED14OS,8,11,8,5
RPS19P6,0,0,0,0
LOC101929420,0,1,2,1
BAG6,1410,1164,1160,1387
AGPAT5P1,0,0,0,0
LRRTM4-AS1,0,0,0,0
OR7E155P,0,0,0,0
CHL1-AS1,0,0,0,0
ACTL11P,4,2,9,0
ZFP57,0,0,0,0
OR6C64P,0,0,0,0
MTCYBP5,0,0,0,0
IFT74-AS1,1,0,1,3
VDAC2P4,0,0,0,0
SDCBP2-AS1,105,65,88,79
EPCAM-DT,13,22,11,15
RIPOR3-AS1,2,0,5,2
TFPI2-DT,0,0,0,0
GPR50-AS1,0,0,0,0
MTCO1P8,0,0,0,0
PRDX3P3,0,0,0,0
BRD2,8,0,0,0
TUBB8P11,0,0,1,0
LOC101927870,1,0,0,1
RPL23AP51,1,0,0,1
NPIPB2,26,40,26,30
ATP5F1AP8,0,4,0,0
LINC02092,0,0,0,0
LINC01287,24,24,23,28
LOC100533679,0,0,0,0
SNHG32,1330,1241,981,1194
AGER,25,39,51,47
RPEP5,0,0,0,0
RPS25P10,0,0,0,0
FAM170B-AS1,0,0,0,0
KRT18P15,2,0,1,1
GAS5,2193,2058,1777,2038
RPL17P18,1,4,4,3
USP9YP26,0,0,0,0
HLA-B,94,86,77,90
OR2J2,0,0,0,0
RPS2P53,7,1,2,6
RPL15P16,1,0,3,3
LINC02676,0,0,0,0
FOXP4-AS1,15,20,5,6
LINC02817,16,18,25,18
LINC02621,0,0,0,0
ELL2P3,0,0,0,0
C11orf94,3,1,0,3
LINC02529,0,0,0,0
BNC2-AS1,16,16,20,19
LINC01103,0,0,0,0
EEF1GP5,0,0,2,0
LINC00458,28,31,30,36
HSPA8P3,2,2,0,0
NUTF2P4,0,0,1,0
RFTN1P1,1,0,0,0
RPS3AP6,4,5,0,4
DXO,109,72,92,92
FAM197Y2,0,0,0,0
OR2J1,0,0,0,0
RPL26P29,1,0,1,4
ECI2-DT,7,8,7,6
XRCC6P2,0,0,1,0
IQCM,13,14,16,25
IFNA17,0,0,0,0
FAM197Y9,0,0,0,0
AIF1,3,1,6,4
LOC100419684,0,0,0,0
RPS26P30,0,0,0,0
LINC01239,4,9,6,5
LOC100422627,1,3,8,0
MTCO2P16,0,0,0,0
NEU1,0,0,0,118
MTND2P3,0,0,0,0
RPL23AP42,3969,3246,3463,3795
LINC00676,0,0,0,0
SLIT1-AS1,0,0,1,0
HNRNPUL2-BSCL2,2102,1907,1669,2151
LINC01149,0,0,1,1
LOC100505782,0,0,0,0
ATP5F1AP1,0,0,0,2
ADH5P5,0,0,0,0
NOTCH4,0,7,6,10
HSPE1P1,0,0,0,0
LINC00163,2,2,3,2
EIF3EP1,8,1,10,14
MIR155HG,1,2,1,1
LOC100996404,0,0,0,1
KPNB1P1,0,3,2,2
HCG18,80,0,116,0
SOX9-AS1,4,6,6,8
MTND6P13,0,0,0,0
APOC2,0,1,1,4
IL6RP1,0,0,0,0
SNHG20,506,417,366,369
ATP6V1G2,0,0,0,0
CDC42P1,0,1,1,2
MTND5P29,0,0,0,0
MTND2P18,0,0,0,0
GRID1-AS1,0,0,0,0
LINC02623,0,0,0,0
GTF3C2-AS1,10,8,14,22
STK19,60,31,88,132
LINC01524,0,0,1,0
LOC105373958,1,1,4,6
RBMY2OP,0,0,0,0
LOC101927434,0,0,0,0
LINC02539,0,0,0,0
SHISA8,45,41,38,42
LINC02658,0,0,0,0
FTH1P2,0,0,0,0
RPL7AP20,3,1,1,0
RPL7AP47,0,0,0,1
RPL18P4,0,0,0,0
LINC01849,0,0,0,0
RPS3AP28,0,0,0,0
ACTG1P25,19,13,11,16
EIF4A1P2,0,0,15,0
RPS15AP8,0,0,0,0
LINC01883,0,0,0,0
JCADP1,0,0,0,1
SEMA3F-AS1,43,27,42,30
RPL17P48,0,1,2,2
RNF39,0,12,0,0
DPP10-AS1,0,0,0,0
MNX1-AS2,1,1,2,1
DAAM2-AS1,0,0,0,0
C19orf81,52,40,60,51
MTND6P12,0,0,0,0
LINC00940,0,0,0,0
LINC01777,0,0,0,0
LOC100133029,0,0,0,0
LOC101929148,0,0,0,0
UBE2V1P7,0,0,0,0
RPL24P2,6,6,13,15
LOC100132857,1,0,1,0
GAPDHP52,0,2,1,0
MTND5P23,0,0,0,0
RPL10AP4,0,0,0,0
LINC00330,6,6,2,4
ANKRD65,33,22,42,56
BRD3OS,910,724,755,793
ZSCAN31,93,58,97,85
RPS17P10,0,0,0,0
HSPE1P27,2,2,0,1
FAM237A,1,0,0,0
LOC101927020,0,0,0,0
DSCAM-AS1,2,1,0,0
KRT8P17,0,0,0,0
NFKBIL1,78,67,135,18
OR2H1,0,1,0,1
RPL35AP22,0,0,0,0
CYP21A2,0,2,0,0
LOC100130548,4,4,9,9
LOC101927378,2,3,5,6
LOC105378318,0,0,0,0
LINC02532,0,0,0,0
RPSAP16,2,0,0,1
TMEM30CP,0,0,0,0
LINC02248,0,0,0,0
C12orf75,922,817,755,814
CDK5P1,1,0,0,0
SMIM1,152,130,77,89
MTND1P31,0,0,0,0
LINC01366,0,0,0,0
HGH1,418,356,325,317
RPL26P37,0,0,0,0
POLR1H,20,11,16,0
ZNF311,0,0,0,0
LINC00601,0,0,0,0
SRP14P3,1,1,0,0
LOC105378614,1,0,0,0
NUCB1-AS1,3,1,3,2
PPP1R3E,272,253,257,269
CYP2C58P,0,0,0,0
LINC01525,0,0,0,0
TBC1D3P3,0,0,0,0
LOC613206,3,1,1,4
TUBBP6,0,2,0,0
OR6E1P,3,1,0,0
FAM83C-AS1,1,0,1,0
TSPY26P,20,21,18,13
HLA-F,6,0,2,4
LINC00383,2,0,0,0
MSH5,0,6,0,0
RPL31P17,0,0,1,0
RPL27P2,0,0,0,0
VN1R38P,0,0,0,0
MICA,78,83,94,108
DANT2,30,36,28,22
C2-AS1,0,0,0,0
LOC100421465,0,0,1,0
FKBP4P7,0,0,0,0
ITGA9-AS1,131,100,98,132
NDUFB4P6,0,0,0,0
RPL5P28,0,0,0,0
KDM4E,1,1,0,1
LINC02331,0,1,0,1
LOC100420320,0,0,0,0
KRT18P16,2,1,0,1
SNORD62A,1,4,2,4
SMIM2-IT1,0,0,0,0
RPL7AP25,0,0,0,0
LINC01634,0,5,2,5
MRPL53P1,0,3,0,1
THRA1/BTR,0,0,0,0
LY6G6D,0,0,0,1
LINC01281,0,0,0,0
GAPDHP34,0,0,1,0
BRD2,1046,1274,773,787
GXYLT1P6,0,0,0,0
RPL23AP69,0,0,0,0
MTND4LP13,0,0,0,0
RPL31P62,0,2,0,1
RPL12P25,5,1,1,5
BTG3P1,0,0,0,0
B3GALT1-AS1,0,0,0,0
LINC01665,0,0,0,0
C6orf47,0,0,0,0
SAPCD2P2,0,0,0,0
SSR4P1,66,40,49,45
RPEL1,1,0,0,1
RPS2P34,0,0,0,0
MRPS10P1,0,0,0,0
LINC02154,269,220,221,233
SPAAR,5,3,6,9
ZNRD1ASP,0,0,0,0
NOTCH4,0,0,0,2
EPN2-AS1,4,4,3,5
LOC652549,1,1,1,1
CYMP-AS1,0,0,0,0
TTTY4B,0,0,0,0
RPSAP24,0,0,0,0
LOC105372672,1,0,0,1
RPS15AP23,0,0,0,1
ZSWIM5P1,0,0,0,0
MTATP6P17,0,0,2,0
DPY19L2P4,5,5,12,5
LINC01278,481,476,454,570
LOC105370105,0,3,0,2
DDX39B,29,25,45,84
RPS2P15,0,1,0,2
OR10C1,1,0,0,0
POLR1H,0,0,0,0
PSMB3P2,0,0,0,0
TRAPPC13P1,0,0,0,0
LURAP1L-AS1,0,0,0,0
SMIM27,68,56,47,67
IQCF5-AS1,0,0,0,0
RPS26P31,0,0,0,0
TAB3P1,0,1,0,0
RPL10AP5,0,0,0,1
NEURL1-AS1,0,0,0,0
EIF4A1P7,2,0,0,0
LINC01664,1,3,2,1
LOC105373496,2,3,1,1
LOC441996,0,0,0,0
PSORS1C1,0,0,3,3
JARID2-AS1,1,0,0,0
LINC01221,0,0,0,0
CASP4LP,0,0,0,0
RPS2P7,6,1,2,10
USP9YP27,0,0,0,0
MTCO1P23,0,0,0,0
HIPK1-AS1,22,16,18,24
AGAP1-IT1,1,1,1,0
LOC107984969,15,12,14,10
MSC-AS1,0,0,0,0
LINC00402,0,0,0,0
MTND1P33,0,0,0,0
RPS11P1,0,0,0,0
NDUFB11P1,0,0,0,0
RPL6P27,0,3,9,3
LOC107984875,0,1,0,4
NFAM1,81,64,51,55
MSH5,27,41,43,44
LINC00533,0,1,0,2
RPS15AP37,0,0,0,0
LOC442292,0,0,0,1
RPL24P5,0,0,0,0
GNAS-AS1,6,7,1,2
RBMS3-AS1,0,0,0,0
LINC01102,5,1,9,1
RRM2P4,0,0,0,0
BARX1-DT,0,0,0,0
POU5F1P3,1,4,1,2
RPS15P2,0,0,0,0
NKX1-1,0,0,0,0
NSRP1P1,2,0,2,2
FAM21EP,34,28,16,28
LINC00494,24,11,28,40
OR7E110P,0,0,0,0
KRT18P66,0,0,0,0
SNRPFP4,3,2,0,1
RNF148,0,0,0,0
LOC100419447,0,0,0,0
ELOAP1,0,0,0,0
PTP4A1P5,0,0,0,0
LINC01647,8,9,10,5
RPL10P5,0,0,0,1
MTND1P2,0,0,0,0
MXRA5Y,0,0,0,0
G3BP1P1,2,4,4,3
FBXO30-DT,183,112,150,172
LOC100419512,0,0,0,0
HLA-A,220,278,271,332
ATAT1,3,9,6,14
MIR670HG,0,0,0,0
LINC00298,0,0,0,0
RPL21P40,0,0,1,2
RPS2P13,2,1,0,0
OR5AN2P,0,0,0,0
HLA-G,0,0,0,0
PPIAP20,0,0,0,0
LINC00993,0,0,0,0
CUBNP3,0,0,0,0
PFDN6,0,7,4,4
C2,0,0,0,0
CXorf51B,0,0,0,0
CYCSP52,1,0,1,1
LINC00894,30,44,44,67
LOC729815,2,1,0,1
DICER1-AS1,68,46,111,116
LOC100129601,0,0,0,0
COL11A2,0,0,0,0
TRIM67-AS1,0,0,0,0
ANKRD34C,0,0,0,0
RXRB,0,105,0,0
LOC100128334,0,0,0,0
PSMB8,0,0,2,2
KRT18P46,1,0,0,0
MFRP,13,23,35,60
TRIM31-AS1,0,0,0,0
HCG18,0,0,0,0
OR2AF1P,0,0,0,0
RPL7AP72,0,0,0,0
TRIM60P19,0,0,0,0
PHACTR2-AS1,3,3,1,1
HLA-DOA,0,7,0,0
KIAA0040,0,0,0,0
APOM,38,2,0,2
AGPAT1,0,0,0,3
MSH2-OT1,0,0,0,1
BRD7P5,0,0,0,0
LINC00607,12,2,16,11
RPL7AP70,0,0,0,0
DPYD-AS2,0,0,0,0
LOC402329,0,0,0,0
HNRNPA1P29,0,0,0,0
LINC01015,0,0,0,0
MTND3P21,0,0,0,0
MTCO2P23,0,0,0,0
ADAM21P1,3,0,3,0
ZNRD1ASP,15,7,5,9
RPS24P4,0,0,0,0
OLMALINC,1664,1378,934,1068
LINC00837,0,3,1,5
TUBB8P9,0,0,0,0
RPL36AP26,1,0,0,0
SRGAP3-AS4,0,0,0,0
BHLHE40-AS1,18,8,18,15
LOC101928389,0,0,0,0
KIF3AP1,0,0,0,0
HLA-DPA1,1,1,0,16
HS6ST2-AS1,1,0,1,0
OR7E145P,0,0,0,0
B3GALT4,3,1,1,3
HSPA8P6,0,0,0,0
GSN-AS1,51,29,47,58
RPS26P12,0,0,2,0
ARHGEF7-AS2,1,0,0,0
LOC101927661,2,2,1,1
TSPEAR-AS1,1,1,12,4
TM4SF19-AS1,15,27,30,25
LINC01564,0,0,0,0
CPB2-AS1,16,30,27,36
TRIM15,0,0,0,0
LOC100422287,0,0,2,0
APOA1-AS,4,3,1,2
MACROD2-AS1,0,0,0,0
LST1,0,0,0,0
MRPS18CP7,0,0,0,0
MTCO2P11,1,0,0,0
ASH1L-AS1,72,41,58,73
THRAP3P3,0,0,0,0
RPL13P14,0,0,0,0
LY6G6C,0,0,0,0
NEXN-AS1,65,44,56,73
LINC01553,5,2,3,3
MTND1P21,1,0,0,0
HSPA1A,8,0,1,0
LCE6A,0,0,0,0
EGOT,0,0,1,0
LOC100419685,0,0,0,0
TTC28-AS1,200,193,214,208
UBOX5-AS1,8,5,6,1
PNMA6A,140,125,58,92
RPL7AP53,0,0,0,0
MCCD1P1,0,1,0,0
OR12D2,0,1,0,0
LOC100130620,0,0,0,0
H2BP8,0,0,0,0
GPC5-AS1,0,0,0,0
AIF1,0,0,0,0
GNL1,130,50,27,114
MORC2-AS1,1,3,1,0
RPL23AP20,0,0,0,0
HGC6.3,0,0,0,0
UBE2V1P6,0,0,0,0
TAAR7P,0,0,0,0
RPL9P12,0,0,0,0
LINC00243,0,2,0,0
MTCO1P46,0,0,0,0
LINC01814,188,163,211,246
GPANK1,0,0,0,0
LOC100507477,55,65,73,96
VPS52,392,350,277,621
PRRX2-AS1,0,0,0,0
PATE3,0,0,0,0
OR5H14,0,0,0,0
LINC00445,0,0,0,0
LINC02889,5,6,7,10
CHIAP1,0,0,0,0
COX6CP18,0,0,0,0
LOC100129947,0,0,0,0
RPL13AP12,5,2,3,4
SSBL5P,1,2,2,2
LINC01920,0,0,0,0
MYCBP2-AS1,6,4,2,6
LINC01643,0,0,0,0
RPL17P36,2,0,0,1
LOC101928335,1,0,1,0
SRSF2P1,0,0,0,0
LINC01072,0,0,0,0
SLC6A14P1,0,0,0,0
LINC01447,26,28,22,34
ELFN1-AS1,0,3,0,2
OR13E1P,0,0,0,0
COX10-AS1,156,132,151,129
LINC02243,3,4,1,2
LINC00545,0,0,0,0
BNIP3P2,0,0,0,0
RAC1P7,0,0,0,0
ZBTB22,159,133,127,175
LOC112268411,0,0,0,0
SCN1A-AS1,12,6,10,14
LOC105373525,0,0,0,0
OR2AM1P,0,0,0,0
RPL6P1,2,0,0,0
LOC100130881,5,8,2,8
LINC01639,0,0,0,0
LOC101928228,0,0,0,0
USP17L8,0,0,0,0
CT47A3,0,0,0,0
PTCSC2,0,0,0,0
MED13P1,0,0,0,0
LOC101929099,0,3,1,5
DUX4L26,0,1,0,0
TMEM147-AS1,629,439,475,614
RPL23AP37,0,0,0,1
ZPLD2P,21,12,19,24
RFC3P1,0,0,0,0
LOC100419562,1,0,0,0
GAPDHP57,0,0,0,0
RPL12P26,0,0,0,0
MIR7515HG,0,0,0,0
SSU72P6,0,0,0,0
HLA-DPA1,3,2,0,0
VARS2,0,30,123,0
HNRNPDLP3,0,0,0,0
PRKX-AS1,0,0,0,0
RPL18AP15,0,0,0,0
RPS15AP25,0,0,0,0
RNMTL1P2,0,0,0,0
NFKBIL1,119,87,0,159
GRM7-AS1,0,0,0,0
LINC01376,9,1,19,8
LOC100533669,0,0,0,0
MTCO1P7,0,0,0,0
TNXB,13,0,0,0
WDR46,717,261,394,631
BRD2,376,305,303,466
MTCYBP24,0,0,0,0
TNXB,0,0,0,0
RPS14P10,0,0,0,0
LOC100421238,1,1,0,1
MYO16-AS1,0,0,0,0
RPL6P29,0,0,1,0
HSPA1L,0,3,3,8
LOC101928381,3,2,0,3
SLC25A3P1,0,0,0,0
MTND4P14,0,1,2,0
DIAPH2-AS1,0,1,3,2
LINC01361,2,0,1,2
FLOT1,42,55,76,133
SCUBE1-AS2,0,0,0,0
NDP-AS1,0,0,0,0
CLEC2L,0,0,0,1
VN1R31P,0,0,0,0
ZBED5,975,814,705,812
GACAT3,0,0,0,0
EEF1GP7,0,0,2,2
GUSBP5,5,6,4,9
EEF1A1P23,1,1,3,3
MRGPRG-AS1,0,0,0,1
LOC107984360,0,0,0,0
SLC12A9-AS1,3,1,1,4
LINC01241,0,0,0,0
TLX1NB,0,0,0,0
VN1R53P,0,0,0,0
OR7E109P,0,0,0,0
RPS28P2,0,0,3,0
LOC100418888,0,0,0,0
SLFN14,0,0,0,0
RPL5P9,0,0,1,0
PPIAL4G,12,16,5,8
POM121L13P,0,0,0,0
GRM8-AS1,0,0,0,0
ABCF1,85,183,186,382
SCAT8,0,1,0,0
PSMC1P10,1,0,0,0
PBX2,120,101,37,87
EI24P1,0,0,0,0
OR51B8P,0,0,0,0
GAGE2C,0,0,0,0
LOC153910,2,1,2,0
CT47A1,0,0,0,0
LINC02653,0,0,0,0
CCDC200,28,22,41,30
LINC00479,0,0,0,1
LOC101927476,20,18,27,42
RPS15AP22,0,0,0,0
SLC35G4,0,0,0,0
TAS2R39,0,0,0,0
TRIM40,0,0,0,0
KRTAP21-4P,0,0,0,0
SLC4A1APP2,0,0,0,0
VLDLR-AS1,3,0,0,0
LOC107985643,0,0,0,0
HLA-DQA1,0,0,2,94
LINC01134,23,12,16,14
TSPY10,0,0,0,0
PPP1R18,0,142,127,110
MFF-DT,56,29,38,32
RPL37P21,0,0,0,0
TSPY12P,0,0,0,0
LINC02850,0,0,0,0
FAM157A,417,148,241,280
UBE2L5,2,1,0,0
CT47B1,0,0,0,0
SNX2P2,0,0,0,0
LOC101928748,0,0,0,0
KCNMA1-AS1,3,3,10,7
LOC100421840,0,0,0,0
MTND2P40,13,5,4,3
RRM2P2,1,0,1,2
LOC100288233,0,0,1,0
RPL34P10,1,2,2,3
TAPBP,9,37,47,84
GPS2P1,17,13,7,10
LINC01744,7,2,1,1
LINC00896,13,8,12,16
SIX3-AS1,0,0,0,0
LOC107987032,0,0,0,0
RPL21P133,0,0,0,0
LINC01231,0,0,0,0
RPL29P1,1,0,0,0
LOC101928201,0,0,0,0
ZBTB9,354,306,291,281
GPC6-AS1,0,0,0,0
NPAP1P4,0,0,0,0
NPM1P40,1,0,0,2
LOC84214,1,0,0,1
KPNA2P1,4,2,1,4
LINC01695,13,17,19,25
H3P36,0,0,0,1
VN2R9P,0,0,0,0
LOC102723971,0,0,0,0
MYCL-AS1,2,1,5,4
RNF217-AS1,1,0,1,5
RPL13AP5,3,0,0,3
ASNSP3,7,1,9,3
PPP1R11,0,184,0,234
MOG,0,0,0,0
YWHAQP5,1,3,9,11
HNRNPA3P5,1,1,0,0
RAD23BP1,0,1,0,0
LOC112267990,0,0,0,0
LOC100631242,2,1,0,2
SNRPGP14,4,1,6,4
HCG9,0,0,0,0
STARD13-AS,0,0,0,0
PRPF38AP2,0,0,0,1
MTATP6P4,0,0,0,0
RPS27AP14,0,0,0,0
MED15P5,0,0,0,0
IGHD7-27,0,0,0,0
EEF1DP8,0,0,0,0
EIF4A1P6,0,0,0,1
ZNF853,404,290,265,307
SOCS5P1,0,0,0,0
LINC02556,1,0,0,0
LOC101928530,0,1,1,0
PITPNA-AS1,37,36,30,43
C4B,2,0,0,0
MTND5P17,0,0,0,0
LINC02540,0,0,0,0
IFNA4,0,0,0,0
LINC02810,0,0,0,0
PPT2,37,35,103,44
DLX2-DT,3,3,4,3
SLC6A14P3,0,0,0,0
FRGCA,0,0,0,0
RPL27AP3,0,0,0,0
LOC100505588,1,0,0,1
KRT18P5,4,6,4,5
TSBP1,0,0,0,0
LOC441887,0,0,0,0
LINC00347,0,0,0,0
RPL23AP24,0,0,0,4
PSMC3P1,0,0,0,1
MAP3K2-DT,53,48,62,69
MTCO2P21,0,0,0,1
HLA-DPB1,0,9,0,6
ARHGEF38,12,5,11,21
LINC01010,1,0,0,0
LOC100422376,0,0,0,0
CNOT4P1,0,0,0,0
DAPK1-IT1,0,3,0,1
LINC01844,3,2,2,6
OVAAL,0,0,0,0
LINC01741,0,0,0,0
RPL27P9,0,1,3,0
HCG17,0,12,3,3
RPL31P63,0,0,0,0
UQCRC2P1,0,0,0,0
LOC101927189,11,3,6,7
YRDCP2,0,0,1,0
LINC01282,0,0,0,0
RPL9P19,0,0,0,0
MKLN1-AS,26,35,40,40
DNAJC9-AS1,27,22,22,48
EHMT2,0,0,65,0
CTAGE9,0,0,0,0
DXO,0,0,0,0
RPL17P16,0,0,0,0
LINC02659,0,0,0,0
LOC100419806,0,0,0,1
RPL21P23,0,0,0,0
INTS6-AS1,54,26,38,41
LINC01829,0,1,1,2
RPS15AP27,0,0,0,0
SDR42E1P5,0,0,0,0
LINC00299,1,1,0,0
OR2AI1P,0,0,0,0
BCRP8,2,2,0,2
CNTNAP2-AS1,0,1,1,3
LINC02626,0,0,0,0
RPL24P8,4,5,2,0
B3GALT4,11,4,11,5
SDAD1P4,0,0,0,0
RPS3AP12,0,0,0,0
RPL7AP15,0,0,0,1
POLR1H,0,0,0,0
SNX25P1,0,0,0,0
ELOA-AS1,36,17,16,37
LINC01563,0,0,0,0
BCYRN1,874,750,659,752
LSM2,0,7,0,0
RPL23AP5,15,18,8,18
CBR3-AS1,157,124,172,184
YME1L1P1,0,0,0,0
CBY1P1,0,0,0,0
LINC00421,0,0,0,0
PCYT1B-AS1,0,0,0,0
LOC101929532,0,0,0,0
RPL24P6,0,1,0,1
LINC01474,0,0,1,0
OR2R1P,0,0,0,0
LINC00486,0,0,0,0
LOC284898,0,0,0,0
NIFK-AS1,120,77,109,123
RPL23AP23,0,1,1,0
LOC100996263,0,0,0,0
POMPP1,0,0,0,0
LINC00106,31,31,28,27
PPIAP36,2,0,2,3
MTATP6P26,0,0,0,1
RPS26P57,0,0,0,0
LINC01554,8,4,6,7
HLA-DRB1,0,0,0,0
RPS15P1,0,0,0,0
ASS1P7,0,0,0,0
GTF2H4,0,18,11,5
MIR600HG,131,158,171,173
LY6G6D,0,0,0,1
RPS5P4,1,1,0,1
RPS13P3,0,0,0,0
LINC01852,0,0,0,0
DNAJA1P2,2,1,1,1
LOC729126,1,0,1,0
RPL35AP37,0,0,0,0
PTGES3P4,0,0,1,1
BAALC-AS2,0,0,0,0
LOC391711,1,1,0,0
HNRNPA1P70,0,0,0,0
LINC01774,0,0,0,0
NF1P8,0,1,0,0
LOC105371458,0,0,0,0
SULT1D1P,0,0,0,0
OR52N3P,0,0,0,0
GAPDHP51,0,0,0,1
RPL6P20,0,0,0,0
ANKRD44-IT1,0,0,0,0
LOC100967223,0,0,0,0
C3orf84,0,0,0,0
OR10G9,0,0,0,0
LOC101927964,0,0,0,0
EDRF1-AS1,16,19,7,7
RPL12P12,0,0,0,0
YBX1P9,0,0,0,0
MLIP-IT1,0,0,0,0
RPL36AP11,1,1,0,0
KRT18P52,4,1,3,3
GLIS3-AS1,10,11,16,15
LINC01812,0,0,0,0
LRRFIP2P1,0,0,0,0
LOC100129456,0,0,0,0
HLA-C,134,79,57,72
USP9YP3,0,0,1,0
RPL21P33,0,0,0,0
RPSAP7,0,0,0,0
CASP3P1,0,0,0,0
ZEB1-AS1,157,114,168,198
NDUFA6-DT,45,51,28,59
USP17L8,0,0,0,0
DPH3P2,0,0,0,0
TRIM40,0,0,0,0
TTTY12,0,0,0,0
RPL34P1,0,0,2,1
GABBR1,262,190,269,326
PRMT5-AS1,4,11,14,19
MTCO1P48,0,0,0,1
EIF3IP1,0,0,0,0
RPL5P2,0,0,0,0
LOC105375166,0,0,1,0
TRIM27,0,0,0,0
RPL31P42,0,0,0,0
RPL7AP48,1,1,0,0
HCG22,0,0,0,0
LOC101927164,2,0,1,3
NCR3,0,0,0,0
HCP5,0,0,0,0
RPL21P111,0,0,0,0
TAAR9,0,0,0,0
GABBR1,19,15,14,54
CDSN,0,0,0,0
LOC100421775,1,0,0,0
LINC01056,0,0,0,0
CDSN,0,0,0,0
MTND2P11,0,0,0,0
HAND2-AS1,51,62,56,78
LINC02652,0,0,0,1
MTCYBP34,0,0,0,0
LOC107985453,0,0,0,0
DDX10P1,2,0,1,0
C4orf51,0,0,0,0
ZNF503-AS2,3,1,1,0
CNTFR-AS1,2,0,1,1
RPS20P9,0,1,1,0
CDSN,0,0,0,0
B3GNT9,14,12,8,6
NME1P1,0,0,0,0
LOC100996696,0,0,0,0
H3P7,0,1,2,1
LINC01797,0,0,0,0
LOC107987328,0,0,0,0
KRTAP9-10P,0,0,0,0
VN1R66P,0,0,0,0
RPS8P5,0,0,0,0
NR2F1-AS1,326,286,226,243
CDKN2AIPNL,411,341,433,413
TRIM10,0,0,0,0
DLGAP5P1,0,0,0,0
RBM17P3,0,2,0,0
LOC101928495,0,0,0,0
LOC100130121,0,0,0,0
RPL23AP22,0,0,0,0
RPS9P2,0,1,1,0
HLA-G,0,0,0,0
LINC01968,0,1,0,0
SULT1C2P1,0,2,2,0
OR13K1P,0,0,0,0
RPS3AP39,0,1,0,0
KRTAP2-5P,0,0,0,0
ZNF295-AS1,2,3,1,1
TRDD2,0,0,0,0
BMS1P10,43,36,28,30
CREB3L2-AS1,0,0,0,0
MBD3L5,0,0,0,0
LINC00987,1,5,5,2
LOC100130331,0,0,0,0
TRBV30,0,0,0,0
PGAM3P,0,0,0,0
MTND2P8,1,0,0,1
PPIAP67,0,0,0,0
LOC100129291,0,0,0,0
LINC01810,0,0,0,0
LINC01519,0,0,0,0
RBMY2TP,0,0,0,0
OR51R1P,0,0,0,0
RLIMP2,0,0,0,0
LINC00851,0,0,0,0
CKMT1B,872,645,725,523
LINC01343,0,0,0,0
LINC01732,3,0,3,5
SMG1P1,610,396,567,485
TTN-AS1,108,112,131,107
MTCO1P19,0,0,0,1
OFD1P11Y,0,0,0,0
HIGD1AP8,0,0,0,0
HSPE1P22,1,0,2,0
LOC107985801,0,0,0,0
MTND2P6,0,0,0,0
GS1-124K5.4,32,20,24,19
LOC105378066,0,0,0,0
RPL12P39,0,0,0,0
LOC105374461,0,0,0,0
RPL7L1P10,0,0,0,0
RAI1-AS1,1,0,1,1
RNF223,7,7,31,32
MSH5,0,0,13,0
PFDN6,18,7,4,4
FTCD-AS1,1,0,1,0
LINC01502,5,5,11,11
SYP-AS1,0,1,0,0
PBX2,0,0,0,0
PATE4,3,2,2,0
OR52S1P,0,0,0,0
TUSC8,0,0,0,0
UNQ6494,0,0,0,0
LOC112267897,0,0,0,0
NT5DC1P1,0,0,0,0
OR4A47,0,0,0,0
LNCNEF,0,0,0,0
PITRM1-AS1,39,30,43,41
LINC01304,0,0,0,0
NDUFA9P1,3,5,0,1
ART2BP,0,0,0,0
RPL27AP2,0,0,0,0
PRSS56,0,0,0,0
MGC27382,8,5,11,7
LOC101928932,0,0,0,0
FOXD2-AS1,71,63,63,81
RPSAP2,0,0,0,0
TOMM22P1,0,0,0,0
RPS7P12,0,0,0,0
RPSAP11,0,0,0,0
SMNP,0,0,0,0
LINC02790,0,0,0,0
ASS1P12,21,26,20,21
ZNF737,11,14,7,3
OR13D2P,0,0,0,0
CDC27P2,0,0,0,0
TAAR4P,0,0,0,0
RPL23AP71,0,0,0,0
MEIOSIN,0,0,0,0
HLA-DQB1-AS1,0,0,0,0
LOC101928438,1,5,2,5
TRIM27,96,114,12,62
LRRC52-AS1,0,0,0,0
MTCO3P41,0,0,0,0
USP9YP35,0,0,0,0
LOC101928661,0,0,0,0
TUBB8P10,0,1,0,0
