gene_name,WT_A,WT_B,SMARCB1_Null-A,SMARCB1_Null-B,SMARCA4_Null-A,SMARCA4_Null-B,,,,,,,
LOC105376070,1389,861,896,830,1038,943,,,,,,,
OR2B3,0,0,0,0,0,0,,,,,,,
HLA-DQA1,0,0,0,0,0,0,,,,,,,
RNF224,31,24,53,43,63,29,,,,,,,
LINC00642,0,0,0,0,0,0,,,,,,,
HLA-DQB1,0,0,0,0,0,0,,,,,,,
GPANK1,0,0,4,6,0,0,,,,,,,
LINC01687,12,12,10,0,17,11,,,,,,,
LOC100996842,341,347,251,272,361,273,,,,,,,
NPIPB8,17,0,15,3,5,7,,,,,,,
DEFA9P,0,0,0,0,0,0,,,,,,,
LOC101929464,15,8,23,14,22,27,,,,,,,
LOC100129434,1212,842,1007,650,1154,1063,,,,,,,
LOC101929633,45,27,2,5,80,64,,,,,,,
FAM238A,7,8,8,11,9,7,,,,,,,
LOC105376116,24,24,0,0,0,0,,,,,,,
GPX1,14113,14618,13519,16534,15348,11558,,,,,,,
LINC01728,0,0,0,0,0,0,,,,,,,
LOC101928401,65,32,44,35,52,47,,,,,,,
LOC105373354,100,63,81,70,110,82,,,,,,,
XXYLT1-AS1,0,1,1,1,0,0,,,,,,,
OSTN-AS1,24,24,16,15,16,14,,,,,,,
C4B_2,4,3,4,4,5,7,,,,,,,
PPP1R11,359,284,313,295,397,338,,,,,,,
DSCR10,0,0,0,0,0,0,,,,,,,
TNXB,9,2,4,5,2,5,,,,,,,
USP32P2,472,411,472,441,559,495,,,,,,,
TLR8-AS1,0,1,1,0,0,1,,,,,,,
MSH5,284,156,179,160,279,253,,,,,,,
BAG6,6816,6218,4953,5657,8110,6035,,,,,,,
LINC00028,0,0,0,1,1,0,,,,,,,
CHRM3-AS2,41,30,4,6,11,6,,,,,,,
LOC101927051,51,15,37,30,34,53,,,,,,,
LOC101929297,1,1,0,0,0,0,,,,,,,
GTF2IP4,14709,11568,9576,8939,12551,10334,,,,,,,
NKAPP1,497,343,291,255,599,434,,,,,,,
LOC200772,5,1,4,1,3,2,,,,,,,
LINC01719,209,168,148,144,216,241,,,,,,,
LINC01648,0,0,0,0,0,0,,,,,,,
LINC01046,0,0,0,0,0,0,,,,,,,
FANK1-AS1,0,0,0,0,0,0,,,,,,,
OR5H15,0,0,0,0,0,0,,,,,,,
DHX16,1147,1045,887,1084,1439,945,,,,,,,
LINC01783,5,5,7,20,11,6,,,,,,,
HOTAIRM1,1672,1284,918,893,1020,693,,,,,,,
BTBD18,103,87,45,23,35,49,,,,,,,
LOC100130849,1,2,0,2,3,1,,,,,,,
PSORS1C1,0,13,0,5,1,1,,,,,,,
KIFC1,473,362,280,249,505,444,,,,,,,
LINC01683,0,0,0,0,0,0,,,,,,,
OR12D2,0,0,0,0,0,0,,,,,,,
GPSM3,0,0,0,0,0,0,,,,,,,
LOC100128317,0,4,28,15,1,0,,,,,,,
TMEM238,132,107,109,118,217,172,,,,,,,
SYNJ2-IT1,1,2,6,3,1,7,,,,,,,
ZNF197-AS1,18,7,10,3,8,8,,,,,,,
LINC01638,38,19,27,31,34,34,,,,,,,
ZNF529-AS1,242,150,230,214,302,269,,,,,,,
DEFA10P,0,0,0,0,0,0,,,,,,,
LOC730338,43,39,40,34,56,52,,,,,,,
DNM3-IT1,4,1,0,0,9,7,,,,,,,
B4GALT1-AS1,22,13,9,14,9,10,,,,,,,
DHX16,1147,1045,887,1084,1439,945,,,,,,,
PRR3,1368,1253,1104,1303,1477,1034,,,,,,,
LOC101928797,0,0,0,0,0,0,,,,,,,
LINC00690,1,1,1,0,1,1,,,,,,,
TRIM31,1,1,1,1,0,0,,,,,,,
HLA-DPB2,4,7,1,1,3,6,,,,,,,
LINC01884,0,0,0,0,0,0,,,,,,,
LOC105378853,648,469,697,575,696,608,,,,,,,
TRIM15,0,0,0,0,0,0,,,,,,,
ERI3-IT1,46,14,43,19,37,36,,,,,,,
LINC01851,0,0,0,0,0,0,,,,,,,
LINC01392,0,0,3,0,2,1,,,,,,,
TWIST2,16,11,5,9,33,4,,,,,,,
LINC00462,6,8,0,0,12,5,,,,,,,
DDX11L16,5,9,14,16,9,20,,,,,,,
OR2J3,0,0,0,0,0,0,,,,,,,
LOC102723833,0,0,0,0,0,0,,,,,,,
LINC01137,79,75,93,80,88,81,,,,,,,
OR2J3,0,0,0,0,0,0,,,,,,,
LINC01158,193,181,107,108,200,151,,,,,,,
C6orf136,165,145,173,157,217,162,,,,,,,
GPR158-AS1,0,0,1,2,0,0,,,,,,,
PIRT,0,0,0,0,0,0,,,,,,,
ANAPC1P1,37,13,26,16,23,22,,,,,,,
OR2B3,0,0,0,0,0,0,,,,,,,
LOC105375342,0,1,0,0,0,1,,,,,,,
C2-AS1,0,0,0,0,0,0,,,,,,,
LOC100505795,6,2,1,0,1,1,,,,,,,
LOC339807,0,0,0,0,2,1,,,,,,,
TTTY18,0,0,0,0,0,0,,,,,,,
PRR23C,21,6,11,14,14,21,,,,,,,
SLC26A4-AS1,63,43,31,29,42,48,,,,,,,
RPS29P29,0,0,0,0,0,0,,,,,,,
MYCNOS,82,64,44,32,69,93,,,,,,,
LOC105376276,6,2,2,2,0,2,,,,,,,
LINC01122,102,88,33,21,51,44,,,,,,,
LINC00284,1,0,0,0,0,0,,,,,,,
LOC101928185,1,2,4,0,0,1,,,,,,,
PSORS1C1,12,3,5,7,13,5,,,,,,,
HLA-DQB1-AS1,0,0,0,0,0,0,,,,,,,
LINC00656,0,0,0,0,0,0,,,,,,,
DSCAM-IT1,0,0,0,0,0,0,,,,,,,
LOC100506289,4,5,2,0,4,9,,,,,,,
HCG25,30,16,22,17,23,22,,,,,,,
LINC01251,2,1,1,3,1,1,,,,,,,
LINC00367,6,1,5,0,5,2,,,,,,,
LINC01136,50,20,36,28,36,50,,,,,,,
ZNRD1,287,297,227,285,350,252,,,,,,,
NELFE,510,464,472,515,637,486,,,,,,,
TRIM49D2,0,2,0,0,0,0,,,,,,,
TSPY4,0,0,0,0,0,0,,,,,,,
LINC01237,58,16,14,22,15,20,,,,,,,
MRPS18B,987,941,980,1225,1361,1073,,,,,,,
IFNA13,0,0,0,0,0,0,,,,,,,
HIST1H2BN,466,314,452,399,371,441,,,,,,,
ZNF311,0,0,0,0,0,0,,,,,,,
LOC100506098,0,0,0,0,0,0,,,,,,,
PCDH9-AS4,2,2,1,0,0,0,,,,,,,
HLA-C,7,8,16,13,16,14,,,,,,,
KCNQ5-IT1,0,6,10,14,2,0,,,,,,,
LOC105378991,6,3,5,2,8,2,,,,,,,
LINC01015,0,0,0,0,0,0,,,,,,,
TTTY15,164,115,159,103,147,140,,,,,,,
LOC285889,10,5,8,2,12,6,,,,,,,
LINC01680,0,0,0,0,0,0,,,,,,,
MDC1-AS1,1,1,1,1,1,0,,,,,,,
TCF19,966,338,334,60,958,1727,,,,,,,
LOC727993,0,0,0,0,0,0,,,,,,,
LINC01503,28,11,19,15,15,18,,,,,,,
HLA-E,0,0,0,0,0,3,,,,,,,
LINC01761,375,206,287,207,375,347,,,,,,,
POU5F1,50,40,57,31,20,44,,,,,,,
POTEB,1,1,0,0,0,0,,,,,,,
LINC01694,588,385,373,271,579,493,,,,,,,
LOC101927502,15,8,19,15,25,18,,,,,,,
RPS28,24701,25230,21933,27580,32522,23781,,,,,,,
KRTAP5-AS1,4,2,7,3,12,10,,,,,,,
TRIM40,0,0,0,0,0,0,,,,,,,
CTXN2,14,14,20,24,22,30,,,,,,,
TRIM27,192,121,116,182,214,93,,,,,,,
LOC101929006,0,0,0,0,0,0,,,,,,,
UQCRHL,117,73,69,58,70,74,,,,,,,
LOC101928834,29,14,18,8,19,22,,,,,,,
LINC01360,15,2,5,23,11,22,,,,,,,
LOC101929526,4,3,1,4,1,0,,,,,,,
LINC01425,9,7,9,6,7,6,,,,,,,
PPP1R18,0,0,0,0,0,0,,,,,,,
DDX39B-AS1,0,0,0,0,0,0,,,,,,,
MDC1,216,173,101,133,215,202,,,,,,,
LOC101928403,253,156,165,140,253,266,,,,,,,
VARS2,5,2,7,27,9,5,,,,,,,
TRIM26,2620,1818,2186,1419,2042,1852,,,,,,,
LINC00463,0,0,0,0,0,0,,,,,,,
PPP1R11,359,284,313,295,397,338,,,,,,,
PAGE2,1,0,0,1,1,0,,,,,,,
SPATA17-AS1,1,0,0,0,1,0,,,,,,,
TPRG1-AS1,2,1,0,0,3,4,,,,,,,
DDR1,953,755,812,1049,1284,1268,,,,,,,
HCG27,0,0,0,0,0,0,,,,,,,
DDX39B-AS1,6,4,5,0,4,6,,,,,,,
LOC105375297,0,0,0,0,1,0,,,,,,,
MOG,0,8,1,0,0,0,,,,,,,
OR14J1,0,0,0,0,0,0,,,,,,,
OR2W1,0,0,0,0,0,0,,,,,,,
LOC340017,10,7,9,6,12,5,,,,,,,
CCHCR1,28,13,24,18,29,30,,,,,,,
RPL13AP6,9,4,3,6,5,6,,,,,,,
CSN1S2AP,0,0,0,0,0,0,,,,,,,
TRIM26,0,0,0,0,0,0,,,,,,,
LINC01961,6,4,1,5,0,3,,,,,,,
HLA-DMB,0,0,1,0,0,0,,,,,,,
LOC101928820,1,2,2,0,3,0,,,,,,,
PABPC5-AS1,0,0,0,3,0,0,,,,,,,
RNASEH1-AS1,981,859,697,943,1035,771,,,,,,,
LOC105378311,7,7,9,8,7,10,,,,,,,
LINC01114,2,1,1,0,0,0,,,,,,,
DEFA11P,0,0,0,0,0,0,,,,,,,
LINC01781,4,0,4,1,3,1,,,,,,,
C16orf82,0,0,0,0,0,0,,,,,,,
OR14J1,0,0,0,0,0,0,,,,,,,
ZBTB12,0,0,0,0,0,3,,,,,,,
LINC01191,0,1,3,4,2,2,,,,,,,
LOC101927914,0,2,0,1,3,0,,,,,,,
MICB,0,3,0,29,0,0,,,,,,,
LIX1L-AS1,102,108,123,83,125,101,,,,,,,
TMEM229A,62,30,6,5,1,2,,,,,,,
ZFX-AS1,21,13,8,6,13,12,,,,,,,
GPSM3,24,18,11,7,14,14,,,,,,,
HSPA1L,0,0,0,0,0,0,,,,,,,
DEPDC1-AS1,38,21,17,20,26,15,,,,,,,
LINC01723,0,0,0,0,0,0,,,,,,,
PRR20E,0,0,0,0,0,0,,,,,,,
C6orf10,0,0,0,0,0,0,,,,,,,
ZNF879,2,3,2,1,3,2,,,,,,,
LOC102724334,175,179,495,666,342,183,,,,,,,
LOC729040,0,0,4,2,1,3,,,,,,,
LINC01878,0,1,2,0,0,2,,,,,,,
HCG9,0,0,0,0,0,0,,,,,,,
LINC01505,33,20,8,7,19,17,,,,,,,
LOC101928000,298,304,414,589,305,261,,,,,,,
LOC102725019,0,0,0,0,0,0,,,,,,,
NEU1,262,379,441,679,740,488,,,,,,,
OR11A1,1,1,1,1,1,1,,,,,,,
LOC349160,79,40,52,49,75,40,,,,,,,
LINC01914,0,0,0,0,0,0,,,,,,,
PSMB8-AS1,11,4,2,5,11,9,,,,,,,
TATDN1,0,1,2,1,4,0,,,,,,,
GTF2H4,50,67,45,51,85,56,,,,,,,
RNF219-AS1,8,9,26,19,24,23,,,,,,,
LINC01426,37,37,19,14,21,32,,,,,,,
USP27X-AS1,198,184,204,199,301,227,,,,,,,
LOC440896,111,55,60,49,22,38,,,,,,,
CCDC188,35,29,26,25,75,39,,,,,,,
HCG14,8,0,0,7,0,4,,,,,,,
RBMY1A1,0,0,0,0,0,0,,,,,,,
ZNF37BP,6399,3896,4332,3324,6085,4516,,,,,,,
LINC01250,8,13,14,5,9,13,,,,,,,
LOC100129484,295,189,231,159,289,279,,,,,,,
VWA7,42,43,50,55,51,49,,,,,,,
LINC01432,0,0,0,0,0,0,,,,,,,
KBTBD13,0,0,0,0,0,0,,,,,,,
LY6G6D,0,0,0,0,0,0,,,,,,,
ZNF736,1419,975,868,1120,1168,1363,,,,,,,
FGF14-AS1,0,0,0,0,0,0,,,,,,,
SLC16A12-AS1,1,0,0,2,1,1,,,,,,,
MAGI2-AS3,5232,4016,1454,1479,3209,1335,,,,,,,
PINLYP,164,115,126,93,145,110,,,,,,,
CLDN34,4,2,4,0,2,3,,,,,,,
MIR3663HG,9,10,4,4,5,3,,,,,,,
HSPA1A,6,0,6,10,13,30,,,,,,,
AP1B1P1,3,2,4,1,4,6,,,,,,,
HLA-F,22,10,7,12,9,8,,,,,,,
RPL34-AS1,37,38,47,24,52,54,,,,,,,
RHOXF1P1,92,59,35,50,93,84,,,,,,,
SP2-AS1,246,148,136,130,201,250,,,,,,,
TRIM27,455,262,246,278,274,219,,,,,,,
ERICH3-AS1,13,5,13,6,11,9,,,,,,,
RPL13AP20,40,46,46,36,40,39,,,,,,,
LINC01506,3,0,1,0,0,0,,,,,,,
BRD2,9,12,6,1,14,12,,,,,,,
GPSM3,24,18,11,7,14,14,,,,,,,
C5orf58,0,0,0,0,0,0,,,,,,,
LST1,0,0,0,0,1,0,,,,,,,
LOC102724357,0,0,0,0,0,0,,,,,,,
HRAT17,262,136,231,113,210,257,,,,,,,
NFKBIL1,222,209,164,205,259,208,,,,,,,
ATF6B,3159,2532,2310,2745,3986,3211,,,,,,,
FAM133B,4687,4266,3162,3972,4575,3015,,,,,,,
LINC01759,0,0,0,0,0,0,,,,,,,
LINC02020,29,16,22,23,26,23,,,,,,,
ATAT1,195,178,139,116,192,128,,,,,,,
LINC01309,0,0,0,0,0,0,,,,,,,
OR10G8,0,0,0,0,0,0,,,,,,,
LINC01800,10,4,0,1,0,0,,,,,,,
CCT6P3,1432,1244,1057,1089,1288,1087,,,,,,,
HCG9,14,5,8,5,8,8,,,,,,,
CHRM3-AS1,4,1,0,0,0,0,,,,,,,
MCIDAS,804,646,846,919,1130,880,,,,,,,
PSORS1C2,1,0,1,0,0,1,,,,,,,
MAPKAPK5-AS1,1451,1357,1502,1739,1900,1438,,,,,,,
JRK,9414,7617,8175,7451,8875,6976,,,,,,,
MOG,2,0,1,0,0,0,,,,,,,
LOC101929420,33,29,24,20,23,14,,,,,,,
BAG6,283,252,186,253,334,224,,,,,,,
LOC101927907,0,0,0,0,0,0,,,,,,,
CHL1-AS1,22,15,0,3,3,3,,,,,,,
LINC01934,19,33,11,8,18,9,,,,,,,
ATP6V1G2,1,4,2,1,4,2,,,,,,,
ZFP57,0,0,0,0,0,0,,,,,,,
TCF19,0,0,0,0,0,6,,,,,,,
IFT74-AS1,6,8,3,7,2,6,,,,,,,
SDCBP2-AS1,642,375,419,337,487,454,,,,,,,
LOC101927043,95,68,86,66,95,102,,,,,,,
LOC100506175,0,0,0,0,0,1,,,,,,,
LOC105378687,54,30,54,51,78,86,,,,,,,
LOC105375401,6,5,9,5,7,13,,,,,,,
GPR50-AS1,0,0,0,0,0,0,,,,,,,
BRD2,11235,10608,8930,11109,13415,9935,,,,,,,
LOC101927870,6,4,6,3,7,3,,,,,,,
TMEM212-AS1,4,2,6,4,5,3,,,,,,,
LINC02092,0,0,0,0,0,0,,,,,,,
LINC01287,145,188,117,162,155,166,,,,,,,
C6orf48,1406,1303,1137,1293,1463,1154,,,,,,,
AGER,94,94,71,81,84,65,,,,,,,
FAM170B-AS1,0,0,0,0,0,0,,,,,,,
GAS5,17976,17020,15409,18019,22575,17276,,,,,,,
HLA-B,9147,8199,10996,12504,16876,11528,,,,,,,
OR2J2,0,0,0,0,0,0,,,,,,,
LOC105755953,0,0,0,0,0,0,,,,,,,
FOXP4-AS1,214,191,194,281,256,173,,,,,,,
C1orf140,61,60,55,41,72,43,,,,,,,
LOC105378325,0,0,0,0,0,0,,,,,,,
C11orf94,13,24,23,32,25,14,,,,,,,
LOC102724053,0,0,0,0,0,0,,,,,,,
LINC01103,1,0,0,0,0,1,,,,,,,
LINC00458,902,579,85,70,352,305,,,,,,,
HLA-DRA,0,0,1,0,0,0,,,,,,,
DXO,387,346,313,353,424,287,,,,,,,
FAM197Y2,0,35,29,15,10,19,,,,,,,
LINC01135,0,0,0,0,0,1,,,,,,,
NRM,409,348,204,209,381,360,,,,,,,
LOC100507506,5,5,6,5,4,4,,,,,,,
LOC285423,71,42,77,36,76,73,,,,,,,
IFNA17,0,0,0,0,0,0,,,,,,,
HLA-DPB2,4,7,1,1,3,6,,,,,,,
AIF1,0,0,0,0,0,0,,,,,,,
LINC01239,107,70,72,63,75,84,,,,,,,
NEU1,431,17,373,374,587,423,,,,,,,
ZBTB12,624,542,384,358,447,279,,,,,,,
LINC00676,0,0,0,0,0,0,,,,,,,
SLIT1-AS1,1,0,0,0,0,0,,,,,,,
HNRNPUL2-BSCL2,8217,7111,6734,7593,10153,8113,,,,,,,
LOC100505782,2,1,5,1,1,2,,,,,,,
LOC107984178,66,32,58,36,42,29,,,,,,,
NOTCH4,15,17,4,5,8,8,,,,,,,
LINC00163,4,5,2,7,6,5,,,,,,,
MIR155HG,35,28,23,19,21,23,,,,,,,
SOX9-AS1,77,54,49,39,74,50,,,,,,,
APOC2,12,11,16,15,11,20,,,,,,,
SNHG20,1951,2099,2088,1848,2279,1338,,,,,,,
LINC01827,8,10,12,12,18,12,,,,,,,
ATP6V1G2,1,4,0,0,4,0,,,,,,,
LINC01659,6,1,10,10,12,14,,,,,,,
GRID1-AS1,41,18,18,22,32,12,,,,,,,
LOC101929445,0,0,4,3,1,1,,,,,,,
GTF3C2-AS1,128,85,111,109,100,114,,,,,,,
STK19,54,49,29,19,44,45,,,,,,,
LINC01524,13,12,8,10,23,16,,,,,,,
LOC105373958,12,7,12,17,13,8,,,,,,,
SAPCD1,17,0,3,0,0,0,,,,,,,
LOC101927434,0,0,0,1,0,0,,,,,,,
MAS1L,0,0,0,0,0,0,,,,,,,
LOC100507406,0,0,0,0,0,0,,,,,,,
LINC00700,26,17,15,15,24,14,,,,,,,
SHISA8,921,683,436,575,588,616,,,,,,,
LOC102724264,0,0,0,0,0,0,,,,,,,
LOC148709,215,136,126,105,178,143,,,,,,,
SEMA3F-AS1,188,171,152,237,212,141,,,,,,,
C2,7,7,9,13,7,16,,,,,,,
RNF39,0,0,0,0,0,0,,,,,,,
TRIM10,0,0,0,0,0,0,,,,,,,
DPP10-AS1,742,731,4,0,82,95,,,,,,,
IER3,67,67,57,69,91,74,,,,,,,
LOC100505635,1,6,17,18,6,1,,,,,,,
C19orf81,18,13,28,17,21,31,,,,,,,
LINC00940,1,0,1,0,1,1,,,,,,,
LINC01777,1,0,0,0,1,1,,,,,,,
LOC101929148,1,1,1,1,1,3,,,,,,,
TUBB,35735,33784,28944,36415,38836,29853,,,,,,,
POU5F1,36,28,11,17,15,20,,,,,,,
ID2-AS1,42,24,41,40,91,86,,,,,,,
LINC00330,30,30,43,29,44,27,,,,,,,
ANKRD65,80,69,34,26,100,89,,,,,,,
LINC00094,2385,2043,1710,1588,3150,2210,,,,,,,
RING1,2,21,4,0,3,4,,,,,,,
ZSCAN31,316,247,175,181,384,317,,,,,,,
FAM237A,0,5,0,1,14,0,,,,,,,
DSCAM-AS1,29,19,14,6,11,9,,,,,,,
NFKBIL1,0,0,0,0,0,0,,,,,,,
OR2H1,0,0,0,0,0,0,,,,,,,
CYP21A2,6,2,3,3,4,1,,,,,,,
HCG23,0,0,0,0,1,0,,,,,,,
LOC100130548,74,70,65,46,61,54,,,,,,,
LOC101927378,1,1,0,0,0,0,,,,,,,
LOC100422737,5,11,8,9,6,5,,,,,,,
B3GALT4,12,9,7,5,17,19,,,,,,,
TMEM30CP,0,0,2,2,2,1,,,,,,,
C12orf75,6803,5797,5123,7502,6792,6540,,,,,,,
LINC01440,0,0,0,0,1,0,,,,,,,
SMIM1,42,32,34,26,63,53,,,,,,,
HGH1,4462,4350,3986,4988,5497,3666,,,,,,,
ZNRD1,320,325,249,312,382,275,,,,,,,
ZNF311,0,0,0,0,0,0,,,,,,,
LINC00601,7,5,3,3,3,4,,,,,,,
LOC105378614,0,0,1,0,0,0,,,,,,,
NUCB1-AS1,6,4,3,1,7,6,,,,,,,
PPP1R3E,1947,1428,1420,1520,2094,1724,,,,,,,
LINC01525,0,0,0,0,0,0,,,,,,,
FAM83C-AS1,3,7,5,10,10,8,,,,,,,
TSPY26P,163,137,113,120,133,106,,,,,,,
HLA-F,23,16,20,10,18,14,,,,,,,
MSH5,790,481,435,341,528,702,,,,,,,
MICA,70,83,47,51,70,62,,,,,,,
DANT2,502,251,343,163,363,444,,,,,,,
C2-AS1,0,0,0,0,0,0,,,,,,,
ITGA9-AS1,349,248,254,151,226,218,,,,,,,
TRIM15,0,0,0,0,0,0,,,,,,,
KDM4E,0,0,0,0,0,0,,,,,,,
LINC01422,1,0,1,2,4,4,,,,,,,
LOC101929006,0,0,0,0,0,0,,,,,,,
SNORD62A,23,16,19,13,26,18,,,,,,,
SMIM2-IT1,0,0,0,0,0,0,,,,,,,
PPP1R10,1866,1498,1235,1314,1698,1105,,,,,,,
LINC01634,20,16,17,2,17,15,,,,,,,
THRA1/BTR,0,0,0,0,0,0,,,,,,,
LY6G6D,0,0,0,0,0,0,,,,,,,
LINC01281,0,1,0,0,0,0,,,,,,,
BRD2,26,6,5,1,53,57,,,,,,,
SLC44A4,10,2,4,7,2,4,,,,,,,
LINC01665,0,0,9,9,0,0,,,,,,,
HLA-G,0,0,0,0,0,0,,,,,,,
C6orf47,393,677,748,735,1253,814,,,,,,,
SSR4P1,220,147,215,193,191,187,,,,,,,
RPEL1,4,3,7,0,9,10,,,,,,,
LINC02154,5,0,2,4,2,7,,,,,,,
SPAAR,22,11,24,27,30,27,,,,,,,
NOTCH4,67,71,28,38,56,53,,,,,,,
EPN2-AS1,36,18,27,25,31,34,,,,,,,
CYMP-AS1,0,0,1,0,0,0,,,,,,,
SNORA71B,94,56,62,45,111,55,,,,,,,
TTTY4,0,0,0,0,0,0,,,,,,,
LOC105372672,2,0,0,0,0,0,,,,,,,
DPY19L2P4,80,89,107,91,94,72,,,,,,,
LINC01278,4558,3273,3893,3958,5173,4003,,,,,,,
LOC105370105,27,23,51,41,34,24,,,,,,,
DDX39B,463,538,310,392,540,300,,,,,,,
OR10C1,0,0,0,0,0,0,,,,,,,
ZNRD1,278,285,218,274,336,242,,,,,,,
LURAP1L-AS1,0,0,3,0,1,1,,,,,,,
LY6G6C,1,0,0,0,1,0,,,,,,,
SMIM27,302,277,314,340,335,239,,,,,,,
IQCF5-AS1,0,0,0,0,0,0,,,,,,,
NEURL1-AS1,0,0,0,0,0,0,,,,,,,
LINC01372,71,83,67,51,100,83,,,,,,,
LINC01664,20,12,9,8,21,6,,,,,,,
LOC105373496,0,0,0,2,6,5,,,,,,,
PSORS1C1,13,6,21,0,9,8,,,,,,,
JARID2-AS1,17,9,12,17,10,7,,,,,,,
LINC01221,0,1,0,0,0,0,,,,,,,
LOC729970,347,283,290,180,271,343,,,,,,,
LOC643733,11,3,2,0,0,1,,,,,,,
HIPK1-AS1,66,46,68,54,79,79,,,,,,,
AGAP1-IT1,11,8,11,12,16,8,,,,,,,
MSC-AS1,6,4,3,2,5,6,,,,,,,
PSMB8-AS1,1,2,8,4,19,12,,,,,,,
NFAM1,58,33,51,26,59,46,,,,,,,
MSH5,2665,1398,1846,1479,2339,2265,,,,,,,
LINC00533,0,0,1,0,1,0,,,,,,,
AIF1,0,0,0,0,0,0,,,,,,,
ZNF311,0,0,0,0,0,0,,,,,,,
GNAS-AS1,79,58,53,31,58,62,,,,,,,
RBMS3-AS1,0,0,0,0,0,0,,,,,,,
LINC01102,40,48,34,26,51,40,,,,,,,
POU5F1P3,51,21,59,47,45,55,,,,,,,
NKX1-1,0,0,0,0,0,0,,,,,,,
FAM21EP,102,53,92,68,108,102,,,,,,,
LINC00494,3,4,3,2,67,23,,,,,,,
RNF148,0,1,6,6,4,1,,,,,,,
LINC01647,27,27,17,20,35,26,,,,,,,
RPS18,20563,20951,17732,22527,26601,19379,,,,,,,
LOC100507557,718,429,568,402,662,510,,,,,,,
HLA-A,1072,1186,1006,944,1588,1435,,,,,,,
ATAT1,763,663,486,426,692,479,,,,,,,
MIR670HG,0,0,0,0,0,0,,,,,,,
LINC00298,5,3,2,5,6,12,,,,,,,
ABHD16A,23,27,28,33,14,18,,,,,,,
HLA-G,0,0,0,0,0,0,,,,,,,
LINC00993,32,27,3,4,0,6,,,,,,,
PFDN6,590,608,491,723,839,626,,,,,,,
C2,6,7,4,6,6,10,,,,,,,
CXorf51B,0,0,0,0,0,0,,,,,,,
CYCSP52,13,11,17,20,9,7,,,,,,,
LINC00894,691,439,396,260,807,615,,,,,,,
DICER1-AS1,1024,731,843,734,980,1034,,,,,,,
COL11A2,4,0,4,1,2,4,,,,,,,
LOC149373,0,0,0,0,0,0,,,,,,,
ANKRD34C,6,1,1,5,3,5,,,,,,,
RXRB,37,40,31,27,55,42,,,,,,,
PSMB8,3,8,2,1,16,9,,,,,,,
MFRP,0,0,1,0,2,0,,,,,,,
TRIM31-AS1,0,0,0,0,0,0,,,,,,,
PHACTR2-AS1,12,6,17,11,10,11,,,,,,,
HLA-DOA,9,0,12,5,11,9,,,,,,,
KIAA0040,790,579,410,248,963,632,,,,,,,
APOM,3,31,4,25,43,41,,,,,,,
AGPAT1,11,6,7,13,11,4,,,,,,,
HCG2040054,4,3,2,2,9,3,,,,,,,
LINC00607,7,4,8,13,11,16,,,,,,,
NRM,409,348,204,209,381,358,,,,,,,
DPYD-AS2,0,0,0,0,0,0,,,,,,,
USP17L27,0,0,0,0,0,0,,,,,,,
LINC01015,0,0,0,0,0,0,,,,,,,
ADAM21P1,1,0,0,0,1,0,,,,,,,
IFITM4P,9,11,12,10,8,16,,,,,,,
LINC00837,11,7,11,17,14,9,,,,,,,
BHLHE40-AS1,87,51,67,40,119,120,,,,,,,
LOC101928389,0,0,0,0,0,0,,,,,,,
HLA-DPA1,0,0,2,8,0,0,,,,,,,
HS6ST2-AS1,2,0,4,3,10,1,,,,,,,
B3GALT4,46,31,40,35,40,33,,,,,,,
GSN-AS1,149,89,95,45,75,107,,,,,,,
ARHGEF7-AS2,4,0,0,0,0,0,,,,,,,
LINC00941,17,20,24,20,50,31,,,,,,,
LOC101927661,65,32,23,27,30,37,,,,,,,
TSPEAR-AS1,13,12,13,4,7,8,,,,,,,
TM4SF19-AS1,86,46,77,44,64,99,,,,,,,
LINC01564,0,0,0,0,0,0,,,,,,,
CPB2-AS1,64,39,40,45,63,38,,,,,,,
TRIM15,0,0,0,0,0,0,,,,,,,
APOA1-AS,16,9,11,5,10,12,,,,,,,
MACROD2-AS1,0,0,1,1,0,0,,,,,,,
LST1,1,3,1,2,1,0,,,,,,,
LY6G6C,1,0,0,0,1,0,,,,,,,
NEXN-AS1,50,25,70,42,50,97,,,,,,,
LINC01553,62,40,39,26,41,40,,,,,,,
HSPA1A,0,0,0,0,0,0,,,,,,,
LCE6A,0,0,0,0,0,0,,,,,,,
EGOT,3,1,2,0,1,0,,,,,,,
TTC28-AS1,1256,1082,1028,948,1557,1558,,,,,,,
PRRT1,55,40,43,39,50,48,,,,,,,
UBOX5-AS1,25,25,23,18,32,21,,,,,,,
TRIM15,0,0,0,0,0,0,,,,,,,
PNMA6A,1455,1431,2037,1712,2058,1653,,,,,,,
OR12D2,0,0,0,0,0,0,,,,,,,
GPC5-AS1,1,0,1,2,1,2,,,,,,,
AIF1,0,0,0,0,0,0,,,,,,,
GNL1,41,39,25,25,47,49,,,,,,,
MORC2-AS1,254,187,221,179,189,225,,,,,,,
HGC6.3,1,0,0,0,0,0,,,,,,,
LINC01814,1592,879,750,711,921,870,,,,,,,
GPANK1,73,51,70,20,86,63,,,,,,,
LOC100507477,0,0,0,0,0,0,,,,,,,
VPS52,25,23,26,16,42,30,,,,,,,
DDX39B-AS1,6,4,5,0,4,6,,,,,,,
PRRX2-AS1,0,0,0,0,1,1,,,,,,,
PATE3,1,0,0,0,0,0,,,,,,,
