gene_name,C666-1_WTa,C666-1_WTb,C666-1_WTc,C666-1_Koa_TP53,C666-1_Kob_TP53,C666-1_Koc_TP53
TUBB8P4,0,0,0,0,0,0
PRODH2,0,6,0,0,0,3
ZBED3-AS1,71,86,66,72,55,37
LOC100505841,0,0,0,0,0,0
OR7E111FP,13,6,9,17,14,16
MTCO2P30,0,0,0,0,0,0
LOC100128865,0,0,0,0,0,0
SERF1AP1,0,0,0,0,0,0
LINC02493,0,0,0,0,0,0
EXOC1L,0,0,0,0,0,0
LINC02111,0,0,0,0,0,0
MFSD4BP1,0,0,0,0,0,0
MRPS35P2,0,0,0,0,0,0
KRT18P54,0,0,0,0,0,0
USP17L18,0,0,0,0,0,0
EPHA5-AS1,0,0,0,0,0,0
IGBP1P5,0,0,0,0,0,0
HNRNPKP1,0,0,0,0,0,0
LOC105374438,0,0,0,0,0,0
XKRY,0,0,0,0,0,0
METTL21EP,1,1,1,1,0,6
OR7E85P,14,9,18,22,11,10
LINC01455,0,0,0,0,0,0
HMGB3P15,0,0,0,0,0,0
SMAD1-AS1,0,0,0,0,0,0
LOC102724776,0,0,0,0,0,0
LOC101928532,2,3,6,1,1,6
MESTP3,0,0,0,0,0,1
LOC100127986,0,0,0,0,0,0
LNX1-AS1,0,0,0,0,0,0
ENPP7P11,0,1,1,3,1,4
TRPC7-AS2,0,0,0,0,0,0
USP9YP1,0,0,0,0,0,0
LOC101928622,0,0,0,0,0,0
LINC00492,0,0,0,0,0,0
GLUD1P3,11,8,3,22,7,18
H3P14,0,0,0,0,0,0
LINC02382,0,0,0,0,0,0
SNHG21,20,21,10,40,34,26
LOC105370401,7,9,3,30,24,6
H3P15,0,0,0,0,0,0
ORAOV1P1,0,0,0,0,0,0
GAPDHP62,4,0,9,20,0,0
LOC100286958,0,0,0,0,0,0
SLC25A30-AS1,1,1,1,1,1,2
LOC643014,0,0,0,0,0,0
HIGD1AP13,0,0,0,0,1,0
THAP9-AS1,809,566,206,740,446,612
NDUFB5P1,0,0,0,0,0,0
LINC01950,0,0,0,0,0,0
IGKV2D-40,0,0,0,0,0,0
LINC02480,0,0,0,0,0,0
SLC25A48-AS1,1,0,4,0,0,1
ELL2P2,0,0,0,0,0,0
ANKRD20A17P,4,2,0,1,2,4
PRKG2-AS1,0,0,0,0,0,0
LMNB1-DT,0,0,0,0,0,0
NUDT19P5,0,0,0,0,0,0
LOC101927023,0,1,0,1,0,0
CTBP2P4,0,0,0,0,2,0
LOC100533708,0,0,0,0,0,0
NIFKP2,0,0,0,0,0,0
WWC2-AS1,0,0,0,0,0,0
LOC101929709,85,54,29,135,41,57
LINC02882,1,1,0,2,0,0
LOC100128494,15,8,1,0,4,5
MTND5P5,0,0,0,0,0,0
HOXC-AS3,6,16,3,5,4,15
LOC728506,1,0,0,0,0,2
PRELID3BP4,0,0,0,0,0,0
F11-AS1,0,0,0,0,0,0
OR7E163P,0,0,0,0,0,0
LINC01843,1,0,5,2,1,0
UCHL1-AS1,0,0,0,0,0,0
GSTCD-AS1,0,0,0,2,0,0
LOC100422024,0,0,0,0,0,0
OR7E21P,0,0,1,2,3,1
TMEM92-AS1,0,0,0,1,0,0
LINC01861,0,0,0,0,0,0
LINC00589,0,0,0,0,0,0
ZNF674,53,59,39,58,54,45
TMED7-TICAM2,35,0,13,0,5,9
LOC105378208,0,0,0,0,0,0
LINC00923,81,45,42,99,83,58
LINC02270,0,0,0,0,0,0
LOC645853,0,0,0,0,0,0
MTND5P4,0,0,0,0,0,0
LOC101927845,0,0,0,0,0,0
RFPL4AP3,0,0,0,0,0,0
LINC01337,0,2,0,2,0,1
MTCO1P9,0,0,0,0,0,0
LINC02714,0,0,0,0,0,0
LOC107986237,0,0,0,0,0,0
LOC100422189,0,0,0,0,0,0
B3GNTL1P1,0,0,0,0,0,0
LOC101927253,0,0,0,0,0,0
LOC101060035,0,0,0,0,0,0
ZNF345,2,1,4,11,8,3
LOC100505685,3,0,2,2,0,0
MTND2P31,0,0,0,0,0,0
RFPL4B,0,0,0,0,0,0
LINC02429,0,0,0,0,0,0
LOC100422638,0,0,0,0,0,0
LOC100419861,0,0,0,0,0,0
ALG1L2,8,7,2,16,6,2
LOC100287014,0,0,0,0,0,0
LINC02384,3,4,0,3,5,5
CAB39P1,1,1,0,1,0,0
NDUFB4P2,0,0,0,0,0,0
LOC100286946,0,0,0,0,0,0
LOC101929710,0,0,0,0,0,1
PCAT4,0,0,0,0,0,0
SHANK3,27,445,0,0,461,57
LINC02728,1,3,0,3,1,0
LINC01386,1,0,0,0,0,0
LINC02353,0,0,0,0,0,0
PSME2P4,1,0,0,0,0,0
TEMN3-AS1,0,0,0,0,0,0
LOC100422639,0,0,0,0,0,0
MTCYBP35,0,0,0,0,0,1
IRF5P1,0,0,0,0,0,0
MSANTD3-TMEFF1,281,320,0,376,338,245
LINC02475,0,0,0,0,0,0
LOC100420514,0,0,0,0,0,0
MTND3P5,0,0,0,0,0,0
LOC100420532,0,0,0,0,0,0
WWC2-AS2,2,0,2,0,0,1
LOC100506258,110,34,40,62,76,62
LINC02236,11,1,10,6,13,5
ZNF550,3,3,2,3,34,3
SEMA5A-AS1,5,4,0,4,5,1
LINC00499,0,0,0,0,0,0
DCANP1,0,0,0,0,0,0
LINC00958,8,7,0,9,9,20
LINC02483,0,0,0,0,0,0
MTCYBP16,0,0,0,0,0,0
YTHDF1P1,0,0,0,0,0,0
OR12D3,0,0,0,0,0,0
FTH1P9,0,0,0,0,0,0
LINC01256,0,0,0,0,0,0
ALDH7A1P1,0,0,0,0,0,0
MTND1P22,0,0,0,0,0,0
LOC391798,0,0,0,0,0,0
AIDAP2,0,0,0,0,0,0
MTCO3P27,0,0,0,0,0,0
LINC02615,4,5,3,28,17,1
CCNHP1,0,0,0,0,0,0
RTEL1P1,0,7,4,1,3,3
LINC02160,0,0,0,0,0,0
MTND1P19,0,0,0,0,0,0
RASGRF2-AS1,0,0,0,0,0,0
GTF2IP9,0,0,1,0,0,0
LOC100422204,0,0,0,0,0,0
LOC100288146,0,0,0,0,0,0
RPL32P3,164,46,83,113,52,61
MTCO1P31,0,0,0,1,0,0
TCP1P2,0,0,0,0,0,0
OR7E28P,0,0,0,0,0,0
FOXD1,186,147,186,135,163,180
PITPNM2-AS1,0,0,0,0,0,0
LOC100289568,0,0,0,0,0,0
PGBD3P4,0,0,0,0,0,0
CENPS-CORT,22,33,116,70,78,100
LINC01099,3,2,2,2,0,0
CCDC11P1,0,0,0,0,0,0
LINC02110,0,0,0,0,0,0
TCP11X3P,0,0,0,0,0,0
LINC00605,0,0,0,1,2,1
LINC02201,0,0,0,0,0,0
LINC01957,0,0,0,0,0,0
MTND5P12,0,0,0,0,0,0
IGKV1D-39,0,0,0,0,0,0
OR12D1,0,0,0,0,0,0
HNRNPKP3,0,0,0,0,0,0
MALAT1,2075,1322,85,2163,1112,1336
IARS2P1,0,0,0,0,0,0
HMGB1P35,0,0,0,0,0,0
ALG3P1,0,0,0,0,0,0
LINC02106,0,0,0,0,0,0
LOC105379109,14,6,4,4,6,7
C5orf64-AS1,0,0,0,0,0,0
LINC01267,0,0,2,0,0,0
TRBV21-1,0,0,0,0,0,0
LOC100420298,0,0,0,0,0,0
LINC02482,2,4,5,2,3,0
NIFKP7,0,0,0,0,0,0
ABCA11P,73,67,22,96,39,51
HADHAP1,0,0,0,0,0,0
RPL37P25,0,0,0,0,0,0
LOC105379030,0,0,0,1,0,0
LOC101927636,0,0,0,0,0,0
LOC100507437,43,47,78,61,60,70
OR12D1,0,0,0,0,0,0
LINC02508,0,0,0,0,0,0
STPG2-AS1,0,0,0,0,0,0
FAM153B,0,0,0,0,0,0
LINC02241,0,0,0,0,0,0
LINC02172,0,0,0,0,0,0
LINC02379,0,0,0,0,0,0
LOC105374344,0,0,0,0,0,0
PRB1,0,0,0,0,0,0
PRELID3BP5,0,0,0,0,0,0
SUMO2P5,0,0,0,0,0,0
PCDHA12,14,10,20,4,5,3
BRCC3P1,2,2,1,1,0,2
FAM86EP,82,101,83,147,129,79
SNHG27,0,0,0,0,0,0
LOC101929773,0,0,0,0,0,0
OR10J8P,0,0,0,0,0,0
LOC100422022,0,0,0,0,0,0
PTX4,3,5,14,4,5,4
USP17L9P,0,0,0,0,0,0
RN7SKP24,0,0,0,0,0,0
RNA5SP445,0,0,0,0,0,0
RNU6-857P,0,0,0,0,0,0
RNU6-998P,0,0,0,0,0,0
RNA5-8SP6,0,0,0,0,0,0
RNU7-61P,0,0,0,0,0,0
RNU7-68P,0,0,0,0,0,0
RNU6-632P,0,0,0,0,0,0
RNU7-20P,0,0,0,0,0,0
RN7SKP67,0,0,0,0,0,0
RNA5SP419,0,0,0,0,0,0
RNU2-13P,0,0,0,0,0,0
RNU6-408P,0,0,0,0,0,0
RNU7-123P,0,0,0,0,0,0
RNU5E-3P,0,0,0,0,0,0
RNU7-175P,0,0,0,0,0,0
RNU7-41P,0,0,0,0,0,0
RNU6-488P,0,0,0,0,0,0
RNA5SP401,0,0,0,0,0,0
RN7SKP122,0,0,0,0,0,0
SCARNA8,1,0,0,0,0,0
RNU6-1053P,0,0,0,0,0,0
RNU4ATAC13P,0,0,0,0,0,0
RN7SKP13,0,0,0,0,0,0
RNU7-124P,0,0,0,0,0,0
RNA5SP112,0,0,0,0,0,0
RNU7-60P,0,0,0,0,0,0
RNU4ATAC11P,0,0,0,0,0,0
RNU5F-8P,0,0,0,0,0,0
RN7SKP46,0,0,0,0,0,0
RNU4-29P,0,0,0,0,0,0
RNU6-75P,0,0,0,0,0,0
RNU6-999P,0,0,0,0,0,0
RNA5SP385,0,0,0,0,0,0
RN7SKP298,0,0,0,0,0,0
RNA5SP418,0,0,0,0,0,0
RNU6-138P,0,0,0,0,0,0
RNU6-470P,0,0,0,0,0,0
RNA5SP446,0,0,0,0,0,0
RNA5SP518,0,0,0,0,0,0
RNU7-8P,0,0,0,0,0,0
RNA5SP217,0,0,0,0,0,0
RNA5SP486,0,0,0,0,0,0
RNU6-1129P,0,0,0,0,0,0
RNU6-377P,0,0,0,0,0,0
RN7SKP242,0,0,0,0,0,0
RNA5SP356,0,0,0,0,0,0
RNU6-1170P,0,0,0,0,0,0
RNA5SP20,0,0,0,0,0,0
RNU7-47P,0,0,0,0,0,0
RNU5A-7P,0,0,0,0,0,0
RNU4-57P,0,0,0,0,0,0
RNU6-237P,0,0,0,0,0,0
RNU6-863P,0,0,0,0,0,0
RNU6-1294P,0,0,0,0,0,0
RNU6-202P,0,0,0,0,0,0
RN7SKP14,0,0,0,0,0,0
RN7SKP132,0,0,0,0,0,0
RNU6-983P,0,0,0,0,0,0
RN7SKP18,0,0,0,0,0,0
SNORD116-26,0,0,0,0,0,0
RNA5SP157,0,0,0,0,0,0
RNU6-322P,0,0,0,0,0,0
RNU6-583P,0,0,0,0,0,0
RN7SKP19,0,0,0,0,0,0
RNA5SP436,0,0,0,0,0,0
RNU6-1114P,0,0,0,0,0,0
RNU6-319P,0,0,0,0,0,0
RNU6ATAC32P,0,0,0,0,0,0
RNU7-12P,0,0,0,0,0,0
RN7SKP155,0,0,0,0,0,0
RNU6-1334P,0,0,0,0,0,0
RNU6-732P,0,0,0,0,0,0
RNU6-803P,0,0,0,0,0,0
RNA5SP96,0,0,0,0,0,0
RNU6-772P,0,0,0,0,0,0
RNU6-507P,0,0,0,0,0,0
MIR449C,0,0,0,0,0,0
RNA5SP362,0,0,0,0,0,0
RNU6-1288P,0,0,0,0,0,0
MIR1343,0,0,0,0,0,0
RNU6-518P,0,0,0,0,0,0
SCARNA21B,0,0,0,0,0,0
RNU7-71P,0,0,0,0,0,0
SCARNA23,0,0,0,0,0,0
RNU2-69P,0,0,0,0,0,0
RNA5SP182,0,0,0,0,0,0
RNU6-615P,0,0,0,0,0,0
RNU5F-2P,0,0,0,0,0,0
RNU2-45P,0,0,0,0,0,0
RNU7-75P,0,0,0,0,0,0
RNU6-475P,0,0,0,0,0,0
RNU6ATAC17P,0,0,0,0,0,0
RNA5SP288,0,0,0,0,0,0
RNU6-120P,0,0,0,0,0,0
RNU6-760P,0,0,0,0,0,0
RN7SKP190,0,0,0,0,0,0
RNU4-49P,0,0,0,0,0,0
RNA5SP497,0,0,0,0,0,0
RNU7-79P,0,0,0,0,0,0
RNU7-84P,0,0,0,0,0,0
RNU6-976P,0,0,0,0,0,0
SNORD116-27,0,0,0,0,0,0
RNU6-916P,0,0,0,0,0,0
SCARNA11,0,0,0,0,0,0
VTRNA2-2P,0,0,0,0,0,0
RNA5SP272,0,0,0,0,0,0
RNU7-2P,0,0,0,0,0,0
RNU6-351P,0,0,0,0,0,0
RNU6-240P,0,0,0,0,0,0
RNU6-491P,0,0,0,0,0,0
RNU6-513P,0,0,0,0,0,0
RNU7-200P,0,0,0,0,0,0
RNA5SP406,0,0,0,0,0,0
RNU1-61P,0,0,0,0,0,0
RNU7-105P,0,0,0,0,0,0
RNA5SP216,0,0,0,0,0,0
RNU6-276P,0,0,0,0,0,0
RNA5SP408,0,0,0,0,0,0
RNU6-189P,0,0,0,0,0,0
RNU6-871P,0,0,0,0,0,0
RNU6-1143P,0,0,0,0,0,0
RN7SKP179,0,0,0,0,0,0
RNA5SP249,0,0,0,0,0,0
RNU7-129P,0,0,0,0,0,0
RNU6-1278P,0,0,0,0,0,0
RNA5SP116,0,0,0,0,0,0
RNU6-693P,0,0,0,0,0,0
RNU6-1023P,0,0,0,0,0,0
RN7SKP164,0,0,0,0,0,0
RN7SKP34,0,0,0,0,0,0
RNU6-1219P,0,0,0,0,0,0
RNU6-27P,0,0,0,0,0,0
RNU6-1095P,0,0,0,0,0,0
RNU6-1102P,0,0,0,0,0,0
RNU6-559P,0,0,0,0,0,0
RNU6ATAC13P,0,0,0,0,0,0
RNA5SP208,0,0,0,0,0,0
RNU6-1333P,0,0,0,0,0,0
RNU6-123P,0,0,0,0,0,0
RNU6-473P,0,0,0,0,0,0
RNU6-718P,0,0,0,0,0,0
RN7SKP141,0,0,0,0,0,0
RNU6-991P,0,0,0,0,0,0
RNA5SP236,0,0,0,0,0,0
RNU6-436P,0,0,0,0,0,0
RNU7-52P,0,0,0,0,0,0
RN7SKP43,0,0,0,0,0,0
RN7SKP157,0,0,0,0,0,0
RNU6-1161P,0,0,0,0,0,0
RNU4ATAC18P,0,0,0,0,0,0
RNA5SP180,0,0,0,0,0,0
RNU7-49P,0,0,0,0,0,0
RNA5SP227,0,0,0,0,0,0
RNU2-27P,23,45,12,38,39,55
RNU6-168P,0,0,0,0,0,0
RNA5SP303,0,0,0,0,0,0
RNA5SP154,0,0,0,0,0,0
RNU7-154P,0,0,0,0,0,0
RNU4ATAC8P,0,0,0,0,0,0
RNU6-927P,0,0,0,0,0,0
RNU4ATAC14P,0,0,0,0,0,0
RNU6-904P,0,0,0,0,0,0
RNU6-1194P,0,0,0,0,0,0
RNU2-30P,0,0,0,0,0,0
RNU6ATAC9P,0,0,0,0,0,0
RNU6-581P,0,0,0,0,0,0
RNU6-982P,0,0,0,0,0,0
RNU6-1262P,0,0,0,0,0,0
RNU6ATAC14P,0,0,0,0,0,0
RN7SKP52,0,0,0,0,0,0
RNU6-1196P,0,0,0,0,0,0
RNU6-561P,0,0,0,0,0,0
RNU6-1281P,0,0,0,0,0,0
RNU6-311P,0,0,0,0,0,0
RNY4P37,0,0,0,0,0,0
RNU6-397P,0,0,0,0,0,0
RN7SKP288,0,0,0,0,0,0
RNU6-162P,0,0,0,0,0,0
RNU6-287P,0,0,0,0,0,0
RNA5SP228,0,0,0,0,0,0
RNU6-150P,0,0,0,0,0,0
RN7SKP276,0,0,0,0,0,0
RNU6-1101P,0,0,0,0,0,0
RNU7-174P,0,0,0,0,0,0
RNA5SP464,0,0,0,0,0,0
RNU6-415P,0,0,0,0,0,0
RNU6-469P,0,0,0,0,0,0
RNU6-1041P,0,0,0,0,0,0
RNU6-864P,0,0,0,0,0,0
RNU2-53P,0,0,0,0,0,0
RNU4-71P,0,0,0,0,0,0
RNU6-390P,0,0,0,0,0,0
RNA5SP341,0,0,0,0,0,0
RNA5SP320,0,0,0,0,0,0
RNU6-947P,0,0,0,0,0,0
RNU6-416P,0,0,0,0,0,0
RN7SKP196,0,0,0,0,0,0
RNU6-327P,0,0,0,0,0,0
RNU7-99P,0,0,0,0,0,0
RNU6-277P,0,0,0,0,0,0
RNU6-547P,0,0,0,0,0,0
RN7SKP12,0,0,0,0,0,0
RNA5SP76,0,0,0,0,0,0
RN7SKP248,0,0,0,0,0,0
RNU4ATAC7P,0,0,0,0,0,0
RNU6-1146P,0,0,0,0,0,0
RNA5SP410,0,0,0,0,0,0
RNU6-346P,0,0,0,0,0,0
RNU6-758P,0,0,0,0,0,0
RNU6-917P,0,0,0,0,0,0
RNU6-191P,0,0,0,0,0,0
RNU1-143P,1,0,0,0,0,0
RNY3P15,0,0,0,0,0,0
RNA5SP220,0,0,0,0,0,0
RNU6-1232P,0,0,0,0,0,0
RNU6-523P,0,0,0,0,0,0
RNU4ATAC4P,0,0,0,0,0,0
RNU6-1108P,0,0,0,0,0,0
RNU6ATAC39P,0,0,0,0,0,0
RNU6-970P,0,0,0,0,0,0
RNU6-1299P,0,0,0,0,0,0
RNU6-313P,0,0,0,0,0,0
RNU6-1045P,0,0,0,0,0,0
RNU6-795P,0,0,0,0,0,0
RNU1-155P,0,0,0,0,0,0
RNU6-1338P,0,0,0,0,0,0
RNU6-65P,0,0,0,0,0,0
RNU6-1225P,0,0,0,0,0,0
RNY3P16,0,0,0,0,0,0
RNU6-1206P,0,0,0,0,0,0
RNU6-1265P,0,0,0,0,0,0
MIR2278,0,0,0,0,0,0
RNU6-941P,0,0,0,0,0,0
RNU6-155P,0,0,0,0,0,0
RNU6-479P,0,0,0,0,0,0
RNA5SP318,0,0,0,0,0,0
RNU6-830P,0,0,0,0,0,0
RN7SKP31,0,0,0,0,0,0
RNA5SP282,0,0,0,0,0,0
RNU1-95P,0,0,0,0,0,0
RNA5SP287,0,0,0,0,0,0
RNA5SP200,0,0,0,0,0,0
RNU6-720P,0,0,0,0,0,0
RNU6-109P,0,0,0,0,0,0
RNU7-18P,0,0,0,0,0,0
RNU7-69P,0,0,0,0,0,0
RNA5SP255,0,0,0,0,0,0
RNA5SP413,0,0,0,0,0,0
RNU6-948P,0,0,0,0,0,0
RNU2-10P,0,0,0,0,0,0
RNU6-752P,0,0,0,0,0,0
RNU6-781P,0,0,0,0,0,0
RNU6-751P,0,0,0,0,0,0
RNU6-764P,0,0,0,0,0,0
RNU7-40P,0,0,0,0,0,0
RNA5SP365,0,0,0,0,0,0
RNU1-48P,0,0,0,0,0,0
RNU2-58P,0,0,0,0,0,0
SNORA74D,0,0,0,0,0,0
RNU6-542P,0,0,0,0,0,0
MIR892C,0,0,0,0,0,0
RNU6-977P,0,0,0,0,0,0
RNU7-13P,0,0,0,0,0,0
RNU6-1049P,0,0,0,0,0,0
RNU4ATAC15P,0,0,0,0,0,0
RNA5SP67,0,0,0,0,0,0
RN7SKP253,0,0,0,0,0,0
RNU4-54P,0,0,0,0,0,0
RNU7-115P,0,0,0,0,0,0
RNU6-412P,0,0,0,0,0,0
RNU7-3P,0,0,0,0,0,0
RNA5SP92,0,0,0,0,0,0
RNU6-70P,0,0,0,0,0,0
RNU6-687P,0,0,0,0,0,0
RNU2-35P,0,0,0,0,2,0
RN7SKP265,0,0,0,0,0,0
RNA5SP49,0,0,0,0,0,0
RNA5SP461,0,0,0,0,0,0
RNA5SP262,0,0,0,0,0,0
RNA5SP61,0,0,0,0,0,0
RNU6-659P,0,0,0,0,0,0
RNU7-153P,0,0,0,0,0,0
RNA5SP495,0,0,0,0,0,0
RNA5SP417,0,0,0,0,0,0
RNU4ATAC12P,0,0,0,0,0,0
RNU6-1110P,0,0,0,0,0,0
RNA5SP470,0,0,0,0,0,0
RNU6-426P,0,0,0,0,0,0
RNU7-192P,0,0,0,0,0,0
SNORD116-30,0,0,0,0,0,0
RNU6-406P,0,0,0,0,0,0
RNU6-1089P,0,0,0,0,0,0
RNA5SP24,0,0,0,0,0,0
RNU6-966P,0,0,0,0,0,0
RNA5SP519,0,0,0,0,0,0
RN7SKP238,0,0,0,0,0,0
RNU6-589P,0,0,0,0,0,0
RNU6-875P,0,0,0,0,0,0
RNA5SP134,0,0,0,0,0,0
RNA5SP147,0,0,0,0,0,0
RNA5SP153,0,0,0,0,0,0
RNU1-103P,0,0,0,0,0,0
RN7SKP21,0,0,0,0,0,0
RNA5SP281,0,0,0,0,0,0
RNY4,0,0,0,0,0,0
RNU6-320P,0,0,0,0,0,0
RN7SKP83,0,0,0,0,0,0
RN7SKP244,0,0,0,0,0,0
RNU6-1038P,0,0,0,0,0,0
SNORD116-25,0,0,0,0,0,0
RNU6-911P,0,0,0,0,0,0
RNU6-964P,0,0,0,0,0,0
RNU6-1337P,0,0,0,0,0,0
RNU6-62P,0,0,0,0,0,0
RNA5SP148,0,0,0,0,0,0
RNU6-503P,0,0,0,0,0,0
RNU6-1061P,0,0,0,0,0,0
RNA5SP164,0,0,0,0,0,0
RNU2-34P,0,0,0,0,0,0
RNA5SP121,0,0,0,0,0,0
RNU6-1046P,0,0,0,0,0,0
RNU6-1256P,0,0,0,0,0,0
RPPH1-3P,0,0,0,0,0,0
RNU6ATAC12P,0,0,0,0,0,0
RNU7-25P,0,0,0,0,0,0
RN7SKP287,1,2,0,0,0,0
RN7SKP135,0,0,0,0,0,0
RNU6-118P,0,0,0,0,0,0
RNU6-506P,0,0,0,0,0,0
RNU7-43P,0,0,0,0,0,0
RNA5SP360,0,0,0,0,0,0
RNA5SP367,0,0,0,0,0,0
RNA5SP43,0,0,0,0,0,0
RNU7-51P,0,0,0,0,0,0
RNA5SP438,0,0,0,0,0,0
RNU6-725P,0,0,0,0,0,0
RNU6-358P,0,0,0,0,0,0
RNA5SP395,0,0,0,0,0,0
RNU6-504P,0,0,0,0,0,0
RNU6-314P,0,0,0,0,0,0
RNU6-68P,0,0,0,0,0,0
RNU6-1018P,0,0,0,0,0,0
RNU5F-4P,0,0,0,0,0,0
RNU6-638P,0,0,0,0,0,0
RNU6-1004P,0,0,0,0,0,0
RNU6-1007P,0,0,0,0,0,0
RN7SKP195,0,0,0,0,0,0
RNU5A-4P,0,0,0,0,0,0
RNU6-1291P,0,0,0,0,0,0
RNU4ATAC6P,0,0,0,0,0,0
RNU7-183P,0,0,0,0,0,0
RNU6-1087P,0,0,0,0,0,0
RNU7-121P,0,0,0,0,0,0
RNU6-100P,0,0,0,0,0,0
RNU6-1012P,0,0,0,0,0,0
RNU6-885P,0,0,0,0,0,0
RNU7-179P,0,0,0,0,0,0
RNU6-1069P,0,0,0,0,0,0
RNA5SP476,0,0,0,0,0,0
RNU6-229P,0,0,0,0,0,0
RNA5SP384,0,0,0,0,0,0
RNU1-107P,0,0,0,0,0,0
RNA5SP285,0,0,0,0,0,0
RNU6-1247P,0,0,0,0,0,0
RNA5SP459,0,0,0,0,0,0
RNU6-344P,0,0,0,0,0,0
RNU6-405P,0,0,0,0,0,0
RNU6-139P,0,0,0,0,0,0
RNA5SP168,0,0,0,0,0,0
RNU6-107P,0,0,0,0,0,0
MIR2114,0,0,0,0,0,0
RNA5SP434,0,0,0,0,0,0
RNU7-65P,0,0,0,0,0,0
RNU6-635P,0,0,0,0,0,0
RNU6-113P,0,0,0,0,0,0
RN7SKP70,8,2,0,1,1,0
MIR2115,0,0,0,0,0,0
RNU6-347P,0,0,0,0,0,0
RNU2-57P,0,0,0,0,0,0
RNU7-160P,0,0,0,0,0,0
RNU6-551P,0,0,0,0,0,0
RNU6-521P,0,0,0,0,0,0
RNU6-539P,0,0,0,0,0,0
RNU6-1332P,0,0,0,0,0,0
RNA5SP309,0,0,0,0,0,0
RNU6-719P,0,0,0,0,0,0
SCARNA13,2,2,1,1,3,0
RNU7-22P,0,0,0,0,0,0
RNU6-1178P,0,0,0,0,0,0
RN7SKP49,0,0,0,0,0,0
RNY4P20,0,0,0,0,0,0
RNU6-197P,0,0,0,0,0,0
RN7SKP66,0,0,0,0,0,0
RNU1-142P,0,0,0,0,0,0
RNU6-126P,0,0,0,0,0,0
RNA5SP33,0,0,0,0,0,0
RPPH1-2P,0,0,0,0,0,0
RNU6-1016P,0,0,0,0,0,0
RNU6-63P,0,0,0,0,0,0
RNU4-77P,0,0,0,0,0,0
RNU6-531P,0,0,0,0,0,0
RNU6-180P,0,0,0,0,0,0
RNU7-81P,0,0,0,0,0,0
RNU4ATAC3P,0,0,0,0,0,0
RNA5SP271,0,0,0,0,0,0
RNA5SP55,0,0,0,0,0,0
RNU7-53P,0,0,0,0,0,0
RNU6-1171P,0,0,0,0,0,0
RNA5SP82,0,0,0,0,0,0
RNU6-783P,0,0,0,0,0,0
RNU5D-2P,0,0,0,0,0,0
RNU6-267P,0,0,0,0,0,0
RNU6-965P,0,0,0,0,0,0
RNU7-193P,0,0,0,0,0,0
RNU6-572P,0,0,0,0,0,0
RNA5SP254,0,0,0,0,0,0
RNA5SP462,0,0,0,0,0,0
RNU6-919P,0,0,0,0,0,0
RNU6-1282P,0,0,0,0,0,0
RNU6-362P,0,0,0,0,0,0
RNA5SP466,0,0,0,0,0,0
RNU7-149P,0,0,0,0,0,0
RNU6-759P,0,0,0,0,0,0
RNU6-307P,0,0,0,0,0,0
RNA5SP73,0,0,0,0,0,0
RNU6-861P,0,0,0,0,0,0
RNU6-567P,0,0,0,0,0,0
RNU6-256P,0,0,0,0,0,0
RNU6-914P,0,0,0,0,0,0
RNU4-18P,0,0,0,0,0,0
RNU1-125P,0,0,0,0,0,0
RNU6-922P,0,0,0,0,0,0
RNA5SP45,0,0,0,0,0,0
RNU7-28P,0,0,0,0,0,0
SCARNA20,0,0,0,0,0,0
RNU6-135P,0,0,0,0,0,0
RNU6-1098P,0,0,0,0,0,0
MIR514B,0,0,0,0,0,0
RNA5SP422,0,0,0,0,0,0
RNU7-143P,0,0,0,0,0,0
RNA5SP468,0,0,0,0,0,0
RNU6-1224P,0,0,0,0,0,0
RNU6-656P,0,0,0,0,0,0
RN7SKP82,0,0,0,0,0,0
RNU7-137P,0,0,0,0,0,0
RNA5SP460,0,0,0,0,0,0
RNU6-566P,0,0,0,0,0,0
RNU6ATAC22P,0,0,0,0,0,0
RNU2-44P,0,0,0,0,0,0
RNU6-1150P,0,0,0,0,0,0
RNU6-1191P,0,0,0,0,0,0
RNU6-1121P,0,0,0,0,0,0
RNU6-807P,0,0,0,0,0,0
RNA5SP441,0,0,0,0,0,0
RNU6-1149P,0,0,0,0,0,0
RNU6ATAC24P,0,0,0,0,0,0
RNU6-881P,0,0,0,0,0,0
RNA5SP481,0,0,0,0,0,0
RNA5SP409,0,0,0,0,0,0
RNU1-40P,0,0,0,0,0,0
RNU6-1308P,0,0,0,0,0,0
RNU6-122P,0,0,0,0,0,0
RNU6-453P,0,0,0,0,0,0
RN7SKP282,0,0,0,0,0,0
RN7SKP219,0,0,0,0,0,0
RNU2-56P,0,0,0,0,0,0
RNU6-826P,0,0,0,0,0,0
RNA5SP268,0,0,0,0,0,0
RNU2-24P,0,0,0,0,0,0
RNU6-678P,0,0,0,0,0,0
RNA5SP137,0,0,0,0,0,0
RNU6-1136P,0,0,0,0,0,0
RNU7-30P,0,0,0,0,0,0
RNU7-111P,0,0,0,0,0,0
RNA5SP416,0,0,0,0,0,0
RNA5SP480,0,0,0,0,0,0
RNA5SP75,0,0,0,0,0,0
RNU6-557P,0,0,0,0,0,0
RNA5SP444,0,0,0,0,0,0
RNU7-6P,0,0,0,0,0,0
RNU6-786P,0,0,0,0,0,0
RNU6-1088P,0,0,0,0,0,0
RNU6-782P,0,0,0,0,0,0
RNA5SP421,0,0,0,0,0,0
RNA5SP102,0,0,0,0,0,0
