gene_name,dH1f_sgControl_Rep1,dH1f_sgControl_Rep2,dH1f_sgControl_Rep3,dH1f_sg_AF10_Rep1,dH1f_sg_AF10_Rep2,dH1f_sg_AF10_Rep3
MIR3135B,0,0,0,0,0,0
MIR548AX,0,0,0,0,0,0
SNORA70D,0,0,0,0,0,0
LOC285766,0,0,0,0,0,0
RN7SL470P,3,12,0,0,2,0
MIR4457,0,0,0,0,0,0
RN7SL750P,3,5,0,0,1,3
MIR5581,0,0,0,0,0,0
MIR4632,0,0,0,0,0,0
MIR3197,0,0,0,0,0,0
MIR548D2,0,0,0,0,0,0
MIR3161,0,0,0,0,0,0
MIR3621,0,0,0,0,0,0
MIR5689,0,0,0,0,0,0
LINC02864,9,8,8,4,3,4
MIR4639,0,0,0,0,0,0
CRHR1,0,0,0,0,0,1
SLC25A51P2,0,0,0,0,0,0
DLGAP1-AS3,0,0,0,1,0,1
FTLP13,0,0,0,0,0,0
MIR3937,0,0,0,0,0,0
LOC100132647,0,0,0,0,0,0
MIR4643,0,0,0,0,0,0
MIR4662B,0,0,0,0,0,0
RN7SL4P,0,0,0,0,0,0
MIR548AS,0,0,0,0,0,0
MIR3165,0,0,0,0,0,0
MIR3664,0,0,0,0,0,0
MIR4277,0,0,0,0,0,0
MIR548AV,0,0,0,0,0,0
MIR3133,0,0,0,0,0,0
LINC00667,742,834,555,795,547,686
RN7SL498P,1,2,1,1,1,3
GDF2,0,0,0,0,0,0
MIR4286,0,0,0,0,0,0
MIR3686,0,0,0,0,0,0
SNORD43,0,0,0,0,0,0
LOC390846,0,0,0,0,0,0
SNORA4,0,0,0,0,0,0
MIR5590,0,0,0,0,0,0
MIR3182,0,0,0,0,0,0
MIR4473,0,0,0,0,0,0
MIR3115,0,0,0,0,0,0
RN7SL457P,0,0,0,0,1,1
MIR5100,0,0,0,0,0,0
MIR5684,0,0,0,0,0,0
MIR3675,0,0,0,0,0,0
MIR3679,0,0,0,0,0,0
RN7SL426P,0,1,0,0,1,1
MIR548AW,0,0,0,0,0,0
RDM1P5,7,6,19,9,0,1
MIR4439,0,0,0,0,0,0
MIR378E,0,0,0,0,0,0
MIR4635,0,0,0,0,0,0
MIR4698,0,0,0,0,0,0
RN7SL44P,0,0,0,0,0,0
LOC100287042,8,17,12,16,18,12
MIR4744,0,0,1,0,1,0
MIR4729,0,0,0,0,0,0
MIR4769,0,0,0,0,0,0
MIR3927,0,0,0,0,0,0
MIR4528,0,0,0,0,0,0
LINC00672,28,44,9,37,20,18
RN7SL774P,6,0,6,3,5,3
EEF1DP7,0,0,0,0,1,1
MIR3920,0,0,0,0,0,0
MIR4303,0,0,0,0,0,0
MIR4667,0,0,0,0,1,0
MIR3925,0,0,0,0,0,0
MIR4669,0,0,0,0,0,0
RN7SL555P,1,0,0,0,0,0
MIR3116-1,0,0,0,0,0,0
MIR5000,0,0,0,0,0,0
MTND2P13,0,0,0,0,0,0
MIR3670-1,0,0,0,0,0,0
MIR4462,0,0,0,0,0,0
MIR4448,0,0,0,0,0,0
TOMM20P3,0,0,0,0,0,0
RN7SL275P,15,20,4,10,2,7
RN7SL435P,0,0,0,0,0,1
MIR548Y,0,0,0,0,0,0
RN7SL850P,0,7,0,7,3,7
NBPF11,332,361,177,304,239,243
LOC100505797,0,0,0,0,0,0
RHEX,7,20,2,14,15,3
MIR4290,0,0,0,0,0,0
RN7SL381P,0,2,0,0,0,1
RN7SL678P,0,0,2,0,0,0
MIR1587,0,0,0,0,0,0
MIR4760,0,0,0,0,0,0
RN7SL121P,12,10,9,9,4,5
YWHAEP3,0,0,0,0,0,0
MIR4499,0,0,0,0,0,0
MIR4672,0,0,0,0,0,0
MIR5705,0,0,0,0,0,0
MIR5698,0,0,0,0,0,0
RN7SL615P,0,0,1,0,0,1
RN7SL786P,2,2,0,0,2,1
RN7SL42P,0,0,0,0,0,0
RN7SL52P,0,0,0,0,0,0
MIR4717,0,0,0,0,0,0
MIR4314,0,0,0,0,0,0
AKR1C8P,2,2,0,0,0,0
MIR4429,0,0,0,0,0,0
MIR3938,0,0,0,0,0,0
MIR4253,0,0,0,0,0,0
RN7SL336P,1,1,1,0,0,0
MIR4507,0,0,0,0,0,0
LINC02003,0,0,0,0,0,0
RN7SL744P,3,7,3,9,0,3
RN7SL66P,6,8,2,1,7,0
MIR4491,0,0,0,0,0,0
RN7SL198P,3,2,1,3,0,0
MIR4472-2,0,3,0,0,0,0
RN7SL670P,26,6,5,8,4,4
RN7SL455P,14,8,2,4,4,0
MIR4737,2,7,5,8,3,2
LOC100421028,0,0,0,0,0,0
RPL31P9,0,0,0,0,0,0
MIR5685,0,0,0,0,0,0
MIR4316,0,0,0,0,0,0
MIR3943,0,0,0,0,0,0
RN7SL531P,15,4,6,9,1,9
MIR3199-1,0,0,0,0,0,0
MIR4783,0,0,0,0,0,0
MIR5688,0,0,0,0,0,0
MIR3681,0,0,0,0,0,0
MIR4666B,0,0,0,0,0,0
RN7SL474P,6,4,1,5,7,9
MIR4803,0,0,0,0,0,0
MIR4689,0,0,0,0,0,0
MIR4688,0,0,0,0,0,0
LOC100129135,0,0,0,0,0,0
MIR3688-1,0,0,0,0,0,0
MIR4300,0,0,0,0,0,0
RN7SL784P,17,25,10,11,20,7
MIR3180-4,0,0,0,0,0,0
MIR4795,0,0,0,0,0,0
SCML2P1,0,0,0,0,0,0
RN7SL713P,0,1,0,0,0,0
MIR3689D2,0,0,0,0,0,0
MIR3667,0,0,0,0,0,0
MIR3928,0,0,0,0,0,0
SNORA38,0,0,0,0,0,0
MIR3127,0,0,0,0,0,0
MIR4670,0,0,0,0,0,0
MIR4762,0,0,0,0,0,0
MIR3689B,0,0,0,0,0,0
MTND1P15,0,0,0,0,0,0
RN7SL665P,0,2,0,0,2,2
MIR4305,0,0,0,0,0,0
PDLIM1P3,0,0,0,0,0,0
MIR3189,0,0,0,0,0,0
RN7SL117P,0,0,0,0,0,0
MIR4693,0,0,0,0,0,0
MIR4701,0,0,0,0,0,0
SNORD48,0,5,3,3,0,2
MIR4716,0,0,0,0,0,0
MIR4492,0,0,0,0,0,0
MIR3168,0,0,0,0,0,0
RNU4ATAC,1,2,0,2,1,3
ANXA8L1,12,21,11,30,34,28
LINC01916,0,0,0,0,0,0
MIR4456,0,0,0,0,0,0
LOC104968399,3,5,10,2,2,4
LOC100418959,0,0,0,0,0,0
CPDP1,0,0,0,0,0,0
LINC00909,156,204,182,194,116,139
MIR3912,0,0,0,0,0,0
RN7SL835P,0,1,1,1,1,0
RN7SL819P,6,12,6,3,5,0
KIR3DP1,0,0,0,0,0,0
LINC01893,0,0,0,0,0,0
LINC01925,0,0,0,0,1,0
MIR4322,0,0,0,0,0,0
MIR4767,0,0,0,0,0,0
LOC100129878,0,0,0,0,0,0
RN7SL488P,14,19,4,8,18,5
MIR4799,0,0,0,0,0,0
RN7SL753P,2,1,2,0,0,0
ZNF236-DT,13,17,13,19,7,14
MIR4786,0,0,0,0,0,0
MIR2467,1,0,0,0,0,0
RN7SL657P,0,3,0,0,0,0
SNORD55,0,0,0,0,0,0
MIR3922,0,0,0,0,0,0
MIR4433B,0,0,0,0,0,0
LINC01444,0,0,0,0,0,0
MIR4694,0,0,0,0,0,0
RN7SL644P,13,29,0,4,10,0
MIR548AT,0,0,0,0,0,0
MTCO3P13,0,1,0,0,1,0
RN7SL154P,4,2,0,1,1,2
MIR4801,0,0,0,0,0,0
RN7SL448P,0,0,0,0,1,0
MIR5186,0,0,0,0,0,0
MIR3660,0,0,0,0,0,0
NOTCH2NLA,214,303,188,294,242,237
LINC01894,0,0,0,0,0,1
SNORA77B,0,0,0,0,0,0
MIR4258,0,0,0,0,0,0
RN7SL602P,40,49,0,17,19,12
MIR3134,0,0,0,0,0,0
MIR4648,0,0,0,1,0,0
MIR3122,0,0,0,0,0,1
NEK4P2,0,0,0,0,0,0
DYNLL2,990,1217,787,1127,901,947
MIR3125,0,0,0,0,0,0
MIR4425,0,0,0,0,0,0
MIR4671,0,0,0,0,0,0
RN7SL431P,0,0,0,1,0,0
MIR4513,0,0,0,0,0,0
MIR5007,0,0,0,0,0,0
MIR4465,0,0,0,0,0,0
RN7SL208P,0,0,0,0,0,0
MIR3193,0,0,0,0,1,0
MIR3180-5,0,0,0,0,0,0
MIR4736,0,0,0,0,0,0
RN7SL491P,4,6,2,0,0,0
MIR548AL,0,0,0,0,0,0
MIR3913-1,0,0,0,0,0,0
MIR548AP,0,0,0,0,0,0
MIR4470,0,0,0,0,0,0
MIR548AC,0,0,0,0,0,0
RN7SL718P,35,64,22,17,24,0
MYH4,0,0,0,0,0,0
MIR4653,0,0,0,0,0,0
MIR4283-1,0,0,0,0,0,0
MIR3183,0,0,0,0,0,0
RN7SL560P,19,23,11,15,12,7
LINC02837,10,23,12,4,5,4
MIR4520-1,0,0,0,0,0,0
MIR4794,0,0,0,0,0,0
MIR4656,0,0,0,0,0,0
MIR5682,0,0,0,0,0,0
MIR4714,0,0,0,0,0,0
MIR4705,0,0,0,0,0,0
MIR5008,0,0,0,0,0,0
RN7SL697P,0,0,0,0,0,0
MIR4298,0,0,0,0,0,0
MIR4650-2,0,0,0,0,0,0
MIR3124,0,0,0,0,0,0
RN7SL731P,0,0,0,0,3,0
MIR3678,0,0,0,0,0,0
MIR5692A2,0,0,0,0,0,0
LOC284395,9,3,3,1,6,3
RN7SL596P,11,8,9,8,7,1
OTUD7B,430,486,400,428,314,349
MIR4778,0,0,0,0,0,0
DNAJB6P8,0,0,0,0,0,0
RN7SL25P,9,3,0,5,2,0
MIR378B,0,0,0,0,0,0
MIR5706,0,0,0,0,0,0
MIR548AR,0,0,0,0,0,0
RN7SL405P,12,5,9,5,9,10
SNORD95,0,0,0,0,0,0
MIR4257,0,0,0,0,0,0
RN7SL793P,0,0,0,0,0,0
MIR3162,0,0,0,0,0,0
MIR4633,0,0,0,0,0,0
MIR23C,0,0,0,0,0,0
DCXR-DT,0,0,2,0,0,0
MIR4529,0,0,0,0,0,0
MIR4296,0,0,0,0,0,0
RN7SL15P,1,1,0,0,0,0
MIR5692B,0,0,0,0,0,0
RN7SL326P,0,0,0,0,0,0
MIR4487,0,0,0,0,0,0
MIR4449,1,0,0,1,0,0
RN7SL131P,6,4,6,6,7,1
MIR3159,1,2,0,0,0,0
MIR3173,0,0,0,0,0,0
MIR4685,0,0,0,0,0,0
RN7SL290P,0,0,0,0,0,0
MIR5588,0,0,0,0,0,0
RN7SL592P,9,8,5,8,5,3
MIR4755,0,0,0,0,0,0
RN7SL732P,0,0,0,1,0,0
MIR5591,0,0,0,0,0,0
MIR4796,0,0,0,0,0,0
MIR4271,0,0,0,0,0,0
MIR3152,0,0,0,0,0,0
MIR5194,0,0,0,0,0,0
MIR3171,0,0,0,0,0,0
MIR4798,0,0,0,0,0,0
MIR3200,0,0,0,0,0,0
SEPTIN4-AS1,7,14,5,20,8,8
MIR4285,0,0,0,0,0,0
RN7SL204P,5,4,1,0,0,0
MIR3140,0,0,0,0,0,0
MIR4773-1,0,0,0,0,0,0
PRPF19P1,0,0,0,0,0,0
MIR4255,0,0,0,0,0,0
MIR4752,0,0,0,0,0,0
RN7SL217P,0,0,0,0,0,0
L3MBTL4-AS1,6,10,5,0,5,3
MIR4504,0,0,0,0,0,0
NPY4R2,0,0,0,2,0,1
MIR3117,0,1,0,0,0,0
MIR3129,0,0,0,0,0,0
MIR4638,0,0,0,0,0,0
MIR4718,0,0,0,0,0,0
MIR4511,0,0,0,0,0,0
MIR4505,0,0,0,0,0,0
DPRXP4,3,0,1,0,1,0
MIR3689C,0,0,0,0,0,0
TTC39C-AS1,0,0,0,0,0,0
MIR3924,0,0,0,0,0,0
MIR3131,0,0,0,0,0,0
MIR3198-1,0,0,0,0,0,0
MIR3141,0,0,0,0,0,0
MIR4295,0,0,0,0,0,0
MIR4772,0,0,0,0,0,0
RN7SL237P,1,4,0,0,0,0
MIR4420,0,0,0,0,0,0
MIR4537,0,0,0,0,0,0
MIR3148,0,0,0,0,0,0
MIR4637,0,0,0,0,0,0
MIR4771-1,0,0,0,0,0,0
MIR5009,0,0,0,0,0,0
MIR4294,0,0,0,0,0,0
MIR5191,0,0,0,0,0,0
MIR378C,0,0,0,0,0,0
MIR4441,0,0,0,0,0,0
MIR1273C,0,0,0,0,0,0
MIR3154,0,0,0,0,0,0
MIR5571,0,0,0,0,0,0
RN7SL468P,0,0,2,0,0,0
VN1R71P,0,0,0,0,0,0
RN7SL404P,0,0,0,0,0,0
LOC105372179,1,2,0,0,1,1
MIR4310,0,0,0,0,0,0
MIR5696,0,0,0,0,0,0
DSG2-AS1,1,0,0,0,0,0
RN7SL45P,1,0,1,0,0,0
MIR3613,0,0,0,0,0,0
RN7SL690P,13,27,11,7,8,2
NOS2P4,0,0,0,0,0,0
MIR3921,0,0,0,0,0,0
MIR3616,0,0,0,0,0,0
MIR5701-3,0,0,0,0,0,0
MIR4494,0,0,0,0,0,0
RN7SL525P,6,28,7,10,9,0
LOC100419894,0,0,0,0,0,0
RN7SL230P,2,1,3,2,2,3
LOC102724532,44,43,28,31,36,20
MIR4540,0,0,0,0,0,0
MIR378F,0,0,0,0,0,0
MIR3138,0,0,0,0,0,0
RN7SL190P,1,1,0,0,3,1
MIR4265,0,0,0,0,0,0
MIR4474,0,0,0,0,0,0
MIR3181,0,0,0,0,0,0
PRR29-AS1,22,16,10,9,7,11
MIR4730,1,0,0,1,0,1
RN7SL440P,22,73,22,12,17,3
MIR5094,0,0,0,0,0,0
MIR4789,0,0,0,0,0,0
MIR4431,0,0,0,0,0,0
RN7SL630P,0,0,0,0,0,0
MIR4436B1,0,0,0,0,0,0
MIR5691,0,0,0,0,0,0
LOC101928251,2,5,0,5,1,0
MIR5092,0,1,1,4,1,2
SNORD92,0,0,0,0,0,0
MIR5089,0,0,0,0,0,0
MARCHF10-DT,3,0,1,1,0,2
MIR4780,0,0,0,0,0,0
MIR548W,0,0,0,0,0,0
MIR4327,0,0,0,0,0,0
MIR3160-1,0,0,0,0,0,0
AGAP12P,14,34,19,8,24,11
RN7SL262P,0,0,0,0,0,0
RN7SL622P,16,31,8,8,5,0
MIR548S,0,0,0,0,0,0
MIR4765,0,0,0,0,0,0
PPY2P,0,0,0,0,0,0
MIR4692,0,0,0,0,0,0
LOC101927188,0,0,0,0,0,0
MIR3622B,0,0,0,0,0,0
RN7SL664P,0,0,0,0,0,0
MIR3691,0,0,0,0,0,0
MIR4655,0,0,0,0,0,0
MIR4484,0,0,0,0,0,0
RN7SL246P,0,0,0,0,0,1
FTLP12,0,1,0,1,0,0
RBM22P1,0,0,0,0,0,0
MIR4510,0,0,0,0,0,0
MIR3942,0,1,0,0,0,0
GJA5,6,5,1,7,6,9
MIR4731,0,0,0,0,0,0
MIR3153,0,1,1,1,0,0
RN7SL200P,0,0,0,0,0,0
MIR3190,0,0,0,0,0,0
MIR5687,0,0,0,0,0,0
MIR3192,0,0,0,0,0,0
MIR4301,0,0,0,0,0,0
RN7SL451P,0,0,0,0,0,0
MIR133A1HG,0,0,0,0,0,0
MIR548AM,0,0,0,0,0,0
SNORD53,0,0,0,0,0,0
TSPOAP1-AS1,4,11,3,4,4,9
MIR151B,0,0,0,0,0,0
MIR5003,0,0,0,0,0,0
MIR2681,0,0,0,0,0,0
MIR4307,0,0,0,0,0,0
MIR4262,0,0,0,0,0,0
MIR3202-1,0,0,0,0,0,0
MIR4728,0,1,0,0,0,0
MIR4790,0,0,0,0,0,0
MIR4674,0,0,0,0,0,0
SRP72P1,0,0,0,0,0,0
LOC100422274,0,0,0,0,0,0
ANXA8,67,76,29,62,36,46
MIR3923,0,0,0,0,0,0
MIR4312,0,0,0,0,0,0
MIR4677,0,1,0,1,0,0
RBP3,0,0,0,0,0,0
MIR4486,0,0,0,0,0,0
MIR3684,0,0,0,0,0,0
MIR4269,0,0,0,0,0,0
MIR548AI,0,0,0,0,0,0
MIR4699,0,0,0,0,0,0
MIR3142,0,0,0,0,0,0
LOC100131011,0,0,0,0,0,0
RBM8A,2162,2288,1505,1969,1856,1904
IGLJCOR18,0,0,0,0,0,0
MIR4472-1,0,0,0,0,0,0
MIR4288,0,0,0,0,0,0
MIR3132,0,1,0,0,0,0
MIR4446,0,0,0,0,0,0
MIR4686,0,0,0,0,0,0
RN7SL74P,0,0,0,0,0,0
RN7SL693P,8,20,12,7,5,3
PGDP1,1,0,0,0,0,1
CLUHP6,0,0,0,0,0,0
MIR3935,0,0,0,0,0,0
MIR4770,0,0,0,0,0,0
MIR4710,0,0,0,0,0,0
FEM1AP2,0,0,0,1,0,0
LOC101929240,0,0,0,0,0,0
MIR548AD,0,0,0,0,0,0
MIR3650,0,0,0,0,0,0
MIR3195,0,0,0,0,0,0
RN7SL847P,2,9,2,3,2,1
MIR4263,1,1,1,3,0,1
RN7SL411P,0,0,0,0,0,0
MIR548AB,0,0,0,0,0,0
MIR4524B,0,0,0,0,0,0
MIR3137,0,0,0,0,0,0
OR4K7P,0,0,0,0,0,0
MIR5188,0,0,0,0,0,0
MIR4291,0,0,0,0,0,0
LINC01899,0,0,0,0,0,0
TIMM23,1420,1598,1063,1285,1216,1240
MIR3136,0,0,0,0,0,0
MIR4493,0,0,0,0,0,0
GLUD1P2,4,10,3,2,8,7
MIR4476,0,0,0,0,0,0
PCAT18,2,8,0,2,1,3
MIR4682,0,0,0,0,0,0
MIR4675,0,0,0,0,0,0
MIR3180-2,0,0,0,0,0,0
MIR4679-2,0,0,0,0,0,0
MIR466,0,0,0,0,0,0
RN7SL219P,1,1,2,1,0,1
RN7SL391P,1,1,4,3,1,4
MIR4999,0,0,0,0,0,0
MIR4252,0,0,0,0,0,0
MIR3944,0,0,0,0,0,1
MIR3128,0,0,0,0,0,0
MIR4324,0,0,2,1,0,0
MIR4261,0,0,0,0,0,0
MIR4779,0,0,0,0,0,0
MIR4684,0,0,0,0,0,0
MIR4652,0,0,0,0,0,0
MIR4782,0,0,0,0,0,0
MIR4308,0,0,0,0,0,0
MIR4447,0,0,0,0,0,0
MIR3121,0,0,0,0,0,0
RN7SL811P,24,10,5,12,10,4
MIR3941,0,0,0,0,0,0
MIR4733,0,0,0,0,0,0
MIR4502,0,0,0,0,0,0
MIR3682,0,1,1,0,2,0
MIR3672,0,0,0,0,0,0
MIR4768,0,0,0,2,0,0
MIR548AQ,0,0,0,0,0,0
DTX2P1-UPK3BP1-PMS2P11,213,216,181,205,180,163
KRT18P55,4,7,0,3,3,0
MIR4443,0,0,0,0,0,0
LINC01915,2,3,1,0,2,1
RN7SL518P,0,0,0,0,0,0
LOC100128006,3,8,0,4,2,3
RNF115,765,779,481,799,611,636
MIR3156-2,0,0,0,0,0,0
MIR1269B,0,0,0,0,0,0
MIR4435-1,0,0,0,0,0,0
MIR4436A,0,0,0,0,0,0
LINC01892,0,0,0,0,0,2
MIR548V,0,0,0,0,0,0
MIR5697,0,0,0,0,0,0
MIR4304,0,0,0,0,0,0
MIR5690,0,0,0,0,0,0
FCGR1CP,0,0,0,0,0,0
LOC643542,0,0,1,1,1,1
RN7SL475P,0,0,0,0,0,0
MIR3180-1,0,0,0,0,0,0
MIR4421,0,0,0,0,0,0
MIR3164,0,0,0,0,1,0
H3P41,0,0,0,0,0,0
AA06,0,0,0,0,0,0
LINC01903,3,4,2,4,2,0
MIR3918,0,0,0,0,0,0
RN7SL652P,0,0,2,0,0,0
MIR1268B,0,0,0,0,0,0
PIGPP4,0,0,0,0,0,0
MIR3143,0,0,0,0,0,0
RN7SL605P,42,25,3,23,12,9
MIR3978,0,0,0,0,0,0
MIR5708,0,0,0,0,0,0
CFAP298-TCP10L,29,131,65,92,76,121
MIR4756,0,0,0,0,0,0
MIR3659,0,0,0,0,0,0
MIR5707,0,0,0,0,0,0
MIR4471,0,0,0,0,0,0
MIR4695,0,0,0,0,0,0
MIR4539,0,0,0,0,0,0
MIR548AG2,0,0,0,0,0,0
MIR3139,0,0,0,0,0,0
BNIP3P3,0,0,0,0,0,0
MIR3612,0,0,0,0,0,0
LOC100421257,0,0,0,0,0,0
MIR3929,0,1,0,0,1,0
TUFMP1,1,1,0,0,0,0
RN7SL279P,0,0,1,2,0,0
MIR548AK,0,0,0,0,0,0
MIR3151,0,0,0,0,0,0
MIR3690,0,0,0,0,0,0
MIR4664,0,0,0,0,2,0
RARA-AS1,24,36,20,22,27,24
MIR548AJ1,0,0,0,0,0,0
MIR4508,0,0,0,0,0,0
RN7SL708P,0,1,0,0,0,0
RPL17,18748,19837,13769,14539,14200,14684
MIR4267,0,0,0,0,0,0
SYPL1P2,4,0,0,3,1,0
RN7SL378P,1,0,0,0,0,0
MAFG-DT,67,88,56,61,54,64
MIR4460,0,0,0,0,0,0
LINC01970,21,12,2,8,12,5
MIR4774,0,0,0,0,0,0
MIR548AE2,0,0,0,0,0,0
LOC105371855,2,18,1,5,6,5
SNORD53B,0,0,0,0,0,0
LOC100422053,0,0,0,0,0,0
LOC100421100,1,0,0,0,0,1
MIR4681,0,0,0,0,0,0
MIR4284,0,0,0,0,0,0
MIR3144,0,0,0,0,0,0
RN7SL648P,0,1,0,1,0,0
SNORA74C-1,0,0,0,0,0,0
MIR4438,0,0,0,0,0,0
RN7SL339P,2,9,4,4,3,8
MIR4427,0,0,0,0,0,0
RN7SL375P,3,0,2,0,0,1
RN7SL444P,2,2,2,0,1,1
ZNF488,8,7,4,7,4,5
CXADRP3,0,0,0,0,0,0
MIR4506,0,0,0,0,0,0
RN7SL624P,3,6,3,2,3,1
LOC101927989,34,18,14,10,20,5
CYP4F35P,6,7,2,5,7,3
MIR4330,0,0,0,0,0,0
RNASEH1P1,0,1,0,0,0,0
MIR3118-4,0,0,0,0,0,0
RN7SL49P,1,0,0,0,0,0
MIR4292,0,2,1,0,1,1
SEC22B,2708,3016,1999,2418,1982,2229
MIR3907,0,0,0,0,1,0
RN7SL300P,0,0,1,0,1,0
RN7SL376P,5,8,5,8,2,2
FSBP,23,11,31,22,21,19
MIR3177,0,0,0,0,0,0
MIR4422,0,0,0,0,0,0
MIR3939,0,0,0,0,0,0
MIR548AG1,0,0,0,0,0,0
MIR3123,0,0,0,0,0,0
CCND3P2,0,0,0,0,0,0
MIR548X,0,0,0,0,0,0
LINC01029,0,0,0,0,0,0
LOC101927018,0,2,0,0,1,0
MIR4276,0,0,0,0,0,0
MIR4287,0,0,0,0,0,0
MIR3689D1,0,0,0,0,0,0
MIR4797,0,0,0,0,0,0
MIR4514,0,0,0,0,0,0
MIR5704,0,0,0,0,0,0
MIR4495,0,0,0,0,0,0
MIR4516,0,0,0,0,0,0
MIR3174,0,0,0,0,0,0
MIR3689A,0,0,0,0,0,0
MIR4289,0,0,0,0,0,0
MIR4489,0,0,0,0,2,0
MIR3914-1,0,0,0,0,0,0
MIR4748,0,1,0,0,0,0
PDLIM1P2,0,0,0,0,0,0
RN7SL73P,7,0,1,7,8,1
RN7SL783P,1,0,0,0,2,0
DSCAS,0,0,1,0,0,0
RN7SL311P,0,0,0,0,0,0
RN7SL357P,0,0,1,1,0,0
MIR4696,0,0,0,0,0,0
RN7SL96P,23,18,9,14,13,5
MIR3685,0,0,0,2,1,0
RN7SL543P,0,2,1,3,0,1
MIR4280,0,0,0,0,0,0
MIR5692C1,0,0,0,0,0,0
MIR5195,0,0,0,0,0,0
MIR3146,0,0,0,0,0,0
LINC00668,17,30,32,35,42,34
UBE2CP2,3,4,0,1,0,1
RN7SL577P,0,0,0,0,0,0
LINC01387,0,0,0,0,0,0
MIR4749,0,0,0,0,0,0
MIR4445,0,0,0,0,0,0
MIR4319,0,0,0,0,0,0
GACAT2,0,0,3,3,1,6
MIR4266,0,0,0,0,0,0
TXNIP,2628,3033,2064,2608,2159,2525
MIR4725,0,0,0,0,0,0
MIR544B,0,0,0,0,0,0
MIR4735,0,0,0,0,0,0
MIR4519,0,0,0,0,0,0
ESRG,831,1285,579,2282,1490,1525
MIR5694,0,0,0,0,0,0
MIR3671,0,2,0,1,0,1
SNORA38,0,0,0,0,0,0
MIR4488,0,0,0,0,0,0
GATA6-AS1,29,41,13,11,7,5
MIR4764,0,0,0,0,0,0
LINC02079,1,2,1,1,2,1
MIR4309,1,0,0,0,0,0
MIR548Z,1,3,0,0,1,0
MIR4477B,0,0,0,0,0,0
MIR3609,0,0,0,0,0,0
SRGAP2,777,981,590,764,541,680
MIR4659A,0,0,0,0,0,0
MIR4690,0,0,0,1,0,0
MIR3649,0,0,0,0,0,0
MIR4500,0,0,0,0,0,0
NDUFV2-AS1,21,19,8,12,14,8
RN7SL140P,0,0,0,0,0,0
POLRMTP1,8,8,6,14,14,5
MIR3617,0,0,0,0,0,0
MIR5693,0,0,0,0,0,0
BAHCC1,664,778,570,1100,374,578
RN7SL574P,0,1,1,0,0,2
MIR4432,0,0,0,0,0,0
RASSF5,45,97,30,63,48,57
MIR5192,0,0,0,0,0,0
MIR5700,0,0,0,0,0,0
LOC101927557,0,0,0,0,0,0
MIR4326,0,0,1,0,0,0
LOC100287539,0,0,0,0,0,0
MIR4525,0,0,0,0,0,0
MIR4440,0,0,0,0,0,1
MIR4423,0,0,0,0,0,0
MIR5587,0,0,0,0,0,0
ZNF415P1,0,0,0,0,1,1
RN7SL366P,0,0,0,0,0,0
SRP68P1,0,0,0,0,0,0
MIR4759,0,0,0,0,0,0
MIR4435-2,0,0,0,0,0,0
MIR4533,0,0,0,0,0,0
MIR4654,0,0,0,0,0,0
RHOT1P1,0,0,0,0,0,0
MIR5190,0,0,0,0,0,0
MIR5583-1,0,0,0,0,0,0
LOC100192426,0,0,0,0,0,0
MIR4711,0,0,0,0,0,0
MIR3646,0,0,0,0,0,0
RN7SL785P,5,9,1,6,6,8
RN7SL612P,0,0,0,1,0,1
YWHAEP2,0,0,0,0,0,0
RN7SL557P,0,0,0,0,0,0
MIR3147,0,0,0,0,0,0
STRADA,332,413,218,285,271,253
MIR4666A,0,0,0,0,0,0
MIR4282,0,0,0,0,0,0
RN7SL804P,0,0,1,0,0,0
RN7SL480P,0,0,0,0,0,0
MIR3186,0,0,0,0,0,0
MIR1260B,0,0,0,0,0,0
MIR4661,0,0,0,0,0,0
RN7SL163P,9,22,8,2,0,0
PNLIPRP2,0,0,0,0,0,0
MIR5585,0,0,0,0,0,0
MIR5589,0,0,0,0,0,0
MIR3926-1,0,0,0,0,0,0
RN7SL371P,8,13,9,5,8,3
MIR3156-3,0,0,0,0,0,0
MIR3167,0,0,0,0,0,0
MIR4323,0,0,0,0,0,0
MIR3611,0,0,0,0,0,0
MIR3178,0,0,0,0,0,0
MIR3176,1,1,0,0,0,0
MIR5091,0,0,0,0,0,0
GRAMD4P7,0,0,0,0,0,0
MIR4279,0,0,0,0,0,0
MIR4644,0,0,0,0,0,0
MIR4475,0,0,0,0,0,0
LINC00908,7,6,7,5,4,11
LINC01909,4,10,4,2,0,2
MIR4428,0,0,0,0,0,0
KLF14,7,3,1,3,2,2
RN7SL138P,0,1,0,0,0,0
LINC01910,2,16,7,4,3,5
LOC100996750,0,0,0,0,0,0
MIR3683,0,0,0,0,0,0
LOC101927666,10,5,3,4,4,4
MIR744,0,0,0,0,0,0
MIR3118-1,0,0,0,0,0,0
SNORD52,0,0,0,0,0,0
MIR4518,0,0,0,0,0,0
MIR5093,0,0,0,0,0,0
RN7SL510P,21,15,6,2,5,2
MIR4668,0,0,0,0,0,0
RN7SL703P,0,2,0,1,0,0
MIR5692A1,0,0,0,0,0,0
MIR3909,1,0,0,0,0,0
MIR4293,0,0,0,0,0,0
MIR4663,0,0,0,0,0,0
MIR3665,0,0,0,0,0,0
MIR4503,0,0,0,0,0,0
MIR4536-2,0,0,0,0,0,0
MIR4281,0,0,0,0,0,0
NBPF15,847,1081,487,975,536,688
MIR4776-1,0,0,0,0,0,0
