gene_name,WT_-LV_1,WT_-LV_2,WT_-LV_3,WT_+LV_1,WT_+LV_2,WT_+LV_3,ZEB1_+/-_-LV_1,ZEB1_+/-_-LV_2,ZEB1_+/-_-LV_3,ZEB1_+/-_+LV_1,ZEB1_+/-_+LV_2,ZEB1_+/-_+LV_3
MIR6730,0,0,0,0,0,0,0,0,0,0,0,1
MIR6127,0,0,0,0,0,0,0,0,0,0,0,0
ARHGAP27,11,19,7,6,23,26,0,24,24,12,0,16
SERPINF2,2,1,3,2,1,1,2,3,1,2,0,1
SNORD115-46,0,0,0,0,0,0,0,0,0,0,0,0
TUBGCP5,91,232,118,120,82,95,217,167,126,140,140,76
MIR6715A,0,0,0,0,0,0,0,0,0,0,0,0
FCAR,11,3,2,0,0,2,0,2,2,0,5,1
MIR7151,0,0,0,0,0,0,0,0,0,0,0,0
MIR6729,0,0,0,0,0,0,0,0,0,0,0,0
PLA2G10,1,1,0,0,1,0,2,2,0,0,0,0
LOC110467520,0,0,0,0,0,0,0,0,0,0,0,0
KIR3DL3,0,0,0,0,0,0,0,0,0,0,0,0
MIR6074,0,0,0,0,0,0,0,0,0,0,0,0
IFI27L2,428,351,266,215,163,140,535,534,430,330,574,159
IFI27L1,474,527,370,207,269,283,440,574,549,534,590,270
KIR3DL2,0,0,0,0,0,0,0,0,0,0,0,0
KIR2DS4,0,0,0,0,0,0,0,0,0,0,0,0
GREM1,0,0,0,0,0,0,0,0,0,0,0,0
TTYH1,0,0,8,0,0,0,11,3,12,5,7,0
LOC101929572,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA8F,0,0,0,0,0,0,0,0,0,0,0,0
H2AC16,0,0,0,0,0,0,0,0,0,0,0,0
MIR7106,0,0,0,0,0,0,1,0,0,0,0,0
GTF2H2,1025,880,379,510,497,829,276,1158,777,942,798,150
C17orf98,2,0,5,0,0,1,2,1,2,2,6,0
CEP20,912,692,726,240,505,790,733,1009,707,1138,1066,492
FGFR3P3,0,0,0,0,0,0,0,0,0,0,0,0
MIR8080,0,0,0,0,0,0,0,0,0,0,0,0
NKD2,251,336,198,146,370,390,273,284,320,468,584,199
MIR6797,0,0,0,0,0,0,0,0,0,0,0,0
MBOAT7,79,162,78,0,97,0,199,0,106,271,266,0
MIR4509-1,0,0,0,0,0,0,0,0,0,0,0,0
GSTT4,0,2,0,0,0,0,2,2,1,2,2,0
TRBV12-4,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL769P,0,0,1,0,0,0,0,0,0,2,2,0
LENG1,0,0,0,0,0,0,0,0,0,0,0,0
MIR7848,0,0,0,0,0,0,0,0,0,0,0,0
H4C5,12,11,9,5,9,2,4,7,6,13,7,8
TRPV6,0,0,0,0,0,0,0,0,0,0,0,0
LILRP2,0,0,0,0,0,0,0,0,0,0,0,0
PDCD1,0,0,0,0,0,0,0,0,0,0,1,0
KIR2DL4,0,0,0,0,0,0,0,0,0,0,0,0
HEATR9,0,0,0,0,1,0,0,0,0,0,0,0
DUSP12P1,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP412,0,0,0,0,0,0,0,0,0,0,0,0
DEFB104B,0,0,0,0,0,0,0,0,0,0,0,0
LOC102030688,0,0,0,0,0,0,0,0,0,0,0,0
SALL3,1658,1108,1067,425,843,1142,227,595,317,1973,1273,758
KIR3DL3,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1192P,0,0,0,0,0,0,0,0,0,0,0,0
B3GNTL1,21,78,65,12,19,22,22,28,17,55,101,0
LYZL6,0,0,0,0,0,1,0,0,0,0,0,0
EEF1A1P42,0,0,0,0,0,0,0,0,0,0,0,0
OPRL1,0,22,0,0,0,0,46,0,0,0,0,0
RNA5SP530,8,0,3,0,4,2,9,0,1,12,3,4
MIR6763,0,0,0,0,0,0,0,0,0,0,0,0
GTF2IP1,2182,1100,871,515,1252,1327,1972,3441,1078,3146,2261,925
MIR6779,0,0,0,0,0,0,0,0,0,0,0,0
FAM30A,0,1,0,0,0,0,0,0,1,0,0,0
NLRP2,2849,3524,2274,1330,2037,1938,3204,3921,3002,4474,4659,1828
RN7SL88P,0,0,2,0,0,0,0,0,0,0,0,0
MIR8084,0,0,0,0,0,0,0,0,0,0,0,0
LOC102724843,0,0,0,0,30,0,0,9,0,0,0,0
RXFP3,0,0,0,0,0,0,0,0,0,0,0,0
MIR6131,0,0,0,0,0,0,0,0,0,0,0,0
H2AC8,0,0,0,1,1,0,0,0,0,0,1,1
KIR2DL4,0,0,0,0,0,0,0,0,0,0,0,0
KIR2DS4,0,0,0,0,0,0,0,0,0,0,0,0
PRSS3P3,0,0,0,0,0,0,0,0,0,0,0,0
RNU2-4P,0,0,0,0,0,0,0,0,0,0,0,0
MTMR10,124,130,104,13,61,108,173,133,103,323,100,52
LILRA4,0,0,0,0,0,0,0,0,0,0,0,0
ARHGEF26,209,76,0,44,374,167,161,119,0,206,0,0
TADA2A,0,0,0,0,0,0,0,0,0,0,0,0
SPPL2C,0,0,0,0,0,0,0,0,0,0,0,0
PLEKHM1,23,6,2,1,18,2,6,0,11,0,0,22
OR2T3,0,0,0,0,0,0,0,0,0,0,0,0
CNOT3,51,85,13,35,0,54,52,64,59,62,150,50
LOC102723996,12,0,6,3,2,0,2,1,0,0,6,9
MIR6089,0,0,0,0,0,0,0,0,0,0,0,0
MMEL1,2,0,0,1,2,2,3,1,0,3,7,3
UGT2B15,0,0,0,0,0,0,0,0,0,0,0,0
LILRB1,0,0,0,0,0,0,0,0,0,0,0,0
MIR6509,0,0,0,0,0,0,0,0,0,0,0,0
MARF1,458,536,390,290,479,192,807,659,664,593,464,188
LINC00869,236,279,239,158,114,187,185,314,219,278,349,140
TYW1B,69,76,61,25,59,46,52,110,91,90,92,42
F8A3,4,0,0,0,0,10,0,0,0,0,22,0
H4C4,0,0,0,0,0,0,0,0,0,0,0,0
GAPDHP41,0,0,0,0,0,0,0,0,0,0,0,0
KIR3DL1,0,0,0,0,0,0,0,0,0,0,0,0
LILRA6,10,10,6,4,6,8,5,15,2,9,8,11
KIR3DL2,0,0,0,0,0,0,0,0,0,0,0,0
SNORA9,0,0,0,0,0,0,0,0,0,0,0,0
SNORD22,0,0,0,0,0,0,0,0,0,0,0,0
LOC102724788,25,31,42,1,2,7,66,77,45,26,42,24
MIR8063,0,0,0,0,0,0,0,0,0,0,0,0
F8A1,850,907,626,634,686,597,790,1035,897,1224,1061,602
RPPH1,10,10,3,5,19,5,4,10,12,20,11,1
SALL4P3,0,0,0,0,0,0,0,0,0,0,0,0
SDR42E1P2,0,0,0,0,0,0,0,0,0,0,0,0
SPANXA2-OT1,2,0,1,0,2,0,3,1,0,3,3,0
LRRC37A2,0,29,0,0,14,0,0,0,18,0,0,10
BTBD7,1575,1973,1395,908,1203,1462,1441,2116,1912,2815,2071,1081
H2BC7,0,0,0,0,1,0,1,0,0,0,1,0
GTSE1-DT,35,16,9,16,5,7,19,23,15,15,15,11
RNU1-5P,0,0,0,0,0,0,0,0,0,0,0,0
CCL14,0,0,0,0,0,0,0,0,0,0,0,0
FGFR3P4,0,0,0,0,0,0,0,0,0,0,0,0
MIR6784,0,0,1,1,0,0,0,1,0,1,1,0
CICP28,0,0,0,0,0,0,0,0,1,0,0,0
MIR7854,0,0,0,0,0,0,0,0,0,0,0,0
MIR6833,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL556P,0,0,0,0,0,0,0,2,0,0,0,0
LHX1-DT,4,0,6,0,7,2,6,11,0,0,11,0
KIR3DL1,0,0,0,0,0,0,0,0,0,0,0,0
CDK7,909,1160,713,428,759,765,986,1454,1054,1288,1260,455
OTUB2,70,112,41,17,11,22,131,124,96,89,142,44
FAM243B,0,0,0,0,0,0,0,0,0,0,0,0
HERC2,46,82,46,31,50,51,60,87,51,74,102,44
MUC6,0,0,0,0,0,0,0,1,1,0,0,0
IGHV1OR21-1,0,0,0,0,0,0,0,0,0,0,0,0
LINC02881,0,0,0,0,0,0,0,0,0,0,0,0
LOC101929698,10,7,12,10,14,8,17,27,8,16,13,9
EPOP,803,794,671,591,943,905,564,876,610,1401,887,587
TAS2R8,0,0,0,0,0,0,0,0,0,0,0,0
KIR2DL3,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA6L6,0,0,0,0,6,0,0,9,0,17,10,0
LOC101928087,0,0,0,0,0,0,0,0,0,0,0,0
LAIR2,0,0,0,0,0,0,0,0,0,0,0,0
CCL3L1,3,1,0,1,0,6,0,3,0,2,4,1
RNU1-6P,0,0,0,0,0,0,0,0,0,0,0,0
KIR2DS4,0,0,0,0,0,0,0,0,0,0,0,0
CRIM1,0,0,0,0,0,0,0,0,0,0,0,0
KIR2DL1,0,0,0,0,0,0,0,0,0,0,0,0
OCA2,22,44,38,13,37,16,37,35,47,53,57,70
SRCIN1,226,121,147,41,22,40,213,272,164,153,170,84
SNORD49A,0,0,0,0,0,0,0,0,0,0,0,0
SERPINA1,7,0,0,0,0,0,1,1,0,0,1,1
OR6V1,0,0,0,0,0,0,0,0,0,0,0,0
MIR8058,0,0,0,0,0,0,0,0,0,0,0,0
MIR8053,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP5-6,0,0,0,0,0,0,0,0,0,0,0,0
APOL5,0,0,0,0,0,0,0,0,0,0,0,0
MIR6881,0,0,0,0,0,0,0,0,0,0,0,0
KIR3DL3,0,0,0,0,0,0,0,0,0,0,0,0
LILRA1,0,0,0,0,0,0,0,0,0,0,0,0
GPR179,2,1,2,1,0,0,0,2,7,2,2,1
MAFIP,35,45,24,15,23,33,99,97,78,62,134,32
TJP1,2767,3087,2453,1274,1703,2797,2501,3095,2435,4445,3844,1925
MIR6891,1,4,2,6,0,1,1,0,1,4,1,1
H2BP5,0,0,0,0,0,0,0,0,0,0,0,0
LILRB5,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP531,0,0,0,0,0,0,0,0,0,0,0,0
REXO1L2P,0,0,0,0,0,0,0,0,0,0,0,0
SERF1A,177,0,0,147,108,51,0,101,0,87,18,0
LOC101269108,0,0,0,0,0,0,0,0,0,0,0,0
NCR1,0,0,0,0,0,0,0,0,0,0,0,0
MARCKS,6313,9328,6330,6312,4639,6315,8566,10452,8527,10225,12865,4770
CPEB1,22,3,4,0,0,5,5,4,24,7,7,2
LINC02338,8,7,8,7,3,3,7,6,11,6,8,4
CEBPB-AS1,24,11,20,15,23,14,30,36,25,41,32,13
RN7SL473P,2,5,0,2,0,0,1,4,0,1,2,1
ZNF670,55,123,68,74,44,64,76,93,97,112,189,69
MIR6894,0,0,0,0,1,0,1,0,2,0,0,0
MIR6165,0,0,0,0,0,0,0,0,0,0,0,0
PKD1L3,0,0,0,0,0,1,0,1,1,0,1,0
RN7SL321P,0,0,0,0,0,0,1,0,0,0,0,0
KIR2DL3,0,0,0,0,0,0,0,0,0,0,0,0
GPIHBP1,1,0,0,0,0,0,0,0,0,0,0,0
LOC100533729,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL802P,0,0,0,0,0,0,0,0,0,0,0,0
BSNDP3,0,0,0,0,0,0,0,0,0,0,0,0
SNORD65,0,0,0,0,0,0,0,0,0,0,0,0
OR52Q1P,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL495P,0,0,0,0,0,0,0,0,0,1,0,0
MUC6,3,0,0,0,0,0,0,0,1,0,0,0
MIR8078,0,0,0,0,1,0,0,0,1,1,0,0
LOC101927815,2,2,1,0,0,2,0,3,0,3,3,2
MIR8077,0,0,0,0,0,0,0,0,0,0,0,0
KIR2DL4,0,0,0,0,0,0,0,0,0,0,0,0
OR13C5,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA8IP,0,0,0,0,0,0,0,0,0,0,0,0
VN1R99P,0,0,0,0,0,0,0,0,0,0,0,0
RBFOX2,0,0,0,0,48,49,0,0,0,322,0,335
MIR6134,0,0,0,0,0,0,0,0,0,0,0,0
ELANE,0,0,1,4,1,0,0,0,1,5,0,1
MUC4,31,57,22,0,15,0,39,52,19,8,21,0
NEFL,945,1195,940,583,1030,632,636,817,648,1359,2247,653
MIR6806,0,0,0,0,0,0,0,0,0,0,0,0
MIR7845,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL575P,0,0,0,0,0,0,0,0,0,0,0,0
DDX52,634,834,734,420,779,799,558,1030,936,1274,1264,478
CNOT3,65,0,1,64,0,0,22,0,0,0,13,0
TPO,0,0,0,0,0,0,0,0,0,0,0,0
GUSBP1,33,21,71,0,6,0,23,41,49,0,82,17
LOC100419692,0,0,0,0,0,0,0,0,0,0,0,0
RNVU1-4,1,0,1,1,1,0,1,0,1,1,1,1
SCG5,0,0,0,0,0,8,4,20,0,11,10,0
KIR2DL1,0,0,0,0,0,0,0,0,0,0,0,0
KIR3DL3,0,0,0,0,0,0,0,0,0,0,0,0
WNT3,354,475,327,293,324,276,406,428,51,334,488,0
LOC100288966,0,0,0,0,0,0,0,0,0,0,0,0
PGM5P3-AS1,9,12,7,6,7,5,14,2,10,16,11,5
MIR8061,0,0,0,0,0,0,0,0,0,0,0,0
LOC105371267,28,24,11,9,11,8,23,30,16,19,21,17
WNT3,0,0,0,0,0,0,0,0,0,0,0,0
PDK1P1,0,0,0,0,0,0,0,0,0,0,0,0
LOC440311,0,0,0,0,0,0,0,0,3,1,0,2
GSTT1,530,594,453,223,252,276,775,965,666,669,732,276
TMC4,0,0,0,0,0,0,0,0,0,0,0,0
MIR6739,0,2,5,0,0,0,2,2,1,3,6,2
MIR6770-2,0,0,0,0,0,0,0,0,0,0,0,0
LOC100420879,0,0,0,0,0,0,0,0,0,0,0,0
KIR3DL2,0,0,0,0,0,0,0,0,0,0,0,0
NBEAP5,0,0,0,0,0,0,0,0,0,0,0,0
GLRX3P1,0,0,0,0,0,0,0,0,0,0,0,0
MIR6856,0,0,0,0,1,0,0,0,0,0,1,0
H3C5P,0,0,0,0,0,0,0,0,0,0,0,0
MIR6827,0,0,0,0,0,0,0,0,0,0,0,0
KIR2DL2,0,0,0,0,0,0,0,0,0,0,0,0
SCGB1C2,0,0,0,0,0,0,0,0,0,0,0,0
TRAC,0,0,0,1,1,2,0,0,0,1,0,0
LOC100419891,0,0,0,0,0,0,0,0,0,0,0,0
H2AB3,0,0,0,0,0,0,6,0,0,0,0,0
KIR2DL4,0,0,0,0,0,0,0,0,0,0,0,0
LILRB2,0,1,2,0,0,0,1,0,0,1,2,0
MUC20,0,4,0,0,11,0,0,3,1,7,39,13
LOC102724488,22,22,38,0,43,0,39,28,34,22,0,0
RN7SL261P,0,0,0,0,0,0,0,0,0,0,0,0
CCL3L1,0,1,0,1,0,0,0,0,0,0,0,0
RBM22P4,0,0,0,0,0,0,0,0,0,0,0,0
SMN1,2041,2687,1899,1086,1636,2050,1318,2501,2486,2819,3532,1179
H3C7,0,0,0,0,0,0,0,0,0,0,0,0
PGM5P2,69,60,67,47,50,73,68,63,81,125,93,51
MROH6,150,79,96,51,33,36,160,194,112,114,70,30
MIR6786,0,0,0,0,0,0,0,0,0,0,0,0
SNORD116-21,0,0,0,0,0,0,0,0,0,0,0,0
NLRP7,0,0,0,0,0,0,0,0,0,0,0,0
TMC4,20,25,17,13,0,0,34,0,6,0,41,0
LILRB1,0,0,0,0,0,0,1,0,0,0,0,0
LENG1,0,0,0,0,0,0,0,0,0,0,0,0
LILRB3,0,0,0,0,0,0,0,0,0,0,0,0
MIR6738,0,0,0,0,0,0,0,0,0,0,0,0
PRH1,0,14,13,0,0,0,17,37,0,52,29,15
KIR2DL1,0,0,0,0,0,0,0,0,0,0,0,0
MIR6811,0,0,0,0,0,0,0,0,0,0,0,0
SNORD30,1,0,2,0,0,2,0,0,0,2,0,1
MEGF11,6,15,2,6,7,5,4,15,2,4,6,0
KIR2DL4,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF18,0,0,0,0,0,0,0,0,0,0,0,0
H2AB2,0,0,0,0,3,0,0,0,0,0,0,0
SCARNA15,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA6L22,13,0,0,0,0,12,9,0,6,0,0,0
LOC100419553,0,0,0,0,0,0,0,0,0,0,0,0
CCDC125,161,388,253,175,65,178,199,265,295,221,671,159
FAM230A,0,0,0,1,0,0,2,0,0,0,4,0
MIR6817,0,0,0,0,0,0,0,0,0,0,0,0
TRBV17,0,0,0,0,0,0,0,0,0,0,0,0
KIR2DS2,0,0,0,0,0,0,0,0,0,0,0,0
SNORA50C,0,0,0,0,0,0,0,0,0,0,0,0
MIR6846,0,0,0,0,0,0,0,0,0,0,0,0
MIR8081,0,0,0,0,0,0,0,0,0,0,0,0
MIR6746,0,0,0,0,0,0,0,0,0,0,0,0
SRD5A2,0,0,0,0,0,0,0,0,0,0,0,0
GSTT2,0,0,0,0,0,0,0,0,0,0,19,0
MLECP1,0,0,0,0,0,0,0,0,0,0,0,0
MIR7850,0,0,0,0,0,0,0,0,0,0,0,0
SPC25,327,427,366,250,121,290,207,294,427,377,727,317
MIR8089,0,0,0,0,0,0,0,0,0,0,0,0
MIR8067,0,0,0,0,0,0,0,0,0,0,0,0
TERC,3,2,0,2,2,0,4,4,0,0,7,0
NEU4,2,0,0,0,0,1,0,1,0,0,0,0
OR52E5,0,0,0,0,0,0,0,0,0,0,0,0
MRPL45,1757,1882,1468,895,1340,1646,1236,1922,1464,2580,2378,1032
MIR8075,9,8,10,7,12,13,5,9,7,7,4,3
CCL4,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL478P,0,3,8,0,0,0,0,3,0,0,0,2
SNRPCP7,0,0,1,0,1,0,0,0,0,0,0,0
MAPT,17,15,7,0,0,5,26,16,30,6,28,14
KIR2DL4,0,0,0,0,0,0,0,0,0,0,0,0
TBC1D3H,0,0,0,0,0,0,0,0,0,0,0,0
CSTP2,0,0,0,0,0,0,0,0,0,0,0,0
KIR3DL2,0,0,0,0,0,0,0,0,0,0,0,0
NPIPA7,0,0,0,3,0,0,0,17,0,0,0,0
LOC100420803,0,0,0,0,0,0,0,0,0,0,0,0
SNORA67,0,0,0,0,0,0,0,0,0,0,0,0
LOC102723360,170,200,85,94,96,84,261,113,48,206,299,102
EIF3EP3,0,0,0,0,0,0,0,0,0,0,189,0
CCL18,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF8,0,0,0,0,0,0,0,0,0,0,0,0
RDM1,257,282,223,103,90,93,244,311,231,237,402,133
NCR1,0,0,0,0,0,0,0,0,0,0,0,0
TRBV7-9,0,0,0,0,0,0,0,0,0,0,0,0
MIR6731,0,0,0,0,0,0,0,0,0,0,0,0
MIR6076,0,0,0,0,0,0,0,0,0,0,0,0
DDX52,1065,1198,855,664,906,1070,938,1323,972,1773,2389,629
TEX28,0,0,0,0,0,0,0,0,0,0,0,0
ZNF251,567,538,427,211,267,259,477,500,498,642,838,320
MIR6072,0,0,0,0,0,0,0,0,0,0,0,0
MIR6726,0,0,0,0,0,0,0,0,0,0,0,0
KIR2DL4,0,0,0,0,0,0,0,0,0,0,0,0
KIR3DL1,0,0,0,0,0,0,0,0,0,0,0,0
CT45A8,0,0,0,0,0,0,0,0,0,0,0,0
NOMO3,2222,2221,1546,1058,1805,2538,2845,3731,2934,2857,3670,1225
CYP2D7,2,1,0,0,0,1,1,9,0,5,0,1
SNORD115-7,0,0,0,0,0,0,0,0,0,0,0,0
ZNF85,0,0,0,0,0,0,0,0,0,0,0,0
LOC101928924,0,0,0,0,0,0,0,0,0,0,0,0
MIR7973-1,0,0,0,0,0,0,0,0,0,0,0,0
RNVU1-2A,0,0,3,2,2,0,0,0,0,0,0,0
MIR8060,0,0,0,0,0,0,0,0,0,0,0,0
MIR6757,0,0,0,0,0,0,0,0,0,0,0,0
SUSD2P2,0,0,0,0,0,0,0,0,0,0,0,0
TAS2R46,0,1,1,0,0,0,0,0,0,1,1,1
KIR2DL5A,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA8J,119,121,167,77,34,66,123,194,158,139,210,96
KIR2DS1,0,0,0,0,0,0,0,0,0,0,0,0
SNORD116-28,0,0,0,0,0,0,0,0,1,0,0,0
RN7SL186P,0,1,0,0,0,0,0,0,0,0,1,0
ZNF8,977,1154,959,650,817,770,1129,1344,1006,1758,1681,675
LOC388996,0,0,0,0,0,0,0,0,0,0,0,0
P3R3URF-PIK3R3,0,6,0,0,0,0,0,0,0,0,0,0
LAIR1,0,0,0,0,0,0,0,0,0,0,0,0
TSC22D1-AS1,12,7,3,3,10,2,7,6,2,8,8,0
MIR8062,0,0,0,0,0,0,0,0,0,0,0,0
CCL18,0,0,0,0,0,0,0,0,0,0,0,0
NLRP7,1,0,0,0,0,1,0,0,0,2,0,0
NSF,0,0,0,0,0,0,0,0,0,0,0,0
GLIDR,154,218,95,81,62,76,55,55,88,220,118,107
ABCC1,2379,2725,1581,1428,2157,2209,2465,2959,2229,3572,3311,1262
GOLGA8M,0,0,0,0,0,0,0,0,0,0,0,0
CARS1,214,209,151,107,139,132,259,314,182,250,228,89
SPPL2C,0,0,0,0,0,0,0,0,0,0,0,0
SSTR3,0,0,0,0,0,0,0,0,0,1,0,0
IGLV2-8,0,0,0,0,0,0,0,0,0,0,0,0
TRIM60P7Y,0,0,0,0,0,0,0,0,0,0,0,0
KIR2DL4,0,0,0,0,0,0,0,0,0,0,0,0
MIR6857,0,0,0,0,0,0,0,0,0,0,0,0
KIR2DL1,0,0,0,0,0,0,0,0,0,0,0,0
TRIM69,259,348,287,168,99,97,508,680,454,468,466,176
LINC02139,10,10,15,11,8,12,11,16,15,12,10,12
CLN8,515,703,650,283,454,579,864,1012,586,940,940,321
MIR6783,0,0,0,1,0,0,0,0,1,0,1,0
PRICKLE4,0,0,7,15,0,0,5,4,0,3,4,6
RPS17,20003,21326,16525,8705,16327,17981,18763,24318,18438,29982,29606,12668
CRHR1,0,0,0,0,0,0,0,0,0,0,0,0
RNA5-8SN2,454,472,477,269,2991,415,218,508,394,696,750,355
RN7SL725P,0,0,0,0,0,0,0,0,0,0,1,0
GFUS,1319,1388,1081,526,1229,1323,1265,1741,1259,1945,1771,739
KIR2DL1,0,0,0,0,0,0,0,0,0,0,0,0
SCARNA2,3,2,3,1,2,1,1,1,2,2,3,5
MYO19,3259,2755,2452,698,1793,2061,2637,3337,2594,3937,3130,1558
SNORD1A,0,0,0,0,0,0,0,0,0,0,0,0
MIR6803,0,0,0,0,0,0,0,0,0,0,0,0
MIR6859-1,0,2,0,0,0,1,1,1,2,0,0,0
RPS9,11,666,316,83,557,124,71,273,66,112,91,35
KIR2DL4,0,0,0,0,0,0,0,0,0,0,0,0
SNORA61,0,0,0,0,0,0,0,0,0,0,0,0
MIR6816,0,0,0,0,0,1,0,0,0,0,0,0
LILRB4,3,0,0,1,0,5,5,5,2,6,3,1
MIR7856,0,0,0,0,0,0,0,0,0,0,0,0
CT45A6,0,0,0,6,9,0,0,10,0,6,0,0
TBC1D3C,0,0,0,0,0,0,0,0,0,0,0,0
GRAMD4P3,5,8,13,6,2,5,6,1,7,16,22,1
KRTAP5-5,0,0,0,0,0,0,0,0,0,0,0,0
MUC4,0,0,0,0,0,0,0,0,0,0,0,0
KIR2DS3,0,0,0,0,0,0,0,0,0,0,0,0
TAS2R19,6,2,1,1,2,3,2,0,6,9,0,0
NPIPA3,46,52,9,12,27,0,9,10,31,49,26,25
GOLGA8F,0,0,0,0,0,0,0,0,0,0,0,0
GGNBP2,9,7,9,14,13,3,12,17,12,11,10,7
LENG9,0,0,0,0,0,0,0,0,0,0,0,0
LOC100420930,0,0,0,0,0,1,0,0,0,0,0,0
H3P46,0,0,0,0,0,0,0,0,0,0,0,0
ZNF229,276,359,258,256,216,238,226,355,248,465,284,299
PPP4R4,46,67,71,46,35,53,53,5,33,66,125,75
KIR2DL3,0,0,0,0,0,0,0,0,0,0,0,0
MIR6802,0,0,0,0,0,0,0,0,0,0,0,0
VWA8-AS1,4,1,0,1,0,2,1,2,3,0,0,0
MIR6862-2,0,0,0,0,0,0,0,0,0,0,0,0
LOC100421674,0,0,0,1,0,0,0,0,0,0,0,0
MIR6754,0,0,0,0,0,0,0,0,0,0,0,0
MIR7155,0,0,0,0,0,0,0,0,0,0,0,0
KIR3DL2,0,0,0,0,0,0,0,0,0,0,0,0
NCR1,0,0,0,1,0,1,0,1,1,2,0,0
KIR3DL1,0,0,0,0,0,0,0,0,0,0,0,0
KIR2DL3,0,0,0,0,0,0,0,0,0,0,0,0
G6PC2,0,0,0,0,0,0,0,1,0,0,0,0
OR2T3,0,0,0,0,0,0,0,0,0,0,0,0
LOC101929140,20,52,46,15,14,19,35,49,23,39,39,15
LOC390332,1,0,2,0,1,0,0,0,0,0,0,0
KIR3DL2,0,0,0,0,0,0,0,0,0,0,0,0
MIR6854,1,0,0,0,0,0,0,0,0,0,0,0
FCAR,0,0,0,0,0,0,0,0,0,0,0,0
MIR6512,2,0,0,0,0,0,0,0,0,0,0,0
MIR6819,0,0,0,0,0,0,0,0,0,0,0,0
LENG1,147,103,87,90,129,98,145,219,183,234,212,83
KIR3DL1,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA8EP,0,0,0,0,0,0,1,0,1,5,0,0
KIR2DL4,0,0,0,0,0,0,0,0,0,0,0,0
MIR6070,0,0,0,0,0,0,0,0,0,0,0,0
LILRB5,0,0,0,0,0,0,0,0,0,0,0,0
MIR7849,0,0,0,0,0,0,0,0,0,0,0,0
CDC42EP5,0,0,12,0,0,2,0,0,0,0,0,0
MIR6781,0,0,0,0,0,0,0,0,0,0,0,0
MIR6892,0,0,0,0,0,0,0,0,0,0,0,0
CICP21,0,0,0,0,0,0,0,0,0,0,0,0
KANSL1,1,1,2,0,0,1,0,0,1,0,1,0
MRPS36,0,0,0,0,0,0,0,0,0,0,0,0
H2AC4,0,0,0,0,0,0,0,0,0,0,0,0
MIR6769B,0,0,0,0,0,0,0,0,0,0,0,0
MUC2,2,0,0,0,1,0,0,0,0,5,1,0
MUC4,1,0,0,21,5,3,0,0,0,0,0,18
IGHV3-41,0,0,0,0,0,0,0,0,0,0,0,0
KIR3DL2,0,0,0,0,0,0,0,0,0,0,0,0
MIR8087,0,0,0,0,0,0,0,0,0,0,0,0
YRDCP1,0,0,0,0,0,0,0,0,0,0,0,0
NAPRT,258,288,448,86,259,155,709,630,488,362,494,186
KIR3DL3,0,0,0,0,0,0,0,0,0,0,0,0
RRN3,1187,1652,1155,682,1034,1438,1071,1336,1278,2062,2088,816
KIR2DL1,0,0,0,0,0,0,0,0,0,0,0,0
RBBP8P2,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL759P,0,0,0,0,0,0,0,0,0,0,2,0
TIMM22,1084,1191,926,597,1138,1166,911,1251,976,1818,1797,714
MIR6082,0,0,0,0,0,0,0,0,0,0,0,0
KIR2DL1,0,0,0,0,0,0,0,0,0,0,0,0
C17orf78,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA8DP,0,0,0,0,0,0,0,0,0,0,0,0
LENG1,0,45,0,0,0,0,25,0,0,0,0,0
MIR6865,0,0,0,0,0,0,1,0,0,0,0,0
MBOAT7,0,0,0,0,0,0,0,0,0,0,0,0
MIR7851,0,0,1,0,0,0,0,1,3,0,4,0
POTEB3,0,0,0,0,0,0,0,0,0,0,0,0
MIR6810,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL607P,0,0,0,0,0,0,0,0,0,0,0,0
MIR8070,0,0,0,0,0,0,0,0,0,0,0,0
CHMP1B2P,3,3,3,2,3,1,3,3,0,1,2,2
DHRS11,1059,1132,995,590,860,656,1262,1694,1227,1545,1506,623
ACACA,5294,7281,4405,3326,5566,6566,5531,7350,5431,10357,9314,3678
MARCHF8,144,155,112,141,145,19,215,365,274,293,242,190
ADAM18,0,0,0,0,0,1,0,0,1,1,0,0
MIR6736,0,0,0,0,0,0,0,0,0,0,0,0
