gene_name,DLD1_WT_replicate1,DLD1_WT_replicate2,DLD1_Furin_KO_replicate1,DLD1_Furin_KO_replicate2,HCA7_WT_replicate1,HCA7_WT_replicate2,HCA7_Furin_KO_replicate1,HCA7_Furin_KO_replicate2,HT29_WT_replicate1,HT29_WT_replicate2,HT29_Furin_KO_replicate1,HT29_Furin_KO_replicate2
RNU7-47P,1,0,0,0,1,0,0,0,0,0,0,0
RNU5A-7P,0,0,0,0,0,0,0,0,0,0,0,0
RNU4-57P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-237P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-863P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1294P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-202P,0,0,1,0,0,0,0,0,0,0,0,0
RN7SKP14,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP132,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-983P,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP18,0,0,0,0,0,0,0,0,0,0,0,0
SNORD116-26,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP157,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-322P,2,0,1,0,1,4,2,1,2,1,1,1
RNU6-583P,4,3,0,2,2,2,0,4,0,1,4,1
RN7SKP19,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP436,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1114P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-319P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6ATAC32P,0,0,0,0,0,0,0,0,0,0,0,0
RNU7-12P,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP155,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1334P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-732P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-803P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP96,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-772P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-507P,0,0,0,0,0,0,0,0,0,0,0,0
MIR449C,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP362,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1288P,0,0,0,0,0,0,0,0,0,0,0,0
MIR1343,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-518P,0,0,0,0,0,0,0,0,0,0,0,0
SCARNA21B,0,0,0,0,0,0,0,0,0,0,0,0
RNU7-71P,0,0,0,0,0,0,0,0,0,0,0,0
SCARNA23,0,0,0,0,0,0,0,0,0,0,0,0
RNU2-69P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP182,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-615P,0,0,0,0,0,0,0,0,0,0,0,0
RNU5F-2P,0,0,0,0,0,0,0,0,0,0,0,0
RNU2-45P,0,0,0,0,0,0,0,0,0,1,0,0
RNU7-75P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-475P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6ATAC17P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP288,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-120P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-760P,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP190,0,0,0,0,0,0,0,0,0,0,0,0
RNU4-49P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP497,0,0,0,0,0,0,0,0,0,0,0,0
RNU7-79P,0,0,0,0,0,0,0,0,0,0,0,0
RNU7-84P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-976P,0,0,0,0,0,0,0,0,0,0,0,0
SNORD116-27,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-916P,0,0,0,0,0,0,0,0,0,0,0,0
SCARNA11,0,0,0,0,0,0,1,0,0,0,0,0
VTRNA2-2P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP272,0,0,0,0,0,0,0,0,0,0,0,0
RNU7-2P,0,0,0,0,0,0,0,0,0,0,0,1
RNU6-351P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-240P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-491P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-513P,0,0,0,0,0,0,0,0,0,0,0,0
RNU7-200P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP406,0,0,0,0,0,0,0,0,0,0,0,0
RNU1-61P,0,0,0,0,0,0,0,0,0,0,0,0
RNU7-105P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP216,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-276P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP408,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-189P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-871P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1143P,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP179,0,1,0,0,0,0,0,0,0,0,0,0
RNA5SP249,0,0,0,0,0,0,0,0,0,0,0,0
RNU7-129P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1278P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP116,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-693P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1023P,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP164,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP34,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1219P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-27P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1095P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1102P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-559P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6ATAC13P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP208,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1333P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-123P,0,0,0,0,0,0,0,0,0,0,1,0
RNU6-473P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-718P,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP141,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-991P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP236,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-436P,0,0,0,0,0,0,0,0,0,0,0,0
RNU7-52P,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP43,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP157,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1161P,0,1,1,2,0,0,0,0,1,3,0,1
RNU4ATAC18P,0,2,0,1,0,1,1,0,1,2,0,2
RNA5SP180,0,0,0,0,0,0,0,0,0,0,0,0
RNU7-49P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP227,0,0,0,0,0,0,0,0,0,0,0,0
RNU2-27P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-168P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP303,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP154,0,0,0,0,0,0,0,0,0,0,0,0
RNU7-154P,1,0,0,0,0,0,0,0,0,0,0,0
RNU4ATAC8P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-927P,0,0,0,0,0,0,1,0,0,0,0,0
RNU4ATAC14P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-904P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1194P,0,0,0,0,0,0,0,0,0,0,0,0
RNU2-30P,2,1,1,0,1,3,1,1,1,0,2,0
RNU6ATAC9P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-581P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-982P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1262P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6ATAC14P,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP52,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1196P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-561P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1281P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-311P,0,0,0,0,0,0,0,0,0,0,0,0
RNY4P37,1,1,0,0,0,1,0,0,0,0,0,0
RNU6-397P,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP288,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-162P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-287P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP228,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-150P,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP276,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1101P,0,0,0,0,0,0,0,0,0,0,0,0
RNU7-174P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP464,1,0,0,0,0,0,0,0,0,0,0,0
RNU6-415P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-469P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1041P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-864P,0,0,0,0,0,0,0,0,0,0,0,0
RNU2-53P,0,0,0,0,0,0,0,0,0,0,0,0
RNU4-71P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-390P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP341,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP320,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-947P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-416P,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP196,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-327P,0,0,0,0,0,0,1,0,0,0,0,0
RNU7-99P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-277P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-547P,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP12,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP76,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP248,0,0,0,0,0,0,0,0,0,0,0,0
RNU4ATAC7P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1146P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP410,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-346P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-758P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-917P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-191P,0,0,0,0,0,0,0,0,0,0,0,0
RNU1-143P,0,0,0,0,0,0,0,0,0,0,0,1
RNY3P15,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP220,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1232P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-523P,0,0,0,0,0,0,0,0,0,0,0,0
RNU4ATAC4P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1108P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6ATAC39P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-970P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1299P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-313P,0,0,0,0,0,1,0,0,0,0,0,0
RNU6-1045P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-795P,0,0,0,0,0,0,0,0,0,0,0,0
RNU1-155P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1338P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-65P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1225P,0,0,0,0,0,0,0,0,0,0,1,1
RNY3P16,0,1,0,0,2,0,0,0,0,0,0,0
RNU6-1206P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1265P,0,0,0,0,0,0,0,0,0,0,0,0
MIR2278,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-941P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-155P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-479P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP318,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-830P,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP31,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP282,0,0,0,0,0,0,0,0,0,0,0,0
RNU1-95P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP287,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP200,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-720P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-109P,0,0,0,0,0,0,0,0,0,0,0,0
RNU7-18P,0,0,0,0,0,0,0,0,0,0,0,0
RNU7-69P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP255,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP413,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-948P,0,0,0,0,0,0,0,0,0,0,0,0
RNU2-10P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-752P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-781P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-751P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-764P,0,0,0,0,0,0,0,0,0,0,0,0
RNU7-40P,0,1,0,1,2,1,0,0,0,0,0,0
RNA5SP365,0,0,0,0,0,0,0,0,0,0,0,0
RNU1-48P,0,0,0,0,0,0,0,0,0,0,0,0
RNU2-58P,0,2,2,2,0,0,2,0,1,0,2,1
SNORA74D,3,0,0,0,0,0,0,0,0,0,1,2
RNU6-542P,0,0,0,0,0,0,0,0,0,0,0,0
MIR892C,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-977P,0,0,0,0,0,0,0,0,0,0,0,0
RNU7-13P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1049P,0,0,0,0,0,0,0,0,0,0,0,0
RNU4ATAC15P,0,0,0,1,0,0,0,0,0,0,0,0
RNA5SP67,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP253,0,0,0,0,0,0,0,0,0,0,0,0
RNU4-54P,0,0,0,0,0,0,0,0,0,0,0,0
RNU7-115P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-412P,0,0,0,0,0,0,0,0,0,0,0,0
RNU7-3P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP92,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-70P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-687P,0,0,0,0,0,0,0,0,0,0,0,0
RNU2-35P,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP265,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP49,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP461,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP262,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP61,0,0,1,0,0,1,0,0,1,0,0,0
RNU6-659P,0,0,0,0,0,0,0,0,0,0,0,0
RNU7-153P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP495,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP417,0,0,0,0,0,0,0,0,0,0,0,0
RNU4ATAC12P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1110P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP470,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-426P,0,0,0,0,0,0,0,0,0,0,0,0
RNU7-192P,0,0,0,0,0,0,0,0,0,0,0,0
SNORD116-30,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-406P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1089P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP24,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-966P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP519,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP238,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-589P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-875P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP134,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP147,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP153,0,0,0,0,0,0,0,0,0,0,0,0
RNU1-103P,2,4,1,3,1,3,0,2,2,3,1,5
RN7SKP21,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP281,0,0,0,0,0,0,0,0,0,0,0,0
RNY4,3,0,0,1,0,0,0,2,1,1,0,0
RNU6-320P,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP83,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP244,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1038P,0,0,0,0,0,0,0,0,0,0,0,0
SNORD116-25,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-911P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-964P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1337P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-62P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP148,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-503P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1061P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP164,0,0,0,0,0,0,0,0,0,0,0,0
RNU2-34P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP121,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1046P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1256P,0,0,0,0,0,0,0,0,0,0,0,0
RPPH1-3P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6ATAC12P,0,0,0,0,0,0,0,0,0,0,0,0
RNU7-25P,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP287,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP135,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-118P,0,0,0,0,0,0,2,0,3,1,0,0
RNU6-506P,0,0,0,0,0,0,0,0,0,0,0,0
RNU7-43P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP360,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP367,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP43,0,0,0,0,0,0,0,0,0,0,0,0
RNU7-51P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP438,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-725P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-358P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP395,1,0,0,0,0,0,0,0,0,0,1,0
RNU6-504P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-314P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-68P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1018P,0,0,0,0,0,0,0,0,0,0,0,0
RNU5F-4P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-638P,1,0,0,0,0,0,0,0,0,0,0,0
RNU6-1004P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1007P,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP195,0,0,0,0,0,0,0,0,0,0,0,0
RNU5A-4P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1291P,0,0,0,0,0,0,0,0,0,0,0,0
RNU4ATAC6P,0,0,0,0,0,0,0,0,0,0,0,0
RNU7-183P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1087P,0,0,0,0,0,0,0,0,0,0,0,0
RNU7-121P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-100P,1,1,2,3,1,1,1,0,1,0,2,4
RNU6-1012P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-885P,0,0,0,0,0,0,0,0,0,0,0,0
RNU7-179P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1069P,0,0,0,0,0,0,2,0,0,0,0,0
RNA5SP476,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-229P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP384,0,0,0,0,0,0,0,0,0,0,0,0
RNU1-107P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP285,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1247P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP459,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-344P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-405P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-139P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP168,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-107P,0,0,0,0,0,0,0,0,0,0,0,0
MIR2114,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP434,0,0,0,0,0,0,0,0,0,0,0,0
RNU7-65P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-635P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-113P,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP70,3,3,1,0,1,4,4,7,0,0,5,1
MIR2115,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-347P,0,0,0,0,0,0,0,0,0,0,0,0
RNU2-57P,0,0,0,0,0,0,0,0,0,0,0,0
RNU7-160P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-551P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-521P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-539P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1332P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP309,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-719P,0,0,0,0,0,0,0,0,0,0,0,0
SCARNA13,18,7,12,14,6,19,8,7,9,6,3,10
RNU7-22P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1178P,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP49,0,0,0,0,0,0,0,0,0,0,0,0
RNY4P20,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-197P,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP66,0,0,0,0,0,0,0,0,0,0,0,0
RNU1-142P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-126P,2,0,0,0,0,1,1,0,0,1,0,0
RNA5SP33,1,0,0,1,0,2,1,0,0,1,0,0
RPPH1-2P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1016P,6,2,6,4,5,5,5,11,1,3,3,2
RNU6-63P,0,0,0,0,0,0,0,0,0,0,0,0
RNU4-77P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-531P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-180P,0,0,0,0,0,0,0,0,0,0,0,0
RNU7-81P,0,0,0,0,0,0,0,0,0,0,0,0
RNU4ATAC3P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP271,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP55,0,0,0,0,0,0,0,0,0,0,0,0
RNU7-53P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1171P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP82,4,0,0,1,3,3,1,2,1,5,1,4
RNU6-783P,0,0,0,0,0,0,0,0,0,0,0,0
RNU5D-2P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-267P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-965P,0,0,0,0,0,0,0,0,0,0,0,0
RNU7-193P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-572P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP254,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP462,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-919P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1282P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-362P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP466,0,0,0,0,0,0,0,0,0,0,0,0
RNU7-149P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-759P,1,0,2,0,0,1,3,0,0,1,0,0
RNU6-307P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP73,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-861P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-567P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-256P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-914P,0,0,0,0,0,0,0,0,0,3,0,0
RNU4-18P,0,0,0,0,0,0,0,0,0,0,0,0
RNU1-125P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-922P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP45,0,0,0,0,0,0,0,0,0,0,0,0
RNU7-28P,0,0,0,0,0,0,0,0,0,0,0,0
SCARNA20,0,0,0,0,0,0,0,0,0,1,0,1
RNU6-135P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1098P,0,0,0,0,0,0,0,0,0,0,0,0
MIR514B,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP422,0,0,0,0,0,0,0,0,0,0,0,0
RNU7-143P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP468,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1224P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-656P,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP82,0,0,0,0,0,0,0,0,0,0,0,0
RNU7-137P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP460,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-566P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6ATAC22P,0,0,0,0,0,0,0,0,0,0,0,0
RNU2-44P,5,6,0,1,0,3,5,4,0,4,1,1
RNU6-1150P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1191P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1121P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-807P,0,0,0,1,1,0,1,1,0,0,0,1
RNA5SP441,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1149P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6ATAC24P,1,2,1,0,0,0,2,0,1,3,1,3
RNU6-881P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP481,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP409,0,0,0,0,0,0,0,0,0,0,0,0
RNU1-40P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-1308P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-122P,0,0,0,0,0,0,0,0,1,1,0,1
RNU6-453P,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP282,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP219,0,0,0,0,0,0,0,0,0,0,0,0
RNU2-56P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-826P,1,0,0,0,0,0,0,0,0,0,0,0
RNA5SP268,0,0,0,1,0,1,1,0,0,0,0,0
RNU2-24P,0,3,3,0,7,5,7,0,4,0,2,1
RNU6-678P,0,0,0,0,0,0,0,0,1,0,0,1
RNA5SP137,1,0,0,0,0,0,0,0,0,0,0,0
RNU6-1136P,0,0,0,0,0,0,0,0,0,0,0,0
RNU7-30P,0,0,0,0,0,0,0,0,0,0,0,0
RNU7-111P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP416,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP480,0,0,0,0,0,0,0,0,0,0,0,0
