gene_name,1-D0-Del_PLEC,2-D0-Del_PLEC,3-D0-Del_PLEC,4-D0-Del_PLEC,6-D0-Neg,7-D0-Neg,8-D0-Neg
RPL32P13,0,0,1,1,1,1,0
RPS15AP26,0,0,0,0,0,0,0
SEPTIN7P6,0,0,0,1,1,0,0
FAUP3,0,0,0,0,0,0,0
GPR199P,100,112,123,131,128,111,5
TPM3P9,319,278,259,312,294,288,4
RCC2P5,0,0,0,0,0,0,0
RPL32P24,0,0,0,43,0,44,0
RN7SL709P,0,0,0,0,0,0,0
RN7SL335P,0,0,0,0,0,0,0
RPL7P43,0,0,2,0,0,1,0
RPL23AP70,0,0,0,0,0,0,0
NSUN6,445,454,457,579,443,457,4
RPL5P1,2,8,7,4,6,5,0
RN7SL110P,0,0,0,0,0,0,0
RN7SL813P,0,0,0,0,0,0,0
RPL22P2,8,7,13,7,10,4,0
RN7SL259P,0,0,0,0,0,0,0
RPL17P44,0,0,0,0,0,0,0
RPL36AP38,0,0,0,0,0,0,0
LINC01994,0,0,0,0,0,0,0
LOC284344,0,0,0,0,0,0,0
RPL13P11,0,0,0,0,0,0,0
HLA-DOB,76,105,86,127,94,111,0
PRICKLE2-AS1,0,1,3,2,0,0,0
UGT1A9,2,0,0,0,0,0,0
HMGN1P8,2,3,2,3,1,3,0
KRTAP10-5,0,0,0,0,0,0,0
YAE1,671,588,504,594,561,500,5
OR14A2,0,0,0,0,0,0,0
RPL22P19,1,0,0,0,1,2,0
RPL32P30,0,0,0,0,0,0,0
LINC02032,0,0,0,0,0,0,0
LY6G5B,180,220,369,366,294,177,6
RN7SL728P,0,0,0,0,0,0,0
RN7SL720P,0,0,0,0,0,0,0
ARHGAP31-AS1,1,10,3,3,9,5,0
RN7SL582P,3,0,2,1,1,0,0
RPL32P32,0,1,2,0,0,0,0
ADAMTS9-AS1,0,0,0,0,0,0,0
RN7SL160P,0,0,0,0,0,0,0
LINC00877,4,5,8,13,5,17,0
HLA-L,0,13,9,0,0,0,0
RPL31P46,45,27,33,39,32,24,1
RN7SL70P,0,1,0,2,0,0,0
RN7SL570P,0,0,0,0,0,0,0
RN7SL494P,0,0,0,0,0,0,0
RPL34P13,0,0,0,0,0,1,0
RPS10P24,0,0,0,0,0,0,0
RPL21P122,8,13,7,8,7,10,0
TDGF1,1,3,0,1,3,0,0
RPL21P57,0,0,0,0,0,0,0
RN7SL165P,0,0,0,1,0,0,0
RN7SL191P,0,0,0,0,0,0,0
HMGN2P26,0,0,0,0,0,0,0
RPS18P11,0,0,0,0,0,1,0
LOC100420551,4,7,6,5,7,4,0
LINC02024,1,1,3,2,0,0,0
SNAPC5P1,0,0,0,0,0,0,0
RN7SL809P,11,9,4,7,6,2,0
CSP2,0,0,0,0,0,0,0
MTND4LP17,0,0,0,0,0,0,0
RN7SL39P,0,0,0,0,0,0,0
C3orf85,0,0,0,0,0,0,0
NMTRS-TGA3-1,0,0,0,0,0,0,0
RN7SL836P,0,0,0,0,0,0,0
RN7SL553P,0,0,0,0,0,0,0
RN7SL443P,0,1,0,0,1,0,0
RN7SL801P,0,0,0,0,0,1,0
KRTAP5-8,1,0,0,0,0,1,0
RN7SL629P,0,0,0,0,0,0,0
IGKV1D-16,0,0,0,0,0,0,0
RN7SL302P,0,0,0,0,0,0,0
RN7SL727P,0,0,0,0,0,0,0
RPL17P20,0,0,0,0,0,0,0
CFB,0,0,0,0,0,0,0
CRCP,1929,2060,1921,2207,1994,2165,25
RPL17P19,0,0,0,0,0,0,0
ENPP7P4,0,1,0,1,1,0,0
RPL31P26,1,3,0,2,0,1,0
LINC02614,163,139,185,199,172,169,0
RN7SL791P,0,0,0,0,0,0,0
PPATP1,0,0,0,0,0,0,0
HLA-DMB,0,2,0,0,0,0,1
RPL7AP24,0,0,0,0,0,0,0
WWTR1-AS1,29,45,28,40,37,33,1
SUCLG2-AS1,82,90,87,92,77,84,1
SETP6,0,1,0,0,0,1,0
CDRT1,0,0,2,2,2,7,0
LINC02070,0,0,0,0,0,0,0
RN7SL385P,0,0,0,0,0,0,0
LINC01487,0,0,0,0,0,0,0
RPL36A,38234,30422,29819,28025,30500,25297,300
RPL21P47,0,0,0,0,0,0,0
LOC105375483,0,0,0,0,0,0,0
SNRPCP11,0,0,0,0,0,1,0
RN7SL466P,0,0,0,0,0,0,0
RPS6P1,1,3,2,4,3,2,0
RPS15AP4,0,0,1,0,0,0,0
OR5G3,0,0,0,0,0,0,0
SYNPR-AS1,0,0,0,0,0,0,0
PDXP,509,553,443,587,911,753,5
SLC25A24P1,0,0,0,0,0,0,0
LINC01192,1,2,2,1,1,5,0
RPP21,364,399,382,566,599,406,11
HLA-DOB,0,0,0,0,0,0,0
HNF1A-AS1,40,44,63,52,32,46,0
RN7SL234P,0,0,0,0,0,0,0
RN7SL205P,0,0,0,0,0,0,0
HLA-DMA,0,0,0,0,0,0,2
RN7SL344P,0,0,1,0,1,1,0
CD302,1349,1384,1496,1509,1346,1269,25
RPL31P21,0,1,0,0,0,0,0
EGFL8,136,171,178,288,167,202,0
RN7SL515P,0,0,0,0,0,0,0
RN7SL441P,0,0,0,0,0,0,0
RN7SL505P,1,1,0,0,0,1,0
RPL21P103,0,0,0,0,0,0,0
EEF1A1P25,6,1,5,6,8,1,0
RPL37P6,43,40,51,53,47,35,0
RPS27P22,0,0,0,0,0,0,0
RPL7P19,3,4,5,2,5,4,0
RN7SL182P,0,0,0,0,0,0,0
ATP5MF,5596,5537,5111,5349,5633,4945,57
LINC00635,3,2,0,4,1,0,0
PTPRG-AS1,76,81,66,50,73,96,1
SSX2,0,0,0,0,0,0,0
MECOM-AS1,0,0,0,0,0,0,0
ARHGAP8,10,4,9,4,6,0,0
RN7SL586P,0,0,0,0,0,0,0
LOC107986115,8,25,12,4,10,9,0
RPL26P4,1,4,3,3,3,4,0
PSMC1P1,449,543,406,699,591,544,0
RPS15AP24,3,2,3,3,2,0,0
RN7SL632P,0,0,0,0,0,0,0
LOC105371430,0,0,0,0,0,0,0
CA15P1,0,0,0,2,3,0,0
RN7SL369P,0,0,0,0,0,0,0
LINC02029,2,0,3,1,1,1,0
GUSBP2,56,60,67,85,67,51,1
RN7SL41P,0,0,0,0,0,0,0
RN7SL58P,0,0,0,0,0,0,0
ARPC4,6690,7108,6429,7181,6674,6416,81
ZBTB20-AS1,0,1,0,0,0,1,0
RPL7P5,1,2,1,1,0,0,0
CORT,10,9,7,14,13,12,2
IGKV2D-24,0,0,0,0,0,0,0
RN7SL338P,0,0,0,0,0,0,0
PAQR9-AS1,13,11,18,10,9,6,1
ATP5F1AP7,0,0,0,20,0,3,0
RPL23AP8,0,1,0,0,0,2,0
RN7SL484P,0,0,0,0,0,0,0
RPL17P37,0,0,1,0,1,0,0
KRTAP9-4,0,0,0,0,0,0,0
RPS9P3,2,0,0,1,0,0,0
KRTAP5-4,0,0,0,0,0,0,0
RN7SL340P,0,0,0,0,0,0,0
RPL21P46,10,0,4,2,1,1,0
RN7SL618P,0,0,0,0,0,0,0
RN7SL18P,0,0,0,0,0,0,0
RN7SL316P,0,0,0,0,0,0,0
RPL13P8,70,56,52,89,73,88,0
UGT1A1,4,4,5,6,2,8,0
INMT,87,115,140,224,140,159,3
CADM2-AS2,0,1,0,0,0,1,0
RN7SL253P,0,0,0,0,0,0,0
RPL19P18,0,0,0,0,0,0,0
TRBV11-2,0,0,0,0,0,0,0
RN7SL418P,0,0,0,0,0,0,0
RPL19P11,0,0,0,0,0,0,0
LINC01327,0,0,0,0,0,0,0
LOC100418712,0,0,0,0,0,0,0
HLA-DMB,41,44,25,19,24,35,1
RPL21P94,1,0,0,3,1,3,0
RPL31P49,1,3,4,3,1,0,0
ADAMTS9-AS2,1,0,0,0,0,0,0
ARPC1A,7864,8395,7720,8775,8146,7620,108
RN7SL704P,0,0,0,0,0,0,0
LINC02053,0,0,0,0,0,0,0
TMEFF1,0,3,3,6,0,0,0
HCG17,0,0,0,0,0,0,0
RN7SL265P,2,1,0,0,0,0,0
LY6G5B,0,0,0,0,0,0,0
VWFP1,0,0,0,1,1,0,0
RPL36AP23,0,0,0,0,0,1,0
FABP5P3,2,1,1,0,3,0,0
RPL21P56,0,1,0,2,1,2,0
RPL7AP30,4,7,8,6,5,2,0
RN7SL788P,0,0,0,0,0,0,0
RPL13AP18,1,9,6,7,5,6,0
RPSAP52,263,287,219,242,260,189,3
RN7SL83P,0,0,1,0,0,0,0
RN7SL714P,0,0,0,0,0,0,0
LOC101927974,41,51,48,38,46,40,1
RPS26P45,0,0,0,0,0,0,0
LINC01324,0,0,0,0,0,0,0
LINC00893,44,65,98,122,37,69,0
LOC100130326,0,0,0,0,0,0,0
RPL21P95,1,1,0,0,2,2,0
RN7SL390P,0,0,0,0,0,0,0
MTND4P16,0,0,0,0,0,0,0
RN7SL504P,0,0,0,0,0,0,0
RN7SL817P,0,0,0,0,0,0,0
SPRR2A,0,0,0,0,0,0,0
LOC100421672,0,0,0,0,0,0,0
RN7SL319P,0,0,0,0,0,0,0
RPS15AP34,0,0,0,0,0,0,0
RPL17P21,0,0,0,0,0,0,0
RN7SL170P,0,0,0,0,0,0,0
RPS20P29,0,0,0,0,0,0,0
RPL21P54,0,0,0,0,0,0,0
CECR3,0,0,0,0,0,0,0
RN7SL149P,0,0,0,0,0,0,0
ATP5PO,8280,7176,6739,7096,7668,6569,82
PLEKHO2,1523,1732,1518,1803,1620,1592,22
C8orf58,432,558,547,632,510,519,4
RPL31P24,0,0,0,0,0,0,0
GAPDHP50,0,0,0,0,0,0,0
RN7SL401P,0,0,0,0,0,0,0
RN7SL434P,0,0,0,0,0,0,0
RN7SL363P,0,0,0,0,0,0,0
RPL13P10,0,0,0,0,0,0,0
TOMM22P6,0,0,0,0,0,0,0
RPL19P8,0,0,0,0,0,0,0
PISD,1716,1901,1710,1912,1688,1717,20
RPL13P4,0,0,0,0,0,0,0
RPL9P6,0,0,0,0,0,0,0
TPT1P3,0,0,0,0,0,0,0
NDUFS6P1,0,0,0,0,0,0,0
HLA-DOB,0,0,0,0,0,0,0
TRBVB,0,0,0,0,0,0,0
RPL9P24,0,0,0,0,0,0,0
RPL14P3,1,3,3,3,2,2,0
MTCO1P55,0,0,0,0,0,0,0
DENND6A-DT,4,3,4,4,4,0,0
HOGA1,76,120,132,131,139,135,2
RN7SL517P,0,0,0,1,1,1,0
RPL32P26,0,0,0,0,0,0,0
RPS20P20,0,0,1,0,0,0,0
RN7SL188P,0,0,0,0,0,0,0
PWP2,977,1211,1148,1393,1194,1136,14
LOC102546299,73,56,43,60,59,64,0
RN7SL76P,0,0,3,0,0,0,0
RPL17P31,0,0,0,0,0,0,0
RN7SL655P,0,0,0,0,0,0,0
RN7SL135P,0,0,0,0,0,0,0
PI4KA,4205,5166,4965,5840,4727,5447,74
RPL21P49,0,0,0,0,0,0,0
RN7SL566P,1,1,1,0,0,0,0
RN7SL831P,0,0,0,0,0,0,0
RN7SL323P,0,0,0,0,0,0,0
RN7SL26P,0,0,0,0,0,0,0
KIR3DL3,0,0,0,0,0,0,0
RN7SL68P,1,1,4,4,3,1,0
OR12D3,0,0,0,0,0,0,0
HYPK,222,286,289,262,337,377,1
LOC107986039,0,0,0,0,0,0,0
EGFL8,112,108,82,20,93,109,7
LINC01743,0,0,1,0,0,0,0
LOC644090,1,2,1,0,1,1,0
DNAJB8-AS1,0,1,1,1,2,0,0
RPL10P7,0,0,0,1,1,1,0
RPS4XP19,0,0,0,0,0,0,0
RPS3AP49,8,6,7,5,2,7,0
RPL26P2,0,0,0,0,0,0,0
RN7SL291P,0,0,0,0,0,0,0
RN7SL214P,0,0,0,0,1,0,0
RPL9P28,1,0,0,0,0,1,0
NPM1P17,0,3,1,4,0,0,0
RPL7AP6,7,12,9,7,19,13,0
RN7SL318P,0,0,0,0,0,0,0
RPL36AP20,0,0,0,0,0,0,0
SLC5A4-AS1,0,0,0,0,0,0,0
RPL7AP31,1,0,1,1,0,0,0
RPS20P33,2,1,3,6,0,0,0
SDHAP2,769,883,855,1164,835,980,6
RPL36AP41,2,0,0,1,2,0,0
HLA-DMB,0,0,0,10,0,3,0
RPL9P32,2,6,0,0,3,2,0
RN7SL416P,0,0,0,0,0,0,0
RN7SL152P,0,0,0,0,0,0,0
LOC100422044,0,0,0,0,0,0,0
NPM1P23,0,0,0,0,0,1,0
AMACR,471,428,430,482,389,374,10
RN7SL124P,0,0,0,0,0,0,0
MTFP1,255,312,269,285,368,337,1
RN7SL201P,0,0,0,0,0,0,0
MDFIC2,0,0,0,0,0,0,0
RN7SL267P,0,0,0,0,0,0,0
RPL36AP47,0,0,0,0,0,0,0
SNHG3,4096,4216,3810,3795,4112,4206,41
RPL5P13,0,0,0,0,0,1,0
RPL17P2,0,0,0,0,1,0,0
RPL11P5,0,0,0,0,0,0,0
LINC02677,110,86,88,99,113,91,2
TTTY9A,0,0,0,0,0,0,0
RN7SL361P,0,0,0,0,0,0,0
ABCF2P1,0,1,0,0,0,0,0
RN7SL222P,0,0,0,0,0,0,0
RPL7AP27,1,1,3,2,3,1,0
RN7SL329P,0,0,0,0,0,0,0
ARHGDIG,5,1,1,1,1,1,0
RN7SL127P,1,1,0,0,2,0,0
RN7SL745P,0,0,0,2,1,0,0
CRYZL2P,1718,1700,1658,2001,1843,1705,16
RPL37P14,0,0,0,0,0,0,0
RPS26P22,0,0,0,0,0,0,0
RN7SL215P,0,0,0,0,0,0,0
RPL5P29,1,0,0,1,2,1,0
MTND3P6,0,0,0,0,0,0,0
RN7SL97P,0,0,0,0,0,0,0
TCP10L,8,13,8,6,2,5,0
PSG2,0,2,1,0,0,2,0
HLA-L,0,13,9,0,0,0,0
RPS3AP14,0,0,0,0,0,0,0
RN7SL594P,0,0,0,0,0,0,0
RN7SL306P,0,0,0,0,0,0,0
ARFGAP3,2746,3057,2845,3001,2562,2609,22
RPL7AP57,0,0,0,0,0,0,0
RN7SL20P,0,0,0,0,0,0,0
BGLAP,4,7,7,19,12,10,0
RN7SL57P,1,0,0,0,0,0,0
LINC00996,21,28,22,18,15,17,2
C22orf39,934,850,898,904,908,809,13
LOC100418961,0,0,0,0,0,0,0
PEG10,6763,6526,5425,7489,5953,5431,118
RN7SL456P,0,0,0,0,0,0,0
LINC02082,0,0,0,0,0,0,0
RPL5P3,3,5,4,3,1,1,0
RPS3AP48,6,3,1,1,1,3,0
RPL7AP54,0,0,0,0,0,0,0
SLC16A1P1,0,0,0,0,0,0,0
RN7SL159P,0,0,0,0,0,0,0
BMS1P4-AGAP5,48,72,97,134,42,42,2
ZBTB20-AS5,0,0,0,0,0,0,0
RPL36AP51,4,3,4,1,3,3,0
STAG3L5P,210,213,244,325,139,204,4
RPL31P55,0,0,0,0,0,0,0
RPS18P5,8,9,10,7,10,8,0
RN7SL685P,0,0,0,0,0,0,0
RPL21P48,0,0,2,1,1,1,0
RPL21P126,0,0,0,0,0,1,0
RPL23AP40,0,0,0,0,0,0,0
RPS12P31,0,0,0,0,0,0,0
RPS13P8,0,1,0,0,1,0,0
RPL37AP9,0,0,0,0,0,0,0
RN7SL683P,0,0,0,0,0,0,0
CFB,2264,2500,2616,2828,1937,1487,30
LINC02025,0,3,0,0,0,2,0
RN7SL646P,0,0,0,0,0,0,0
RN7SL561P,0,0,0,0,0,0,0
RN7SL272P,0,0,0,0,0,0,0
HLA-DMA,60,1,82,1,0,1,2
LOC111501764,0,0,0,0,0,0,0
UGT1A8,31,44,40,32,24,29,0
KCNAB1-AS1,0,0,0,0,0,0,0
EIF6,6910,7260,6663,7020,7482,7095,74
RN7SL741P,0,0,0,0,0,0,0
LINC00901,0,0,0,0,0,0,0
HLA-DMB,0,0,0,0,0,0,0
RBMY1E,0,0,0,0,0,0,0
RN7SL800P,0,0,0,2,3,1,0
RPS20P23,0,0,0,0,0,0,0
DBIL5P2,31,2,0,2,0,1,0
RPL18P1,0,0,0,0,0,0,0
PCDHGC4,43,53,78,67,37,64,1
RPL12P36,0,0,0,0,0,0,0
CFAP20DC-AS1,0,1,0,0,0,0,0
RPL21P52,0,1,0,0,0,0,0
UPK3BP1,0,0,0,0,0,0,0
RN7SL789P,0,0,0,0,0,0,0
RPS17P3,1,1,2,2,2,1,0
GTF2A1L,1,4,0,0,0,0,0
RPL18P9,0,0,0,0,0,0,0
RPL7AP11,1,1,0,3,2,2,0
MTCO3P38,0,0,0,0,0,0,0
RBBP4P2,0,0,0,0,0,0,0
RPS15AP32,0,0,1,0,0,0,0
IGHJ5,0,0,0,0,0,0,0
KIR2DP1,0,0,0,0,0,0,0
RPL10AP9,2,2,1,1,2,1,0
LOC731755,2,0,2,2,5,3,0
RN7SL392P,0,0,0,0,0,0,0
RN7SL293P,0,0,0,0,0,0,0
MRPL20,2041,2126,1975,2303,2441,2251,23
RN7SL37P,0,0,0,0,0,0,0
ARPIN,3389,3639,3258,4062,3392,3572,31
RN7SL156P,0,0,0,0,0,0,0
NDUFB4P1,0,0,0,0,0,0,0
LINC01206,2,0,2,3,2,2,0
UGT1A10,2,0,3,0,0,0,0
LINC00960,426,382,395,413,392,361,5
KLHL6-AS1,13,15,16,17,14,9,0
OR7E100P,0,0,0,0,0,0,0
IGKV2D-28,0,0,0,0,0,0,0
RN7SL169P,0,0,0,0,0,0,0
SERPINB10,2,0,3,2,2,5,0
POU5F1P6,1,0,0,0,0,0,0
RN7SL144P,0,0,0,0,0,0,0
RN7SL797P,0,0,0,0,0,0,0
DCAF13P1,1,3,3,0,4,1,0
RN7SL372P,0,0,0,0,0,0,0
RPL21P11,1,4,2,2,5,3,0
HLA-DMB,0,0,0,6,0,0,0
TUBAP13,0,0,0,0,0,0,0
IGKV1D-43,0,0,0,0,0,0,0
KMT5AP3,0,1,0,0,0,0,0
RPL26P26,0,0,0,0,0,0,0
CSAG4,0,0,0,0,0,0,0
MBL1P,7,6,11,8,3,6,0
RPS3AP34,0,0,0,0,0,0,0
RPS23P5,0,0,0,0,0,0,0
CCDC137P,0,0,0,0,0,0,0
OR5BH1P,0,0,0,0,0,0,0
DECR2,307,465,469,586,564,484,11
RN7SL164P,0,0,0,0,0,0,0
GNG10,5202,4843,4374,4558,4975,4274,53
RPS14P7,0,0,0,0,0,0,0
RPL21P129,0,0,1,1,0,0,0
RN7SL294P,0,0,0,0,0,0,0
LINC00971,8,5,9,8,10,7,0
RN7SL292P,0,0,0,0,0,0,0
RN7SL862P,0,0,0,0,0,0,0
RN7SL132P,0,0,0,0,0,0,0
RPL32P14,0,0,0,0,0,0,0
RN7SL581P,0,0,0,0,0,1,0
RPS3AP43,0,1,2,2,3,1,0
RPS10P22,1,0,1,1,1,0,0
RN7SL317P,2,2,1,5,4,8,0
RPL22P13,0,0,0,0,0,0,0
LINC02010,0,0,0,0,0,0,0
RN7SL167P,0,0,0,0,0,0,0
PDE6B-AS1,0,0,0,0,0,0,0
RN7SL304P,0,0,0,0,0,0,0
CNTF,134,126,124,135,117,141,1
RPS27AP1,1,2,2,0,1,0,0
RN7SL40P,1,0,1,0,0,0,0
RPL5P12,1,1,0,1,1,2,0
RN7SL516P,0,0,0,0,0,1,0
ICE2P2,0,0,0,0,0,0,0
RPS27AP9,0,0,0,0,0,1,0
RN7SL362P,0,0,0,0,0,0,0
RPL30P9,0,0,0,0,0,0,0
PSMB9,1447,1517,1610,1794,1554,1272,14
CCDC169,212,91,133,163,161,148,1
RN7SL806P,0,0,0,0,0,0,0
RPP21,0,0,1,1,6,1,0
UQCRHP4,0,0,0,0,0,0,0
RTL5,751,904,808,876,656,756,10
RPL21P14,5,5,4,5,6,4,0
RPL23AP81,3,2,3,5,5,2,0
NMTRQ-TTG12-1,0,0,0,0,0,0,0
RPS18P3,0,0,2,0,1,0,0
RN7SL824P,0,0,0,0,0,0,0
IGKV1D-17,0,0,0,0,0,0,0
ZBTB20-AS4,7,4,5,8,1,3,0
RPL31P25,0,0,0,0,0,0,0
RN7SL432P,0,0,0,0,0,0,0
ZNF702P,10,10,11,5,7,9,0
LINC02050,0,0,0,0,0,0,0
RPL9P26,0,0,0,0,0,0,0
RN7SL299P,0,0,0,0,0,0,0
AP5Z1,790,1178,1169,1544,1330,1233,19
RPL26P31,0,0,0,0,0,0,0
SOX2-OT,9,8,6,12,7,4,0
MRPL42P6,0,0,0,0,1,0,0
RN7SL229P,0,0,0,0,1,0,0
RN7SL846P,0,0,0,0,0,0,0
RPS26P21,1,4,2,6,1,6,0
RPL7AP56,0,0,0,0,0,0,0
MTCO3P35,0,0,0,0,0,0,0
RPL21P13,0,0,0,1,0,1,0
KRT8P35,0,0,0,0,0,0,0
ZNF709,17,0,0,0,3,8,0
RN7SL749P,14,10,9,7,10,7,0
RN7SL496P,0,0,0,0,0,0,0
VN1R105P,0,0,0,0,0,0,0
RPL13AP14,6,7,2,3,4,2,0
RN7SL180P,0,0,0,0,0,0,0
RN7SL677P,0,0,1,2,1,0,0
RN7SL244P,0,0,0,0,0,0,0
STRC,8,8,9,17,9,9,0
RBMY1B,0,0,0,0,0,0,0
RN7SL812P,0,0,0,1,0,0,0
RPL5P11,0,1,1,3,1,1,0
IGHJ3,0,0,0,0,0,0,0
RPS2P3,0,0,0,0,0,0,0
RN7SL449P,0,0,0,0,0,0,0
RN7SL413P,1,0,0,0,0,0,0
RN7SL634P,0,0,0,0,0,0,0
RPL7P16,7,5,4,7,3,4,0
FLNC-AS1,0,0,0,0,0,0,0
RN7SL384P,0,0,0,0,0,0,0
RPL21P104,1,0,0,0,0,0,0
PLCH1-AS2,0,0,0,0,0,0,0
RN7SL868P,0,0,0,0,0,0,0
RPL7P49,1,2,0,0,1,1,0
RPL30P6,0,0,0,0,0,0,0
RPL12P7,5,0,2,0,1,2,0
ERVW-1,51,44,58,79,46,47,0
RPSAP3,5,2,5,7,5,4,0
RPL36AP32,0,0,0,0,0,0,0
RPS20P30,0,0,0,0,0,0,0
RN7SL233P,0,0,0,0,0,0,0
LOC101926934,0,0,0,0,0,0,0
RN7SL177P,0,0,0,0,0,0,0
PPIAP83,0,1,1,0,1,0,0
RPS15AP18,0,0,0,0,0,0,0
RN7SL50P,0,0,0,0,0,0,0
RPL21P99,0,0,2,1,0,0,0
RN7SL332P,0,0,0,0,0,0,0
RPL7P40,0,0,1,0,0,0,0
RPL32P25,0,0,0,0,0,0,0
RPL36AP1,0,0,0,1,0,0,0
RN7SL379P,0,0,0,0,0,0,0
RN7SL239P,0,0,0,0,0,0,0
RN7SL16P,0,0,0,0,0,0,0
RPP21,0,0,0,0,0,0,0
RN7SL266P,0,0,0,0,0,0,0
RN7SL737P,0,0,0,0,0,0,0
RPL7P39,0,1,0,0,0,0,0
RN7SL635P,0,0,0,0,0,0,0
GAPDHP47,2,3,0,0,1,0,0
RN7SL810P,2,2,0,3,1,0,0
RBMY2FP,1,0,1,1,0,0,0
RN7SL33P,0,0,0,0,0,0,0
RPL30P10,0,0,0,0,0,0,0
RN7SL269P,0,0,0,0,0,0,0
RPL31P58,0,0,0,0,0,0,0
EIF4EBP3,251,290,332,338,294,262,0
RN7SL400P,0,0,0,0,0,0,0
FAM163A,0,0,0,0,0,0,0
ABCC13,0,1,1,1,0,2,0
RN7SL842P,0,1,0,0,0,0,0
PSMB9,7,0,0,0,0,0,0
ARHGEF26-AS1,92,104,83,113,87,71,0
RPL21P98,16,14,10,22,7,9,0
RN7SL519P,0,0,0,0,0,0,0
LINC00870,0,1,2,5,9,5,0
RPL17P27,0,1,3,0,1,2,0
RPS3P7,0,1,0,2,0,0,0
RN7SL452P,2,0,3,1,1,1,0
RN7SL849P,0,0,0,0,0,0,0
RPS15P8,0,0,0,0,1,0,0
RN7SL643P,0,0,0,0,0,0,0
RN7SL807P,0,0,0,0,0,0,0
RPS26P46,0,0,0,0,0,0,0
PSG11,0,0,0,1,0,0,0
UGT1A3,0,0,2,0,0,0,0
RN7SL22P,0,0,0,0,0,0,0
PSG4,12,18,16,12,26,23,0
MRPL33,2324,2195,2113,2337,2320,2148,31
LOC100996447,1,0,0,1,1,1,1
SYPL1P1,0,0,0,0,0,0,0
MICAL3,3009,3450,3654,4318,2925,3460,43
RPL7AP32,1,1,1,2,1,0,0
RPL31P48,1,0,0,0,0,0,0
RPL17P32,0,0,0,0,0,0,0
RN7SL861P,3,2,0,3,0,1,0
RPSAP36,19,10,12,15,9,12,0
RPL21P80,1,2,4,1,5,4,0
HNRNPA1P17,0,0,0,0,0,0,0
TUBBP11,0,0,0,0,0,0,0
TUSC7,0,0,0,0,0,0,0
RPL6P10,10,12,14,3,8,7,1
PPAN-P2RY11,6,13,23,0,13,12,0
HLA-DMA,945,968,758,1062,652,660,0
LOC101929054,15,11,18,20,18,18,2
RN7SL55P,0,0,0,0,0,0,0
PCDHAC2,0,0,0,0,1,0,0
RPL19P19,0,0,0,0,0,0,0
GSTA9P,0,0,1,0,0,0,0
STON1,233,227,275,287,190,183,4
RPS6P16,0,0,0,1,0,0,0
RN7SL350P,0,0,0,0,0,0,0
MTCO2P29,0,0,0,0,0,0,0
RN7SL558P,0,0,0,0,0,3,0
IGKV2D-29,0,0,0,0,0,0,0
RPL23AP55,1,0,0,0,1,0,0
RN7SL614P,0,0,0,0,0,1,0
RN7SL571P,0,0,0,0,0,0,0
PRAF2,1826,2125,2029,2314,1819,1824,27
VSIG8,3,2,1,3,3,2,0
RPL31P61,0,1,0,1,0,1,0
RPL34P32,0,0,0,0,0,0,0
RN7SL285P,0,0,0,0,0,0,0
RPS12P7,0,2,1,0,0,0,0
GUCY2GP,0,0,0,0,0,0,0
STMP1,3322,3400,3218,3694,3787,3256,43
FGF14-IT1,0,0,0,0,0,0,0
LINC01998,1,1,0,2,1,1,0
PTPRVP,11,4,15,18,5,18,0
RN7SL174P,0,0,0,0,0,0,0
KCTD7,483,521,477,653,520,559,6
RN7SL307P,0,0,0,0,0,0,0
RN7SL738P,0,0,0,0,0,0,0
RN7SL601P,0,0,0,0,0,0,0
RPS29P19,0,0,0,0,0,0,0
RPS27P28,0,0,0,0,0,0,0
RN7SL815P,0,0,0,0,0,0,0
EFNA4,101,87,124,114,85,95,3
RN7SL278P,0,0,0,0,0,0,0
RN7SL60P,0,0,0,0,0,0,0
RN7SL775P,0,0,0,0,0,1,0
RN7SL173P,0,0,0,0,1,0,0
RN7SL89P,0,0,0,0,0,0,0
RPL32P7,0,0,0,0,0,1,0
RN7SL141P,0,0,0,0,0,0,0
MRPS31P5,143,203,143,285,163,163,2
TICAM2,760,723,618,701,765,869,22
RPS3AP18,3,1,3,6,2,1,0
RN7SL734P,0,0,0,0,0,0,0
RPL23AP49,22,14,20,16,18,16,0
RN7SL107P,0,0,0,0,0,0,0
RN7SL454P,1,2,0,1,1,2,0
OR7E29P,3,2,4,3,3,0,0
RPL5P30,1,2,1,1,0,1,0
RN7SL370P,0,0,0,0,0,0,0
LARP1BP2,0,0,0,0,0,0,0
RN7SL352P,0,0,0,0,0,0,0
OR5V1,0,0,0,0,0,0,0
RPS16P7,1,0,3,1,2,2,0
RN7SL284P,0,0,0,0,0,0,0
C4orf48,19,34,39,60,89,47,3
RPS18P13,0,0,0,1,0,1,0
INGX,13,15,18,14,11,15,0
RPL7P51,0,0,0,0,0,0,0
NAA80,435,624,540,746,552,569,6
AOX2P,1,0,1,2,0,0,0
MNX1-AS1,0,0,0,0,0,0,0
AMY2A,0,1,1,1,0,0,0
RN7SL337P,0,0,0,0,0,0,0
KRTAP10-11,0,0,0,0,0,0,0
HLA-L,12,0,2,0,1,0,0
HLA-DOB,0,0,0,0,0,0,0
RPS6P21,0,0,0,0,0,0,0
RPL26P25,0,0,0,0,0,0,0
RPS23P1,1,0,0,1,1,2,0
RN7SL240P,0,0,0,0,0,0,0
DNAJB6P7,0,0,0,0,0,0,0
TNFRSF6B,0,0,0,0,0,0,0
