gene_name,1_S5_L003:_RNA-seq_HUDEP2_sgSCR_pre-differentiation_rep1,2_S6_L003:_RNA-seq_HUDEP2_sgSCR_pre-differentiation_rep2,3_S7_L003:_RNA-seq_HUDEP2_sgSCR_pre-differentiation_rep3,4_S8_L003:_RNA-seq_HUDEP2_MBD2_KO_pre-differentiation_rep1,5_S9_L003:_RNA-seq_HUDEP2_MBD2_KO_pre-differentiation_rep2,6_S10_L003:_RNA-seq_HUDEP2_MBD2_KO_pre-differentiation_rep3,7_S11_L003:_RNA-seq_HUDEP2_sgSCR_post-differentiation_rep1,8_S12_L003:_RNA-seq_HUDEP2_sgSCR_post-differentiation_rep2,9_S13_L003:_RNA-seq_HUDEP2_sgSCR_post-differentiation_rep3,10_S14_L003:_RNA-seq_HUDEP2_MBD2_KO_post-differentiation_rep1,11_S15_L003:_RNA-seq_HUDEP2_MBD2_KO_post-differentiation_rep2,12_S16_L003:_RNA-seq_HUDEP2_MBD2_KO_post-differentiation_rep3
BNIP3P17,0,0,0,1,0,0,0,0,0,0,0,0
LOC100420658,1,0,0,0,0,0,0,0,0,0,0,0
BNIP3P11,0,0,0,0,0,0,0,0,0,0,0,0
LOC115308161,9,14,10,10,12,7,14,21,16,11,14,16
YPEL5P2,0,0,0,0,0,0,0,0,0,0,0,0
HIRAP1,0,0,0,0,0,0,0,0,0,0,0,0
LINC02333,3,1,4,1,5,2,1,1,0,0,0,0
PPIAL4E,0,0,0,2,0,0,1,0,0,0,0,0
EIF2AP2,0,0,0,0,0,0,0,0,0,0,0,0
GYG2P2,0,0,0,0,0,0,1,0,0,0,0,0
EIF2AP1,0,0,0,0,0,0,0,1,0,0,0,0
LOC100420430,0,0,0,0,0,0,0,0,0,0,0,0
LINC02550,0,0,0,0,0,0,0,0,0,0,0,0
SELENOTP2,0,0,0,0,0,0,0,0,0,0,0,0
LARP7P1,0,0,0,0,0,0,0,0,0,0,0,0
ELOCP35,0,0,0,0,0,0,0,0,0,0,0,0
LOC100421347,0,0,0,0,0,0,0,0,0,0,0,0
LIX1L,455,683,488,559,496,413,456,558,367,253,313,252
KRT8P49,0,0,0,0,0,0,0,0,1,0,0,0
MILR1,6,8,11,15,11,13,7,9,5,8,15,5
ATP2B1-AS1,23,52,31,38,28,28,43,58,41,37,32,36
LOC100419058,0,0,0,0,0,0,0,0,0,0,0,0
H3P42,0,0,0,0,0,0,1,0,0,0,0,0
LOC100421684,0,0,0,0,0,0,0,0,0,0,0,0
DBF4P2,0,0,1,1,0,0,0,0,0,0,0,1
BNIP3P19,0,0,0,0,0,0,0,0,0,0,0,0
PPFIA1P1,0,0,0,0,0,0,0,0,0,0,0,0
MARK3P1,0,0,0,0,0,0,0,0,0,0,0,1
KRT8P47,0,0,0,0,0,0,0,0,0,0,0,1
BNIP3P35,0,0,0,0,0,0,0,0,0,0,0,0
BNIP3P36,0,0,0,0,0,0,0,0,0,0,0,0
LOC339966,0,0,0,0,0,0,3,0,0,0,0,0
LSM1P2,0,0,0,0,0,0,0,0,0,0,0,0
TNPO3P1,0,0,0,0,0,0,0,0,0,0,0,0
MTND5P10,0,0,0,0,0,0,0,0,0,0,0,0
LOC100420541,0,0,0,0,0,0,0,0,0,0,0,0
LOC100421527,0,0,0,0,0,0,0,0,0,0,0,0
BNIP3P20,0,0,0,0,0,0,0,0,0,0,0,0
RPL17P3,0,0,0,0,0,0,0,0,0,0,0,0
NDUFA8P1,0,0,0,0,0,0,0,0,0,0,0,0
LOC100421611,0,0,0,0,0,0,1,0,2,0,0,0
MROH7-TTC4,3,1,3,1,3,0,0,0,0,2,0,0
RNU1-29P,0,0,0,0,0,0,3,1,1,0,1,2
RN7SKP299,0,0,0,0,0,0,0,0,0,0,0,0
LOC780529,1,0,0,4,1,0,0,0,1,0,2,0
SNORA51,97,109,39,106,64,27,82,154,75,81,98,49
RN7SKP290,0,0,0,0,0,0,0,0,0,0,0,0
BMS1P4,64,43,31,70,49,34,83,126,88,72,83,45
RN7SKP4,0,2,1,4,2,3,2,1,3,0,2,0
RNU6-94P,0,0,0,0,0,0,0,0,0,0,0,0
LOC285804,0,0,0,0,0,0,0,1,0,0,0,0
SMIM32,0,0,0,0,0,0,0,0,0,0,0,0
PLS3-AS1,2,5,2,2,3,2,0,5,4,6,3,3
RNU7-10P,0,0,0,0,0,0,0,0,0,0,0,0
LINC02343,0,0,0,0,0,0,0,0,0,0,0,0
SNORD11B,6,6,0,3,1,1,2,12,7,0,9,1
LINC01215,497,718,470,583,567,584,51,73,46,11,19,19
CYB561D2,1,2,2,0,3,0,0,2,2,0,0,0
LOC101927314,4,4,3,5,8,0,4,7,3,1,3,1
AGAP11,21,44,10,50,35,21,4,8,11,5,6,1
MIR98,0,0,0,0,0,0,0,0,0,0,0,0
LOC105374758,0,0,0,0,0,1,0,0,0,0,0,0
MIR4791,0,0,0,0,0,0,0,0,0,0,0,0
MIR4466,0,0,0,0,0,0,0,0,0,0,0,0
SNORA35B,0,0,0,0,0,0,0,0,0,0,0,0
LOC105378083,5,5,9,6,2,5,7,11,7,9,4,0
RNU6-86P,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP108,0,1,0,0,0,0,0,0,0,0,3,0
RNU6-85P,0,0,0,0,0,0,0,0,0,0,0,0
OR2AS2P,0,0,0,0,0,0,0,0,0,0,0,0
LINC01954,0,0,0,0,0,0,0,0,0,0,0,0
ADAM6,0,0,0,0,0,0,0,0,0,0,0,1
RDM1P4,0,1,1,0,2,0,0,0,0,0,0,0
SNORD58B,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL827P,1,2,1,2,0,0,1,2,0,1,0,1
RNU1-30P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-87P,0,0,0,0,0,0,0,1,0,3,3,1
ANKRD34A,3,6,8,4,5,7,6,23,11,5,5,4
SNORD14A,58,66,21,58,34,26,30,96,35,47,50,22
MIR139,0,0,0,0,0,0,0,0,0,0,0,0
GTF2H5,226,304,203,322,250,268,211,289,162,137,165,122
RNU6-6P,1642,1773,656,1647,1026,796,1200,2289,924,1550,2108,816
RN7SL828P,6,4,2,4,2,1,0,5,1,1,2,2
MIR502,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL715P,0,0,0,0,0,0,0,0,0,0,0,0
LINC01607,0,0,0,0,0,0,0,0,0,0,0,0
LYRM4-AS1,7,0,2,1,3,4,7,1,1,3,4,4
FGF14-AS2,22,33,25,26,23,24,21,25,20,14,24,22
ARF4-AS1,9,5,2,9,5,3,7,15,10,11,12,9
NBPF25P,20,16,15,20,27,18,8,13,0,3,0,3
H2AC19,6193,8716,5272,8999,7417,5629,5569,7228,4307,7010,8434,5382
RN7SL803P,1,0,0,0,0,1,0,0,0,0,1,0
MIR3666,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL726P,0,1,0,0,1,0,0,1,0,0,0,0
RNA5SP386,0,0,0,0,1,0,0,0,0,0,0,1
LINC01749,1,0,0,0,0,0,0,0,0,0,0,0
RNU6-89P,0,0,0,0,0,0,0,0,0,0,0,0
NUP153-AS1,18,33,15,25,16,14,15,21,13,16,15,10
IER3-AS1,0,0,0,0,0,0,2,2,0,2,3,1
LINC00551,0,0,0,0,0,0,0,0,1,0,0,0
ILRUN-AS1,9,17,15,30,15,9,34,30,21,36,29,25
SNORD96A,0,0,0,0,0,0,0,0,0,3,0,0
IFNL4P1,0,0,0,0,0,0,0,0,0,0,0,0
TTC23L-AS1,0,0,0,1,0,1,0,0,0,0,0,0
NUDT3,2420,3429,2261,3002,2712,2530,1577,2109,1335,990,1170,893
KMT2B,209,203,249,183,297,153,217,425,167,161,163,145
RNU6-90P,0,0,0,0,1,0,1,1,0,0,0,0
LINC01115,0,0,0,0,0,0,0,0,0,0,0,0
SNORD114-21,0,0,0,0,0,0,0,0,0,0,0,0
RNU4-89P,0,0,0,0,0,0,0,0,0,0,0,0
MIR3976,0,0,0,0,0,0,0,0,0,0,0,0
POM121C,276,324,226,243,242,271,274,323,200,102,171,106
RNU6-92P,0,0,0,0,0,0,0,0,0,0,0,0
IFNL4,12,18,13,12,13,12,8,8,8,11,2,5
CD24,13,13,20,15,12,10,11,41,23,22,24,15
RN7SL778P,189,197,97,208,93,93,162,327,230,186,366,128
FAM47E-STBD1,9,14,10,2,0,2,5,1,4,0,4,3
RNA5SP357,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-91P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-84P,0,0,0,0,0,0,0,0,0,0,0,0
LOC642361,96,118,85,120,78,94,124,162,114,107,121,86
MIR432,0,0,0,0,0,0,0,0,0,0,0,0
SNORD115-40,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL760P,0,1,1,0,1,2,4,2,0,1,1,0
SNORD113-5,0,0,0,0,0,0,0,0,0,0,0,0
OR13Z3P,0,0,0,0,0,0,0,0,0,0,0,0
OR1X1P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-88P,0,0,0,0,0,0,0,0,0,0,0,0
CFAP206,11,2,1,3,0,8,12,1,5,0,0,0
LINC01023,19,20,9,4,9,3,15,17,17,7,5,6
CYP2D6,0,0,0,0,0,0,0,0,0,0,0,0
SNORA28,44,39,16,40,31,26,61,96,31,53,60,23
RN7SL840P,1,1,0,0,0,0,0,0,0,0,2,0
MIR4787,0,0,0,0,0,0,0,0,0,0,0,0
LINC02538,0,0,0,0,0,0,0,0,0,0,0,0
OR51F3P,0,0,0,0,0,0,0,0,0,0,0,0
LOC100506497,0,0,0,0,0,0,0,0,0,1,0,0
OR5BL1P,0,0,0,0,0,0,0,0,0,0,0,0
MUSTN1,0,0,0,2,0,0,0,0,0,0,0,0
LINC02098,0,0,0,0,0,0,0,0,0,0,0,0
ZSWIM8-AS1,0,0,3,0,0,0,0,0,0,0,0,0
ZNF595,97,86,84,92,67,90,86,112,68,85,100,70
MAGI1-IT1,2,3,1,1,0,2,0,1,1,0,1,0
AFAP1-AS1,0,0,0,1,0,0,1,1,2,0,0,0
DOC2B,1,1,0,0,0,1,0,3,0,0,2,0
OR51C4P,0,0,0,0,0,0,0,0,0,0,0,0
KLHDC7B-DT,0,0,0,0,0,0,0,0,0,0,0,0
LOC107985216,0,1,0,0,0,0,0,0,0,0,0,0
DOC2B,1,1,0,17,0,1,0,2,0,0,1,0
PCDHB16,0,0,0,1,0,0,0,1,0,0,0,0
OR5AO1P,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPD-DT,6,8,8,5,6,6,16,21,16,7,15,10
FAM223B,3,0,1,1,3,1,0,3,0,1,7,0
OR9I3P,0,0,0,0,0,0,0,0,0,0,0,0
LINC02018,21,23,8,19,16,8,17,33,7,26,22,20
LOC441242,5,6,6,2,1,0,9,15,3,2,10,2
GAS6-DT,6,6,6,3,5,7,6,11,7,6,1,4
LINC02266,0,0,0,0,0,0,0,0,0,0,1,0
ADIRF-AS1,101,182,124,135,124,127,50,72,53,23,27,27
STAG3L5P-PVRIG2P-PILRB,225,361,441,297,403,322,617,592,362,282,316,317
WDR5B-DT,28,28,30,36,24,25,21,35,23,26,28,23
JMJD1C-AS1,1,2,3,5,4,0,4,3,1,3,4,1
PRH2,0,1,0,4,1,0,1,4,1,0,2,0
KRTAP10-7,0,0,0,1,0,0,0,0,0,0,0,0
TAS2R10,1,0,0,1,0,1,2,1,2,3,4,2
LOC105369201,28,45,27,27,21,25,26,37,15,23,24,14
SMDT1,16,17,15,13,30,25,11,22,18,21,21,24
OR10AE3P,0,0,0,0,0,0,0,0,0,0,0,0
LOC105374312,1,1,2,0,0,1,1,1,0,0,0,0
SAP30-DT,16,11,16,10,19,23,10,16,11,13,8,14
OR2BH1P,0,0,0,0,0,0,0,0,0,0,0,0
DCP1A,299,479,273,377,254,231,520,734,442,268,321,294
ATP6V1FNB,1,1,1,1,2,0,2,8,1,0,2,3
OR10Q2P,0,0,0,0,0,0,0,0,0,0,1,0
SMDT1,92,214,144,173,186,125,85,158,70,142,165,113
TBC1D8-AS1,1,0,0,0,0,2,0,1,0,0,0,1
NDST2,21,40,16,28,18,41,24,27,30,33,18,14
OR7A19P,0,0,0,0,0,0,2,0,0,0,0,0
RBAK-RBAKDN,0,11,2,4,2,0,2,0,4,6,0,0
LOC107986163,0,0,0,0,0,0,0,0,0,0,0,0
OR5AL1,0,0,0,0,0,0,0,0,0,0,0,0
ARHGEF2-AS2,10,5,4,7,8,5,7,14,9,9,13,7
ARL2-SNX15,0,44,0,0,0,0,0,0,0,0,0,0
FAM106A,29,47,41,58,43,37,54,68,45,60,43,36
INTS4P2,2,2,0,0,0,0,0,0,0,0,2,0
DGCR5,0,0,0,0,0,0,1,0,0,0,0,0
LINC02035,4,8,2,3,6,5,7,5,3,6,7,4
C2orf15,16,17,12,30,23,25,5,13,4,5,7,4
HOXC5,0,0,0,0,0,0,0,0,0,0,0,0
OR51F4P,0,0,0,0,0,0,0,0,0,0,0,0
CDC37L1-DT,15,14,8,27,7,9,7,25,13,17,17,18
GRIN2B,1,0,0,0,0,1,1,0,0,0,0,7
OR52E1,0,0,0,0,0,0,0,0,0,0,0,0
TAS2R9,0,0,0,0,0,0,1,0,0,0,0,0
LYPD4,0,0,0,0,0,0,0,0,0,1,0,0
LINC01990,0,0,0,1,0,1,0,0,0,0,0,0
PACERR,0,0,0,0,0,0,1,0,0,0,0,0
NBPF26,54,65,54,73,82,47,66,50,28,21,21,25
SPATA13,0,0,5,0,0,0,0,0,0,0,0,0
SNURF,31,61,53,45,59,35,54,84,13,14,31,27
H3-2,17,20,15,22,19,12,8,23,4,11,12,10
OR5BQ1P,0,0,0,0,0,0,0,0,0,0,0,0
TMEM271,0,0,0,0,0,0,1,0,0,0,0,0
CNNM3-DT,2,2,2,7,2,2,2,4,3,4,8,3
ZBTB8B,88,102,62,92,67,78,102,94,55,63,60,52
C1QTNF3-AMACR,0,0,10,17,0,0,0,29,0,0,5,8
LOC105375519,4,2,1,3,4,4,4,4,1,0,0,0
DGCR11,9,29,28,25,32,16,19,26,23,23,16,15
RBAKDN,0,0,0,0,0,2,0,6,0,2,6,4
OR6L2P,0,0,0,0,0,0,0,1,0,0,0,0
CYP4F36P,0,0,0,0,0,0,0,0,0,0,0,0
OR7M1P,0,1,0,2,0,0,5,0,2,0,1,2
PAXIP1-DT,102,148,136,128,98,129,147,193,124,103,119,104
OR2Q1P,0,0,0,0,0,0,0,0,0,0,0,0
LINC01396,0,0,1,0,0,0,0,0,0,0,0,0
OR5B15P,0,0,0,0,0,0,0,0,0,0,0,0
LINC02712,0,1,0,0,0,2,0,0,0,0,0,0
OR13I1P,1,2,0,1,2,0,0,0,0,0,0,1
OR8S21P,0,0,0,0,0,0,0,0,0,0,0,0
PANK4,146,234,144,235,263,202,221,265,140,158,187,141
MIR6129,0,0,0,0,0,0,0,0,0,0,0,0
KIR3DL3,0,0,0,0,0,0,0,0,0,0,0,0
NCR1,0,0,0,0,0,0,0,0,0,0,0,0
KIR2DL1,0,0,0,0,0,0,0,0,0,0,0,0
TBC1D3K,0,0,0,0,0,0,0,0,0,0,0,0
FOXD4L6,0,0,0,0,0,0,0,1,0,0,0,0
KIR3DL1,0,0,0,0,0,0,0,0,0,0,0,0
SPDYE8,0,0,0,0,0,0,0,0,0,0,0,0
LOC101929657,1,2,4,4,3,1,2,1,2,0,2,1
SNORA54,935,1185,383,978,561,506,909,1493,642,934,1012,479
KIR2DS4,0,0,0,0,0,0,0,0,0,0,0,0
HES5,3,0,7,5,2,0,15,15,17,6,12,20
FAM181A,0,0,0,0,0,0,0,0,0,0,0,0
NCR1,0,0,0,0,0,0,0,0,0,0,0,0
AGBL1,0,2,0,1,0,1,0,5,1,1,0,0
H4C12,0,0,0,0,0,0,0,0,0,0,0,0
SNORA44,334,377,119,408,382,170,233,557,206,235,367,146
MIR6812,0,0,0,0,0,0,0,0,0,0,0,0
CWC25,360,529,413,491,449,388,453,638,399,411,505,361
NAP1L4,1132,1219,885,1302,1064,1082,1376,1864,1115,811,1057,840
FAM189A1,0,0,0,0,0,0,0,0,0,1,0,0
LOC100419716,0,0,0,0,0,0,0,0,0,1,0,0
CDHR5,0,0,0,0,0,0,0,0,0,0,0,0
LENG9,111,174,111,144,190,141,137,168,122,90,73,87
KIR2DL4,0,0,0,0,0,0,0,0,0,0,0,0
C22orf15,0,0,0,0,2,0,0,0,1,0,0,0
LOC100419774,0,0,0,0,0,0,0,0,0,0,0,0
OR10G1P,0,0,0,0,0,0,0,0,0,0,0,0
SNORA78,60,116,44,67,72,41,72,167,63,92,93,53
SMIM11B,192,194,7,200,228,249,132,207,2,103,122,0
MBOAT7,18,14,0,32,15,0,23,36,3,8,14,24
MIR7160,0,0,0,0,0,0,0,0,0,0,0,0
EEF1D,0,0,0,0,0,0,1,0,0,0,0,0
LOC100420114,0,0,0,0,0,1,0,0,0,0,1,1
FGFR3P2,0,0,0,0,0,0,0,1,0,0,0,0
MIR6776,0,0,0,0,0,0,0,0,0,0,0,0
CHCHD10,110,213,133,218,213,141,79,122,68,54,68,62
SRCIN1,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL386P,0,0,0,0,0,0,0,0,0,0,0,0
ZNHIT3,392,479,313,499,361,370,244,326,259,235,235,167
MIR6511A4,0,0,0,0,0,0,0,0,0,0,0,0
CDC42EP5,0,0,0,0,0,0,0,0,0,0,0,0
MIR4726,0,0,0,0,0,0,0,0,0,0,0,0
CDC42EP5,0,1,0,1,0,2,2,8,3,2,7,3
NDUFA3,256,453,314,444,403,371,296,353,269,241,212,198
PPP1R26P2,0,0,0,0,0,0,0,0,0,0,0,0
MIR8065,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA8G,0,4,5,0,3,0,0,0,0,0,3,0
MIR6792,0,0,0,0,0,0,0,0,0,0,0,0
LOC100419913,0,0,0,0,0,0,0,0,0,0,0,0
LOC441711,0,0,0,0,0,0,0,0,0,0,0,0
B2M,839,1244,749,1374,852,1047,364,534,326,444,520,342
LONRF2P5,0,0,0,0,0,0,0,0,1,0,0,0
CT45A7,0,0,0,0,0,0,0,0,0,0,0,0
MRPL57P1,0,0,0,0,0,0,0,0,0,0,0,0
MIR6760,0,0,0,0,0,0,0,0,0,0,0,0
H2BC14,2218,3091,2361,3327,2578,2192,2318,3113,2049,2297,2503,1996
LHX1,0,0,0,0,0,0,0,0,0,0,0,0
CDKN1C,18,20,11,41,51,41,14,21,18,35,37,57
TMC4,0,3,0,1,8,0,0,4,3,0,0,1
KIR3DL2,0,0,0,0,0,0,0,0,0,0,0,0
FCAR,3,3,0,0,0,2,3,0,2,3,0,4
MIR6075,0,0,0,0,0,0,0,0,0,0,0,0
MIR6870,0,0,0,0,0,0,0,0,0,0,0,0
LOC100499471,0,0,0,0,0,0,0,0,0,0,0,0
CYFIP1,340,375,253,170,186,162,118,124,91,21,57,32
LILRP2,0,0,0,0,0,0,0,0,0,0,0,0
LOC102723623,0,0,0,0,0,0,0,0,0,0,0,0
MIR6790,0,0,0,0,0,0,0,0,0,0,0,0
DDX24,1482,2139,1387,1680,1409,1511,1619,2107,1399,1061,1311,967
VN1R76P,0,0,0,0,0,0,0,0,0,0,0,0
LCA10,0,0,0,0,0,1,0,1,0,0,0,0
SMN1,218,328,33,146,62,167,201,178,41,45,148,107
KIR3DL1,0,0,0,0,0,0,0,0,0,0,0,0
MIR6126,0,0,0,0,0,0,0,0,0,0,0,0
CEACAM20,0,0,0,0,0,0,0,0,0,0,0,0
MIR6765,0,0,0,0,0,0,0,0,0,0,0,0
ARHGAP23,22,30,10,46,41,68,73,54,28,93,57,64
DUSP8,2,1,6,3,1,4,1,3,1,1,2,2
H2BC8,4042,5326,3686,5601,3861,3540,3826,5406,3479,4029,4446,2981
ABCC6P2,0,0,0,0,0,0,0,0,0,0,0,0
OCLN,11,7,8,33,22,17,12,23,12,19,48,29
ENPP7P7,0,0,0,0,0,0,0,1,0,0,0,0
USP27X,15,12,12,13,18,17,6,8,3,2,4,5
MUC4,0,0,0,0,0,0,0,0,0,0,0,0
LOC100996737,0,0,0,0,0,0,2,0,0,0,0,0
OR2T5,0,0,0,0,0,0,0,0,0,0,0,0
MIR7843,0,0,0,0,0,0,0,0,0,0,0,0
LRRC56,22,29,32,30,40,24,30,44,33,30,34,31
SNORD115-13,0,0,0,0,0,0,0,0,0,0,0,0
MIR6842,0,0,0,0,0,0,0,0,0,0,0,0
TAF9,56,66,42,53,52,44,63,58,74,52,53,38
SDR42E1P4,0,0,0,0,0,0,0,0,0,0,0,0
PPP2R3B,116,127,109,149,125,136,123,173,96,91,121,71
RASSF7,61,121,107,96,130,68,59,88,42,14,41,28
TRIM60P2Y,0,0,0,0,0,0,0,0,0,0,0,0
LILRP2,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPCL4,0,0,0,0,0,0,0,0,0,0,0,0
BDP1,5,6,4,2,4,3,4,3,6,0,6,3
LOC105373373,0,0,0,0,0,0,0,0,0,0,0,0
MIR8066,0,1,0,0,0,0,0,0,0,0,0,0
LILRA3,0,0,0,0,0,0,0,0,0,0,0,0
KIR2DL3,0,0,0,0,0,0,0,0,0,0,0,0
FRMD6-AS1,9,18,8,13,15,23,23,23,19,10,8,10
FAM83H,82,109,85,156,220,117,84,96,58,96,136,117
MIR6798,0,0,0,0,0,0,0,0,0,0,0,0
NOL12,175,257,189,203,195,170,207,286,169,144,149,150
KIR3DL2,0,0,0,0,0,0,0,0,0,0,0,0
MIR8068,0,0,0,0,0,0,0,0,0,0,0,0
KIR2DS4,0,0,0,0,0,0,0,0,0,0,0,0
MIR6877,0,0,0,0,0,0,0,0,0,0,0,0
TNFRSF14,0,0,0,0,0,0,0,0,0,1,0,1
MIR6853,0,0,0,0,0,0,0,0,0,0,1,0
RN7SL733P,0,0,0,0,0,0,0,0,0,0,0,0
KIR2DL3,0,0,0,0,0,0,0,0,0,0,0,0
ENPP7P14,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA6L1,15,12,15,16,20,23,31,16,0,11,0,14
LOC100419762,0,0,0,0,0,0,0,0,0,0,0,0
H3C8,3344,4608,3381,4435,3312,2921,2820,3938,2631,2438,2502,2091
LILRB5,0,0,0,0,1,0,0,0,0,0,0,0
PTPRK,4,9,7,25,16,11,18,15,1,23,12,12
LILRA2,0,0,0,0,1,0,0,0,0,0,0,0
RPS9,5075,7508,5411,7968,6431,5424,5528,7740,4861,5564,6022,4901
ZFP91P1,1,1,1,2,0,0,0,1,1,0,2,0
RN7SL2,798548,1138620,852856,1087894,902416,738857,954553,1314559,900709,888954,843923,807559
LOC105370532,4,15,1,6,3,6,9,20,14,6,5,3
LINC01138,6,6,6,10,14,4,6,6,5,6,6,2
FAM27E3,33,54,27,58,43,43,68,71,63,61,71,59
MIR6813,0,0,0,0,0,0,0,0,0,0,0,0
KIR3DL1,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA6L10,0,0,0,0,0,0,0,0,0,0,0,0
FAM230J,11,17,5,9,11,5,19,32,16,11,12,9
SYNRG,0,0,0,2,0,1,0,0,1,2,0,1
INO80B-WBP1,0,68,29,0,0,0,0,9,0,0,0,0
MIR4727,0,0,0,0,0,0,0,0,0,0,0,0
MIR6507,0,0,0,0,0,0,0,0,0,0,0,0
TMPRSS11E,0,0,0,0,0,0,0,0,0,0,1,0
MIR6514,0,0,0,0,0,0,0,0,0,0,0,0
CASTOR2,2,7,4,4,5,4,0,7,3,5,4,6
MASCRNA,0,0,0,0,0,0,0,0,0,0,0,0
PUF60,514,930,573,1108,914,774,431,673,353,493,530,425
LAIR2,0,0,0,0,0,0,0,0,0,0,0,0
PRIMA1,0,0,0,0,0,0,0,1,0,0,0,0
SNORD1C,34,25,4,19,12,13,9,21,14,24,29,7
RNA5SP535,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL787P,0,0,0,0,0,0,0,0,0,0,0,0
OR4M2,0,0,0,0,0,0,0,0,0,0,0,0
KIR2DL3,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPCL2,0,0,0,0,0,0,0,0,0,0,0,0
LAIR1,17,6,16,27,0,8,12,11,0,4,0,0
MIR6777,0,0,0,0,0,0,0,0,0,0,0,0
LILRA5,0,0,0,2,0,0,1,0,0,0,0,1
MIR6081,0,0,0,0,0,0,0,0,0,0,0,0
TSEN34,150,185,170,191,196,162,154,222,145,130,162,147
CEACAM4,0,0,0,0,0,0,0,0,0,0,0,0
LOC392145,0,0,0,0,0,0,0,0,0,0,0,0
MIR6774,0,0,0,0,0,0,0,0,0,0,0,0
MYOM2,2,17,14,14,9,3,18,21,7,7,9,10
KIR2DL5A,0,0,0,0,0,0,0,0,0,0,0,0
RILP,360,496,395,631,521,454,587,748,475,580,636,577
LILRA6,0,3,0,0,0,0,0,5,0,0,1,0
DLGAP2,0,0,0,0,0,0,0,2,0,0,0,0
GOLGA6L4,0,4,0,0,0,0,0,0,6,4,0,0
RN7SL585P,0,0,0,0,0,0,0,0,0,0,0,0
MIR8071-1,0,0,0,0,0,0,0,0,0,0,0,0
NLRP7,0,0,0,0,0,0,0,0,0,1,0,0
CNOT3,14,27,10,32,33,30,15,57,17,18,81,26
NATD1,40,45,51,98,77,77,150,178,120,391,442,398
H2AB1,0,0,1,0,0,1,0,0,0,0,0,0
LILRA4,3,1,2,3,4,8,3,6,1,1,0,2
KIR2DL4,0,0,0,0,0,0,0,0,0,0,0,0
ZNF705G,0,0,0,0,0,0,0,0,0,0,0,0
FAM197Y4,0,0,0,0,0,0,0,0,0,0,0,0
MAPK15,8,7,10,30,29,19,8,9,5,6,10,4
ANTXRL,0,0,0,0,0,0,0,3,0,1,4,1
SOCS7,272,347,238,330,247,239,269,328,213,219,244,170
LOC100419839,0,0,0,0,0,0,0,0,0,0,0,0
CCL3,0,0,0,1,1,0,0,0,0,0,0,0
RNA5SP414,0,0,0,0,0,0,0,0,0,0,0,0
SOCS7,32,69,41,40,28,35,36,45,29,13,14,20
KIR2DL4,0,0,0,0,0,0,0,0,0,0,0,0
CCL5,48,66,36,62,42,57,60,81,40,59,50,25
PRSS1,0,0,0,0,0,0,0,0,0,0,0,0
GGTLC3,0,0,0,0,0,0,0,0,0,0,0,0
LOC283683,4,8,2,3,3,1,6,1,1,3,7,3
KIR3DL3,0,0,0,0,0,0,0,0,0,0,0,0
MIR6728,1,0,0,0,0,0,0,0,0,0,0,0
MIR7702,0,0,0,0,0,0,0,0,0,0,0,0
SNORA73A,21109,28605,15998,27095,20165,16503,21756,33115,21012,24798,28897,16561
ATP9B,0,0,0,0,0,0,3,0,0,0,0,0
GAGE13,0,0,0,0,0,0,0,0,0,0,0,0
CBSL,166,262,115,362,297,217,204,139,50,185,127,114
MIR6069,0,0,0,0,0,0,0,0,0,0,0,0
ADRA2B,0,0,0,0,1,0,1,2,0,0,1,0
SCRIB,277,539,366,433,578,525,311,466,299,209,304,283
H2BC6,1449,2317,1573,2722,2079,1677,1343,2152,1392,1542,1829,1422
MIR6864,0,0,0,0,0,0,0,0,0,0,0,0
LENG8,261,328,251,364,280,215,628,898,564,291,289,273
MIR5088,0,0,0,0,0,0,0,0,0,0,0,0
RPS2P49,0,0,3,6,1,3,8,3,5,3,7,1
SNORA71E,9,18,10,17,11,5,12,33,10,20,30,17
LILRB5,0,0,0,0,2,0,0,0,0,0,0,0
MIR6749,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP73,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA6L9,295,345,253,371,240,229,608,827,454,487,432,291
KIR2DS4,0,0,0,0,0,0,0,0,0,0,0,0
TAS2R7,0,0,0,0,0,0,0,0,0,0,0,0
LRRC37A2,0,0,36,0,0,0,6,0,5,0,0,0
LOC102724219,340,473,318,327,248,281,114,112,161,138,73,90
CDIP1,29,0,28,27,56,49,20,5,52,33,31,55
