gene_name,Wild-type_rep1,Wild-type_rep2,Wild-type_rep3,ATF7IP_KO_rep1,ATF7IP_KO_rep2,ATF7IP_KO_rep3,SETDB1_KO_rep1,SETDB1_KO_rep2,SETDB1_KO_rep3
LINC01932,0,0,2,0,0,0,1,0,0
RAD21-AS1,44,67,49,44,77,40,65,75,54
LINC01298,0,0,0,0,0,0,0,0,0
LOC105379374,1,2,6,3,10,2,7,4,5
TRNP1,63,80,73,73,91,58,39,81,54
LOC100507464,0,0,0,0,0,0,0,0,0
LINC00534,1,0,2,0,1,1,0,1,0
LOC105379391,0,1,1,0,2,0,1,0,1
LOC105379194,1,8,7,6,4,6,12,9,6
EVX1-AS,0,0,0,0,0,0,0,0,0
LOC101929897,9,19,11,17,12,1,12,9,7
LINC02159,2,0,3,1,0,0,0,3,2
LINC01942,2,0,0,3,2,2,1,0,1
NCRNA00250,0,1,1,0,0,1,2,2,1
LINC02237,0,0,0,0,0,0,0,0,0
PCAT1,5,6,10,5,9,5,8,6,11
LOC101929217,1,2,0,0,0,0,0,0,0
SMIM18,1,4,8,8,7,2,2,8,9
LOC101927908,0,0,0,0,0,0,0,0,0
LOC105375747,0,0,0,0,0,0,0,0,0
PCDHGA5,7,12,23,12,9,8,16,16,12
LINC02099,16,9,18,11,21,8,20,22,13
NACA2,0,1,0,0,0,0,0,0,0
LOC105375744,0,1,0,0,1,0,1,0,3
HPYR1,0,0,0,0,0,0,0,0,0
MIR146A,0,0,0,0,0,0,0,0,0
LOC105375750,0,0,0,0,0,0,0,0,0
PCDHGA7,0,0,0,0,1,0,2,1,0
SDR16C6P,1,0,1,0,2,0,0,2,3
CA3-AS1,0,0,0,0,0,0,0,0,0
LOC101929341,0,0,0,0,0,0,0,0,0
LOC102724623,10,10,5,13,8,2,2,8,2
NKX2-1-AS1,0,0,0,0,0,0,0,0,1
LOC105375700,3,6,1,5,3,0,0,4,3
LOC105377716,0,0,0,0,0,0,0,1,0
LOC101927822,0,0,0,0,0,0,0,0,0
LINC01300,0,0,0,0,0,0,0,0,0
SLC10A5,25,48,43,30,77,33,62,70,42
LOC101929268,1,1,1,1,0,0,1,1,1
LOC286177,4,2,1,2,1,1,4,4,3
GRPEL2-AS1,1,6,2,2,5,1,4,2,1
EIF5AL1,11,17,6,10,18,12,4,13,2
LOC107986898,3,3,3,0,3,1,2,3,0
LOC102724710,0,0,0,0,0,0,0,0,0
LINCR-0001,0,0,0,0,0,0,0,0,0
LOC101929315,0,0,0,0,0,0,0,0,0
LOC105375680,0,0,0,0,0,0,0,0,0
CTD-2270F17.1,4,1,3,5,3,0,0,6,3
LINC01592,0,0,0,0,0,0,0,0,0
ZFHX4-AS1,0,0,0,0,0,0,0,0,0
LOC401472,52,58,67,56,79,30,38,73,48
LOC105375679,3,2,0,2,2,2,3,3,2
LINC01484,35,33,49,26,55,30,21,27,24
KBTBD11-OT1,0,0,0,0,0,0,0,0,0
ALG11,265,351,267,272,338,176,293,369,249
MINCR,94,116,89,107,107,47,121,138,57
ATXN7L3B,659,937,823,761,938,404,976,995,643
LOC101926908,0,0,0,0,1,0,0,1,0
PRKDC,25813,37644,33392,25127,41875,16671,32418,41876,26235
PCDHGA6,13,10,19,14,12,8,18,26,12
LZTS1-AS1,0,0,0,0,0,0,0,0,0
LINC01289,9,8,6,6,8,3,3,9,4
OTUD6B-AS1,383,514,618,341,498,237,521,520,442
LOC100288181,63,86,80,66,67,24,61,83,58
PCDHGA8,13,16,17,13,19,12,15,21,7
C8orf37-AS1,2,1,1,0,1,2,0,0,0
LINC02219,0,0,0,1,1,0,2,4,3
UTP14C,367,536,455,372,596,311,473,562,431
LINC01030,0,0,0,1,0,1,0,0,1
LINC01151,1,0,1,1,2,0,2,2,0
ETV3L,0,0,0,0,0,0,0,0,0
LOC100507156,20,28,18,12,24,13,22,32,23
PCDHGA10,8,9,9,8,12,9,16,8,11
LOC105375645,2,5,2,0,2,0,5,0,3
FER1L6-AS2,0,0,0,0,0,0,0,0,0
LOC101929488,1,1,1,0,1,2,1,1,0
PCDHGA11,0,0,2,1,3,0,5,3,3
LINC01608,0,3,4,3,1,1,0,2,2
LOC154761,12,24,22,9,22,5,9,11,11
LOC102724612,1,1,1,2,1,1,1,2,0
LINC01419,1,3,0,12,51,23,18,65,71
PCDHGB2,2,1,1,3,0,3,4,4,1
LOC105375666,23,23,21,19,26,13,32,27,17
PCDHGB4,0,0,0,0,0,0,0,0,0
LOC285593,0,0,0,0,0,0,1,0,0
CLDN23,21,34,29,22,30,10,31,39,18
LOC101926892,20,25,25,18,34,15,15,23,14
CTB-178M22.2,1,1,2,2,2,2,2,4,0
LOC101927752,29,28,26,24,40,10,21,30,16
LOC105375903,0,1,0,0,3,0,2,2,1
LOC102723885,6,16,14,13,13,7,4,16,11
ZNF260,581,767,847,870,1348,634,1447,1188,1034
LINC00051,11,7,14,7,8,7,9,16,10
LOC105375787,1,2,1,2,2,0,1,0,1
INTS9-AS1,3,3,1,10,2,0,0,0,1
LOC101927392,0,0,0,0,0,0,0,0,0
NRG1-IT3,0,0,0,0,0,0,0,0,0
LOC100507071,9,2,5,1,8,4,5,10,1
LINC01299,29,28,51,22,34,14,16,27,20
LINC01591,0,0,0,0,0,0,0,0,0
LYN,487,680,667,500,873,368,605,894,526
PINX1,146,205,247,87,137,62,206,156,93
LOC401463,0,0,0,0,0,0,0,0,0
RBPMS-AS1,4,6,10,4,9,2,5,4,2
PCDHGB7,2,0,0,3,4,0,2,2,0
LOC105375929,1,0,0,1,1,0,1,1,1
LINC01947,0,0,0,26,6,10,12,24,19
LOC286178,6,8,15,3,10,4,7,2,4
NPIPB11,10,13,7,8,15,20,14,7,15
PCDHGB1,0,0,2,3,2,0,0,0,3
LINC01933,22,16,23,22,23,13,18,28,16
LOC105375624,22,39,37,34,42,21,33,34,31
LINC02365,0,0,1,1,0,0,0,1,0
LOC157273,9,15,14,9,22,9,8,14,18
PCDHGA3,0,0,0,0,1,0,0,0,0
LOC101929415,19,45,32,25,51,13,28,48,29
PKIA-AS1,0,0,0,0,0,0,0,0,0
LOC101927513,0,0,0,0,0,0,0,0,0
LINC01111,0,1,1,1,0,0,0,0,0
LOC101927815,0,0,1,25,0,5,0,1,0
MIR151A,0,0,1,1,0,1,0,2,0
NDST1-AS1,1,0,1,0,2,1,0,2,1
LOC101929172,0,0,0,0,0,0,0,0,0
MAFA-AS1,3,5,0,7,7,2,7,4,5
SNORD87,0,0,0,0,0,0,0,0,0
LINC01288,0,0,0,0,0,0,0,0,0
MIR2052HG,6,12,11,10,10,7,6,8,5
LOC105375843,0,0,0,0,0,0,0,0,0
LOC101929719,38,29,41,27,44,21,38,27,28
HOXA-AS3,6,14,6,14,14,7,25,27,11
MIR124-2HG,0,0,0,0,0,0,0,0,0
RHPN1-AS1,15,32,25,23,32,7,17,28,9
LOC101927141,0,0,0,0,0,0,0,0,0
LRRC24,1,2,1,0,2,1,2,4,3
CHKB-CPT1B,46,54,31,27,68,38,43,60,61
SIGLEC14,0,1,1,0,2,0,2,1,0
LOC105369486,5,6,8,12,4,3,10,13,8
SPON1-AS1,2,1,3,0,1,0,0,4,2
LOC101928812,0,0,0,0,0,0,0,0,0
LOC101928132,0,0,0,0,0,0,0,0,0
PBOV1,1,2,3,1,5,2,4,1,6
HSPB2,0,0,0,0,0,0,0,0,0
NAV2-AS2,2,6,3,3,8,4,0,0,4
OR4D10,0,0,0,0,0,0,0,0,0
AP5B1,365,417,333,373,563,234,335,558,314
LOC105376114,4,9,10,6,18,8,10,16,5
LOC100506082,0,0,0,0,0,0,0,0,0
LOC105376554,8,25,15,10,18,9,14,16,13
LOC105376609,0,0,0,0,0,0,0,0,0
CHMP4A,235,293,354,202,270,126,258,286,244
FBXO3-AS1,0,0,0,0,0,0,0,1,1
LOC105376633,0,1,0,0,1,0,1,0,1
LOC100507384,10,16,10,9,23,8,17,22,8
SIGLEC12,0,0,0,0,0,0,0,0,0
FLJ20021,6,16,10,7,13,5,17,10,6
PABPC4L,41,57,60,118,90,60,131,92,127
OMP,0,0,0,0,0,0,0,0,0
BBOX1-AS1,14,6,12,2,22,5,12,9,13
LOC105369520,13,17,13,11,17,6,13,25,16
LINC01493,0,0,0,2,5,1,2,0,1
LOC105369473,0,0,0,0,0,0,0,0,0
LOC100506675,13,19,11,20,16,12,15,15,13
MAGEL2,0,0,0,0,0,0,0,0,0
LOC101929517,0,0,0,0,0,0,1,0,0
LOC105376594,0,0,0,0,0,0,0,0,0
CSNK2A3,0,4,0,0,0,0,0,2,0
LOC101929427,0,1,0,0,0,0,0,0,0
LOC728975,27,27,34,19,17,6,23,30,14
NAV2-AS4,0,0,0,0,0,0,0,0,0
SMG1P6,12,40,33,49,57,28,42,37,38
ARMS2,1,2,0,1,3,1,0,2,2
INS,0,0,0,0,0,0,0,0,0
MTCYBP41,0,0,0,0,0,0,0,0,0
LOC221122,0,0,0,0,0,0,0,0,0
RTL1,0,0,0,0,0,0,0,0,0
OR8J2,0,0,0,0,0,0,0,0,0
LOC105376557,41,54,59,62,152,47,97,110,73
STT3A-AS1,9,9,7,9,11,4,7,8,9
FPGT,305,455,353,397,542,243,404,387,330
LINC02235,1,0,0,0,1,0,0,0,0
LOC102724957,1,0,0,0,0,0,1,0,0
SENCR,0,0,0,0,0,0,0,0,0
IGLL5,0,0,0,0,0,0,0,0,0
LOC101927702,7,13,15,11,12,6,8,10,8
MEX3A,124,182,186,76,154,55,113,114,70
OR10G4,0,0,0,0,0,0,0,0,0
EEF1G,17020,24473,23951,17658,29800,13282,24205,27599,19888
CKLF-CMTM1,7,6,10,11,11,6,7,15,10
SYS1-DBNDD2,4,3,6,1,5,0,14,4,3
LOC101928535,1,3,3,1,3,2,1,2,2
LOC340357,0,0,0,0,0,0,0,0,0
LOC105376599,0,0,0,0,0,0,0,0,0
SLC22A18AS,0,5,2,4,3,2,8,0,3
OR5M10,0,0,0,0,0,0,0,0,0
GVINP1,2,4,12,8,7,2,9,12,7
LOC101929269,0,0,0,0,0,0,0,0,0
NPIPA2,1,0,0,0,1,0,0,1,0
LOC102724301,0,0,0,0,1,0,0,1,1
MPV17L2,217,281,270,192,275,120,181,273,150
TMEM9B-AS1,19,33,31,26,42,27,56,42,32
LOC105376671,8,5,10,8,11,7,6,9,9
ATP6V1G2-DDX39B,0,0,0,0,1,0,0,0,0
LOC100499484,69,80,74,66,93,43,118,93,55
PKNOX2-AS1,0,0,0,0,0,0,0,0,0
LOC100505622,0,0,0,0,0,0,0,0,0
BORCS8,160,205,195,143,197,83,153,203,121
SCARNA9,379,564,499,403,828,420,574,875,602
LOC392196,0,0,0,0,0,0,0,0,0
LINC00678,18,20,11,11,13,8,15,7,11
LOC283299,0,2,4,2,4,0,1,3,3
INMT-MINDY4,3,10,13,0,7,2,0,5,0
KIRREL3-AS2,0,0,0,0,3,0,0,0,1
LOC101928823,5,6,15,4,7,4,11,7,6
LOC105375800,16,27,15,26,19,18,10,17,18
DPP3,401,466,435,404,546,246,316,518,397
STX16-NPEPL1,22,16,18,16,46,20,12,32,16
ANKHD1-EIF4EBP3,251,510,613,254,544,165,355,469,394
KRTAP5-9,1,0,1,0,0,1,0,0,0
BRK1,624,799,732,398,688,298,636,687,464
LINC02324,22,20,34,30,37,24,23,37,20
UBTFL1,0,0,0,0,0,0,0,0,0
OR5M1,0,0,0,0,0,0,0,0,0
LOC100499484-C9ORF174,48,70,55,52,65,43,48,88,59
LOC441601,0,0,0,0,0,0,0,0,0
NAV2-AS5,1,2,1,2,5,0,0,0,0
SAA2-SAA4,0,0,0,0,0,0,0,0,0
PIGY,0,0,0,0,0,0,0,0,0
ZFP91,20,37,85,34,41,11,0,23,15
GRM5-AS1,0,0,0,0,0,0,0,0,0
LOC101928896,10,9,22,7,14,10,12,11,15
LOC101929473,13,22,17,17,24,12,15,23,11
OR1D4,0,0,0,0,0,0,0,0,0
LOC101928837,6,6,9,6,10,3,7,8,2
ZNF286A,1,10,6,3,4,0,0,4,4
CHMP1B,1219,1748,1733,1039,1474,523,1080,1276,1008
LOC105376606,0,0,0,0,0,0,0,1,1
OVOL1-AS1,0,0,0,0,0,0,0,0,0
STX17-AS1,5,10,11,9,14,8,16,14,6
EID3,103,99,102,103,150,84,85,142,117
MSH5-SAPCD1,0,0,0,0.00E+00,0,0,0.00E+00,0,0
TOLLIP-AS1,1,2,3,4,1,1,8,2,2
HTD2,82,139,69,83,155,59,121,135,93
LINC01499,5,4,4,0,8,1,1,0,4
LOC103312105,0,0,0,2,0,0,0,0,0
LOC101928944,0,0,0,0,0,0,0,0,0
CCDC166,0,0,0,0,2,1,0,1,0
LOC105369423,0,0,0,0,0,0,1,0,0
PDXDC2P,72,61,74,28,67,32,42,49,43
SNHG9,62,79,34,53,77,34,44,95,34
PGAM1P8,10,13,12,13,19,8,17,12,19
LOC105376617,0,3,2,3,4,4,0,2,1
OR7E2P,2,0,1,1,3,2,0,1,0
CARD17,0,0,0,0,0,0,0,0,0
OR5M11,0,0,0,0,0,0,0,0,0
LOC283194,0,0,0,0,0,0,0,0,0
FXYD6-FXYD2,0,0,0,0,0,0,0,0,0
MIR100HG,180,247,279,199,338,187,273,251,214
PRR23D1,0,0,0,0,0,0,0,0,0
LOC646522,0,0,0,0,0,0,0,0,0
LOC399886,2,6,10,1,14,5,4,5,5
TMPRSS4-AS1,2,0,2,0,1,0,1,1,3
ABCC6P2,0,0,2,0,0,0,0,0,0
WTAPP1,2,1,0,0,1,0,1,0,1
LOC171391,42,57,60,35,49,17,46,51,50
OR8G5,0,0,0,0,0,1,0,0,1
EID1,2302,3274,3034,1785,2226,1111,1981,2465,1625
OR52B2,0,0,0,0,0,0,0,0,0
LOC101928894,0,0,2,1,2,0,1,4,2
LINC01495,0,0,0,0,0,0,0,0,0
SOGA3,12,13,6,11,15,4,7,16,6
LOC102723330,0,0,0,0,0,0,0,0,0
LOC101928424,2,1,2,4,1,1,6,0,1
NDUFB8,4,13,9,20,11,12,30,16,12
NOX5,24,35,27,24,27,12,23,28,34
CCDC179,0,0,0,0,0,0,0,0,1
SMILR,0,0,0,0,0,0,0,0,0
LOC101927708,5,1,1,4,7,3,1,6,3
TAS2R43,0,0,0,0,0,0,0,0,0
PRR23D2,0,0,0,0,0,0,0,0,0
C8orf49,8,10,10,8,15,4,9,11,8
HCAR3,0,0,0,0,0,0,0,0,0
TBX5-AS1,0,0,0,0,0,0,0,0,0
PCDHA3,0,0,0,0,0,0,0,0,0
CASC23,0,0,0,0,1,0,0,0,0
EBLN2,48,85,77,70,84,26,69,103,61
LOC100132078,5,5,4,2,2,1,3,4,2
LOC101927120,0,0,0,0,0,0,0,0,0
LOC101929089,3,4,3,3,4,0,2,0,0
LOC100129083,0,0,0,0,0,0,1,1,0
LOC103611081,41,50,45,36,54,32,61,42,42
LOC102724064,27,35,34,24,51,16,21,24,25
LOC101929549,5,4,7,2,2,2,4,2,0
LOC101928008,2,8,4,6,3,3,4,7,7
LOC102723838,0,0,0,0,0,0,0,0,0
LOC387810,0,0,0,0,0,0,0,0,0
LINC00681,0,0,0,0,0,0,0,0,0
CARD18,0,0,0,0,0,0,0,0,0
LOC101928069,30,30,22,34,42,11,28,38,30
LOC100507144,0,1,1,0,0,0,0,0,0
NPIPB8,0,0,0,0,0,0,0,1,0
NEDD8-MDP1,0,0,9,6,0,2,0,2,2
POLR2M,932,1344,1162,1091,1308,675,1382,1497,932
LOC403312,54,45,68,53,92,39,51,66,50
OR10V2P,1,1,0,0,3,1,0,1,0
LOC100507521,1,2,2,1,3,1,1,4,0
ZNF252P-AS1,12,11,10,18,14,7,17,19,16
FDXACB1,49,64,54,75,97,19,42,72,53
BRWD1-IT2,9,9,8,12,8,4,17,10,12
MIR9-3HG,4,2,4,1,2,1,2,0,4
OR10G2,0,0,0,0,0,0,0,0,0
RAB44,1,0,0,0,0,0,0,0,1
LOC101927531,0,0,0,0,0,0,0,0,0
PCDHB17P,0,0,0,0,0,0,0,0,0
LOC731157,5,7,3,2,3,7,2,7,8
FAM222A-AS1,7,8,7,5,8,6,9,4,6
RERG-AS1,0,1,5,1,2,0,0,3,1
LOC283440,0,5,1,1,0,1,0,0,3
TRIL,2,2,2,1,3,0,0,2,0
LINC02389,0,0,1,0,0,1,0,0,0
OR4D2,0,0,0,0,0,0,0,0,0
SNHG1,1600,2197,1824,1291,1698,854,3034,1839,1257
LINC01489,9,9,17,3,11,7,4,12,11
IFNG-AS1,5,9,1,5,4,0,5,6,3
AGAP2-AS1,105,124,114,104,119,62,64,129,94
LOC102723544,0,0,0,0,0,1,0,0,0
LINC02422,2,4,3,2,3,1,2,1,2
LINC01479,0,0,0,0,0,0,0,0,0
LOC440084,0,0,0,0,1,0,2,1,0
RMST,0,0,0,0,0,0,0,0,0
OR6J1,0,1,0,1,0,0,0,0,0
LOC105370016,0,0,0,0,0,0,0,0,0
KLRC4,2,3,3,1,13,8,0,8,4
MTRNR2L8,8,7,11,4,11,0,15,10,5
TIFAB,0,0,0,0,0,0,0,0,0
TAS2R20,7,11,7,7,16,7,10,13,7
TMEM5-AS1,1,1,1,0,0,0,0,0,2
PXN-AS1,65,67,57,62,67,19,84,73,25
DENND5B-AS1,7,5,8,13,8,6,8,13,8
LINC00346,144,207,176,109,152,93,188,162,114
LOC101928416,0,0,0,0,0,0,0,0,0
LOC105369438,0,0,0,0,0,0,0,0,0
LINC02421,1,0,2,2,2,1,1,2,3
CYP2A6,2,0,2,1,2,1,1,3,0
LOC102724265,1,1,2,5,4,0,1,2,8
MT1JP,0,0,0,0,0,0,0,0,0
LINC02411,0,0,0,0,0,0,0,0,0
CACNA1C-AS4,0,0,0,0,0,0,0,0,0
PAPPA-AS1,0,0,0,0,0,0,0,0,0
CTSO,0,0,0,0,0,0,0,0,0
MTRNR2L10,10,11,3,10,16,2,11,11,10
APOPT1,215,312,349,215,335,181,361,316,261
TRAPPC2B,86,121,104,85,136,81,102,136,101
DNAAF4,84,127,155,91,123,61,141,128,83
A2MP1,68,116,117,46,94,55,72,68,56
URB1-AS1,24,27,20,31,27,13,38,29,27
ZNF432,91,131,115,367,525,274,396,605,371
LOC101929584,0,0,0,0,0,0,0,0,0
SOX5-AS1,0,0,0,0,0,0,0,0,0
LINC01152,0,0,2,0,1,3,0,1,0
SMLR1,2,1,1,0,2,0,0,1,4
CCND2-AS1,0,0,0,0,0,0,0,0,0
TAS2R30,25,26,42,20,36,17,35,29,26
LINC00507,15,9,14,12,17,9,14,7,14
LOC101928940,13,16,9,6,14,8,6,12,7
MTRNR2L3,12,16,24,15,27,12,10,27,9
ZNF10,118,201,170,303,515,243,302,440,319
ZNF486,18,27,20,189,512,106,18,97,480
SMIM3,0,0,0,0,0,0,0,0,0
CACNA1C-IT2,0,0,0,0,0,0,0,0,0
LINC02425,0,0,0,0,0,0,0,0,0
HMBS,105,179,159,113,207,68,220,196,145
CACNA1C-AS2,6,8,5,5,8,3,4,3,8
LINC02398,1,6,3,6,1,4,1,5,2
ZNF225,89,109,126,189,234,121,178,233,169
LOC105369507,4,12,9,5,8,3,3,4,7
LOC101928441,0,0,0,0,0,0,0,0,0
ABCC6P1,1,1,1,1,0,0,0,0,0
LINC02359,0,0,0,0,0,0,0,0,0
BBS1,10,0,0,13,0,21,0,0,0
LINC02375,0,0,0,0,0,0,0,0,0
PPIAL4D,0,0,0,0,0,0,0,0,0
ASIC5,0,0,0,0,0,0,0,0,0
LOC102723895,3,2,7,2,4,4,1,3,2
TAS2R31,2,3,9,2,4,5,7,2,5
DND1,0,0,0,2,0,0,1,1,2
SALL3,0,0,0,0,0,0,0,0,0
MRGPRF-AS1,0,0,0,0,0,0,0,0,0
POLG2,278,393,386,430,646,361,364,534,435
SMIM10L1,178,234,201,160,194,96,236,189,134
LOC100506691,66,69,79,68,97,34,76,91,57
LINC02369,0,0,0,0,0,0,0,0,0
LINC01486,5,4,7,0,2,1,12,5,0
OR13A1,0,0,0,0,0,0,0,0,0
LINC02361,4,2,3,0,7,2,10,8,1
LOC101929384,0,0,0,0,0,0,0,0,0
SDHAF2,173,210,301,175,205,115,199,258,217
LOC374443,1,3,4,3,0,6,2,2,1
LINC02393,1,0,1,0,1,0,0,0,0
CYP2B7P,1,6,5,4,3,7,8,7,5
MTRNR2L1,0,2,1,0,5,1,1,3,2
ZBTB11-AS1,44,58,54,38,45,28,44,50,38
LINC00273,151,260,136,246,341,172,269,410,190
CRAT8,0,0,0,0,0,0,0,0,0
PSMA2,209,282,255,127,240,117,312,213,201
LINC02368,0,0,0,0,0,0,0,0,0
CLEC12B,0,0,0,0,0,0,0,0,0
LIMS1,1,5,1,2,1,3,1,4,1
ZNF350,34,56,49,140,150,88,210,221,155
LOC105369443,0,0,0,0,0,0,0,0,0
LOC105369332,7,5,3,7,11,7,4,5,6
TMEM132D-AS2,0,0,0,0,0,0,0,0,0
PGA5,1,2,1,0,1,0,0,1,1
LOC100996671,0,0,0,0,0,0,0,0,0
LOC101928943,9,8,12,3,13,3,12,11,7
LINC02423,0,0,0,0,0,0,0,0,0
PLBD1-AS1,0,0,0,0,0,0,0,0,0
STH,0,0,0,0,0,0,0,0,0
ZNF253,7,6,5,240,303,167,254,179,266
KLRF2,0,0,0,0,0,0,0,0,0
LOC100130111,0,3,3,2,5,0,0,3,1
LOC102724020,0,0,0,0,0,0,0,0,0
CAPNS2,2,0,0,0,0,0,2,3,1
VPS33A,0,0,0,0,0,0,0,0,11
SLC5A8,0,0,0,0,0,0,0,0,0
LOC105370024,0,1,2,0,0,0,2,2,0
LINC02366,0,0,0,0,0,0,0,0,0
MTRNR2L7,0,1,0,0,0,0,0,1,0
LOC105369340,27,37,29,38,35,16,17,22,30
FBXO10,1,1,4,0,2,2,0,0,0
LIMS1,10,12,10,10,11,5,6,10,5
KHDC1L,0,0,0,0,0,0,0,0,0
GPR142,0,0,0,0,0,0,0,0,0
HP,10,14,12,18,16,6,14,4,9
LINC02282,0,0,0,0,0,0,0,0,0
C11orf97,0,0,0,0,0,0,0,0,0
KCNK4-TEX40,1,2,4,1,0,0,1,0,0
LOC102724421,2,3,5,4,11,7,3,1,1
MIR200CHG,0,1,0,1,2,1,1,2,1
KIAA1147,269,423,371,402,479,184,427,457,271
LSM14A,557,717,627,496,526,213,649,665,603
NHLRC4,1,3,1,5,5,2,3,6,3
LOC105369739,2,2,3,1,3,1,0,1,2
OR11H12,0,0,0,0,0,0,0,0,0
CLLU1,18,21,25,8,23,16,11,25,15
TAS2R38,0,0,0,0,0,0,0,0,0
PGAM1P5,7,14,13,2,12,3,13,9,6
LOC105369738,2,6,6,2,3,1,2,7,4
TMPO-AS1,85,100,88,108,149,54,129,153,106
LOC100506606,2,4,2,3,2,9,2,4,6
MIR10A,1,1,2,4,4,3,4,7,3
LINC02293,0,0,0,0,0,0,0,0,0
GATC,782,988,1115,645,931,412,787,1016,632
LINC02407,0,0,0,0,0,1,0,0,0
MIR4496,4,1,0,2,2,0,2,0,0
DPCR1,0,0,0,0,1,0,0,1,0
LINC01619,7,4,6,6,12,3,3,6,7
LINC02388,5,8,19,9,12,6,6,12,6
MIR3179-1,1,3,0,0,0,0,0,1,0
ZNF271P,352,518,567,362,529,201,456,471,351
LOC100506551,24,24,33,12,35,11,26,28,21
LOC105369911,0,0,0,1,0,0,2,0,1
LOC101926933,10,16,9,13,25,4,23,11,14
ZBED6,1204,1597,1595,1121,1523,555,1179,1365,1002
MGAM,0,0,0,0,0,0,0,0,0
LOC283335,166,200,195,138,199,83,144,177,153
CRIP1,2,6,3,5,5,7,4,7,5
FNTB,176,232,233,157,248,81,155,199,158
MIR3179-2,0,0,0,0,0,0,0,0,0
LOC105369748,1,9,3,7,4,6,4,6,2
ZNF878,0,0,0,34,34,24,22,26,42
LOC102724663,7,11,12,7,18,9,11,16,15
HLA-DQA1,0,0,0,0,0,0,0,0,0
KRT73-AS1,12,14,13,8,16,5,8,7,8
LOC643711,0,4,7,3,3,5,4,4,6
LINC02297,1,0,0,0,0,0,0,0,0
LINC02402,1,0,1,2,1,1,1,1,1
SFTA3,0,0,0,0,0,0,0,0,0
LINC02403,0,0,0,0,0,0,0,0,0
OR7E47P,0,0,0,0,1,0,0,2,0
LOC100287944,6,4,2,3,3,0,4,4,3
LOC100652999,1,2,1,1,2,1,0,0,1
HLX-AS1,0,1,1,0,2,0,0,0,0
LINC01475,0,0,0,0,0,0,0,0,0
LINC00609,0,0,0,0,0,0,0,0,0
LOC101927318,2,0,1,3,2,1,4,2,2
ZNF625,8,12,16,7,8,4,8,12,6
GALNT4,64,34,10,45,66,60,113,74,52
LINC02356,0,2,0,2,4,2,3,2,2
OVCH1-AS1,7,7,7,7,5,4,15,6,8
MIR4307HG,10,12,13,8,11,9,6,10,6
PSMA3-AS1,376,525,535,377,646,288,537,616,443
KCCAT198,4,8,8,10,6,5,10,4,6
LOC100506125,1,3,0,1,4,2,2,5,3
KRT7-AS,52,60,68,52,81,34,90,69,63
LBX2-AS1,7,8,5,8,6,4,4,5,5
INAFM1,20,29,28,30,30,18,44,34,26
LOC100505978,0,0,0,1,0,0,0,0,0
LINC02399,0,0,0,0,1,0,0,0,0
CNPY2,1003,1336,1121,1041,1628,670,1177,1516,946
LINC01490,0,0,0,0,0,0,0,0,0
MGAM2,0,0,0,0,0,0,0,0,0
LINC02426,0,0,0,0,0,0,0,0,0
LINC02281,0,2,1,1,1,0,6,6,3
LINC02401,0,0,0,0,0,0,0,0,0
GPX5,0,0,0,0,0,0,0,0,0
LINC02395,2,0,1,7,7,1,3,8,4
GLYCAM1,0,0,0,0,0,0,0,0,0
LINC02400,0,0,0,0,0,0,0,0,0
LINC01481,14,29,10,28,18,12,30,23,18
LOC653786,5,6,11,0,0,8,12,0,6
LINC02294,0,0,0,0,0,0,0,0,0
CASC18,1,0,0,1,4,0,5,2,0
LOC101929058,0,0,0,0,0,0,0,0,0
LINC02404,0,0,0,0,2,1,1,0,0
LOC105369758,12,22,19,16,18,9,16,32,16
CUX1,1870,2543,2477,2647,4494,1881,3124,3307,3008
TEN1,90,150,154,106,118,84,102,141,97
P2RX5-TAX1BP3,61,68,96,55,128,41,53,82,37
LINC00935,0,0,0,2,1,0,0,1,1
LOC101928937,0,0,0,0,0,0,0,0,0
LOC105369779,53,65,49,45,61,26,51,55,39
BCDIN3D-AS1,35,42,40,28,40,26,38,41,36
OR9A4,0,0,0,0,0,0,0,0,0
MAP1LC3B2,2,7,12,4,13,5,4,9,4
LOC101928137,14,8,10,16,21,10,9,7,14
LOC613038,32,32,24,21,39,12,19,33,28
LINC02396,0,0,0,1,4,0,1,0,1
LOC101929162,12,14,19,23,26,7,9,32,15
LOC102724050,0,4,2,1,0,1,0,4,2
LOC388242,0,3,0,1,0,10,7,2,2
LOC105369736,0,0,0,2,0,0,1,0,1
LINC00485,4,8,4,5,4,1,6,5,7
LINC02412,0,0,0,0,1,0,0,0,0
LINC02424,0,0,0,0,0,0,0,0,0
PRSS58,0,0,0,0,0,0,0,0,0
CLEC5A,0,1,0,0,0,0,0,0,0
LOC100506869,0,1,2,0,5,0,1,0,1
LOC105369980,0,3,0,4,3,7,0,5,8
LOC101928731,10,4,10,8,14,3,11,7,10
LINC00592,2,3,3,9,5,2,1,1,6
CHURC1,710,951,944,541,864,367,992,861,661
LINC02410,0,0,0,0,0,0,0,0,0
VASH1-AS1,12,35,34,31,35,19,33,44,33
C17orf49,158,198,160,220,282,104,199,277,188
ITFG2-AS1,7,11,9,11,16,13,12,16,7
LOC101927267,12,14,12,7,8,4,22,15,11
LOC105369921,0,0,0,0,0,0,0,0,0
RTEL1,268,335,346,332,447,174,382,459,285
PPT2-EGFL8,0,0,4,16,0.00E+00,0,0.00E+00,0,2
LINC02318,4,6,6,3,6,2,2,6,5
