gene_name,WT1,WT2,WT3,KO2_ASH1L,KO1_ASH1L,KO4_ASH1L,KO3_ASH1L
NARS1P2,0,0,0,2,0,0,0
LOC100420944,0,0,0,0,0,0,0
LPGAT1P1,0,0,0,0,0,0,0
MTND1P5,0,0,0,0,0,0,0
UTP14C,1603,1899,1787,1824,2049,2913,1029
LINC01030,3,8,0,8,0,20,2
SIRLNT,11,10,12,3,372,667,8
LOC728587,0,0,0,0,0,0,0
MRPS36P3,0,0,0,0,0,0,0
IGLV1-41,0,0,0,0,0,0,1
MTND2P38,0,0,0,0,0,0,0
ETV3L,1,0,0,0,0,0,0
DSTNP3,1,2,0,1,0,2,0
LOC100507156,25,30,16,45,26,37,28
PCDHGA10,382,466,537,605,1197,2145,74
IGHVIII-47-1,0,0,0,0,0,0,0
FER1L6-AS2,2,0,3,4,0,8,2
LOC101929488,0,0,0,0,0,0,0
PCDHGA11,15,23,25,15,66,50,20
LINC01608,0,0,0,0,0,3,0
LOC154761,29,25,41,49,102,73,28
LOC100128833,0,0,0,0,0,0,0
LOC102724612,0,7,0,0,2,2,4
IGHVII-44-2,0,0,0,0,0,0,0
LINC01419,44,53,46,23,2,4,7
CDH12P4,0,0,0,0,0,0,0
PCDHGB2,41,76,66,102,50,160,16
MTCO1P49,0,0,0,0,0,0,0
MRPL49P2,0,0,0,0,0,0,0
IGLVIV-53,0,0,0,0,0,0,0
LOC100419977,0,0,0,0,0,0,0
KRT18P37,0,0,0,0,0,0,1
RPL21P59,0,0,0,0,0,0,0
VPS13B-DT,51,55,43,59,39,78,25
CCT3P1,0,0,0,0,0,0,0
PCDHGB4,1210,1282,1184,1594,1333,3479,313
LOC285593,0,0,0,0,2,0,0
IGHV3-22,0,0,0,0,0,0,0
CLDN23,92,67,61,167,81,150,35
LOC101926892,3,5,3,4,2,8,3
MTND2P7,0,0,0,0,0,0,0
MAL2-AS1,2,1,0,1,0,0,0
NRG1-IT1,0,0,0,0,0,0,0
MTCO2P4,0,0,0,0,0,0,0
CTB-178M22.2,0,0,6,0,2,0,1
ALG1L13P,38,72,79,28,11,55,31
LOC101927752,218,242,209,185,49,269,123
LOC105375903,0,0,0,0,2,2,3
IGHVIII-38-1,0,0,0,0,0,0,0
NDUFB9P3,0,0,0,0,0,0,0
RPL10P18,0,0,0,0,0,0,0
SRI-AS1,2,0,1,0,1,0,0
ZNF260,846,1178,795,1457,784,1397,620
LINC00051,0,0,0,0,0,0,0
IGKV2D-38,0,0,0,0,0,0,0
RPL10P8,1,0,0,1,0,0,0
MTND4LP26,0,0,0,0,0,0,0
ALG1L10P,5,0,2,2,0,2,3
IGHEP2,4,0,0,0,0,0,4
LOC105375787,0,0,0,0,0,0,0
BRIX1P1,0,0,0,0,0,0,0
IGLC4,0,0,0,0,0,0,0
IGLC5,0,0,0,0,0,0,0
LOC101927392,0,0,0,0,0,0,0
IGHV1-17,0,0,0,0,0,0,0
LOC100130177,0,0,0,0,0,0,0
NRG1-IT3,0,0,0,0,0,0,0
IGHVIII-67-4,0,0,0,0,0,0,0
IGHVIII-5-2,0,0,0,0,0,0,0
LOC105375851,0,0,0,0,0,0,0
IGHV3-71,0,0,0,0,0,0,0
LOC100507071,0,0,0,0,0,0,0
IGLVV-66,0,0,0,0,0,0,0
LOC100129367,0,0,0,0,0,0,0
IGLV3-7,0,0,0,0,0,0,0
LINC01299,6,7,1,3,1,8,6
LINC01591,0,0,0,0,0,0,0
LYN,5403,5923,5246,3866,781,5393,2169
MTND2P32,0,0,0,0,0,0,0
PINX1,1279,1465,1271,1205,1147,1329,1024
LINC02055,43,32,48,57,16,4,43
LOC401463,0,0,0,0,0,0,0
RBPMS-AS1,44,40,29,74,17,5,18
MTCYBP20,0,0,0,0,0,0,0
LINC02155,0,0,0,0,0,0,0
PCDHGB7,22,37,20,18,44,32,4
LINC02839,0,0,0,0,0,2,0
CD8B2,0,0,0,1,0,0,0
LINC01947,1,0,3,1,0,0,0
MTND6P3,0,1,0,0,1,1,0
LOC286178,0,0,0,0,0,0,0
HMGB1P46,0,4,4,7,0,0,1
PPIAP84,0,0,0,0,0,0,0
SEC16B,130,90,60,297,7,9,98
MTND6P20,0,0,0,0,0,0,0
LOC100288803,0,0,0,0,0,0,0
IGLVIV-65,0,0,0,0,0,0,0
PCAT2,47,37,36,1,0,0,1
RNU5A-3P,0,0,0,0,0,0,0
IGLVI-42,0,0,0,0,0,0,0
IGHV3-75,0,0,0,0,0,0,0
LOC100420845,0,0,0,0,0,0,0
RPL7AP33,0,0,0,0,0,2,0
NPIPB11,101,203,103,125,102,86,116
LINC01485,2,2,1,2,2,1,2
IGKV2D-18,0,0,0,0,0,0,0
PCDHGB1,139,128,119,110,111,329,16
LOC101927039,2,4,5,1,1,0,4
BTF3P1,0,0,0,0,0,0,0
LINC01933,13,14,8,9,5,8,1
IGHV3-42,0,0,0,0,0,0,0
FAM90A12P,0,0,0,0,0,0,5
LOC105375624,2,8,13,40,4,11,12
LINC02365,1,0,0,0,2,0,1
MTCO1P47,0,0,0,0,0,0,0
LOC105379301,0,0,0,0,0,0,0
PAICSP4,0,1,1,0,8,1,1
PCDHGA3,7,19,4,19,0,49,3
RPL7P20,0,0,2,0,0,0,0
NACAP10,0,0,0,0,0,0,0
LOC101929415,118,127,148,185,113,106,133
RPSAP71,0,0,0,0,1,0,0
IGKV3OR22-2,0,0,0,0,0,0,0
PKIA-AS1,0,3,0,4,1,0,0
LOC101927513,0,0,0,0,0,0,0
KRT8P3,2,6,2,3,1,1,3
IGHV3-29,0,0,0,0,0,0,0
LINC01944,0,0,0,0,0,0,0
LINC01111,0,0,0,0,1,0,0
SNRPCP17,0,0,0,0,0,0,0
MRPL57P7,0,0,0,0,0,0,0
TAGLN2P2,0,0,0,0,0,0,0
LOC101927815,0,0,0,0,0,0,0
MIR151A,0,0,0,0,0,0,0
IGHVII-60-1,0,0,0,0,0,0,0
NDST1-AS1,0,0,0,0,0,0,0
LOC101929172,0,0,0,0,0,0,0
CDH12P1,0,0,0,0,0,0,0
MAFA-AS1,0,3,0,0,0,0,4
SNORD87,0,0,0,0,0,0,0
MTND1P6,0,0,0,0,0,0,0
MIR2052HG,44,47,41,58,11,37,39
ARL2BPP5,0,0,0,0,0,0,0
IGLVI-68,0,0,0,0,0,0,0
LOC105375843,0,0,0,0,0,0,0
LOC101929719,51,52,53,81,77,110,63
HOXA-AS3,0,3,0,2,0,0,0
MIR124-2HG,0,0,0,0,0,0,0
TUBB8P5,0,0,0,0,0,0,0
MTND6P19,0,0,0,0,0,0,0
RHPN1-AS1,67,100,87,117,109,125,114
LOC100422267,0,0,0,0,0,0,0
LOC101927141,0,0,0,0,0,0,0
IGHV4-55,0,0,0,0,0,0,0
LOC100419574,0,2,0,0,0,0,0
LRRC24,62,106,97,83,36,101,65
OR10Y1P,0,0,0,0,2,0,0
PHBP17,0,0,0,0,0,0,0
OR4A1P,0,0,0,0,0,0,0
LOC100128210,0,0,0,0,0,0,0
CHKB-CPT1B,145,79,151,158,379,103,95
SIGLEC14,0,1,0,0,0,0,0
LOC100421094,0,0,0,0,0,0,0
LOC100421673,0,0,0,0,0,0,0
LINC02696,3,2,10,7,0,5,2
OR6M3P,0,0,0,0,0,0,0
LINC02683,2,0,0,0,0,0,0
PBOV1,1,8,1,7,0,0,1
HSPB2-C11orf52,31,0,44,3,9,14,0
LOC100130268,0,0,0,0,0,0,0
NAV2-AS2,0,0,0,0,1,1,0
PPIAP41,1,1,1,3,1,16,3
OR4A3P,0,0,0,0,0,0,0
OR4D10,0,0,0,0,0,0,0
LOC100133315,101,135,143,120,71,120,58
AP5B1,619,649,641,896,837,1182,592
LOC646112,0,0,0,1,0,0,0
OR4A49P,0,0,0,0,0,0,0
LOC105376114,84,78,94,134,110,151,84
OR2AT1P,0,0,0,0,0,0,0
LINC02749,0,2,0,1,0,0,0
LINC02547,79,78,73,25,12,47,32
MPPED2-AS1,0,0,0,0,0,0,0
OR5M7P,0,0,0,0,1,0,0
LOC100421023,0,0,0,0,0,0,0
LOC112268018,0,0,0,0,0,0,0
CBX3P8,0,0,0,0,0,0,0
HMGB3P29,10,6,14,14,5,10,14
CHMP4A,1527,1992,1772,2441,922,2267,1247
FBXO3-DT,0,0,0,0,0,0,0
LINC02760,0,0,0,0,0,0,0
LOC100507384,0,2,0,0,1,0,0
SIGLEC12,0,0,0,0,0,0,0
OR8I4P,0,0,0,0,0,0,0
ENPP7P12,0,0,0,0,0,0,0
MRGPRX7P,0,0,0,0,0,0,0
FLJ20021,132,136,142,158,144,193,110
PABPC4L,2,6,3,7,172,106,209
MRGPRX6P,0,0,0,0,0,0,0
PCNAP4,0,0,0,2,3,0,0
MRGPRX13P,0,0,0,0,0,0,0
OMP,6,2,3,0,0,0,0
BBOX1-AS1,12,10,3,19,3,26,12
LINC01493,0,0,0,0,0,0,0
MTND2P26,0,1,0,0,0,0,0
UBTFL9,0,0,0,0,0,0,0
LINC02719,0,0,0,0,0,0,0
LOC100506675,0,0,0,0,0,0,0
MAGEL2,0,0,1,0,0,0,0
ETS1-AS1,0,0,0,0,0,0,0
EIF4A2P3,5,0,4,2,1,0,2
LINC02686,0,0,0,0,0,0,0
CSNK2A3,0,20,0,0,28,5,13
OR5M6P,0,0,0,0,0,0,0
LOC101929427,0,0,0,2,1,0,0
DNAJB6P1,0,0,0,0,0,0,0
LOC728975,108,123,131,125,154,172,106
NAV2-AS4,0,0,0,0,0,0,0
OR4R3P,0,0,0,0,0,0,0
LOC100420800,0,0,0,0,0,0,0
SMG1P6,110,97,133,103,96,138,124
ARMS2,0,0,2,0,0,0,0
OR4A18P,0,0,0,0,0,0,0
COX6CP5,0,0,0,0,0,0,0
OR8B10P,0,0,0,0,0,0,0
INS,0,0,0,0,0,0,0
MTCYBP41,0,0,0,0,0,0,0
LINC02685,0,0,0,1,0,0,0
RTL1,3,2,1,14,1,12,12
LINC02715,0,0,0,0,0,0,0
LOC100129607,0,0,0,0,0,0,0
LINC02682,0,0,0,0,0,0,0
OR4A11P,0,0,0,0,0,0,0
RASSF10-DT,4,5,4,11,0,0,1
LOC100420018,0,0,0,0,0,0,0
OR4A42P,0,0,0,0,0,0,0
PKD1P5,0,0,0,4,0,0,44
SNRPCP6,0,0,0,0,0,0,0
LOC100419092,0,0,0,0,0,0,0
FPGT,946,1158,1145,1225,662,1205,619
COPS8P3,0,0,0,0,0,0,2
DEFB131C,0,0,0,0,0,0,0
SENCR,15,7,8,1,7,13,8
LOC643709,0,0,0,0,0,0,0
IGLL5,0,0,0,0,0,0,0
OR7E154P,0,0,0,0,0,0,0
LOC101927702,4,0,3,11,0,0,0
MRGPRX10P,0,0,0,0,0,0,0
OR4A12P,0,0,0,0,0,0,0
OR7E10P,0,0,0,0,0,0,0
MEX3A,379,762,775,492,326,700,863
BRD9P1,0,0,0,0,0,0,0
OR10G4,0,0,0,0,0,0,0
MRGPRX11P,0,0,0,0,0,0,0
OR10V3P,0,0,0,0,0,0,0
LOC105376654,0,0,2,0,0,0,4
HNRNPCP8,0,1,0,0,0,0,0
TRIM64DP,0,0,0,0,0,0,0
NAP1L1P1,85,89,90,58,68,88,68
TRIM53CP,0,0,0,0,0,0,0
GLULP2,0,0,0,0,0,0,0
OR4A4P,0,0,0,0,0,0,0
OR4D7P,0,0,0,0,0,0,0
EEF1G,92100,104797,105403,104840,86094,107257,69163
LOC105375861,0,0,0,0,0,0,0
GVINP2,0,0,0,0,0,4,0
LOC100289518,15,20,5,26,13,23,14
LRRC6P1,0,0,0,0,0,0,0
CKLF-CMTM1,48,63,57,99,70,138,77
FDPSP4,2,0,1,0,0,0,1
OR5AP1P,0,0,0,0,0,0,0
SNRPCP14,0,0,0,0,0,0,0
SYS1-DBNDD2,94,32,88,145,121,126,139
OR10AK1P,0,0,0,0,0,0,0
LOC101928535,0,0,0,0,0,0,0
LOC340357,0,0,0,0,0,0,0
LMNTD2-AS1,15,5,19,6,13,20,9
OR9G2P,0,0,0,0,0,0,0
SLC22A18AS,146,160,163,213,13,47,99
KRT18P58,0,0,1,0,0,0,0
OR4A40P,0,0,0,0,0,0,0
OR5M10,0,0,0,0,0,0,0
LOC100287896,117,143,88,244,184,312,42
GVINP1,74,88,95,46,83,85,69
LOC101929269,0,0,0,2,0,4,0
OR4V1P,2,1,4,3,2,2,0
OR5BN1P,0,0,0,0,0,0,0
NPIPA2,21,0,0,0,0,0,0
LOC102724301,3,6,3,2,0,0,4
NDUFA3P2,0,0,0,0,0,0,0
MRGPRX12P,0,0,0,0,0,0,0
MPV17L2,1261,1312,1143,1005,1704,1794,1684
TMEM9B-AS1,8,50,55,121,74,34,54
LGR4-AS1,7,7,5,12,0,5,1
LOC100420020,0,0,0,0,0,0,0
ATP6V1G2-DDX39B,0,0,0,0,0,0,0
LINC02688,1,0,2,1,0,0,0
SUGT1P4-STRA6LP,109,136,152,197,298,145,79
LOC100422398,5,2,4,4,1,3,2
PKNOX2-AS1,0,0,0,0,0,0,0
LOC100505622,0,0,1,0,0,0,1
OR4A9P,0,0,0,0,0,0,0
MTCO3P15,0,0,0,0,0,0,0
BORCS8,653,739,689,721,644,766,456
SCARNA9,4,6,2,2,2,4,0
LOC392196,0,0,0,0,0,0,0
OR4C9P,0,0,0,0,0,0,0
LOC100420019,0,0,0,0,0,0,0
LINC02545,0,0,0,0,0,0,0
MTATP6P15,0,0,0,0,0,0,0
LINC00678,7,9,3,5,8,2,2
LOC100421985,0,0,0,0,0,0,0
LOC643381,0,0,1,0,0,0,0
OR4A19P,0,0,0,0,0,0,0
LINC02751,33,52,60,43,57,51,15
OR8K4P,0,0,0,0,0,0,0
OR7E158P,0,0,0,0,0,0,0
SLC2A13P1,0,0,0,0,0,0,0
INMT-MINDY4,0,0,11,4,0,0,0
KIRREL3-AS2,0,0,0,0,0,0,0
TUBB4BP4,0,0,0,0,0,0,0
C1DP5,0,0,0,0,0,0,0
LINC02763,0,0,0,0,0,0,0
DPP3,3376,3636,3516,3334,2622,4445,2833
TRIM77BP,0,0,0,0,0,0,0
STX16-NPEPL1,21,15,11,15,26,21,36
ANKHD1-EIF4EBP3,6021,6514,6061,7052,5953,7456,3823
KRTAP5-9,0,0,0,1,0,0,0
BRK1,6966,8161,7283,6088,5389,7703,3425
LINC02324,23,16,15,16,5,14,2
ELOCP22,0,0,0,0,0,0,0
UBTFL1,0,0,0,0,0,0,0
OR5M1,0,0,0,0,0,0,0
OR5D15P,0,0,0,0,0,0,0
LOC100129129,1,0,0,0,0,2,0
LOC441320,0,0,0,0,0,0,0
OR8B5P,0,0,0,0,0,0,0
SUGT1P4-STRA6LP-CCDC180,54,57,27,118,59,94,67
SEPTIN7P11,0,0,0,0,0,1,0
NAV2-AS5,0,0,0,0,0,0,0
HNRNPRP2,0,0,0,0,0,0,0
OR8X1P,0,0,0,0,0,0,0
LOC112268389,1,0,0,2,0,0,0
OR4A44P,0,0,0,0,0,0,0
MTND1P35,0,0,0,0,0,0,0
PDCL2P2,0,0,0,1,0,1,0
OSBPL9P3,0,0,0,0,0,0,0
SAA2-SAA4,1,0,0,10,6,0,0
PIGY,303,398,369,340,191,417,377
OR4X7P,0,0,0,0,0,0,0
OR4A6P,0,0,0,0,0,0,0
GRM5-AS1,0,0,0,0,0,0,0
OR5AK1P,0,0,0,0,0,0,0
LOC101928896,0,0,0,0,0,0,0
LOC100533706,0,0,0,0,0,0,0
LOC101929473,0,0,0,0,0,0,0
OR1D4,0,0,0,0,0,0,0
OR5B10P,0,0,0,0,0,0,0
LOC644335,0,0,0,0,0,0,0
LOC101928837,6,8,3,20,9,6,10
LOC100288097,0,0,0,0,0,0,0
CHMP1B,3344,3675,3833,3044,4122,3944,1887
SLC5A4P1,0,0,0,0,0,0,0
LINC02546,0,0,0,0,0,0,0
OVOL1-AS1,0,0,0,0,0,0,0
OR9L1P,0,0,0,0,0,0,0
LINC02721,0,0,0,0,0,0,0
OR5BN2P,0,0,0,0,0,0,0
EID3,68,88,60,83,11,62,35
GLYATL1B,0,0,0,0,0,0,0
MSH5-SAPCD1,150,272,140,323,145,272,225
TOLLIP-AS1,16,19,25,19,5,14,35
HTD2,640,737,630,868,623,997,504
RNY1P9,0,0,0,0,0,0,0
DEFB130C,0,0,0,0,0,0,0
LINC01499,2,0,0,0,2,0,0
OR5AM1P,0,0,0,0,0,0,0
LINC02759,0,0,0,0,0,0,0
MUC5B-AS1,0,0,0,0,0,0,0
LINC02720,0,0,0,0,0,0,0
LINC02711,0,0,0,0,0,0,0
PDXDC2P,49,63,60,79,11,75,34
GLYATL1P1,0,0,0,0,0,0,0
NANOGP8,0,0,0,0,0,0,2
OR4A17P,0,0,0,0,0,0,0
SNHG9,261,270,204,171,124,219,178
GTF2IP11,0,1,1,4,0,0,1
OR7E2P,0,0,0,0,0,0,0
MED28P5,0,0,0,0,0,0,0
LOC392187,0,0,0,0,0,0,0
OR5J7P,0,0,0,0,0,0,0
OR5BC1P,0,0,0,0,0,0,0
CARD17,0,0,0,0,0,0,0
OR5M11,0,0,0,0,0,0,0
OR8B6P,0,0,0,0,0,0,0
LOC105369362,1,10,4,0,4,0,0
RFPL4AP1,0,0,0,0,0,0,0
LOC283194,0,0,0,0,0,0,0
FXYD6-FXYD2,0,0,0,6,0,0,0
MIR100HG,745,674,608,202,545,677,268
PPP1R1AP1,0,0,0,0,0,0,0
LINC02743,0,4,1,0,0,0,0
ZNF123P,0,0,0,0,0,0,0
OR7E4P,0,0,0,0,0,0,0
ELOBP2,0,1,2,1,0,0,0
LINC02687,0,1,0,1,0,2,1
ABCC6P2,41,29,62,63,12,31,15
LOC100421558,0,0,0,0,0,0,0
WTAPP1,1,1,11,9,4,3,4
LOC171391,34,44,60,63,27,48,51
SNRPGP16,0,0,0,0,0,0,0
H3P34,0,0,0,0,0,0,0
OR4A41P,0,0,0,0,0,0,0
OR8G5,0,0,0,0,0,0,0
EID1,5473,6005,5142,6339,7391,10111,5304
OR4A46P,0,0,0,0,0,0,0
OR52B2,0,0,0,0,0,0,0
OR4C7P,0,0,0,0,0,0,0
LOC101928894,0,0,4,1,1,2,6
MTND6P25,0,0,0,0,0,0,0
ENPP7P8,0,0,0,0,0,0,0
LINC01495,0,0,0,0,0,0,0
LOC105369391,0,5,0,3,4,3,0
SOGA3,651,788,671,328,1169,573,499
LOC100420122,0,0,0,0,0,0,0
LINC02729,0,0,0,0,0,0,0
LOC101928424,2,11,4,8,5,2,5
OR8Q1P,0,0,0,0,0,0,0
NOX5,25,63,50,66,28,211,59
OR4A7P,0,0,0,0,0,0,0
MTCO1P15,0,0,0,0,0,0,0
PPP1R10P1,0,0,0,0,0,0,0
ASS1P13,0,0,0,0,0,0,0
CCDC179,0,0,0,0,0,0,0
LOC101927708,0,1,0,0,6,1,0
TAS2R43,1,2,0,2,0,0,0
PRR23D2,0,0,0,0,0,0,0
LOC100289416,0,0,0,0,0,0,0
LOC100422399,0,0,0,0,0,0,1
LINC02734,0,0,0,0,0,0,0
UBTFL10,0,0,0,0,0,0,0
OR5BR1P,0,0,0,0,0,0,0
RDXP1,0,0,1,0,0,0,0
HMGB3P25,0,0,0,0,0,0,0
OOSP4B,0,0,0,0,0,0,0
C8orf49,0,1,0,3,0,0,0
HCAR3,63,47,77,126,5,16,2
TBX5-AS1,0,0,0,0,0,0,0
PCDHA3,3,10,10,2,41,11,2
LINC02548,0,0,0,0,0,0,0
LOC100419761,0,0,0,0,0,0,0
OR10AF1P,0,0,0,0,0,0,0
MTCO2P15,0,0,0,0,0,0,0
CASC23,0,0,0,0,0,0,0
LOC105369519,0,0,0,0,0,0,0
EBLN2,49,43,37,60,35,48,28
MRGPRX9P,0,0,0,0,0,0,0
LOC100132078,0,1,0,0,3,0,0
OR5B19P,0,0,0,0,0,0,0
LINC02735,0,0,0,0,0,0,0
LOC101929089,4,1,5,4,1,1,3
LOC100421160,0,0,0,0,0,0,0
LOC401677,1,0,2,0,1,2,0
LOC107984367,0,0,0,0,0,0,0
ZDHHC20P3,0,0,0,0,0,0,0
OR5AL2P,0,0,0,0,0,0,0
LOC102724064,31,27,38,49,16,24,36
GAU1,0,0,0,5,0,0,0
LOC101928008,0,0,1,1,0,0,0
OR56A7P,0,0,0,0,0,0,0
LOC102723838,0,0,0,0,0,0,0
LINC02764,0,0,0,0,0,0,0
EIF4A2P5,0,0,0,0,0,1,0
LOC105375743,0,0,0,0,0,1,0
H3P33,0,0,0,0,0,0,0
LINC00681,0,0,0,0,0,0,0
LOC646801,0,0,0,0,0,0,0
CARD18,0,0,0,0,0,0,0
LINC02713,0,0,0,0,0,0,0
UVRAG-DT,5,0,1,3,0,0,1
TUT1,348,98,190,243,54,52,126
OR8A2P,0,0,0,0,0,0,0
LOC645397,0,0,0,0,0,0,0
LINC02684,0,0,0,0,0,0,1
OR4B2P,0,0,0,0,0,0,0
LOC101928069,76,71,76,107,49,108,70
LOC100507144,5,9,6,10,45,18,5
NPIPB8,0,9,0,0,0,0,0
NEDD8-MDP1,61,5,11,22,69,24,17
POLR2M,2129,2558,2371,2685,2321,3120,2119
NDUFS5P6,0,0,0,0,0,0,0
OR4A43P,0,0,0,0,0,0,0
MRGPRX5P,0,0,0,0,0,0,0
LOC403312,8,8,13,6,2,9,5
OR10V2P,0,0,0,0,0,0,0
LOC100130203,0,0,0,0,0,0,0
B3GAT1-DT,0,0,2,0,0,0,1
ENPP7P6,0,0,0,0,0,0,0
LINC02733,0,0,0,0,0,0,0
OR7E1P,0,0,0,0,0,0,0
ZNF252P-AS1,18,7,8,9,10,11,3
FDXACB1,373,391,359,208,149,170,237
UNC93B6,0,0,0,0,0,0,0
LOC100420899,0,0,0,0,0,0,0
BRWD1-AS2,7,9,7,17,4,20,17
TRAV1-1,0,0,0,0,0,0,0
MIR9-3HG,0,0,0,0,1,0,0
OR10G2,0,0,0,0,0,0,0
LOC651337,2,1,0,1,6,0,0
RAB44,0,0,1,0,0,0,0
LOC101927531,0,0,0,0,2,0,0
PCDHB17P,0,0,0,2,1,0,1
LOC731157,4,5,4,0,8,5,3
FAM222A-AS1,52,55,78,37,39,58,61
LOC100420801,0,0,0,0,0,0,0
RERG-AS1,0,0,0,0,0,0,0
TRIL,0,2,2,0,14,6,0
LINC02389,0,0,0,0,1,0,0
OR4D2,0,0,0,0,0,0,0
SNHG1,8842,8551,8177,5605,6113,5620,5656
IFNG-AS1,1,0,0,0,0,1,0
AGAP2-AS1,616,643,582,558,884,658,687
LOC102723544,0,0,0,0,0,0,0
LOC100419932,9,12,22,16,13,22,9
LINC02422,0,0,0,0,2,0,0
LINC01479,7,7,7,2,0,6,0
LINC02747,44,57,26,177,4,70,35
RMST,3,0,0,3,0,0,0
OR6J1,0,0,0,0,0,0,0
LINC02439,0,0,0,0,0,0,0
KRT8P11,0,3,1,5,2,0,0
MTRNR2L8,764,560,603,391,616,603,701
TIFAB,0,0,0,0,0,0,0
LOC100419928,0,0,0,0,0,0,0
TAS2R20,9,12,0,4,2,0,2
RXYLT1-AS1,0,0,0,1,0,0,0
LOC100421201,0,0,0,0,0,0,0
KDM4F,0,0,0,0,0,0,0
DENND5B-AS1,0,3,3,1,0,1,0
LOC390251,0,0,0,0,0,0,0
PRECSIT,651,815,855,1044,1119,1551,448
RPL12P46,0,0,0,0,0,0,0
LOC101928416,0,0,0,0,0,0,0
CCND2-AS1,0,0,0,0,0,0,0
LOC121296,0,0,0,0,0,0,0
LOC105369438,1,1,0,3,0,2,0
LINC02421,6,6,0,1,0,3,4
CYP2A6,0,0,0,0,0,0,0
RAB11AP2,0,0,0,0,0,0,0
LOC102724265,0,0,0,0,0,0,0
NXPE2P1,0,0,0,0,0,0,0
MT1JP,16,19,13,7,17,15,22
TUBB4BP1,0,0,0,0,0,0,0
PSMC1P9,1,0,2,8,0,2,0
LOC390282,0,0,0,0,0,0,0
LOC107984450,1,0,0,2,0,0,0
TAS2R63P,0,0,2,0,0,0,0
LINC02411,0,0,0,0,0,0,0
CACNA1C-AS4,0,0,0,0,0,0,0
MRPL40P1,1,0,4,1,1,0,0
PAPPA-AS1,1,1,4,2,1,1,2
LOC100127954,0,0,0,0,0,1,0
CTSO,147,217,237,1044,280,464,304
MTRNR2L10,0,0,0,0,0,0,0
COA8,2061,2450,2171,1950,2097,2511,1383
TRAPPC2B,311,310,257,380,199,364,83
DNAAF4,132,163,163,143,179,224,118
A2MP1,0,0,0,0,0,0,0
ST13P9,0,0,0,0,0,0,0
URB1-AS1,89,102,106,140,98,99,111
PSMC6P2,0,0,0,0,0,0,0
FAM133GP,0,0,0,0,0,0,0
ZNF432,543,430,562,689,447,743,342
MTRF1LP1,0,0,0,0,0,0,0
LOC100131779,0,0,0,0,0,0,0
LINC02443,0,0,1,7,1,0,0
SOX5-AS1,0,0,0,0,0,0,0
LINC01152,6,2,10,4,26,13,7
ZKSCAN7P1,0,0,0,0,0,0,0
ITFG2-AS1,3,0,2,0,0,0,0
SMLR1,0,0,2,9,0,0,0
LINC02571,0,0,0,0,0,0,0
LINC02420,0,0,0,0,0,0,0
TAS2R30,3,4,5,4,0,0,0
LINC00507,25,35,47,18,15,47,17
LOC101928940,3,3,4,3,1,6,2
MTRNR2L3,0,0,0,0,0,0,0
ZNF10,323,390,246,455,274,342,238
ZNF486,6,13,12,2,12,9,5
LINC02387,1,1,1,1,0,0,0
SMIM3,7,16,4,45,137,101,89
SUPT16HP1,7,6,5,7,8,9,1
RPL7AP3,0,0,0,0,0,0,0
LOC100421658,0,0,0,0,0,0,0
CACNA1C-IT2,0,0,0,0,0,0,0
LINC02425,0,0,0,0,0,0,0
LINC02454,54,67,81,8,54,80,34
CACNA1C-AS2,0,0,0,1,1,0,1
OSBPL9P5,0,0,0,0,0,0,0
LINC02398,0,0,0,0,0,0,0
LINC02617,201,168,160,169,191,142,82
ZNF225,295,248,207,257,203,340,157
LOC105369507,0,0,0,0,0,0,0
LOC101928441,0,0,0,0,0,0,0
NIFKP3,0,3,0,2,0,10,0
RPL41P2,12,5,12,15,0,0,3
ABCC6P1,31,12,51,204,3,13,44
NTAN1P3,0,0,0,0,0,0,0
RPL31P57,0,0,0,0,0,0,0
LINC02375,0,0,0,0,0,0,0
PPIAL4D,0,0,0,0,3,0,0
ASIC5,0,0,0,0,0,0,0
LOC100419700,0,0,0,0,0,0,0
LINC02552,2,7,6,2,6,4,0
TAS2R31,0,0,0,8,0,0,0
DNAJB6P5,0,0,0,0,0,0,0
LOC105369728,2,1,2,0,5,0,3
DND1,52,45,93,46,67,53,12
TRAV11,0,0,0,0,0,0,0
LOC100420983,0,0,0,0,0,0,0
MRGPRF-AS1,0,0,0,0,0,0,0
POLG2,971,1017,1241,1189,803,931,920
LOC100422382,0,1,6,0,0,3,0
SMIM10L1,982,970,866,863,695,1045,670
LINC02369,0,0,0,0,0,0,0
TRAV1-2,0,0,0,0,0,0,0
LINC01486,1,0,0,0,0,0,0
NANOGNBP2,0,0,0,0,0,0,0
OR13A1,7,5,5,17,2,28,3
LINC02361,15,33,19,37,25,29,15
SLC6A12-AS1,0,0,0,0,0,0,0
TRDV3,0,0,0,0,0,0,0
LOC374443,131,181,163,167,67,143,152
LINC02393,0,0,0,0,0,0,0
CYP2B7P,42,40,48,258,1,13,13
AK6P1,0,0,0,0,0,0,0
LOC100996333,1,0,4,0,2,5,7
MTRNR2L1,0,0,1,0,0,4,0
LOC100421202,0,0,0,0,0,0,0
ZBTB11-AS1,463,544,451,448,494,646,488
LINC00273,0,0,0,0,0,0,0
LINC02441,1,0,1,10,0,0,0
LOC100420583,0,0,0,0,0,0,0
LINC02368,0,0,0,0,0,0,0
CLEC12B,0,0,0,0,0,2,0
LIMS4,18,11,0,0,11,44,0
LOC100132172,0,0,0,0,0,0,0
ZNF350,465,366,420,325,316,514,166
