gene_name,A375_Control_1,A375_Control_2,A375_Control_3,A375_POLK_1,A375_POLK_2,A375_POLK_3
RNU4-60P,0,0,0,0,0,0
SNORA31B,0,0,0,0,0,0
RN7SKP289,0,0,0,0,0,0
RNU7-77P,0,0,0,0,0,0
RNA5SP415,0,0,0,0,0,0
RNU7-128P,0,0,0,0,0,0
RN7SKP57,0,0,1,0,0,0
RNA5SP437,0,0,0,0,0,0
RNU6-494P,0,0,0,0,0,0
RNU6-711P,0,0,0,0,0,0
RNU6-709P,0,0,0,0,0,0
RNU6-794P,0,0,0,0,0,0
RN7SKP295,0,0,0,0,0,0
RNU6-586P,0,0,0,0,0,0
RN7SKP92,0,0,0,0,0,0
RNA5SP169,0,0,0,0,0,0
RNU6-1116P,0,0,0,0,0,0
RNA5SP373,0,0,0,0,0,0
RNU4ATAC17P,0,0,0,0,0,0
RNA5SP106,0,0,0,0,0,0
RNU6-1174P,0,0,0,0,0,0
RNU1-104P,0,0,0,0,0,0
RNA5SP179,0,0,0,0,0,0
RNU2-19P,0,0,0,0,0,0
RNU7-161P,0,0,0,0,0,0
RNU2-60P,0,0,0,0,0,0
LINC01609,15,16,9,27,12,8
LOC100132280,0,0,0,0,0,0
RPL12P22,0,0,0,0,0,0
OC90,0,0,0,0,0,0
HNRNPA3P7,0,0,0,0,0,0
LOC100507403,0,0,0,0,1,0
IGKV2D-36,0,0,0,0,0,0
IGHV7-56,0,0,0,0,0,0
IGHV3-62,0,0,0,0,0,0
PSMC2P2,0,0,0,0,0,0
LINC00967,0,6,1,0,3,1
CIR1P1,0,0,0,0,0,0
LOC102467222,0,0,0,0,0,0
RGS21,0,0,0,0,0,0
IGHVII-28-1,0,0,0,0,0,0
IGLV3-17,0,0,0,0,0,0
RPL26P18,0,0,0,0,0,0
H2AZP7,0,0,0,1,0,0
PCDHGA12,156,196,166,422,299,313
LOC100420403,0,0,0,0,0,0
LOC101927798,0,0,0,0,0,0
LOC100286997,0,0,0,0,1,0
LOC100130612,0,0,0,0,0,0
LOC101926956,0,0,0,0,0,0
CALCP,0,0,0,0,0,0
HOXA10-AS,5,2,2,3,8,5
TRBV6-7,0,0,0,0,0,0
IGKV1D-32,0,0,0,0,0,0
LINC02153,0,0,0,0,0,0
GUSBP3,10,15,7,0,14,0
PSME2P5,0,0,0,0,0,0
LOC105375924,0,0,0,1,0,1
KRT18P41,0,0,0,0,0,0
LOC100288001,1,0,1,0,0,0
HIGD1AP6,0,0,0,0,0,0
MIR124-1HG,0,0,0,0,0,0
COX6CP8,0,0,0,0,0,0
IGLVI-70,0,0,0,0,0,0
MTND1P36,0,0,0,0,0,0
IGHV3-76,0,0,0,0,0,0
C8orf88,337,383,333,490,329,368
SHLD3,118,187,159,194,139,185
DLGAP2-AS1,0,0,0,0,0,0
CCDC71L,1052,1271,989,1529,1250,1377
LINC02209,0,0,0,0,0,0
LOC101929528,0,0,0,0,0,0
LOC100422614,1,0,0,0,0,1
MIOXP1,0,0,0,0,0,1
HOXA10,832,999,787,1250,1035,871
LOC101928093,0,0,0,0,0,0
LINC01845,0,0,0,0,0,0
LINC01606,0,0,0,0,0,0
STAU2-AS1,4,3,3,3,5,21
IGHVIII-82,0,0,0,0,0,0
TMEM200B,302,369,319,393,359,377
PCDHGB6,20,18,24,46,49,51
SERPINE3,0,3,2,2,3,2
IGHVIII-76-1,0,0,0,0,1,0
LINC01847,0,0,0,0,0,0
C1orf210,0,3,2,6,6,3
LINC00293,1,0,0,0,0,0
LINC01932,0,2,1,1,1,2
RAD21-AS1,8,17,7,14,18,16
SUMO2P19,1,0,0,0,0,1
LOC392266,0,1,0,0,1,0
IGHVII-22-1,0,0,0,0,0,0
COX6B1P6,0,0,0,0,0,0
LINC01298,0,0,0,0,0,0
TUG1,2363,2765,2344,3346,2543,2765
IGKV1D-22,0,0,0,0,0,0
IGHVIII-25-1,0,0,0,0,0,0
TRNP1,2702,3250,2678,3881,3061,3422
LOC100507464,0,0,0,0,0,0
RANP9,0,0,0,0,0,0
LINC00534,0,0,0,0,0,0
LOC105379391,0,0,0,0,0,0
LOC105379194,0,1,0,3,0,1
EVX1-AS,0,0,0,0,0,0
TRBV7-4,0,0,0,0,0,0
LINC01605,3,1,0,2,4,7
LINC02159,0,0,0,0,0,0
SNX18P27,0,0,0,0,0,0
LOC100533622,0,0,0,0,0,0
HSPA8P13,0,0,0,0,0,0
LINC01942,0,1,0,0,0,0
SRPK2P,0,0,5,0,0,1
NCRNA00250,0,1,0,0,3,1
LINC02237,0,0,0,0,0,0
RNU6-988P,0,0,0,0,0,0
PCAT1,3,15,20,12,6,8
IGLV3-6,0,0,0,0,0,0
IGLV2-28,0,0,0,0,0,0
LOC101929217,0,0,0,0,0,0
SMIM18,0,0,0,0,0,0
HMGB1P19,0,3,0,1,0,1
LOC101927908,0,0,0,0,0,0
LOC100420127,0,0,0,0,0,0
LINC01603,0,2,0,0,0,0
PCDHGA5,40,35,36,56,51,48
SINHCAFP3,0,0,0,0,0,1
LINC02099,3,2,6,2,1,5
IGHVII-30-1,0,0,0,0,0,0
CYCSP23,0,0,0,0,0,0
LOC100420746,0,1,0,2,1,1
ATP6V1G1P2,0,0,0,0,0,0
MTCYBP19,0,0,0,0,0,0
NACA2,0,0,0,0,0,0
LOC105375744,1,0,0,0,0,0
HPYR1,0,0,0,0,0,0
MIR3142HG,26,47,39,54,70,55
LOC105375750,1,4,4,1,3,1
TRBV6-8,0,0,0,0,0,0
PCDHGA7,307,363,303,342,284,289
SDR16C6P,0,0,0,0,0,0
C1GALT1P3,0,0,0,0,0,0
IGHV3-52,0,0,0,0,0,0
TUBAP7,0,0,0,0,0,0
PYDC2,0,0,0,0,0,0
LOC101929341,0,0,0,0,0,0
LINC01414,16,27,23,22,22,34
MTCO1P4,0,0,0,0,0,0
NKX2-1-AS1,4,4,1,4,0,0
LOC392180,0,0,0,0,0,0
SUMO2P16,0,0,0,0,0,0
LOC105375700,0,1,1,1,0,2
IGHV3-30-2,0,0,0,0,0,0
KCNIP1-AS1,0,0,0,2,0,0
LOC101927822,0,0,0,0,0,0
SLC10A5,4,13,5,9,8,9
RPS15P6,0,0,0,0,0,0
RN7SL260P,0,0,0,0,0,0
CERNA3,0,0,1,1,1,1
AFG3L2P1,0,0,0,0,0,0
LOC101929268,0,0,0,0,0,0
VN1R46P,0,0,0,0,0,0
GRPEL2-AS1,1,1,1,3,1,0
RPSAP74,0,0,0,0,0,0
EIF5AL1,48,54,63,58,38,30
LOC107986898,3,8,8,7,5,9
LOC102724710,0,0,0,0,0,0
IGLVV-58,0,0,0,0,0,0
LINCR-0001,0,0,1,0,0,0
LOC101929315,0,0,0,0,0,0
LINC02845,0,0,0,0,0,0
KCNIP1-OT1,0,0,0,0,0,0
LOC101060000,0,0,0,0,0,0
LINC01592,0,0,0,0,0,0
ZFHX4-AS1,7,10,10,6,19,11
NPM1P52,0,0,0,0,0,0
LOC100129667,0,0,0,0,0,0
LOC101930275,0,0,0,0,0,0
IGHVII-78-1,0,0,0,0,0,0
LINC02844,0,0,0,0,0,0
LOC105375638,0,0,0,0,0,0
BUD31P1,0,0,0,0,0,0
MTND5P41,0,0,0,0,0,0
LINC01484,0,0,0,0,4,0
KBTBD11-OT1,0,0,0,5,0,0
IGHV1-68,0,0,0,0,0,0
LOC101926977,5,6,8,6,1,5
LOC101926993,0,0,0,0,0,0
IGHV1-14,0,0,0,0,0,0
ALG11,791,950,930,946,749,836
IGHVII-53-1,0,0,0,0,0,0
MINCR,129,166,130,203,166,187
ATXN7L3B,3627,4779,4186,8587,6706,7308
LOC100129457,0,0,0,0,0,0
LOC101926908,0,0,0,0,0,0
PRKDC,32860,40075,34825,45460,38110,33435
PCDHGA6,69,75,74,88,64,40
LZTS1-AS1,0,0,0,1,0,0
LINC01289,0,0,0,0,0,0
OTUD6B-AS1,705,957,819,1092,876,920
RNU6-323P,0,0,0,0,0,0
LNCOC1,109,118,143,100,78,83
IGHV3-60,0,0,0,0,0,0
MARK2P11,0,0,0,0,0,0
IGHVII-62-1,0,0,0,0,0,0
CYP4F44P,0,0,0,0,0,0
LOC107986878,0,0,0,0,0,0
IGLVI-63,0,0,0,0,0,0
CARS1P2,0,0,0,0,0,0
IGHV3-6,0,0,0,0,0,0
LOC101928058,0,0,0,0,0,0
IGKV2D-19,0,0,0,0,0,0
PCDHGA8,11,15,17,16,14,19
HMGB1P23,0,0,0,0,0,0
C8orf37-AS1,1,1,0,0,0,0
IGHVIII-2-1,0,0,0,0,0,0
ZNF317P1,0,1,0,0,0,0
LOC105375814,0,0,0,0,0,0
IGLV3-15,0,0,0,0,0,0
LINC02219,0,0,0,0,0,0
NARS1P2,0,0,0,0,0,0
LOC100420944,0,0,0,0,0,0
LPGAT1P1,0,0,0,0,0,0
MTND1P5,0,0,0,0,0,0
UTP14C,1189,1534,1312,1406,1008,1065
LINC01030,0,0,0,0,0,0
SIRLNT,0,0,0,0,0,0
LOC728587,0,0,0,1,0,1
MRPS36P3,0,0,0,0,0,0
IGLV1-41,0,0,0,0,0,0
MTND2P38,0,0,0,0,0,0
ETV3L,0,0,0,0,0,1
DSTNP3,0,0,0,0,0,0
LOC100507156,25,29,34,26,10,23
PCDHGA10,515,673,543,629,480,557
IGHVIII-47-1,0,0,0,0,0,0
FER1L6-AS2,0,0,0,0,0,0
LOC101929488,0,0,0,0,0,0
PCDHGA11,25,23,14,89,92,89
LINC01608,29,37,32,63,32,41
LOC154761,1,1,5,8,2,3
LOC100128833,0,0,0,0,0,0
LOC102724612,0,0,0,0,0,0
IGHVII-44-2,0,1,4,1,0,1
LINC01419,565,657,553,7625,6074,6527
CDH12P4,0,0,0,0,0,0
PCDHGB2,107,144,135,206,174,192
MTCO1P49,0,0,0,0,0,0
MRPL49P2,0,0,0,1,0,0
IGLVIV-53,0,0,0,0,0,0
LOC100419977,0,0,0,0,0,0
KRT18P37,0,0,0,0,1,0
RPL21P59,0,0,0,0,0,0
VPS13B-DT,55,57,52,42,23,42
CCT3P1,0,0,0,0,0,0
PCDHGB4,209,233,250,88,134,127
LOC285593,2,1,0,3,1,1
IGHV3-22,0,0,0,0,0,0
CLDN23,61,58,80,175,124,125
LOC101926892,1,0,1,1,1,0
MTND2P7,0,0,0,0,0,0
MAL2-AS1,0,0,0,0,0,0
NRG1-IT1,0,0,0,0,0,0
MTCO2P4,0,0,0,0,0,0
CTB-178M22.2,1,0,0,0,0,1
ALG1L13P,43,31,28,37,33,42
LOC101927752,279,67,53,63,374,419
LOC105375903,0,0,0,0,0,0
IGHVIII-38-1,6,3,4,1,5,3
NDUFB9P3,0,0,0,0,0,0
RPL10P18,0,0,0,0,0,0
SRI-AS1,0,3,0,0,0,0
ZNF260,459,598,482,616,765,542
LINC00051,0,0,0,0,0,0
IGKV2D-38,0,0,0,0,0,0
RPL10P8,0,0,0,0,0,0
MTND4LP26,0,0,0,0,0,0
ALG1L10P,0,0,1,0,0,0
IGHEP2,0,2,0,1,1,0
LOC105375787,0,0,0,0,0,0
BRIX1P1,0,1,0,0,0,0
IGLC4,0,0,0,0,0,0
IGLC5,0,0,0,0,0,0
LOC101927392,0,0,0,0,0,0
IGHV1-17,0,0,0,0,0,0
LOC100130177,0,0,0,0,0,0
NRG1-IT3,0,0,0,0,0,0
IGHVIII-67-4,0,0,0,0,0,0
IGHVIII-5-2,0,0,0,0,0,0
LOC105375851,0,0,0,0,0,0
IGHV3-71,0,0,0,0,0,0
LOC100507071,8,22,13,14,10,12
IGLVV-66,0,0,0,0,0,0
LOC100129367,0,0,0,1,0,0
IGLV3-7,0,0,0,0,0,0
LINC01299,4,0,1,6,2,2
LINC01591,0,0,0,0,0,0
LYN,793,1089,995,1143,958,990
MTND2P32,0,0,0,0,0,0
PINX1,453,615,500,608,428,490
LINC02055,70,78,76,78,77,73
LOC401463,0,0,0,0,0,0
RBPMS-AS1,17,24,17,22,25,23
MTCYBP20,0,0,0,0,0,0
LINC02155,0,0,0,0,0,0
PCDHGB7,56,48,33,39,41,37
LINC02839,0,0,0,0,0,0
CD8B2,0,0,0,0,0,0
LINC01947,1,0,0,0,3,1
MTND6P3,0,0,0,0,0,0
LOC286178,0,0,0,0,1,0
HMGB1P46,0,0,0,0,0,0
PPIAP84,0,0,0,0,0,0
SEC16B,8,5,14,34,26,25
MTND6P20,0,0,0,0,0,0
LOC100288803,0,0,0,0,0,0
IGLVIV-65,0,0,0,0,0,0
PCAT2,0,0,0,1,0,0
RNU5A-3P,0,0,0,0,0,0
IGLVI-42,0,0,0,0,0,0
IGHV3-75,0,0,0,0,0,0
LOC100420845,0,0,0,0,0,0
RPL7AP33,1,2,4,2,0,2
NPIPB11,87,86,83,123,84,98
LINC01485,1,0,1,0,4,3
IGKV2D-18,0,0,0,0,0,0
PCDHGB1,321,390,348,426,342,312
LOC101927039,1,0,0,0,1,1
BTF3P1,0,0,0,0,0,0
LINC01933,0,1,0,0,0,0
IGHV3-42,0,4,2,0,4,1
FAM90A12P,0,0,0,0,0,0
LOC105375624,2,0,3,0,1,1
LINC02365,0,2,1,0,0,0
MTCO1P47,0,0,0,0,0,0
LOC105379301,0,0,0,0,0,0
PAICSP4,1,2,0,1,1,0
PCDHGA3,14,11,8,38,27,29
RPL7P20,1,0,0,0,0,0
NACAP10,0,0,0,0,0,0
LOC101929415,32,35,36,43,30,41
RPSAP71,0,0,0,2,1,0
IGKV3OR22-2,0,0,0,0,0,0
PKIA-AS1,2,1,0,5,0,0
LOC101927513,0,0,0,0,0,0
KRT8P3,2,0,2,2,2,0
IGHV3-29,0,0,0,0,0,0
LINC01944,0,0,0,0,0,0
LINC01111,0,0,0,0,0,0
SNRPCP17,0,0,0,0,0,0
MRPL57P7,0,0,0,0,0,0
TAGLN2P2,0,0,0,0,0,0
LOC101927815,0,0,0,0,0,0
MIR151A,0,0,0,0,0,0
IGHVII-60-1,0,0,0,0,0,0
NDST1-AS1,1,0,4,0,1,1
LOC101929172,0,0,0,0,0,0
CDH12P1,0,2,0,1,0,0
MAFA-AS1,0,0,0,0,0,0
SNORD87,0,0,0,0,0,0
MTND1P6,0,0,0,0,0,0
MIR2052HG,0,2,0,5,2,3
ARL2BPP5,0,0,0,0,0,0
IGLVI-68,0,0,0,0,0,0
LOC105375843,0,0,0,1,0,0
LOC101929719,28,15,3,2,2,11
HOXA-AS3,77,107,105,124,120,125
MIR124-2HG,0,0,0,0,0,0
TUBB8P5,0,0,0,0,0,0
MTND6P19,0,0,0,0,0,0
RHPN1-AS1,94,116,91,150,121,152
LOC100422267,0,0,0,0,0,0
LOC101927141,0,0,0,0,0,0
IGHV4-55,0,0,0,0,0,0
LOC100419574,0,0,0,3,0,2
LRRC24,7,15,16,26,9,19
OR10Y1P,0,0,0,0,0,0
PHBP17,0,0,0,0,0,0
OR4A1P,0,0,0,0,0,0
LOC100128210,0,0,0,0,0,0
CHKB-CPT1B,141,136,99,123,161,221
SIGLEC14,0,0,0,2,1,2
LOC100421094,0,0,0,0,0,0
LOC100421673,0,0,0,0,0,0
LINC02696,0,6,0,1,0,1
OR6M3P,0,0,0,0,0,0
LINC02683,0,0,0,0,0,0
PBOV1,0,0,1,0,0,0
HSPB2-C11orf52,0,1,0,0,0,0
LOC100130268,0,0,0,0,0,0
NAV2-AS2,0,0,0,0,0,0
PPIAP41,2,0,2,0,2,2
OR4A3P,0,0,0,0,0,0
OR4D10,0,0,0,0,0,0
LOC100133315,79,82,57,93,75,64
AP5B1,1890,2381,2051,2494,1970,2196
LOC646112,1,0,0,0,0,0
OR4A49P,0,0,0,0,0,0
LOC105376114,26,47,64,31,33,22
OR2AT1P,0,0,0,0,0,0
LINC02749,0,2,0,2,2,2
LINC02547,14,11,8,14,16,17
MPPED2-AS1,0,0,0,0,0,0
OR5M7P,0,0,0,0,0,0
LOC100421023,0,0,0,0,0,0
LOC112268018,0,0,0,0,0,0
CBX3P8,0,0,0,0,0,0
HMGB3P29,0,2,3,2,3,5
CHMP4A,930,1223,1141,1698,1286,1436
FBXO3-DT,0,0,0,1,0,0
LINC02760,0,0,0,0,0,0
LOC100507384,0,0,0,0,0,0
SIGLEC12,0,0,0,0,0,0
OR8I4P,0,0,0,0,0,0
ENPP7P12,0,0,0,0,0,2
MRGPRX7P,0,0,0,0,0,0
FLJ20021,48,62,42,73,70,58
PABPC4L,133,157,121,212,162,174
MRGPRX6P,0,0,0,0,0,0
PCNAP4,0,0,0,0,0,0
MRGPRX13P,0,0,0,0,0,0
OMP,2,3,3,8,5,4
BBOX1-AS1,20,17,28,63,59,35
LINC01493,0,0,0,0,0,0
MTND2P26,0,0,3,0,0,0
UBTFL9,0,0,0,0,0,0
LINC02719,0,0,0,0,0,0
LOC100506675,0,0,0,0,0,0
MAGEL2,0,0,0,0,0,0
ETS1-AS1,0,0,0,0,0,0
EIF4A2P3,0,0,0,0,0,0
LINC02686,0,0,0,0,0,0
CSNK2A3,9,13,9,13,16,0
OR5M6P,0,0,0,0,0,0
LOC101929427,0,3,1,3,1,4
DNAJB6P1,0,1,0,0,3,2
LOC728975,87,113,82,61,81,100
NAV2-AS4,0,1,1,0,1,0
OR4R3P,0,0,0,0,0,0
LOC100420800,0,0,0,0,0,0
SMG1P6,20,18,18,41,25,21
ARMS2,1,1,4,0,0,0
OR4A18P,0,0,0,0,0,0
COX6CP5,0,0,0,0,0,0
OR8B10P,0,0,0,0,2,0
INS,0,0,0,0,0,0
MTCYBP41,0,0,0,0,0,0
LINC02685,0,0,0,0,0,0
RTL1,65,99,85,29,17,26
LINC02715,0,0,0,0,0,0
LOC100129607,0,0,0,0,0,0
LINC02682,0,0,0,0,0,0
OR4A11P,0,0,0,0,0,0
RASSF10-DT,0,0,0,2,0,0
LOC100420018,0,0,0,0,0,1
OR4A42P,0,0,0,0,0,0
PKD1P5,719,56,53,75,397,1387
SNRPCP6,0,0,0,0,0,0
LOC100419092,0,0,0,0,0,0
FPGT,528,805,780,1031,727,724
COPS8P3,0,0,0,0,0,0
DEFB131C,0,0,0,0,0,0
SENCR,13,15,13,17,18,12
LOC643709,0,0,0,0,0,0
IGLL5,0,0,0,0,1,0
OR7E154P,0,0,0,0,0,0
LOC101927702,0,0,0,0,1,0
MRGPRX10P,0,0,0,0,0,0
OR4A12P,0,0,0,0,0,0
OR7E10P,0,0,0,0,0,0
MEX3A,3510,4295,3938,3756,3124,3158
BRD9P1,0,0,0,0,0,0
OR10G4,0,0,0,0,0,0
MRGPRX11P,0,0,0,0,0,0
OR10V3P,0,0,0,0,0,0
LOC105376654,0,0,0,0,0,0
HNRNPCP8,0,0,0,0,0,0
TRIM64DP,0,0,0,0,0,0
NAP1L1P1,4,6,1,3,3,0
TRIM53CP,9,21,20,41,19,17
GLULP2,0,0,0,0,0,0
OR4A4P,0,0,0,0,0,0
OR4D7P,0,0,0,0,0,0
EEF1G,76215,96833,86750,101220,82586,84944
LOC105375861,0,0,0,0,0,0
GVINP2,1,0,0,0,0,0
LOC100289518,8,17,6,17,12,7
LRRC6P1,0,0,0,0,0,0
CKLF-CMTM1,56,68,58,55,61,54
FDPSP4,0,1,0,5,3,0
OR5AP1P,0,0,0,0,0,0
SNRPCP14,0,0,0,0,0,0
SYS1-DBNDD2,155,198,150,143,117,119
OR10AK1P,0,0,0,0,0,0
LOC101928535,0,0,0,0,0,0
LOC340357,0,0,0,0,0,0
LMNTD2-AS1,28,8,8,24,7,11
OR9G2P,0,0,0,0,0,0
SLC22A18AS,92,101,85,19,13,10
KRT18P58,0,0,0,0,0,0
OR4A40P,0,0,0,0,0,0
OR5M10,0,0,0,0,0,0
LOC100287896,89,100,92,99,92,85
GVINP1,7,2,13,10,11,6
LOC101929269,0,0,0,0,0,0
OR4V1P,0,0,0,0,0,0
OR5BN1P,0,0,0,0,0,0
NPIPA2,0,25,23,0,0,0
LOC102724301,39,50,50,30,33,31
NDUFA3P2,0,0,0,0,0,0
MRGPRX12P,0,0,0,0,0,0
MPV17L2,1447,1865,1685,1876,1423,1489
TMEM9B-AS1,10,15,11,20,12,19
LGR4-AS1,0,0,0,0,0,0
LOC100420020,0,0,0,1,0,1
ATP6V1G2-DDX39B,1,0,1,1,0,2
LINC02688,1,0,0,0,0,0
SUGT1P4-STRA6LP,40,32,33,50,47,36
LOC100422398,1,1,0,2,3,6
PKNOX2-AS1,1,0,0,0,0,1
LOC100505622,0,0,0,0,0,0
OR4A9P,0,0,0,0,0,0
MTCO3P15,0,0,0,0,0,0
BORCS8,954,1181,1022,1706,1284,1405
SCARNA9,18,19,14,26,11,26
LOC392196,0,0,0,0,0,0
OR4C9P,0,0,0,0,0,0
LOC100420019,0,0,0,0,0,0
LINC02545,0,0,0,0,0,0
MTATP6P15,0,0,0,0,0,0
LINC00678,0,0,2,2,2,1
LOC100421985,2,0,0,0,1,0
LOC643381,0,0,0,0,0,0
OR4A19P,0,0,0,0,0,0
LINC02751,1,2,0,1,3,4
OR8K4P,0,0,0,0,0,0
OR7E158P,1,0,0,0,0,0
SLC2A13P1,0,0,0,0,0,0
INMT-MINDY4,0,0,0,0,7,0
KIRREL3-AS2,0,0,0,0,0,0
TUBB4BP4,0,0,0,0,0,0
C1DP5,0,0,0,0,0,0
LINC02763,0,0,0,0,0,0
DPP3,2713,3285,3022,4078,3510,3793
TRIM77BP,0,0,0,0,0,0
STX16-NPEPL1,28,35,16,30,25,26
ANKHD1-EIF4EBP3,291,584,481,648,547,516
KRTAP5-9,0,0,0,0,1,0
BRK1,5331,6914,6291,6146,4817,5032
LINC02324,0,0,2,2,1,8
ELOCP22,0,0,0,0,0,0
UBTFL1,0,0,0,1,0,0
OR5M1,0,0,0,0,0,0
OR5D15P,0,0,0,0,0,0
LOC100129129,0,0,0,0,0,0
LOC441320,0,0,0,0,0,0
OR8B5P,0,1,1,0,1,0
SUGT1P4-STRA6LP-CCDC180,27,44,56,47,62,17
SEPTIN7P11,566,687,603,722,575,638
NAV2-AS5,0,0,1,0,0,0
HNRNPRP2,0,0,0,0,0,0
OR8X1P,0,0,1,0,0,0
LOC112268389,1,1,2,2,2,0
OR4A44P,0,0,0,0,0,0
MTND1P35,2,0,0,0,1,0
PDCL2P2,0,0,0,0,0,0
OSBPL9P3,0,0,0,0,0,0
SAA2-SAA4,0,0,0,0,0,0
PIGY,0,0,0,0,0,0
OR4X7P,0,0,0,0,0,0
OR4A6P,0,0,0,0,0,0
GRM5-AS1,0,0,1,0,0,1
OR5AK1P,0,0,0,0,0,0
LOC101928896,0,0,0,0,0,0
LOC100533706,0,0,0,0,0,0
LOC101929473,0,0,0,0,0,0
OR1D4,0,0,0,0,0,0
OR5B10P,0,0,0,0,0,0
LOC644335,1,3,1,5,9,14
LOC101928837,4,5,6,4,1,3
LOC100288097,1,0,1,0,0,0
CHMP1B,2350,2970,2607,3144,2595,2590
SLC5A4P1,0,0,0,1,0,0
LINC02546,0,0,0,0,0,0
OVOL1-AS1,0,0,0,0,0,0
OR9L1P,0,0,0,0,0,0
LINC02721,0,1,0,0,0,0
OR5BN2P,0,0,0,0,0,0
EID3,4,8,5,10,9,8
GLYATL1B,0,0,0,0,0,1
MSH5-SAPCD1,11,18,27,11,26,23
TOLLIP-AS1,52,72,62,43,51,59
HTD2,271,354,285,375,301,312
RNY1P9,0,0,0,0,0,0
DEFB130C,0,0,0,0,0,0
LINC01499,0,0,0,0,0,0
OR5AM1P,0,0,0,0,0,0
LINC02759,0,0,0,1,0,0
MUC5B-AS1,3,6,0,0,0,5
LINC02720,0,0,0,0,0,0
LINC02711,0,0,0,0,0,0
PDXDC2P,28,36,53,37,51,33
GLYATL1P1,0,0,0,0,0,0
NANOGP8,0,0,0,0,0,0
OR4A17P,0,0,0,0,0,0
SNHG9,133,193,163,189,139,158
GTF2IP11,0,0,0,0,0,0
OR7E2P,0,0,0,0,0,0
MED28P5,0,0,0,0,0,0
LOC392187,0,0,0,0,0,0
OR5J7P,0,0,0,0,0,0
OR5BC1P,0,0,0,0,0,0
CARD17,0,0,0,0,0,0
OR5M11,0,0,0,0,0,0
OR8B6P,0,0,0,0,0,1
LOC105369362,0,4,3,2,0,0
RFPL4AP1,0,0,0,0,0,0
LOC283194,0,0,0,0,0,0
FXYD6-FXYD2,0,1,1,0,0,0
MIR100HG,1508,1715,1727,1907,1443,1777
PPP1R1AP1,0,0,0,0,0,0
LINC02743,0,0,0,0,0,0
ZNF123P,0,0,0,0,0,0
OR7E4P,0,0,0,0,0,0
ELOBP2,0,0,0,0,0,0
LINC02687,0,0,0,0,0,0
ABCC6P2,5,13,0,19,0,1
LOC100421558,0,0,0,0,0,0
WTAPP1,1,2,3,5,9,1
LOC171391,93,96,112,105,110,115
SNRPGP16,0,0,0,0,0,0
H3P34,0,0,0,0,0,0
OR4A41P,0,0,0,0,0,0
OR8G5,14,6,9,12,15,20
EID1,10037,13495,12768,14976,12153,12659
OR4A46P,0,0,0,0,0,0
OR52B2,0,0,0,0,0,0
OR4C7P,0,0,0,0,0,0
LOC101928894,0,0,0,0,2,0
MTND6P25,0,0,0,0,0,0
ENPP7P8,0,4,0,0,0,0
LINC01495,0,0,0,0,0,0
LOC105369391,1,1,1,0,0,0
SOGA3,54,31,71,8,14,23
LOC100420122,0,0,0,0,0,0
LINC02729,0,0,0,0,0,0
LOC101928424,1,7,1,5,5,8
OR8Q1P,0,0,0,0,0,0
NOX5,5,1,10,52,21,22
OR4A7P,0,0,0,0,0,0
MTCO1P15,0,0,0,1,0,0
PPP1R10P1,0,0,0,0,0,0
ASS1P13,1,0,0,0,0,0
CCDC179,0,0,1,0,0,0
LOC101927708,16,19,20,29,16,16
TAS2R43,0,0,0,0,0,0
PRR23D2,0,0,0,1,1,0
LOC100289416,0,0,0,0,0,0
LOC100422399,1,0,0,2,0,0
LINC02734,0,0,1,0,0,0
UBTFL10,0,0,0,0,0,0
OR5BR1P,0,0,0,0,0,0
RDXP1,0,0,0,0,0,0
HMGB3P25,0,0,0,0,0,0
OOSP4B,0,2,0,1,4,1
C8orf49,14,19,27,14,8,13
HCAR3,0,0,0,0,0,0
TBX5-AS1,0,0,0,0,0,0
PCDHA3,263,328,310,454,328,410
LINC02548,0,0,0,0,0,0
LOC100419761,0,0,0,0,0,0
OR10AF1P,0,0,0,0,0,0
MTCO2P15,0,0,0,1,0,0
CASC23,0,0,0,0,0,0
LOC105369519,0,1,0,1,0,0
EBLN2,32,27,37,36,24,37
MRGPRX9P,0,0,0,0,0,0
LOC100132078,0,0,0,0,0,0
OR5B19P,0,0,0,0,0,0
LINC02735,2,2,9,0,0,0
LOC101929089,1,2,2,0,0,0
LOC100421160,0,0,0,0,0,0
LOC401677,0,0,0,0,0,0
LOC107984367,0,0,0,0,0,0
ZDHHC20P3,0,0,0,0,0,0
OR5AL2P,0,0,0,0,0,0
LOC102724064,21,21,29,48,23,45
GAU1,1,0,0,1,0,0
LOC101928008,0,0,0,0,0,0
OR56A7P,0,0,0,0,0,0
LOC102723838,0,0,0,0,0,0
LINC02764,0,0,0,0,0,0
EIF4A2P5,0,0,0,0,0,0
LOC105375743,1,0,0,4,1,1
H3P33,0,0,0,0,0,0
LINC00681,0,0,0,0,0,0
LOC646801,0,1,1,0,0,0
CARD18,0,0,0,0,0,0
LINC02713,1,0,2,1,0,0
UVRAG-DT,6,11,2,20,10,14
TUT1,1262,1757,1509,1800,1362,1575
OR8A2P,0,0,0,0,0,0
LOC645397,0,0,0,0,1,0
LINC02684,0,0,0,0,0,0
OR4B2P,0,0,0,0,0,0
LOC101928069,64,65,67,86,58,55
LOC100507144,6,10,5,6,16,13
NPIPB8,4,1,0,0,0,3
NEDD8-MDP1,60,123,90,89,82,120
POLR2M,1829,2502,2195,2487,2126,2173
NDUFS5P6,0,0,0,0,0,0
OR4A43P,0,0,0,0,0,0
