gene_name,Jurkat_ctrl_repl.1,Jurkat_ctrl_repl.2,Jurkat_ctrl_repl.3,Jurkat_SIX6_KO_repl.1,Jurkat_SIX6_KO_repl.2,Jurkat_SIX6_KO_repl.3
CASKP1,0,0,0,0,0,0
MTND4P26,5,5,4,6,6,6
TAS2R62P,0,0,0,0,0,0
RPL5P10,0,0,0,0,0,0
PAGE2,0,2,0,3,1,0
GAPDHP53,0,0,0,0,0,0
SPATA17-AS1,0,0,0,0,0,0
LOC107986032,3,1,4,1,0,2
RPL35AP,0,0,0,0,0,0
TPRG1-AS1,0,0,0,0,0,0
DDR1,67,24,15,11,85,0
HCG27,0,0,0,0,18,0
RPS2P11,1,1,0,0,0,0
RPS15AP7,0,0,0,0,0,0
LOC105375297,2,3,0,0,0,0
RPS15AP11,1,0,1,4,2,1
MOG,0,0,0,0,0,0
SRP14P2,1,0,1,1,1,3
RPL7P36,0,0,0,0,0,0
TSPY25P,0,0,0,0,0,0
LINC02433,0,0,0,0,0,0
LEFTY3,0,0,0,0,0,0
CCHCR1,9,10,5,30,24,15
RPL13AP6,1,0,0,2,0,0
RHBDF1P1,0,0,0,0,0,2
EEF1GP8,0,0,0,0,0,0
TRIM26,78,78,93,134,134,69
AP2B1P1,0,0,0,2,0,0
RPL23AP83,0,0,0,0,0,0
MUC21,0,0,0,0,0,0
UGT1A13P,0,0,0,0,0,0
COX6CP13,0,0,0,0,0,0
NAP1L4P3,0,0,0,0,0,0
AKAP8P1,0,0,0,0,0,0
ELOBP1,0,0,0,0,0,0
HLA-DMB,9,0,9,0,0,1
LINC02535,0,0,0,1,2,1
RPEP2,0,0,0,0,0,0
PABPC5-AS1,0,0,0,0,0,0
MTND4LP11,0,0,0,0,0,0
ELOBP4,0,0,0,0,0,0
RNASEH1-AS1,482,448,516,545,380,384
LOC105378311,0,0,0,0,0,0
HSPA8P1,0,0,0,0,0,0
LINC01114,12,19,14,26,21,5
DEFA11P,0,0,0,0,0,0
MTCYBP1,0,0,0,0,0,0
LINC01781,0,0,0,0,0,0
C16orf82,0,0,0,0,0,0
AIMP1P1,0,0,0,0,0,0
ZBTB12,0,0,0,0,0,0
LINC01191,0,0,1,0,0,0
BMI1P1,0,0,0,0,0,0
H3P3,0,0,0,0,0,0
LOC101927914,0,4,3,6,4,4
FHP1,0,0,0,0,0,0
CT66,1,1,3,1,0,0
MICB,0,0,0,0,0,0
LIX1L-AS1,2,2,1,14,6,1
TMEM229A,0,0,0,0,0,0
NDUFS5P2,0,0,0,0,0,0
RPL7L1P1,0,0,0,0,0,0
ZFX-AS1,0,0,0,0,0,0
ANAPC1P4,205,191,236,506,399,281
MTCO2P8,0,0,0,0,0,0
CFL1P8,0,0,0,0,0,0
LOC149844,0,1,1,0,1,0
GPSM3,1029,1078,1094,2772,2728,1799
RPL7P13,0,0,1,0,0,0
PTCD2P2,0,0,0,0,0,0
SOD2P1,0,0,0,0,0,0
HSPA1L,1,0,1,2,3,4
MAP3K5-AS1,0,0,0,0,0,0
DEPDC1-AS1,2,0,1,7,1,3
LINC01723,0,0,0,0,0,0
LOC100421294,0,0,0,0,0,0
RPL36P20,0,0,0,0,0,0
SDR42E1P3,0,0,0,0,0,0
TSBP1,0,0,0,0,0,0
ZNF879,0,0,0,0,0,0
GAPDHP49,0,0,0,0,0,0
OR1AA1P,0,0,0,0,0,0
H2BS1,91,92,104,134,112,113
BACH1-IT3,0,0,0,0,0,0
CLYBL-AS1,0,0,0,0,0,0
LINC01878,0,0,0,1,0,0
SLC25A18P1,0,0,0,0,0,0
SAPCD2P4,0,0,0,0,0,0
RPS12P2,0,0,0,0,0,0
LINC01505,1,2,3,0,1,2
RPL9P2,0,0,0,1,0,0
MRPS10P2,0,0,0,0,1,0
ZNF232-AS1,596,513,604,642,452,408
RPL7AP16,7,5,9,14,7,8
CYCSP53,0,0,0,0,0,0
RPS4XP11,0,1,0,0,0,0
NEU1,637,541,579,1377,1324,876
OR11A1,0,0,0,0,0,0
LOC101926913,0,0,3,5,2,5
LOC349160,5,5,3,12,12,7
RPL7AP42,0,0,0,1,0,0
ELK1P1,0,0,0,0,0,0
LINC01914,0,0,0,0,0,0
PPIAP27,0,0,0,0,0,0
TATDN1P1,0,0,0,0,0,0
GTF2H4,0,0,0,0,0,0
RPSAP31,0,0,0,0,1,0
UBTFL2,0,0,0,0,0,0
OBI1-AS1,2,4,8,20,6,2
LINC01426,8,11,7,12,11,15
RCC2P1,0,0,0,0,0,0
OR7E162P,0,0,0,1,0,2
LOC101929022,0,0,0,0,0,0
USP27X-AS1,41,48,36,98,95,52
LOC440896,4,12,5,4,12,4
RBMY2XP,0,0,0,0,0,0
SPRYD7P1,0,0,0,0,0,0
CCDC188,0,1,0,11,10,10
HCG14,0,0,0,0,0,0
MPV17L2P1,0,0,0,0,0,0
RBMY1A1,0,1,0,0,0,2
RPL5P7,0,0,0,0,0,0
ZNF37BP,1238,979,1339,1823,1413,1334
UBE2WP1,0,0,0,0,0,0
LINC01250,0,0,0,0,1,0
LOC100419824,2,0,0,2,5,4
ANKRD11P1,0,0,0,0,0,0
LOC100129484,0,0,0,0,0,0
VWA7,33,19,45,34,45,49
LINC01432,1,5,1,4,0,0
KBTBD13,1,0,0,1,1,0
KRT18P2,0,0,0,0,0,0
ZNF736,1021,1086,1115,2549,1809,1227
FGF14-AS1,0,0,0,0,0,0
RPL26P23,2,4,3,5,5,2
SLC16A12-AS1,0,0,0,0,0,0
MAGI2-AS3,1,0,0,1,0,0
OR7E130P,0,0,0,0,0,0
COX6CP12,0,0,0,0,0,0
PINLYP,344,368,372,640,530,402
CLDN34,0,0,0,0,0,0
ZNF101P2,0,3,1,0,3,4
MIR3663HG,0,0,0,0,0,0
HSPA1A,4,2,0,0,0,5
ACBD3-AS1,0,1,3,2,1,1
AP1B1P1,0,1,0,1,1,0
MTCO2P18,0,0,0,0,0,0
OR7E46P,0,0,0,0,3,0
HLA-F,11,5,5,23,7,4
RPL27P6,0,0,0,0,0,0
RPL34-DT,21,10,19,33,31,45
RHOXF1P1,0,0,0,0,0,0
SP2-AS1,36,21,31,36,59,42
TRIM27,3236,2916,3072,5000,4456,4055
ERICH3-AS1,0,0,0,0,0,0
RPL13AP20,1,0,1,6,7,1
LINC01506,0,0,0,0,0,0
BRD2,178,209,488,943,1051,305
C5orf58,14,6,5,16,9,15
TLR12P,0,0,0,0,0,0
LST1,33,36,16,0,1,61
LOC102724357,0,0,0,0,0,0
HRAT17,0,0,0,7,1,1
NDUFB1P2,1,0,1,2,0,0
RPL12P43,0,0,0,0,0,0
ATF6B,286,1059,168,782,1437,761
PTGES3P5,0,0,0,0,0,0
FAM133B,1818,1747,2129,1918,1435,1404
LNCTAM34A,0,0,0,0,0,0
PPIAP90,0,0,0,0,0,0
RPL22P7,0,0,0,0,0,0
OR10G8,0,0,0,0,0,0
RPL7AP71,0,0,0,0,0,0
LINC01800,1,0,0,0,0,0
RPS21P7,0,0,0,0,0,0
MTND1P26,0,0,0,0,0,0
TSPY19P,0,0,0,0,0,0
CCT6P3,419,359,450,814,628,488
LOC100130801,0,0,0,0,0,0
MRPL50P1,0,0,0,0,0,0
KAZN-AS1,0,2,1,0,0,3
HCG9,0,0,0,0,0,0
CHRM3-AS1,0,0,0,0,0,0
MCIDAS,239,188,191,347,217,210
PSORS1C2,0,0,0,0,0,0
MAPKAPK5-AS1,891,932,850,1857,1760,1190
OR2AT2P,0,0,0,0,0,0
H2AZP5,0,0,0,0,0,0
JRK,2571,2430,2511,5304,4219,3502
RPL7P11,1,0,0,0,0,0
MOG,3,3,0,3,0,0
NECAP1P2,0,0,0,0,0,0
LINC02093,0,0,0,0,0,0
MED14OS,49,41,42,61,75,52
RPS19P6,0,0,0,0,0,0
LOC101929420,0,0,0,0,0,0
BAG6,0,9,28,0,0,9
AGPAT5P1,0,0,0,0,0,0
LRRTM4-AS1,0,0,0,0,0,0
OR7E155P,0,0,0,0,0,0
CHL1-AS1,0,0,0,0,0,0
ACTL11P,12,4,18,15,12,22
ZFP57,0,0,0,0,0,0
OR6C64P,0,0,0,0,0,0
MTCYBP5,0,0,0,0,0,0
IFT74-AS1,0,0,0,0,0,0
VDAC2P4,0,0,0,0,0,0
SDCBP2-AS1,60,88,54,202,150,149
EPCAM-DT,0,0,0,0,0,1
RIPOR3-AS1,0,0,0,0,0,0
TFPI2-DT,0,0,0,0,0,0
GPR50-AS1,0,0,0,0,0,0
MTCO1P8,0,0,0,0,0,0
PRDX3P3,0,0,0,0,0,0
BRD2,4509,4269,4225,6504,5504,4113
TUBB8P11,3,3,3,0,0,1
LOC101927870,0,0,0,0,0,1
RPL23AP51,0,0,4,0,0,0
NPIPB2,80,56,77,133,145,78
ATP5F1AP8,0,0,0,0,0,0
LINC02092,0,0,0,0,0,0
LINC01287,69,59,74,195,156,121
LOC100533679,0,0,0,0,0,0
SNHG32,3482,3305,3507,13387,11725,7420
AGER,88,61,93,72,99,75
RPEP5,0,0,0,0,0,0
RPS25P10,0,0,0,0,0,0
FAM170B-AS1,0,0,0,0,0,0
KRT18P15,0,0,0,1,0,0
GAS5,5930,5673,6212,14461,11922,8657
RPL17P18,0,0,0,1,0,0
USP9YP26,0,0,0,0,0,0
HLA-B,5613,5299,5668,11061,10186,6088
OR2J2,0,0,0,0,0,0
RPS2P53,4,1,1,6,5,6
RPL15P16,2,0,0,0,3,0
LINC02676,0,0,0,0,0,0
FOXP4-AS1,26,40,29,72,21,36
LINC02817,20,17,10,12,13,19
LINC02621,0,0,0,0,0,0
ELL2P3,0,0,0,0,0,0
C11orf94,8,1,1,2,4,1
LINC02529,0,0,0,0,0,0
BNC2-AS1,0,0,0,0,0,0
LINC01103,0,0,0,0,0,0
EEF1GP5,0,1,1,0,3,1
LINC00458,0,0,1,0,0,0
HSPA8P3,0,0,1,0,0,0
NUTF2P4,0,0,0,0,0,0
RFTN1P1,0,0,0,0,0,0
RPS3AP6,17,24,30,64,48,29
DXO,372,341,350,568,329,451
FAM197Y2,0,0,0,0,0,0
OR2J1,0,0,0,0,0,0
RPL26P29,3,2,4,3,2,0
ECI2-DT,7,4,1,8,11,5
XRCC6P2,6,3,7,6,0,4
IQCM,0,0,0,0,0,0
IFNA17,0,0,0,0,0,0
FAM197Y9,0,0,0,0,0,0
AIF1,10,17,27,17,4,14
LOC100419684,0,0,0,0,0,0
RPS26P30,0,0,0,0,0,0
LINC01239,3,1,1,5,2,5
LOC100422627,1,0,0,2,0,1
MTCO2P16,0,0,0,0,0,0
NEU1,0,0,40,0,0,0
MTND2P3,0,0,0,0,0,0
RPL23AP42,11591,11997,14054,19573,17778,16420
LINC00676,0,0,0,0,0,0
SLIT1-AS1,1,0,0,0,0,1
HNRNPUL2-BSCL2,2946,2949,2867,5467,5150,3632
LINC01149,0,0,0,0,0,0
LOC100505782,0,0,0,0,0,0
ATP5F1AP1,0,0,0,0,0,0
ADH5P5,0,0,0,0,0,0
NOTCH4,4,2,0,2,0,8
HSPE1P1,0,0,0,0,0,0
LINC00163,24,30,27,3,4,4
EIF3EP1,124,113,126,139,114,112
MIR155HG,84,70,66,251,171,153
LOC100996404,0,0,0,1,1,0
KPNB1P1,0,0,1,2,4,1
HCG18,0,0,0,0,0,0
SOX9-AS1,0,0,0,0,0,1
MTND6P13,0,0,0,0,0,0
APOC2,4,4,1,4,5,3
IL6RP1,0,0,0,0,0,0
SNHG20,391,406,411,482,422,416
ATP6V1G2,0,0,0,0,0,0
CDC42P1,0,0,0,0,0,0
MTND5P29,0,0,0,0,0,0
MTND2P18,0,0,0,0,0,0
GRID1-AS1,0,0,0,0,0,0
LINC02623,0,1,0,0,0,0
GTF3C2-AS1,8,6,4,34,4,10
STK19,252,194,237,288,392,286
LINC01524,0,0,0,0,0,0
LOC105373958,0,0,6,0,1,0
RBMY2OP,0,0,0,0,0,0
LOC101927434,0,0,0,0,0,0
LINC02539,2,4,4,2,3,4
SHISA8,17,9,11,5,9,4
LINC02658,0,0,0,0,0,0
FTH1P2,1,2,0,1,0,1
RPL7AP20,0,0,0,0,0,0
RPL7AP47,0,0,0,0,0,1
RPL18P4,0,0,0,0,0,0
LINC01849,0,0,0,0,1,0
RPS3AP28,0,0,0,0,0,0
ACTG1P25,0,0,1,0,0,0
EIF4A1P2,1,0,1,3,0,0
RPS15AP8,2,3,3,0,2,0
LINC01883,0,0,0,0,0,0
JCADP1,0,0,0,0,0,0
SEMA3F-AS1,41,18,56,25,18,23
RPL17P48,1,0,0,1,1,0
RNF39,0,0,0,0,0,0
DPP10-AS1,80,91,98,1,1,2
MNX1-AS2,5,5,5,17,5,13
DAAM2-AS1,45,34,71,23,19,17
C19orf81,141,114,136,241,239,140
MTND6P12,0,0,0,0,0,0
LINC00940,0,0,0,0,0,0
LINC01777,2,3,0,0,0,0
LOC100133029,0,0,0,0,0,0
LOC101929148,1,0,4,0,0,0
UBE2V1P7,0,0,0,0,0,0
RPL24P2,1,0,0,0,0,0
LOC100132857,0,0,0,0,0,0
GAPDHP52,0,3,1,4,1,1
MTND5P23,0,0,0,0,0,0
RPL10AP4,0,0,0,0,0,0
LINC00330,0,0,0,0,0,0
ANKRD65,3,4,2,4,3,0
BRD3OS,981,1084,1095,1886,1709,1478
ZSCAN31,124,102,88,202,161,142
RPS17P10,0,0,0,0,0,0
HSPE1P27,0,0,0,1,0,0
FAM237A,0,0,0,0,0,0
LOC101927020,0,0,0,0,0,0
DSCAM-AS1,1,0,1,0,0,0
KRT8P17,0,0,0,0,0,0
NFKBIL1,1,0,2,3,0,4
OR2H1,0,0,0,0,0,0
RPL35AP22,0,0,0,0,0,0
CYP21A2,0,0,0,0,0,0
LOC100130548,3,3,2,11,11,9
LOC101927378,0,0,0,0,0,0
LOC105378318,0,0,0,0,0,0
LINC02532,0,0,2,0,2,0
RPSAP16,1,0,0,2,1,0
TMEM30CP,3,0,0,0,0,0
LINC02248,0,0,0,0,0,0
C12orf75,3660,3322,3833,5838,4426,3687
CDK5P1,0,0,0,0,0,0
SMIM1,4,8,7,12,13,6
MTND1P31,0,0,0,0,0,0
LINC01366,101,82,63,174,137,107
HGH1,1553,1551,1704,2397,1735,1890
RPL26P37,0,0,0,0,0,0
POLR1H,73,62,86,111,77,64
ZNF311,0,0,0,0,0,0
LINC00601,0,0,0,0,0,0
SRP14P3,0,0,1,0,0,0
LOC105378614,0,0,0,0,0,0
NUCB1-AS1,0,0,0,0,1,0
PPP1R3E,457,496,530,859,587,550
CYP2C58P,0,0,0,0,0,0
LINC01525,0,0,0,0,0,0
TBC1D3P3,0,0,0,0,0,0
LOC613206,2,1,1,0,2,2
TUBBP6,0,0,0,2,1,0
OR6E1P,0,2,1,2,1,0
FAM83C-AS1,0,3,0,1,0,0
TSPY26P,19,23,14,50,17,26
HLA-F,0,1,0,0,2,26
LINC00383,0,1,0,0,0,0
MSH5,67,70,49,112,164,66
RPL31P17,0,0,0,4,1,0
RPL27P2,0,0,0,0,0,0
VN1R38P,0,0,0,0,0,0
MICA,144,105,113,291,249,163
DANT2,2,5,3,5,10,6
C2-AS1,0,0,0,0,0,0
LOC100421465,0,0,1,0,0,0
FKBP4P7,0,0,0,0,0,0
ITGA9-AS1,44,39,48,66,44,66
NDUFB4P6,0,0,0,1,0,0
RPL5P28,0,0,0,0,0,0
KDM4E,0,0,0,0,0,0
LINC02331,0,0,0,0,0,0
LOC100420320,0,0,0,0,0,0
KRT18P16,0,0,0,0,0,0
SNORD62A,0,0,0,0,0,0
SMIM2-IT1,0,0,0,0,0,0
RPL7AP25,0,0,0,0,0,0
LINC01634,0,2,1,1,2,2
MRPL53P1,0,0,0,0,0,0
THRA1/BTR,0,0,0,1,0,0
LY6G6D,0,0,0,0,0,0
LINC01281,0,0,1,0,0,0
GAPDHP34,0,0,0,0,0,0
BRD2,6491,5573,5332,5720,5585,5605
GXYLT1P6,0,3,0,1,0,0
RPL23AP69,0,0,0,0,0,0
MTND4LP13,0,0,1,0,0,0
RPL31P62,1,1,0,1,2,1
RPL12P25,4,4,1,6,10,4
BTG3P1,0,0,0,0,0,0
B3GALT1-AS1,1,0,0,0,1,0
LINC01665,0,0,0,2,0,1
C6orf47,27,0,0,99,0,0
SAPCD2P2,0,0,0,0,0,0
SSR4P1,91,58,62,106,89,121
RPEL1,0,0,0,0,0,1
RPS2P34,0,0,0,0,0,0
MRPS10P1,0,0,0,0,1,0
LINC02154,0,0,0,0,0,0
SPAAR,0,0,0,1,1,1
ZNRD1ASP,11,0,0,1,2,0
NOTCH4,0,0,0,0,0,0
EPN2-AS1,0,0,0,0,0,0
LOC652549,0,1,0,0,0,0
CYMP-AS1,0,2,0,1,0,0
TTTY4B,0,0,0,0,0,0
RPSAP24,0,0,0,0,0,0
LOC105372672,0,0,0,0,0,0
RPS15AP23,0,0,0,0,0,0
ZSWIM5P1,0,0,0,0,0,0
MTATP6P17,0,0,0,0,0,0
DPY19L2P4,3,0,2,1,3,1
LINC01278,438,289,412,598,602,469
LOC105370105,0,6,1,0,16,0
DDX39B,1,2,6,0,0,1
RPS2P15,0,0,1,1,2,1
OR10C1,0,0,0,0,0,0
POLR1H,0,0,0,0,0,0
PSMB3P2,0,0,0,0,1,0
TRAPPC13P1,2,0,0,3,4,4
LURAP1L-AS1,0,0,0,0,0,0
SMIM27,111,104,59,126,138,81
IQCF5-AS1,0,0,0,0,0,0
RPS26P31,0,0,2,2,0,0
TAB3P1,0,0,0,0,0,0
RPL10AP5,0,0,0,1,0,0
NEURL1-AS1,0,0,0,0,0,0
EIF4A1P7,0,0,0,0,0,0
LINC01664,3,0,5,0,0,2
LOC105373496,0,0,0,1,1,2
LOC441996,0,0,0,0,0,0
PSORS1C1,0,0,0,0,0,0
JARID2-AS1,5,0,0,8,2,3
LINC01221,1,0,0,11,1,3
CASP4LP,3,12,8,0,0,0
RPS2P7,5,4,8,6,2,5
USP9YP27,0,0,0,0,0,0
MTCO1P23,0,0,0,0,0,0
HIPK1-AS1,4,9,3,4,10,3
AGAP1-IT1,0,0,0,0,0,0
LOC107984969,21,11,17,32,19,17
MSC-AS1,0,0,0,0,0,0
LINC00402,0,0,0,0,0,0
MTND1P33,0,0,0,0,0,0
RPS11P1,0,0,0,0,0,0
NDUFB11P1,0,0,0,0,0,0
RPL6P27,3,5,5,7,5,6
LOC107984875,132,151,155,227,205,174
NFAM1,6,8,28,30,39,21
MSH5,249,275,181,508,452,467
LINC00533,0,0,0,0,0,0
RPS15AP37,0,0,0,0,0,0
LOC442292,0,0,1,0,1,0
RPL24P5,0,0,0,0,0,0
GNAS-AS1,54,48,55,115,104,86
RBMS3-AS1,0,0,0,0,0,0
LINC01102,0,0,0,0,0,0
RRM2P4,0,0,0,0,0,0
BARX1-DT,0,0,0,0,0,0
POU5F1P3,8,1,1,3,2,5
RPS15P2,2,0,0,0,0,1
NKX1-1,0,0,0,0,0,0
NSRP1P1,0,0,1,1,0,0
FAM21EP,10,7,5,15,23,9
LINC00494,76,67,86,257,201,130
OR7E110P,0,0,0,0,0,0
KRT18P66,0,0,0,0,0,0
SNRPFP4,1,0,5,1,2,0
RNF148,0,0,0,0,0,0
LOC100419447,0,0,0,0,0,0
ELOAP1,0,0,0,0,0,0
PTP4A1P5,0,0,0,0,0,0
LINC01647,7,7,12,11,11,8
RPL10P5,0,0,0,0,0,0
MTND1P2,0,0,0,0,0,0
MXRA5Y,0,0,0,0,0,0
G3BP1P1,5,10,1,0,6,2
FBXO30-DT,90,127,93,136,137,100
LOC100419512,0,0,0,0,0,0
HLA-A,1,0,0,0,0,0
ATAT1,548,544,610,1210,1421,1053
MIR670HG,0,0,0,0,0,0
LINC00298,0,0,0,0,0,0
RPL21P40,0,1,0,0,0,0
RPS2P13,0,0,0,1,0,1
OR5AN2P,0,0,0,0,0,0
HLA-G,1,1,0,2,3,2
PPIAP20,0,0,0,0,0,0
LINC00993,0,0,0,0,0,0
CUBNP3,0,0,0,0,0,0
PFDN6,100,86,0,0,39,0
C2,0,0,0,0,0,0
CXorf51B,0,0,0,0,0,0
CYCSP52,0,0,0,0,0,2
LINC00894,38,58,82,68,73,77
LOC729815,0,0,0,0,0,0
DICER1-AS1,137,114,138,349,361,205
LOC100129601,0,0,0,0,0,0
COL11A2,78,50,0,0,0,70
TRIM67-AS1,0,0,0,0,0,0
ANKRD34C,0,1,0,3,2,4
RXRB,742,833,811,1580,1391,969
LOC100128334,0,0,0,2,0,0
PSMB8,1850,835,1447,2470,509,2269
KRT18P46,0,0,0,0,0,0
MFRP,0,0,0,8,2,0
TRIM31-AS1,0,0,0,0,0,0
HCG18,0,0,0,0,0,0
OR2AF1P,0,0,0,0,0,0
RPL7AP72,0,0,0,0,0,0
TRIM60P19,0,0,0,0,0,0
PHACTR2-AS1,0,0,0,0,0,0
HLA-DOA,25,21,54,342,331,110
KIAA0040,760,858,910,1716,1608,1119
APOM,2,0,31,0,0,0
AGPAT1,14,3,6,17,18,6
MSH2-OT1,0,0,0,0,3,0
BRD7P5,0,0,0,0,0,0
LINC00607,1,8,6,13,4,4
RPL7AP70,1,0,2,0,0,0
DPYD-AS2,0,2,0,1,3,0
LOC402329,0,0,0,0,0,0
HNRNPA1P29,0,0,0,0,0,0
LINC01015,0,0,0,0,0,0
MTND3P21,0,0,0,0,0,0
MTCO2P23,0,0,0,0,0,0
ADAM21P1,5,6,8,13,9,6
ZNRD1ASP,2,1,0,0,1,3
RPS24P4,0,0,0,0,0,0
OLMALINC,268,227,244,2114,2386,1284
LINC00837,0,1,0,0,0,0
TUBB8P9,3,1,0,0,0,0
RPL36AP26,0,1,1,1,0,1
SRGAP3-AS4,0,0,0,0,0,0
BHLHE40-AS1,4,9,5,7,1,6
LOC101928389,0,0,0,0,0,0
KIF3AP1,0,0,0,0,0,0
HLA-DPA1,3,7,0,1,4,4
HS6ST2-AS1,0,0,0,0,0,0
OR7E145P,0,0,0,0,0,0
B3GALT4,2,3,3,7,10,4
HSPA8P6,0,0,0,0,0,0
GSN-AS1,5,2,5,10,3,6
RPS26P12,0,0,0,0,0,0
ARHGEF7-AS2,0,0,0,0,0,0
LOC101927661,0,0,0,0,0,0
TSPEAR-AS1,40,41,39,128,141,116
TM4SF19-AS1,4,6,51,13,23,7
LINC01564,5,1,7,2,0,0
CPB2-AS1,38,15,41,78,82,77
TRIM15,1,0,0,0,0,0
LOC100422287,0,0,0,1,3,1
APOA1-AS,0,1,0,0,1,0
MACROD2-AS1,0,0,0,0,0,0
LST1,20,20,12,10,17,11
MRPS18CP7,0,0,0,0,0,0
MTCO2P11,0,0,0,0,0,0
ASH1L-AS1,60,72,73,162,87,96
THRAP3P3,0,0,0,0,0,0
RPL13P14,0,0,0,0,0,0
LY6G6C,0,0,0,0,0,0
NEXN-AS1,2,4,2,2,1,3
LINC01553,2,0,0,4,5,5
MTND1P21,0,0,0,0,0,0
HSPA1A,1,0,0,2,7,0
LCE6A,0,0,0,0,0,0
EGOT,0,0,0,2,0,1
LOC100419685,0,0,0,0,0,0
TTC28-AS1,763,686,795,1071,896,754
UBOX5-AS1,3,0,15,1,6,6
PNMA6A,361,405,402,728,612,583
RPL7AP53,1,3,2,5,5,9
MCCD1P1,0,0,0,0,0,1
OR12D2,0,0,0,0,0,0
LOC100130620,0,0,0,0,0,0
H2BP8,0,0,0,0,0,0
GPC5-AS1,0,0,0,0,0,0
AIF1,0,0,0,0,0,0
GNL1,96,16,25,21,15,23
MORC2-AS1,0,0,0,1,0,1
RPL23AP20,2,2,0,5,0,7
HGC6.3,0,0,0,0,0,0
UBE2V1P6,0,0,0,0,0,0
TAAR7P,0,0,0,0,0,0
RPL9P12,0,0,0,0,0,0
LINC00243,0,0,0,0,0,0
MTCO1P46,0,0,0,0,0,0
LINC01814,222,382,229,368,334,275
GPANK1,0,0,0,0,0,0
LOC100507477,0,0,0,0,0,0
VPS52,609,555,626,1606,1134,1006
PRRX2-AS1,0,0,0,0,0,0
PATE3,0,0,0,0,0,0
OR5H14,0,0,0,0,0,0
LINC00445,0,0,0,0,0,0
LINC02889,0,1,4,11,4,4
CHIAP1,0,1,3,4,6,1
COX6CP18,0,0,0,0,0,0
LOC100129947,0,0,0,0,0,0
RPL13AP12,1,0,0,3,0,0
SSBL5P,0,0,1,1,0,0
LINC01920,0,0,0,0,0,0
MYCBP2-AS1,4,3,0,6,1,1
LINC01643,0,0,0,0,0,0
RPL17P36,0,0,0,0,1,0
LOC101928335,0,0,0,0,0,0
SRSF2P1,0,0,0,0,0,0
LINC01072,2,1,1,0,0,1
SLC6A14P1,0,0,0,0,0,0
LINC01447,18,16,30,31,36,20
ELFN1-AS1,1,0,0,0,0,0
OR13E1P,0,0,0,0,0,0
COX10-AS1,434,396,505,738,570,520
LINC02243,0,0,0,0,0,0
LINC00545,0,0,0,0,0,0
BNIP3P2,0,0,0,0,0,0
RAC1P7,0,0,0,0,0,0
ZBTB22,327,235,256,700,691,420
LOC112268411,13,7,13,26,24,14
SCN1A-AS1,2,1,5,6,3,4
LOC105373525,0,0,0,0,0,0
OR2AM1P,0,0,0,0,0,0
RPL6P1,0,0,0,2,1,0
LOC100130881,0,0,0,0,0,0
LINC01639,0,0,1,0,0,0
LOC101928228,0,0,0,0,0,0
USP17L8,0,1,0,0,0,0
CT47A3,0,0,0,0,0,0
PTCSC2,0,0,0,0,0,0
MED13P1,0,0,0,0,0,0
LOC101929099,6,29,26,16,9,10
DUX4L26,0,0,0,0,0,0
TMEM147-AS1,504,638,613,1167,921,710
RPL23AP37,0,0,0,0,0,1
ZPLD2P,2,0,0,8,2,3
RFC3P1,0,0,0,0,0,0
LOC100419562,0,1,0,1,0,0
GAPDHP57,0,0,0,0,0,0
RPL12P26,0,0,0,0,0,0
MIR7515HG,0,0,0,0,0,0
SSU72P6,0,0,0,0,0,0
HLA-DPA1,0,0,1,0,0,0
VARS2,340,413,325,614,489,487
HNRNPDLP3,0,0,0,0,0,0
PRKX-AS1,0,0,0,0,0,1
RPL18AP15,0,0,0,0,0,0
RPS15AP25,0,0,0,0,0,0
RNMTL1P2,0,0,0,0,0,0
NFKBIL1,354,330,349,823,574,482
GRM7-AS1,0,0,0,0,0,0
LINC01376,1,3,11,13,10,1
LOC100533669,0,0,0,0,0,0
MTCO1P7,0,0,0,0,0,0
TNXB,0,0,0,0,0,0
WDR46,1481,1172,949,2050,1287,1582
BRD2,0,0,0,0,0,0
MTCYBP24,0,0,0,0,0,0
TNXB,0,0,0,0,0,0
RPS14P10,0,0,0,0,0,0
LOC100421238,0,0,0,0,0,0
MYO16-AS1,0,0,0,0,0,0
RPL6P29,0,0,0,0,0,0
HSPA1L,1,0,1,2,3,4
LOC101928381,0,0,0,0,0,0
SLC25A3P1,0,0,0,0,0,0
MTND4P14,0,0,0,0,0,1
DIAPH2-AS1,0,0,0,0,0,0
LINC01361,2,0,0,1,2,1
FLOT1,218,196,143,197,173,179
SCUBE1-AS2,0,0,0,0,0,0
NDP-AS1,0,0,0,0,0,0
CLEC2L,1,0,0,0,0,0
VN1R31P,0,0,0,0,0,0
ZBED5,1492,1287,1591,2883,2657,2189
GACAT3,0,0,0,0,0,0
EEF1GP7,0,0,0,1,0,0
GUSBP5,0,0,0,6,0,7
EEF1A1P23,11,12,28,40,25,33
MRGPRG-AS1,0,2,0,0,0,0
LOC107984360,0,0,0,0,0,2
SLC12A9-AS1,2,0,2,8,3,0
LINC01241,0,0,0,0,0,0
TLX1NB,0,0,0,0,0,0
VN1R53P,0,0,0,0,0,0
OR7E109P,0,0,0,0,0,0
RPS28P2,0,0,0,0,1,0
LOC100418888,0,0,0,0,0,0
SLFN14,0,1,0,9,4,2
RPL5P9,0,0,0,0,2,0
PPIAL4G,5,2,7,3,7,2
POM121L13P,0,1,0,0,0,0
GRM8-AS1,0,0,0,0,0,0
