gene_name,293T-1,293T-2,293T-3,YTHDF2_crispr-1,YTHDF2_crispr-2,YTHDF2_crispr-3
MTRNR2L6,0,0,0,0,0,0
YTHDF3-AS1,0,0,0,0,0,0
LOC100422559,0,0,0,0,0,0
FAM71BP1,0,0,0,0,0,0
LOC105376334,0,0,0,0,0,0
LOC100422319,0,0,0,0,0,0
BNIP3P15,0,0,0,0,0,0
RPL23AP92,0,0,0,0,0,0
MRPS6P1,0,0,0,0,0,0
PRELID3BP8,0,0,0,0,0,0
S100A11P9,0,0,0,0,0,0
LOC100420545,0,0,0,0,0,0
FBXW7-AS1,0,0,0,0,0,0
HSPE1-MOB4,0,0,0,0,0,0
DDX43P2,0,0,0,0,0,0
GAS2L2,0,0,0,0,0,0
PDHA1P1,0,0,0,0,0,0
LOC100421508,0,0,0,0,0,0
DPRXP6,0,0,0,0,0,0
LLPHP1,0,0,0,0,0,0
LOC100420324,0,0,0,0,0,0
RPS10-NUDT3,16,15,6,29,15,10
C17orf50,0,0,0,0,0,0
LINC00221,0,0,0,0,0,0
LOC100129949,0,0,0,0,0,0
NF1P1,0,0,0,0,0,0
LOC100130664,0,0,0,0,0,0
DDX55P1,0,0,0,0,0,0
GCATP1,0,0,0,0,0,0
LOC100127892,0,0,0,0,0,0
H4C14,3,5,2,1,3,2
RASL10B,0,0,0,0,0,0
NUDT19P4,0,0,0,0,0,0
HNRNPA3P9,0,0,0,0,0,0
ATP6V1G1P5,0,0,0,0,0,0
MTND4P35,4,4,2,4,0,1
LOC100419654,0,0,0,0,0,0
MCRIP2P2,0,0,0,0,0,0
TAS2R6P,0,0,0,0,0,0
GRAMD4P8,0,0,0,0,0,0
LOC100420531,0,0,0,0,0,0
LOC442172,0,0,0,1,0,0
RAP2CP1,0,0,0,0,0,0
CT45A9,0,0,0,0,0,0
MTDHP1,0,0,0,0,0,0
LPP-AS2,0,0,0,0,2,0
NTAN1P1,0,0,0,0,0,0
GLULP1,0,0,0,0,0,0
LOC100420048,0,0,0,0,0,0
EIF2AP3,0,0,0,0,0,0
LOC100420254,0,0,0,0,0,0
LOC100421548,0,0,0,0,0,0
CTHRC1P1,0,0,0,0,0,0
HSPE1P19,0,0,0,0,0,0
KATNBL1P1,0,0,0,0,0,0
RNPC3P1,0,1,0,3,0,0
CLPTM1LP1,0,0,0,0,0,0
HMGB1P43,0,0,0,0,0,0
HAVCR1P2,0,0,0,0,0,0
GMCL1P2,0,0,0,0,0,0
LOC100420775,0,0,0,0,0,0
CTAGE15,3,2,5,2,6,1
NAMA,0,0,0,0,0,0
TLCD4-RWDD3,0,2,0,13,8,6
BNIP3P28,0,0,0,0,0,0
SUMO2P14,0,0,0,0,0,0
DBF4P3,0,0,0,0,0,0
IMMP1LP3,0,0,0,0,0,0
KATNBL1P5,0,0,0,0,0,0
LOC100420211,0,0,0,0,0,0
LOC100101127,0,0,0,0,0,0
MARK2P7,0,0,0,0,0,0
LOC101930085,12,3,8,10,6,7
IGHV3OR16-8,0,0,0,0,0,0
PPIAP75,0,0,0,0,0,0
LOC101927811,0,0,0,0,0,0
PRR20FP,0,0,0,0,0,0
YWHAQP7,0,0,0,0,0,0
LOC101928952,0,0,0,0,0,0
RPL23AP88,18,21,20,45,46,24
WDR4P1,0,0,0,0,0,0
BOLA2P2,0,0,0,0,0,0
LOC100418956,0,0,0,0,0,0
LOC100420790,0,0,0,0,0,0
LOC100419701,0,0,0,0,0,0
RNF138P2,0,0,0,0,0,0
MTCO1P22,0,2,1,1,8,1
BRDTP1,0,0,0,0,0,0
BNIP3P4,0,0,0,0,0,0
SREK1IP1P2,0,0,0,0,0,0
KRT18P9,0,0,0,0,0,0
SUMO2P15,0,0,0,0,0,0
HMGB1P50,0,0,0,0,0,0
PRELID3BP2,0,0,0,0,0,0
LOC100422418,0,0,0,0,0,0
DIMT1P1,0,0,0,0,0,0
LOC102724250,20,38,9,29,20,34
TMCC1-AS1,4,6,3,7,16,17
UGT2A2,0,0,0,0,0,0
CYTH1P1,0,0,0,0,0,0
BCRP9,0,0,0,0,0,0
H3P19,0,0,0,0,0,0
SRXN1,27,17,9,45,31,37
RAC1P9,0,0,0,0,0,0
CTAGE6,0,0,0,0,0,0
B3GNTL1P2,0,0,0,0,0,0
LOC100130714,0,0,0,0,0,0
LINC02104,0,0,0,0,0,0
NDE1P2,0,0,0,0,0,0
LOC100422685,0,0,0,0,0,0
USP21P2,0,0,0,0,0,0
LOC107984208,0,0,0,0,0,0
LOC100420205,0,0,0,0,0,0
LOC100421901,0,0,0,1,0,0
NANOGP3,0,0,0,0,0,0
IGKV1ORY-1,0,0,0,0,0,0
LOC101929308,0,0,0,0,0,0
LOC101928120,0,0,0,0,0,0
NBPF19,16,37,29,154,86,87
SRGNP1,0,0,0,0,0,0
OSBPL9P1,0,0,0,0,0,0
NAPGP1,0,0,0,0,0,0
LOC100419851,0,0,0,0,0,0
RPL23AP90,0,0,0,0,0,0
LOC100421116,0,0,0,0,0,0
NBPF10,0,0,3,3,8,0
PPATP2,0,0,0,0,0,0
TEKT4P3,0,0,0,0,0,0
MMP28,0,0,0,0,0,0
CT45A2,0,0,0,0,0,0
LOC100422549,0,0,0,0,0,0
CKAP2LP1,0,0,0,0,0,0
SQSTM1P1,0,0,0,0,0,0
LOC100422334,0,0,0,0,0,0
LOC100421842,0,0,0,0,0,0
MTND3P19,0,0,0,0,0,0
RBM11P1,0,0,0,0,0,0
LOC100131557,0,0,0,0,0,0
MEMO1P5,0,0,0,0,0,0
SNRPGP20,0,0,0,0,0,0
BNIP3P17,0,0,0,0,0,0
LOC100420658,0,0,0,0,0,0
BNIP3P11,0,0,0,0,0,0
LOC115308161,0,0,0,0,0,0
YPEL5P2,0,0,0,0,0,0
HIRAP1,0,0,0,0,0,0
LINC02333,0,0,0,0,0,0
PPIAL4E,0,0,0,0,0,0
EIF2AP2,0,0,0,0,0,0
GYG2P2,0,0,0,0,0,0
EIF2AP1,0,0,0,0,0,0
LOC100420430,0,0,0,0,0,0
LINC02550,0,0,0,0,0,0
SELENOTP2,0,0,0,0,0,0
LARP7P1,0,0,0,0,0,0
ELOCP35,0,0,0,0,0,0
LOC100421347,0,0,0,0,0,0
LIX1L,4,16,17,15,23,29
KRT8P49,0,0,0,0,0,0
MILR1,0,0,0,0,0,0
ATP2B1-AS1,1,0,4,0,0,0
LOC100419058,0,0,0,0,0,0
H3P42,0,0,0,0,0,0
LOC100421684,0,0,0,0,0,0
DBF4P2,0,0,0,0,0,0
BNIP3P19,0,0,0,0,0,0
PPFIA1P1,0,0,0,0,0,0
MARK3P1,0,0,0,0,0,0
KRT8P47,0,0,0,0,0,0
BNIP3P35,0,0,0,0,0,0
BNIP3P36,0,0,0,0,0,0
LOC339966,0,0,0,0,0,0
LSM1P2,0,0,0,0,0,0
TNPO3P1,0,0,0,0,0,0
MTND5P10,0,0,0,0,0,0
LOC100420541,0,0,0,0,0,0
LOC100421527,0,0,0,0,0,0
BNIP3P20,0,0,0,0,0,0
RPL17P3,0,0,0,0,0,0
NDUFA8P1,0,0,0,0,0,0
LOC100421611,0,0,0,0,0,0
MROH7-TTC4,0,0,0,0,0,0
RNU1-29P,0,0,0,0,0,0
RN7SKP299,0,0,0,0,0,0
LOC780529,0,0,1,0,0,0
SNORA51,0,0,0,0,0,0
RN7SKP290,0,0,0,0,0,0
BMS1P4,0,0,0,0,0,0
RN7SKP4,0,0,0,0,0,0
RNU6-94P,0,0,0,0,0,0
LOC285804,0,0,0,0,0,0
SMIM32,0,0,0,0,0,0
PLS3-AS1,0,3,0,3,0,5
RNU7-10P,0,0,0,0,0,0
LINC02343,0,0,0,0,0,0
SNORD11B,0,0,0,0,0,0
LINC01215,0,0,0,0,0,0
CYB561D2,0,0,0,0,0,0
LOC101927314,0,0,1,0,0,0
AGAP11,0,0,5,0,9,0
MIR98,0,0,0,0,0,0
LOC105374758,0,0,0,0,0,0
MIR4791,0,0,0,0,0,0
MIR4466,0,0,0,0,0,0
SNORA35B,0,0,0,0,0,0
LOC105378083,0,0,0,1,0,0
RNU6-86P,0,0,0,0,0,0
RNA5SP108,0,0,0,0,0,0
RNU6-85P,0,0,0,0,0,0
OR2AS2P,0,0,0,0,0,0
LINC01954,0,0,0,0,0,0
ADAM6,0,0,0,0,0,0
RDM1P4,0,0,0,0,0,0
SNORD58B,0,0,0,0,0,0
RN7SL827P,0,0,0,0,0,0
RNU1-30P,0,0,0,0,0,0
RNU6-87P,0,0,0,0,0,0
ANKRD34A,0,0,0,0,2,0
SNORD14A,0,0,0,0,0,0
MIR139,0,0,0,0,0,0
GTF2H5,7,5,6,22,9,11
RNU6-6P,0,0,0,0,0,0
RN7SL828P,0,0,0,0,0,0
MIR502,0,0,0,0,0,0
RN7SL715P,0,0,0,0,0,0
LINC01607,0,0,0,0,0,0
LYRM4-AS1,0,0,0,0,0,0
FGF14-AS2,0,0,0,0,0,0
ARF4-AS1,1,0,1,0,0,0
NBPF25P,17,5,8,14,17,22
H2AC19,0,0,0,0,0,0
RN7SL803P,0,0,0,0,0,0
MIR3666,0,0,0,0,0,0
RN7SL726P,0,0,0,0,0,0
RNA5SP386,0,0,0,0,0,0
LINC01749,0,0,0,0,0,0
RNU6-89P,0,0,0,0,0,0
NUP153-AS1,0,0,0,0,0,0
IER3-AS1,0,0,0,0,0,0
LINC00551,1,1,0,1,0,0
ILRUN-AS1,0,0,0,0,0,0
SNORD96A,0,0,0,0,0,0
IFNL4P1,0,0,0,0,0,0
TTC23L-AS1,4,7,3,5,1,2
NUDT3,39,72,74,104,88,91
KMT2B,0,1,3,8,2,13
RNU6-90P,0,0,0,0,0,0
LINC01115,0,0,0,0,0,0
SNORD114-21,0,0,0,0,0,0
RNU4-89P,0,0,0,0,0,0
MIR3976,0,0,0,0,0,0
POM121C,43,113,79,165,117,142
RNU6-92P,0,0,0,0,0,0
IFNL4,0,0,0,0,0,0
CD24,1,1,13,2,2,0
RN7SL778P,0,0,0,0,0,0
FAM47E-STBD1,3,7,3,15,10,12
RNA5SP357,0,0,0,0,0,0
RNU6-91P,0,0,0,0,0,0
RNU6-84P,0,0,0,0,0,0
LOC642361,2,3,2,0,6,0
MIR432,0,0,0,0,0,0
SNORD115-40,0,0,0,0,0,0
RN7SL760P,0,0,0,0,0,0
SNORD113-5,0,0,0,0,0,0
OR13Z3P,0,0,0,0,0,0
OR1X1P,0,0,0,0,0,0
RNU6-88P,0,0,0,0,0,0
CFAP206,0,0,0,1,1,0
LINC01023,1,0,0,0,0,0
CYP2D6,0,0,0,0,0,0
SNORA28,0,0,0,0,0,0
RN7SL840P,0,0,0,0,0,0
MIR4787,0,0,0,0,0,0
LINC02538,0,0,0,0,0,0
OR51F3P,0,0,0,0,0,0
LOC100506497,0,0,0,0,0,0
OR5BL1P,0,0,0,0,0,0
MUSTN1,0,0,0,0,0,0
LINC02098,0,0,0,0,0,0
ZSWIM8-AS1,0,0,0,0,0,0
ZNF595,2,1,0,15,5,3
MAGI1-IT1,0,2,0,0,0,0
AFAP1-AS1,0,0,0,0,0,0
DOC2B,0,0,0,0,0,0
OR51C4P,0,0,0,0,0,0
KLHDC7B-DT,0,0,0,0,0,0
LOC107985216,0,0,0,0,0,0
DOC2B,0,0,0,0,0,0
PCDHB16,0,0,0,0,0,0
OR5AO1P,0,0,0,0,0,0
HNRNPD-DT,0,0,0,1,0,0
FAM223B,0,0,0,0,0,0
OR9I3P,0,0,0,0,0,0
LINC02018,0,0,0,0,0,0
LOC441242,0,0,0,0,0,0
GAS6-DT,0,0,0,3,1,0
LINC02266,0,0,0,0,0,0
ADIRF-AS1,0,0,0,0,0,0
STAG3L5P-PVRIG2P-PILRB,0,2,0,11,0,5
WDR5B-DT,2,2,4,1,0,5
JMJD1C-AS1,0,0,0,0,0,0
PRH2,0,0,0,0,0,0
KRTAP10-7,0,0,0,0,0,0
TAS2R10,0,0,0,0,2,0
LOC105369201,0,0,0,0,0,0
SMDT1,0,0,0,0,0,0
OR10AE3P,0,0,0,0,0,0
LOC105374312,0,0,0,0,0,0
SAP30-DT,11,9,18,11,6,14
OR2BH1P,0,0,0,0,0,0
DCP1A,37,46,48,65,40,66
ATP6V1FNB,0,0,0,0,0,0
OR10Q2P,0,0,0,0,0,0
SMDT1,10,8,7,18,10,7
TBC1D8-AS1,0,0,0,0,0,2
NDST2,0,0,0,0,0,3
OR7A19P,0,0,0,0,0,0
RBAK-RBAKDN,0,0,0,0,0,0
LOC107986163,0,0,1,0,0,0
OR5AL1,0,0,0,0,0,0
ARHGEF2-AS2,0,1,2,0,1,0
ARL2-SNX15,0,0,0,0,0,0
FAM106A,0,3,6,4,12,0
INTS4P2,0,0,0,0,0,0
DGCR5,0,0,0,0,0,0
LINC02035,5,2,12,18,5,8
C2orf15,0,0,0,1,0,1
HOXC5,0,0,0,12,11,0
OR51F4P,0,0,0,0,0,0
CDC37L1-DT,0,0,0,0,0,0
GRIN2B,0,1,0,0,3,0
OR52E1,0,0,0,0,0,0
TAS2R9,0,0,0,0,0,0
LYPD4,0,0,0,0,0,0
LINC01990,0,0,0,0,0,0
PACERR,0,0,0,0,0,0
NBPF26,0,0,0,0,0,0
SPATA13,0,0,0,0,0,0
SNURF,0,0,0,0,0,0
H3-2,0,0,0,0,0,0
OR5BQ1P,0,0,0,0,0,0
TMEM271,0,3,1,1,2,1
CNNM3-DT,0,0,0,0,0,0
ZBTB8B,15,18,20,18,16,8
C1QTNF3-AMACR,0,0,0,0,0,0
LOC105375519,1,2,0,0,1,1
DGCR11,1,0,1,4,0,0
RBAKDN,0,0,0,0,0,0
OR6L2P,0,0,0,0,0,0
CYP4F36P,0,0,0,0,0,0
OR7M1P,0,0,0,0,0,0
PAXIP1-DT,8,14,12,17,10,8
OR2Q1P,0,0,0,0,0,0
LINC01396,0,0,0,0,0,0
OR5B15P,0,0,0,0,0,0
LINC02712,0,0,0,0,0,0
OR13I1P,0,0,0,0,0,0
OR8S21P,0,0,0,0,0,0
PANK4,0,0,0,0,0,0
MIR6129,0,0,0,0,0,0
KIR3DL3,0,0,0,0,0,0
NCR1,0,0,0,0,0,0
KIR2DL1,0,0,0,0,0,0
TBC1D3K,0,0,0,0,0,0
FOXD4L6,0,0,0,0,0,0
KIR3DL1,0,0,0,0,0,0
SPDYE8,0,0,0,0,0,0
LOC101929657,0,0,0,0,1,0
SNORA54,0,0,0,0,0,0
KIR2DS4,0,0,0,0,0,0
HES5,0,0,0,0,0,0
FAM181A,0,0,0,0,0,0
NCR1,0,0,0,0,0,0
AGBL1,0,0,0,0,0,0
H4C12,0,0,0,0,0,0
SNORA44,0,0,0,0,0,0
MIR6812,0,0,0,0,0,0
CWC25,5,16,11,21,12,14
NAP1L4,22,60,43,136,111,64
FAM189A1,0,0,0,0,0,0
LOC100419716,0,0,0,0,0,0
CDHR5,0,0,0,0,0,0
LENG9,0,0,0,0,0,0
KIR2DL4,0,0,0,0,0,0
C22orf15,0,0,0,0,0,0
LOC100419774,0,0,0,0,0,0
OR10G1P,0,0,0,0,0,0
SNORA78,0,0,0,0,0,0
SMIM11B,47,28,32,49,40,15
MBOAT7,0,0,0,0,0,0
MIR7160,0,0,0,0,0,0
EEF1D,0,0,0,0,0,0
LOC100420114,0,0,0,0,0,0
FGFR3P2,0,0,0,0,0,0
MIR6776,0,0,0,0,0,0
CHCHD10,0,0,0,0,0,0
SRCIN1,0,0,0,0,0,0
RN7SL386P,0,0,0,0,0,0
ZNHIT3,30,48,44,117,112,102
MIR6511A4,0,0,0,0,0,0
CDC42EP5,0,0,0,0,0,0
MIR4726,0,0,0,0,0,0
CDC42EP5,0,0,0,0,0,0
NDUFA3,0,0,0,0,0,0
PPP1R26P2,0,0,0,0,0,0
MIR8065,0,0,0,0,0,0
GOLGA8G,0,0,0,0,0,0
MIR6792,0,0,0,0,0,0
LOC100419913,0,0,0,0,0,0
LOC441711,0,0,0,0,0,0
B2M,171,303,200,729,508,570
LONRF2P5,0,0,0,0,0,0
CT45A7,0,0,0,0,0,0
MRPL57P1,0,0,0,0,0,0
MIR6760,0,0,0,0,0,0
H2BC14,0,0,0,0,0,0
LHX1,2,1,0,4,3,0
CDKN1C,6,11,11,4,5,7
TMC4,0,0,0,0,0,0
KIR3DL2,0,0,0,0,0,0
FCAR,0,0,0,2,0,0
MIR6075,0,0,0,0,0,0
MIR6870,0,0,0,0,0,0
LOC100499471,0,0,0,0,0,0
CYFIP1,15,10,10,37,10,22
LILRP2,0,0,0,0,0,0
LOC102723623,0,0,0,0,0,0
MIR6790,0,0,0,0,0,0
DDX24,4,11,22,127,60,92
VN1R76P,0,0,0,0,0,0
LCA10,0,0,0,0,0,0
SMN1,0,2,2,0,0,0
KIR3DL1,0,0,0,0,0,0
MIR6126,0,0,0,0,0,0
CEACAM20,0,0,0,0,0,0
MIR6765,0,0,0,0,0,0
ARHGAP23,1,0,1,1,0,3
DUSP8,4,2,3,8,1,6
H2BC8,0,0,0,0,0,0
ABCC6P2,0,0,0,0,0,0
OCLN,3,26,24,13,12,5
ENPP7P7,0,0,0,0,0,0
USP27X,1,2,0,5,3,0
MUC4,0,0,0,0,0,0
LOC100996737,0,0,0,0,0,0
OR2T5,0,0,0,0,0,0
MIR7843,0,0,0,0,0,0
LRRC56,0,0,0,0,0,0
SNORD115-13,0,0,0,0,0,0
MIR6842,0,0,0,0,0,0
TAF9,0,0,0,0,0,3
SDR42E1P4,0,0,0,0,0,0
PPP2R3B,6,0,0,4,0,1
RASSF7,0,0,0,0,0,0
TRIM60P2Y,0,0,0,0,0,0
LILRP2,0,0,0,0,0,0
HNRNPCL4,7,2,3,6,1,6
BDP1,0,0,0,0,0,0
LOC105373373,0,0,0,0,0,0
MIR8066,0,0,0,0,0,0
LILRA3,0,0,0,0,0,0
KIR2DL3,0,0,0,0,0,0
FRMD6-AS1,0,0,0,1,0,0
FAM83H,0,3,0,0,0,1
MIR6798,0,0,0,0,0,0
NOL12,0,0,0,0,0,0
KIR3DL2,0,0,0,0,0,0
MIR8068,0,0,0,0,0,0
KIR2DS4,0,0,0,0,0,0
MIR6877,0,0,0,0,0,0
TNFRSF14,0,0,0,0,0,0
MIR6853,0,0,0,0,0,0
RN7SL733P,0,0,0,0,0,0
KIR2DL3,0,0,0,0,0,0
ENPP7P14,0,0,0,0,0,0
GOLGA6L1,0,0,0,0,0,0
LOC100419762,0,0,0,0,0,0
H3C8,0,0,0,0,0,0
LILRB5,0,0,0,0,0,0
PTPRK,14,20,54,55,36,33
LILRA2,0,0,0,0,0,0
RPS9,0,0,0,1,0,0
ZFP91P1,0,0,0,0,0,0
RN7SL2,6,0,3,12,0,3
LOC105370532,0,0,0,0,0,0
LINC01138,1,4,2,5,4,1
FAM27E3,1,11,6,8,10,13
MIR6813,0,0,0,0,0,0
KIR3DL1,0,0,0,0,0,0
GOLGA6L10,0,0,0,0,0,0
FAM230J,0,2,0,0,0,0
SYNRG,0,1,0,0,0,0
INO80B-WBP1,1,3,0,1,0,0
MIR4727,0,0,0,0,0,0
MIR6507,0,0,0,0,0,0
TMPRSS11E,0,0,0,0,0,0
MIR6514,0,0,0,0,0,0
CASTOR2,0,0,0,0,0,0
MASCRNA,0,0,0,0,0,0
PUF60,0,0,1,1,1,0
LAIR2,0,0,0,0,0,0
PRIMA1,1,0,0,2,1,1
SNORD1C,6,10,4,17,9,15
RNA5SP535,0,0,0,0,0,0
RN7SL787P,0,0,0,0,0,0
OR4M2,0,0,0,0,0,0
KIR2DL3,0,0,0,0,0,0
HNRNPCL2,0,0,0,0,0,0
LAIR1,0,0,1,1,0,0
MIR6777,0,0,0,0,0,0
LILRA5,0,0,0,0,0,0
MIR6081,0,0,0,0,0,0
TSEN34,2,0,0,7,0,0
CEACAM4,0,0,0,0,0,0
LOC392145,0,0,0,0,0,0
MIR6774,0,0,0,0,0,0
MYOM2,1,1,0,3,0,2
KIR2DL5A,0,0,0,0,0,0
RILP,0,0,0,0,0,0
LILRA6,0,0,0,0,0,0
DLGAP2,0,0,0,0,0,0
GOLGA6L4,0,5,0,3,0,0
RN7SL585P,0,0,0,0,0,0
MIR8071-1,0,0,0,0,0,0
NLRP7,0,0,0,0,0,0
CNOT3,0,2,0,0,0,3
NATD1,0,0,0,0,0,0
H2AB1,0,0,0,0,0,0
LILRA4,0,0,0,0,0,0
KIR2DL4,0,0,0,0,0,0
ZNF705G,0,0,0,0,0,0
FAM197Y4,0,0,0,0,0,0
MAPK15,0,0,0,0,0,0
ANTXRL,0,0,0,0,0,0
SOCS7,7,2,4,6,5,4
LOC100419839,0,0,0,0,0,0
CCL3,0,0,0,0,0,0
RNA5SP414,0,0,0,0,0,0
SOCS7,6,2,3,35,4,4
KIR2DL4,0,0,0,0,0,0
CCL5,0,0,0,0,0,0
PRSS1,0,0,0,0,0,0
GGTLC3,0,0,0,0,0,0
LOC283683,6,2,2,15,1,0
KIR3DL3,0,0,0,0,0,0
MIR6728,0,0,0,0,0,0
MIR7702,0,0,0,0,0,0
SNORA73A,0,0,0,0,0,0
ATP9B,0,0,0,0,0,0
GAGE13,0,0,0,0,0,0
CBSL,30,44,30,75,58,56
MIR6069,0,0,0,0,0,0
ADRA2B,0,0,0,0,0,0
SCRIB,0,1,0,12,2,7
H2BC6,0,0,0,0,0,0
MIR6864,0,0,0,0,0,0
LENG8,0,0,0,0,0,0
MIR5088,0,0,0,0,0,0
RPS2P49,0,0,0,0,0,0
SNORA71E,0,0,0,0,0,0
LILRB5,0,0,0,0,0,0
MIR6749,0,0,0,0,0,0
RPSAP73,0,0,0,0,0,0
GOLGA6L9,3,19,0,1,0,0
KIR2DS4,0,0,0,0,0,0
TAS2R7,0,0,0,0,0,0
LRRC37A2,0,4,0,0,0,0
LOC102724219,6,18,2,21,2,6
CDIP1,0,1,0,0,0,0
CATSPERB,0,0,1,0,0,0
ZNF658,4,10,0,0,8,0
THAP12P10,0,0,0,0,0,0
ZNF707,0,0,0,0,0,0
CDRT15P3,0,0,0,0,0,0
GRAMD4P4,0,0,0,0,0,0
TUBAP6,0,0,0,0,0,0
ADAMTS7P1,0,0,0,0,0,0
MIR6801,0,0,0,0,0,0
PROP1,0,0,0,0,0,0
TMC4,0,0,0,0,0,0
TMEM269,0,0,1,3,0,1
MIR6885,0,0,0,0,0,0
TPTE,0,0,0,0,0,0
C2orf27A,4,2,8,2,1,2
KIR3DL3,0,0,0,0,0,0
LOC100533728,0,0,0,0,0,0
KIR2DL3,0,0,0,0,0,0
GOLGA6L22,0,0,0,0,0,0
SPAG11B,0,0,0,0,0,0
KIR2DS4,0,0,0,0,0,0
RNA5SP536,0,0,0,0,0,0
KIR2DL2,0,0,0,0,0,0
MIR6515,0,0,0,0,0,0
RDH13,0,0,0,0,0,0
TBC1D3D,0,0,0,0,0,0
RN7SL196P,0,0,0,0,0,0
C8orf89,0,0,0,0,0,0
LOC100421330,0,0,0,0,0,0
SLC22A18AS,0,0,0,0,0,0
LOC105378516,0,0,0,0,0,0
MIR1273H,0,0,0,0,0,0
RNA5SP257,0,0,0,0,0,0
HERC2P7,0,0,0,0,0,0
SCT,0,0,0,0,0,0
YWHAE,0,0,0,0,0,2
RN7SL650P,0,0,0,0,0,0
KIR3DL3,0,0,0,0,0,0
LOC100420802,0,0,0,0,0,0
NPEPPSP1,0,0,0,0,0,0
MRPS7P1,0,0,0,0,0,0
MIR6832,0,0,0,0,0,0
LENG9,0,0,0,0,0,0
KIR3DL3,0,0,0,0,0,0
TBC1D3,0,0,0,0,0,0
LILRB2,0,0,0,0,0,0
FAM74A6,0,0,0,0,0,0
RCC1L,5,2,1,6,8,9
SEBOX,0,0,0,0,0,0
KIR2DS4,0,0,0,0,0,0
PHLDA2,0,0,0,0,0,0
CHRNA7,0,0,0,0,0,0
SNORD28,73,204,148,162,107,99
MIR6889,0,0,0,0,0,0
KIR3DL3,0,0,0,0,0,0
LOC102724334,0,0,0,0,0,0
ZYXP1,0,0,0,0,0,0
IGHV2-70,0,0,0,0,0,0
LHX1,0,0,0,0,0,2
FCAR,0,0,0,0,0,0
FAM74A4,0,0,0,0,0,0
LILRB3,0,0,0,0,0,0
DGKK,0,0,0,0,0,0
DUX4L24,0,0,0,0,0,0
RIMBP3B,0,0,0,0,0,0
PI4KAP1,20,33,26,38,38,50
PCCA-DT,0,0,0,0,0,2
TBC1D3,0,0,4,3,1,2
BNIP3P14,0,0,0,0,0,0
SALL4P4,0,0,0,0,0,0
CNOT3,8,5,0,5,0,1
H4C6,0,0,0,0,0,0
CFD,0,0,0,0,0,0
MIR378J,0,0,0,0,0,0
MIR6867,0,0,0,0,0,0
LOC105379252,0,3,2,5,1,0
RN7SL719P,0,0,0,0,0,0
GLIS2,0,0,0,0,0,0
KIR3DL3,0,0,0,0,0,0
H2BC17,0,0,0,0,0,0
RPS9,2,0,5,0,0,1
RN7SL625P,0,0,0,0,0,0
FAM230I,0,0,0,0,0,0
TBC1D3J,0,0,0,0,0,0
LINC02371,0,0,0,0,0,0
RN7SKP236,0,0,0,0,0,0
PVALB,0,0,0,0,0,0
LILRB1,0,0,0,0,0,0
MARVELD2,7,16,10,14,13,17
TSEN34,0,5,0,0,0,0
GTF2H2C_2,11,10,25,2,3,46
SPATC1L,0,0,0,0,0,0
KIR2DL1,0,0,0,0,0,0
KIR3DL3,0,0,0,0,0,0
MIR6761,0,0,0,0,0,0
TAS2R30,0,1,0,1,0,0
OSCAR,0,0,0,0,0,0
MIR486-1,0,0,0,0,0,0
MIR7974,0,0,0,0,0,0
KIR2DS4,0,0,0,0,0,0
KIR3DL2,0,0,0,0,0,0
KIR3DL3,0,0,0,0,0,0
ARHGEF10,18,8,9,27,24,29
IQSEC3P3,0,0,0,0,0,0
ARHGAP11B,0,3,0,0,3,0
CCL23,0,0,0,0,0,0
KIR2DS3,0,0,0,0,0,0
ZNF100,28,63,64,97,73,53
RN7SL627P,0,0,0,0,0,0
KRTAP7-1,0,0,0,0,0,0
H3C6,2,3,5,0,3,3
RPS2P50,0,0,0,0,0,0
RNA5SP527,0,0,0,0,0,0
KIR3DL3,0,0,0,0,0,0
CISD3,0,0,0,0,0,0
MIR6128,0,0,0,0,0,0
NOMO1,0,0,0,0,0,0
PHRF1,0,0,0,0,0,0
KIR2DL1,0,0,0,0,0,0
KIR3DL3,0,0,0,0,0,0
LILRP2,0,0,0,0,0,0
F8A2,0,0,0,0,0,0
LOC102723532,0,0,0,0,0,0
BDP1,3,4,10,10,10,39
MIR6768,0,0,0,0,0,0
KIR2DS4,0,0,0,0,0,0
TBC1D3B,0,1,0,0,0,0
MIR6078,0,0,0,0,0,0
NPHP3-ACAD11,1,0,0,0,0,0
CLPTM1L,0,0,1,0,8,1
MIR6772,0,0,0,0,0,0
SERPINA2,0,0,0,0,0,0
MIR6762,0,0,0,0,0,0
MIR7152,0,0,0,0,0,0
KIR2DL3,0,0,0,0,0,0
MIR6788,0,0,0,0,0,0
PRB4,0,0,0,0,0,0
MUC20,0,0,0,0,0,0
RN7SL422P,0,0,0,0,0,0
MRM1,0,0,0,0,0,0
LOC100421158,0,0,0,0,0,0
TRAPPC12,2,1,2,1,1,1
TRIM60P12Y,0,0,0,0,0,0
OR4W1P,0,0,0,0,0,0
LILRA5,0,0,0,0,0,0
KIR3DL1,0,0,0,0,0,0
KIR2DS4,0,0,0,0,0,0
KIR2DL1,0,0,0,0,0,0
MIR7150,0,0,0,0,0,0
TBC1D3I,0,0,0,0,0,0
LILRA1,0,0,0,0,0,0
TBC1D3B,0,0,0,0,0,0
MIR8083,0,0,0,0,0,0
KIR2DL4,0,0,0,0,0,0
KIR2DS4,0,0,0,0,0,0
KIR3DL1,0,0,0,0,0,0
RPS9,2,0,5,0,0,1
KIR2DL3,0,0,0,0,0,0
VSTM1,0,0,0,0,0,0
