gene_name,5377-sg_Control,5377-sg_PAK4,5391-sg_Control,5391-sg_PAK4,5465-sg_Control,5465-sg_PAK4
RPS2P47,9,23,13,11,23,16
RNF103,493,376,714,772,907,272
RBM14,775,920,479,494,755,221
MORC1-AS1,0,0,0,0,0,0
RPL19P13,0,0,0,0,0,0
RN7SL11P,0,1,0,0,0,0
RPL35AP17,0,0,0,0,0,0
RN7SL854P,0,0,0,0,0,0
RPS29P26,0,0,0,0,0,0
ATP6V1B1-AS1,12,11,3,7,0,3
RPL9P4,0,0,0,0,0,0
RPS26P9,0,0,0,0,0,0
HLA-DMB,0,1,0,0,0,0
LINC01119,41,19,31,16,15,15
RN7SL658P,0,0,0,0,0,0
LLPH-DT,2,2,1,4,2,1
RPS6P9,0,0,0,0,0,0
RPS17P15,0,0,0,0,0,0
RN7SL309P,0,0,0,0,0,0
RPS26P49,0,0,0,0,0,0
RN7SL477P,0,1,0,0,0,0
RPL21P105,0,0,1,0,0,0
ALKBH6,117,107,96,104,108,41
ASB14,1,1,2,2,1,0
PCDHA13,7,3,4,0,0,0
RN7SL87P,0,0,0,0,0,0
RPS20P17,0,0,0,0,0,0
RN7SL414P,5,1,7,2,1,0
RPL13AP21,0,0,0,0,0,0
RN7SL342P,0,0,0,0,0,0
CYP4F62P,0,1,0,0,0,0
RN7SL535P,35,20,2,2,9,3
OR8F1P,0,0,0,0,0,0
GM2AP2,0,0,0,0,0,0
RN7SL752P,9,4,5,5,5,3
RPS26P48,0,0,0,0,0,0
LINC02008,0,0,0,1,0,0
LINC02047,0,0,0,0,0,0
HLA-DOB,0,7,0,0,2,0
RN7SL691P,0,0,0,0,0,0
RN7SL552P,5,1,2,1,9,0
ERICH2,44,21,4,2,0,0
RN7SL569P,2,12,0,2,0,0
RPL21P97,0,0,0,0,0,0
RN7SL584P,0,0,0,0,0,0
RN7SL221P,0,0,1,0,0,0
RPL7P38,1,8,1,0,0,0
KLHL41,21,11,5,7,27,2
RPS3AP41,0,0,0,0,0,0
LOC105374042,10,5,0,1,3,1
RPS15AP16,0,0,0,0,0,0
RN7SL333P,3,3,4,1,1,0
RN7SL583P,0,0,0,0,0,0
LINC01210,0,0,0,0,0,0
FLYWCH1P1,0,0,0,0,0,0
CASTOR3,103,164,54,80,139,63
MYLK-AS1,15,22,25,16,10,1
RPL30P5,0,0,0,0,0,0
RPL21P45,0,0,2,2,0,0
GOLGA2P2Y,0,0,0,0,0,0
RN7SL399P,0,0,0,0,0,0
RN7SL822P,0,0,0,0,0,0
RN7SL843P,0,0,0,0,0,0
RN7SL12P,0,0,0,0,0,0
RN7SL841P,0,0,0,0,0,0
PPP2R5CP,16,15,5,12,8,1
RN7SL479P,0,0,0,0,0,0
SETP11,0,0,0,0,0,0
IGKV2D-30,0,0,0,0,0,0
COX6CP14,0,0,0,0,0,0
RN7SL388P,3,1,0,9,1,0
RN7SL325P,0,0,0,0,0,0
RN7SL675P,0,0,0,0,0,0
MTND1P16,0,0,0,0,0,0
LINC00879,0,0,0,0,0,0
OR1J4,0,0,1,10,6,0
RN7SL79P,0,0,0,0,0,0
STPG4,11,17,10,4,15,2
RUVBL1-AS1,0,1,1,1,0,0
RPS13P6,0,0,0,0,0,0
RPL32P27,0,4,5,10,2,0
HLA-L,10,28,0,0,0,0
PRR20G,0,1,0,0,0,0
RN7SL241P,0,0,0,0,0,0
RPL12P20,4,5,0,0,0,0
MTND4LP3,0,0,0,0,0,1
RN7SL62P,0,0,0,0,0,0
MEIKIN,0,0,0,0,0,0
MTND1P3,0,0,0,0,0,0
MYADML,0,0,0,0,0,0
PSMD6-AS2,94,88,76,64,134,53
RPL34P30,0,0,0,0,0,0
NME1,2460,1831,1968,2138,545,265
RN7SL193P,0,0,0,0,0,0
RPL7AP67,0,0,0,0,0,0
RPL34P28,0,0,0,0,0,0
RPL17P46,0,0,0,0,0,0
RN7SL668P,0,0,0,0,0,0
RPSAP38,0,0,0,0,0,0
TNFSF12,101,59,63,63,36,11
HNRNPA3P8,0,0,0,0,0,0
RPL37P20,0,1,1,0,2,0
RN7SL507P,0,0,0,0,0,0
RN7SL568P,0,1,2,4,0,0
CDRT4,0,0,75,67,120,67
RN7SL782P,0,0,0,0,0,0
RN7SL692P,0,0,0,0,0,0
APOBEC3G,110,152,271,300,239,100
HLTF-AS1,1,1,0,0,4,0
IMP3P2,0,0,1,3,1,0
RN7SL688P,0,0,0,0,0,0
RN7SL825P,0,0,1,0,0,0
TLR9,0,0,0,14,0,0
RN7SL672P,0,0,0,0,0,0
RN7SL63P,0,0,0,0,0,0
RN7SL790P,0,0,0,0,0,0
RN7SL795P,0,0,0,0,0,0
CFB,0,0,0,0,0,0
PHF1,0,0,0,0,0,2
WBP1,375,324,218,278,521,195
RPLP0P11,0,0,0,0,0,0
MRPS17,522,420,422,538,178,74
RN7SL653P,0,1,1,2,6,2
RPL21P39,10,1,1,0,0,0
ITIH4-AS1,0,0,0,0,0,0
RN7SL255P,0,0,0,0,0,0
IGKV1D-8,0,0,0,0,0,0
RN7SL213P,1,1,2,0,3,0
RN7SL513P,0,0,0,1,0,0
RN7SL754P,0,0,1,1,2,0
RN7SL549P,0,0,0,0,0,0
SUGT1P3,13,12,14,37,34,29
KRT8P25,0,0,0,0,0,0
RPS4XP22,0,0,1,0,0,0
LOC100129707,0,0,0,0,0,0
PSMB9,577,911,191,110,65,91
DEFA3,0,0,0,0,0,0
RPL23AP72,0,1,2,1,4,0
RN7SL225P,0,0,0,0,0,0
GET4,992,1052,679,808,213,84
RPL21P96,0,0,0,0,0,0
RPP21,90,90,0,0,0,0
RN7SL34P,0,0,0,0,0,0
RPL21P55,0,0,0,0,0,0
IGSF11-AS1,0,1,0,0,0,0
RALBP1P1,0,0,0,0,0,0
RN7SL608P,11,9,3,8,18,1
KRTAP9-2,0,0,0,0,0,0
C1orf226,10,2,58,50,79,29
RN7SL792P,0,0,0,0,0,0
ADSL,1111,1159,2018,2177,692,304
RN7SL75P,3,3,0,5,4,0
RN7SL530P,1,4,0,1,0,0
LINC01471,0,0,0,0,0,0
RN7SL864P,0,0,0,0,1,0
RPP21,0,0,124,103,46,5
LOC101930094,1,0,0,1,0,0
RN7SL606P,2,0,1,0,0,0
RPSAP34,0,0,0,0,0,0
RN7SL394P,0,0,0,0,2,0
ZBTB20-AS3,0,1,0,0,0,0
RN7SL368P,3,2,9,2,2,1
RN7SL273P,1,4,2,0,1,4
RN7SL51P,0,0,0,0,0,0
ENPP7P2,0,0,0,0,0,0
LILRA4,0,0,0,0,0,0
RN7SL748P,0,0,0,0,0,0
LOC100289561,88,69,6,5,27,19
IGKV1D-33,0,0,0,0,0,0
OR2A15P,0,0,0,0,0,0
RPL31P31,0,0,0,0,0,0
RN7SL420P,0,0,0,0,0,0
RPL31P60,0,0,0,0,0,0
TRBVA,0,0,0,0,0,0
FCF1P3,0,0,0,0,0,0
LILRA2,14,11,6,10,14,8
RPL7P24,2,4,4,10,8,1
LINC02004,0,0,0,2,0,0
LY6G6F,0,0,0,0,0,0
SLC9A9-AS1,0,0,0,0,0,0
RN7SL254P,4,9,1,1,3,1
TEX35,0,2,1,2,5,0
RPLP0P3,0,0,2,1,0,0
LINC00888,235,186,84,90,100,24
OR9A3P,1,0,2,2,0,0
LNCSRLR,37,22,78,90,21,12
MTND6P6,0,1,0,0,0,0
AMY2B,16,32,45,78,119,38
IGHJ4,0,0,0,0,0,0
RPS27P26,0,0,0,0,0,0
STRIT1,0,0,0,0,0,0
RPS3AP32,2,1,1,4,4,2
RPL23AP10,0,0,0,0,0,0
LY6G5B,64,84,13,86,57,0
LOC107986114,18,8,26,25,17,0
RPL21P42,0,0,0,0,0,0
GPAA1P1,0,0,0,0,0,0
RPL9P30,0,0,0,0,0,0
RPS3AP22,2,6,2,1,2,1
MTND4LP10,0,0,0,0,0,0
RPSAP12,4,0,0,0,0,0
BMS1P3,0,0,0,0,3,0
RN7SL351P,0,0,2,5,10,0
RPL36P15,0,0,0,1,0,0
RN7SL146P,1,0,0,0,0,0
NCOR1P1,0,0,0,0,1,0
RN7SL303P,0,0,0,0,0,0
PSMB9,28,49,7,21,0,0
RPL23AP75,0,0,0,0,0,0
KRT18P43,0,0,0,0,0,0
PSMD12P1,0,0,0,0,0,0
ERICH6-AS1,1,2,6,2,20,0
EEF1GP4,0,0,0,0,0,0
RN7SL826P,0,0,0,0,0,0
LINC02271,9,10,16,13,34,7
RPL6P16,0,0,0,0,0,0
RN7SL263P,0,0,0,0,0,0
RPS7P7,0,0,0,0,0,0
RN7SL771P,0,0,0,0,0,0
RPL9P22,0,0,0,0,0,0
MAGI1-AS1,0,0,0,0,0,0
RPL26P3,0,0,0,0,0,0
RN7SL297P,0,0,0,0,0,0
PCDHGC3,929,1002,354,347,850,220
RN7SL633P,0,0,0,0,0,0
RN7SL621P,0,0,0,0,0,0
CYMP,0,0,0,0,0,0
ARHGEF3-AS1,0,0,0,0,0,0
RN7SL520P,0,0,0,0,0,0
RPS6P24,0,0,0,0,0,0
RN7SL223P,0,0,0,0,0,0
RN7SL567P,0,0,0,0,0,0
SMKR1,11,9,3,8,2,0
RN7SL865P,0,0,0,0,0,0
RPL7AP5,0,0,0,0,0,0
TRBV25OR9-2,0,0,0,0,0,0
UGT1A5,0,0,0,0,0,0
ZNF542P,543,394,1334,1543,345,71
COX19,630,616,266,315,200,139
RN7SL587P,6,1,1,1,2,0
RN7SL794P,0,0,0,0,0,0
HNRNPA1P23,0,0,0,0,0,0
RPL21P78,0,0,0,0,0,0
RPL21P117,0,0,0,0,0,0
DEFA1B,0,0,0,0,0,0
RN7SL541P,6,4,0,0,0,0
B4GALT4-AS1,0,0,0,0,0,0
PSMC1P6,0,0,0,0,0,0
MOXD2P,0,0,0,0,0,0
RPL12P37,0,0,0,1,1,0
TCAM1P,9,15,23,17,11,4
GHRLOS,84,59,85,68,23,16
RN7SKP241,0,1,0,1,0,0
RN7SL187P,0,0,0,0,0,0
RN7SL717P,4,2,0,1,2,1
ACAD11,669,281,735,683,701,397
RPL6P26,0,0,0,0,0,0
RN7SL100P,0,3,0,0,0,0
MTCO1P6,0,0,0,0,0,0
RPL18P12,0,0,1,1,2,0
RN7SL764P,0,0,0,0,0,0
RPS29P27,0,0,0,0,0,0
RN7SL481P,13,15,4,2,15,3
RN7SL93P,0,0,0,0,0,0
LOC100506281,0,0,0,0,0,0
RPS2P5,2129,2181,1568,1718,1621,380
PPIL3,219,178,173,234,274,115
RN7SL35P,0,0,0,0,0,0
RPL31P59,0,0,0,0,0,0
RPL36AP45,0,0,0,0,0,0
RPL13P5,94,69,48,53,37,21
RPS4XP13,0,0,0,0,0,0
RN7SL503P,0,0,0,0,0,0
RPS8P8,0,0,2,0,0,1
RPS29P20,0,0,0,1,0,0
LCE1F,0,0,0,0,0,0
RPS18P7,0,0,0,0,0,0
EGFL8,52,0,0,0,0,0
RPL9P3,11,6,1,2,1,0
LOC100421670,0,0,0,0,1,0
RPL5P23,0,0,0,0,0,0
KIR3DL2,0,0,0,0,0,0
SAMMSON,10,21,12,19,18,4
MTATP8P1,0,0,0,0,0,0
RPL5P16,4,1,2,0,1,0
RPS2P51,0,0,0,0,0,0
LINC00636,0,0,0,0,0,0
RPL36AP18,0,0,0,0,0,0
KRTAP13-3,0,0,0,0,0,0
RPL35AP14,0,0,0,0,0,0
OFD1P5Y,0,0,0,0,0,0
RN7SL91P,0,0,0,0,0,0
RPL17P38,2,13,3,6,3,0
RPS10P20,0,0,0,0,0,0
FOXO3B,59,84,194,234,41,18
CSPG4P1Y,0,0,0,0,0,0
MTCO1P29,0,0,0,0,0,0
RN7SL472P,0,1,0,1,0,0
RN7SL346P,0,0,0,0,0,0
RN7SL116P,0,0,0,0,0,0
LOC730021,0,1,0,0,1,0
RPL29P2,2,1,0,2,1,1
RN7SL38P,0,0,0,0,0,0
RPL31P6,0,0,0,0,0,0
RPL23AP54,0,0,0,0,0,0
FAM214BP1,0,0,0,0,0,0
RPS12P28,0,0,0,0,0,0
CDKN2B-AS1,83,68,78,74,167,46
RN7SL837P,0,0,0,0,0,0
TNFRSF13B,0,0,0,0,0,0
RPL34P18,0,0,0,0,0,0
MED28P2,0,0,0,0,0,0
RPL36P11,0,0,0,0,0,0
RPLP1P9,0,0,0,0,0,0
RPL7AP10,0,0,0,0,0,0
RPL21P123,4,5,0,5,15,1
RN7SL69P,0,0,0,0,0,0
RPL34P17,0,0,0,0,0,0
RPL3P9,0,0,0,0,0,0
TM4SF1-AS1,2,2,3,0,3,0
KRTAP9-1,0,0,0,0,0,0
RN7SL492P,0,0,0,0,0,0
THOC7-AS1,0,0,0,0,0,0
RPL7AP58,0,0,0,0,0,0
L1TD1,59,91,55,106,259,70
LINC02067,0,0,0,0,0,0
RN7SL445P,0,0,0,0,0,0
TRBV22-1,0,0,0,0,0,0
AQP1,244,42,8,7,8,5
RN7SL547P,0,0,0,0,0,0
RN7SL258P,18,8,3,2,1,1
RPSAP48,0,0,0,0,0,0
EGFL8,0,19,0,19,74,7
KCNAB1-AS2,0,0,0,0,0,0
RPL9P15,0,0,0,0,0,0
AADACP1,19,7,312,206,151,60
RN7SL564P,0,1,0,0,0,0
RPL6P15,0,0,0,0,0,0
RN7SL98P,0,0,0,0,0,0
RPS6P25,4,2,1,4,3,0
RPL17P4,0,0,1,0,0,0
RN7SL403P,0,0,2,0,3,0
RN7SL150P,0,0,0,0,0,0
RPS10P12,0,0,0,0,0,0
RPL30P12,0,0,0,0,0,0
SPATA31D5P,0,0,0,0,0,0
RN7SL808P,0,0,0,0,0,0
RN7SL666P,0,0,0,0,0,0
RN7SL580P,0,0,0,0,0,0
RN7SL305P,0,0,0,0,0,0
SEPTIN7P4,0,0,0,0,0,0
C1QTNF9,0,0,1,0,3,0
RN7SL310P,0,0,0,0,0,0
LSP1P2,0,0,0,1,0,0
KRT8P36,10,8,3,8,8,5
RPS14P6,0,0,0,0,0,0
RPL21P51,0,0,0,0,0,0
H4P1,0,0,0,0,0,0
ISY1,543,627,230,400,315,104
RN7SL538P,0,0,0,0,0,0
PNMA2,73,95,221,170,85,48
RPS2P39,0,0,0,0,0,0
LINC01168,0,0,0,0,0,0
RN7SL860P,0,0,0,0,0,0
RN7SL851P,9,3,3,3,3,0
LRRD1,25,28,25,26,22,9
RPS4XP15,0,0,0,0,0,0
RN7SL382P,0,0,0,0,0,0
RPS12P15,0,0,2,0,0,0
RPL21P60,12,13,3,5,6,2
RN7SL502P,0,0,0,0,0,0
RPL6P22,0,0,0,0,0,0
RPS20P28,0,0,0,0,0,0
KRBOX1,452,344,4,0,49,63
RN7SL559P,1,4,3,2,7,0
RPS12P6,0,0,0,0,0,0
RPL31P56,0,0,0,0,0,0
PCDHGC5,66,56,49,37,43,9
RN7SL288P,0,0,0,2,0,0
C21orf91-OT1,0,0,0,0,0,0
ARHGEF25,315,248,58,64,273,92
RN7SL776P,0,0,0,0,0,0
RPS26P23,18,33,73,63,24,17
RPS10P4,0,1,0,0,0,0
RPL36AP21,0,0,0,0,0,0
MTND2P14,0,0,0,0,0,0
RN7SL231P,0,0,0,0,0,0
RPL34P24,3,0,10,1,4,2
CAP1P1,51,47,34,52,67,19
RPL9P25,0,7,0,0,0,7
RN7SL23P,7,3,5,6,11,2
MTND3P7,0,0,0,0,0,0
RPL19P7,0,0,0,0,0,0
RPL21P4,0,0,0,0,0,0
RN7SL77P,0,0,0,0,0,0
RPS15P9,0,0,0,0,0,0
RN7SL497P,0,0,0,0,0,0
PEDS1,409,610,1143,1219,1379,673
RN7SL328P,9,6,8,2,10,0
PSMC2P1,4,3,0,0,1,0
RDH14,379,327,626,667,368,127
LOC100507642,16,13,8,32,11,10
RPS10P23,0,0,0,0,0,0
RN7SL645P,0,0,0,0,0,0
RPL19P14,0,0,0,0,0,0
KRTAP4-7,0,0,0,0,0,0
RPS29P22,0,0,0,0,0,0
RPS13P7,0,0,0,0,0,0
LINC00886,37,16,54,97,12,12
RN7SL521P,3,3,1,0,2,0
RPS2P38,0,0,0,0,0,0
LOC442087,0,1,0,0,0,0
NDUFB2-AS1,18,13,18,16,9,5
LOC100130550,0,3,1,0,0,0
PLCXD2,17,18,136,210,21,5
LINC02042,14,14,12,6,8,3
RPL21P125,0,2,2,1,0,0
APOOP2,0,0,0,0,0,0
RN7SL798P,0,0,0,0,0,0
H2BP3,0,0,0,0,0,0
LSAMP-AS1,1,0,0,0,0,0
HCG17,0,0,0,0,0,0
RPS20P31,0,0,0,0,0,0
RN7SL209P,0,0,0,0,0,0
PLGLA,2,1,0,3,3,0
RN7SL554P,0,0,0,0,0,0
RN7SL591P,0,0,1,3,0,0
RPL8P3,2,0,0,0,0,0
MTCO2P6,0,0,0,0,0,0
RPL4P1,0,0,0,1,0,0
RN7SL415P,0,0,0,0,0,0
RN7SL751P,0,18,3,1,24,13
RN7SL681P,0,0,1,0,0,0
LOC100506489,0,0,0,0,0,0
RPL18P8,0,0,0,0,0,0
RN7SL283P,0,0,0,0,0,0
RPS21P6,0,0,0,0,0,0
HOXA11-AS,7,18,0,0,0,0
RPL23AP67,4,1,0,1,3,0
RN7SL459P,0,0,0,0,0,0
RN7SL183P,0,0,0,0,0,0
RPL32P13,0,0,0,0,0,0
RPS15AP26,0,0,0,0,0,0
SEPTIN7P6,0,0,0,0,0,0
FAUP3,0,0,0,0,0,0
GPR199P,35,61,17,12,104,31
TPM3P9,243,300,169,218,125,56
RCC2P5,0,0,0,0,0,0
RPL32P24,0,8,10,0,0,0
RN7SL709P,0,0,0,0,0,0
RN7SL335P,0,0,0,0,0,0
RPL7P43,0,0,0,0,0,1
RPL23AP70,0,0,0,0,0,0
NSUN6,146,192,192,188,129,52
RPL5P1,0,0,0,0,0,0
RN7SL110P,0,0,1,0,2,0
RN7SL813P,0,0,0,0,0,0
RPL22P2,6,1,4,1,0,0
RN7SL259P,0,0,0,0,0,0
RPL17P44,0,0,0,0,0,0
RPL36AP38,0,0,0,0,0,0
LINC01994,0,0,0,0,0,0
LOC284344,0,2,14,40,0,0
RPL13P11,0,0,0,0,0,0
HLA-DOB,2,8,36,22,2,0
PRICKLE2-AS1,0,0,0,2,1,0
UGT1A9,0,0,0,1,0,0
HMGN1P8,2,4,2,3,7,8
KRTAP10-5,0,0,0,0,0,0
YAE1,303,321,241,241,197,44
OR14A2,0,0,0,0,0,0
RPL22P19,0,0,0,0,1,0
RPL32P30,0,0,0,0,0,0
LINC02032,1,0,2,0,3,3
LY6G5B,59,71,0,0,88,65
RN7SL728P,0,0,0,0,0,0
RN7SL720P,0,0,0,0,0,0
ARHGAP31-AS1,14,19,6,2,0,0
RN7SL582P,0,0,0,0,0,0
RPL32P32,8,5,3,1,7,2
ADAMTS9-AS1,0,1,0,0,0,0
RN7SL160P,0,0,0,0,0,0
LINC00877,6,5,0,9,0,0
HLA-L,0,13,12,24,0,19
RPL31P46,1,8,23,23,10,0
RN7SL70P,0,0,0,0,0,0
RN7SL570P,0,0,0,0,0,0
RN7SL494P,0,0,0,0,0,0
RPL34P13,0,0,0,0,0,0
RPS10P24,0,0,0,0,0,0
RPL21P122,4,1,1,3,5,0
TDGF1,0,0,0,0,2,2
RPL21P57,0,1,0,1,1,0
RN7SL165P,0,0,0,1,0,0
RN7SL191P,0,0,0,0,0,0
HMGN2P26,0,0,0,0,0,0
RPS18P11,0,0,0,0,0,0
LOC100420551,0,0,0,0,0,0
LINC02024,0,0,0,0,0,0
SNAPC5P1,0,0,0,0,0,0
RN7SL809P,4,3,4,8,2,4
CSP2,0,1,0,6,0,0
MTND4LP17,0,0,0,0,0,0
RN7SL39P,0,0,0,0,0,0
C3orf85,0,0,0,0,0,0
NMTRS-TGA3-1,0,0,0,0,0,0
RN7SL836P,0,0,0,0,0,0
RN7SL553P,0,0,0,0,0,0
RN7SL443P,18,10,2,3,0,0
RN7SL801P,1,1,1,2,1,0
KRTAP5-8,0,0,1,3,0,0
RN7SL629P,0,0,0,0,0,0
IGKV1D-16,0,0,0,0,0,0
RN7SL302P,0,0,0,0,0,0
RN7SL727P,0,0,0,0,0,0
RPL17P20,0,0,0,0,0,0
CFB,0,0,0,0,0,0
CRCP,1872,1695,877,1113,521,112
RPL17P19,0,0,2,0,17,3
ENPP7P4,4,0,0,0,0,0
RPL31P26,0,0,0,3,0,0
LINC02614,417,288,214,248,348,127
RN7SL791P,0,0,0,0,0,0
PPATP1,0,0,0,6,0,0
HLA-DMB,0,1,0,1,1,0
RPL7AP24,0,0,0,0,0,0
WWTR1-AS1,3,10,8,13,18,2
SUCLG2-AS1,84,67,46,39,31,7
SETP6,4,19,7,14,4,8
CDRT1,2,26,97,118,2,0
LINC02070,0,0,0,0,0,0
RN7SL385P,0,0,0,0,0,2
LINC01487,0,0,0,0,0,0
RPL36A,3747,3609,5540,6172,3560,757
RPL21P47,0,0,0,0,0,0
LOC105375483,0,0,0,0,0,0
SNRPCP11,0,0,0,0,4,0
RN7SL466P,0,0,0,0,0,0
RPS6P1,9,2,4,11,0,0
RPS15AP4,0,0,0,0,12,1
OR5G3,0,0,0,0,0,0
SYNPR-AS1,0,0,0,0,0,0
PDXP,171,139,340,275,77,38
SLC25A24P1,0,0,1,0,0,0
LINC01192,1,1,0,3,1,0
RPP21,0,0,84,130,20,20
HLA-DOB,11,20,0,24,0,0
HNF1A-AS1,72,80,56,46,73,24
RN7SL234P,0,0,0,0,0,0
RN7SL205P,0,0,0,0,0,0
HLA-DMA,0,2,11,0,0,0
RN7SL344P,0,2,2,0,1,0
CD302,313,243,131,116,2154,163
RPL31P21,0,0,5,0,2,1
EGFL8,8,14,47,16,0,8
RN7SL515P,0,0,0,0,0,0
RN7SL441P,1,0,2,6,1,2
RN7SL505P,3,4,3,2,4,1
RPL21P103,0,0,0,0,0,0
EEF1A1P25,0,0,0,2,0,0
RPL37P6,0,0,0,0,0,0
RPS27P22,0,0,0,0,0,0
RPL7P19,0,4,0,0,2,0
RN7SL182P,0,0,0,0,0,0
ATP5MF,2207,2008,1117,1219,1001,300
LINC00635,4,2,3,6,3,0
PTPRG-AS1,53,39,46,52,54,19
SSX2,0,0,0,0,0,0
MECOM-AS1,0,0,0,0,0,0
ARHGAP8,15,5,7,5,2,0
RN7SL586P,0,0,0,0,0,0
LOC107986115,12,11,9,22,35,17
RPL26P4,1,0,0,0,0,0
PSMC1P1,90,104,0,0,0,0
RPS15AP24,0,0,0,0,0,0
RN7SL632P,0,0,0,0,0,0
LOC105371430,2,0,0,1,0,0
CA15P1,0,1,0,0,0,0
RN7SL369P,0,0,0,0,0,0
LINC02029,0,0,6,2,0,0
GUSBP2,105,88,56,57,97,40
RN7SL41P,0,0,0,0,0,0
RN7SL58P,0,0,0,0,0,0
ARPC4,2864,855,1506,810,1296,178
ZBTB20-AS1,0,0,0,0,0,0
RPL7P5,0,0,0,0,0,0
CORT,0,4,0,1,3,0
IGKV2D-24,0,0,0,0,0,0
RN7SL338P,0,0,0,0,0,0
PAQR9-AS1,29,23,24,16,26,11
ATP5F1AP7,0,0,0,6,3,10
RPL23AP8,3,0,0,0,0,0
RN7SL484P,0,0,0,0,0,0
RPL17P37,0,0,0,0,0,0
KRTAP9-4,0,0,0,0,0,0
RPS9P3,4,20,11,10,6,4
KRTAP5-4,0,0,0,0,0,0
RN7SL340P,0,0,0,0,0,0
RPL21P46,1,0,0,0,1,3
RN7SL618P,0,0,0,0,0,0
RN7SL18P,0,0,0,0,0,0
RN7SL316P,1,0,0,0,0,0
RPL13P8,55,28,12,10,7,7
UGT1A1,5,3,1,3,2,1
INMT,58,61,44,36,63,15
CADM2-AS2,0,0,0,0,0,0
RN7SL253P,0,0,0,0,0,0
RPL19P18,0,0,0,0,0,0
TRBV11-2,0,0,0,0,0,0
RN7SL418P,0,0,0,0,0,0
RPL19P11,0,0,0,0,0,0
LINC01327,0,0,0,0,0,0
LOC100418712,0,0,0,0,0,0
HLA-DMB,0,1,0,1,1,0
RPL21P94,3,1,0,0,0,0
RPL31P49,0,0,0,0,0,0
ADAMTS9-AS2,4,13,3,10,68,61
ARPC1A,5257,5032,1689,1891,1650,605
RN7SL704P,0,0,0,0,0,0
LINC02053,0,0,0,0,0,0
TMEFF1,0,11,40,25,0,0
HCG17,0,3,9,5,6,0
RN7SL265P,0,0,0,0,0,0
LY6G5B,0,0,87,11,0,0
VWFP1,2,0,0,0,0,0
RPL36AP23,0,0,0,0,0,0
FABP5P3,1,0,0,1,0,0
RPL21P56,0,0,0,0,0,0
RPL7AP30,8,3,0,0,1,0
RN7SL788P,2,5,1,0,3,0
RPL13AP18,0,0,0,0,0,0
RPSAP52,67,34,165,261,6,11
RN7SL83P,0,0,0,0,0,0
RN7SL714P,0,0,0,0,0,0
LOC101927974,28,22,35,44,9,11
RPS26P45,1,2,0,0,0,0
LINC01324,0,0,0,0,0,0
LINC00893,22,30,28,52,57,4
LOC100130326,0,2,3,2,0,0
RPL21P95,0,7,3,3,2,1
RN7SL390P,1,5,0,2,0,0
MTND4P16,1,0,3,5,1,0
RN7SL504P,0,0,0,0,0,0
RN7SL817P,0,0,0,0,0,0
SPRR2A,21,9,0,0,3,6
LOC100421672,0,0,0,0,0,0
RN7SL319P,0,0,0,0,0,0
RPS15AP34,0,0,0,0,0,0
RPL17P21,0,0,0,0,0,0
RN7SL170P,0,0,0,0,0,0
RPS20P29,0,0,0,0,0,0
RPL21P54,0,0,0,0,1,0
CECR3,2,0,0,0,0,0
RN7SL149P,0,0,0,0,0,0
ATP5PO,1521,1338,1111,1322,1204,430
PLEKHO2,748,877,1592,1783,596,242
C8orf58,305,179,167,144,180,117
RPL31P24,0,0,0,0,0,0
GAPDHP50,0,0,0,0,0,0
RN7SL401P,0,0,0,0,0,0
RN7SL434P,2,6,2,1,5,0
RN7SL363P,0,0,0,0,0,0
RPL13P10,0,0,0,0,0,0
TOMM22P6,0,0,0,0,0,0
RPL19P8,0,0,0,0,0,0
PISD,475,434,895,1020,2757,1021
RPL13P4,0,0,0,0,0,0
RPL9P6,0,0,0,0,0,0
TPT1P3,0,0,0,0,0,0
NDUFS6P1,1,7,1,0,0,0
HLA-DOB,0,0,6,0,2,0
TRBVB,0,0,0,0,0,0
RPL9P24,3,4,1,1,0,0
RPL14P3,1,3,0,0,0,1
MTCO1P55,0,0,0,0,0,0
DENND6A-DT,3,2,5,1,1,5
HOGA1,62,44,34,14,39,9
RN7SL517P,2,4,6,2,6,1
RPL32P26,2,1,0,1,0,0
RPS20P20,10,9,21,15,4,3
RN7SL188P,0,0,0,0,0,0
PWP2,100,110,19,7,27,2
LOC102546299,592,584,566,498,743,230
RN7SL76P,1,1,1,0,0,7
RPL17P31,0,0,0,0,0,0
RN7SL655P,0,1,2,1,5,2
RN7SL135P,0,0,0,0,0,0
PI4KA,1178,618,1187,1125,1981,593
RPL21P49,0,0,0,0,0,0
RN7SL566P,0,1,2,11,8,5
RN7SL831P,0,0,0,0,0,0
RN7SL323P,0,0,0,0,0,0
RN7SL26P,0,0,0,0,0,0
KIR3DL3,0,0,0,0,0,0
RN7SL68P,1,6,0,0,12,1
OR12D3,0,0,0,0,0,0
HYPK,146,151,121,334,225,124
LOC107986039,0,0,0,0,0,0
EGFL8,11,8,14,18,34,34
LINC01743,0,0,0,0,0,0
LOC644090,5,2,0,1,0,0
DNAJB8-AS1,1,0,0,0,0,0
RPL10P7,0,0,1,2,0,0
RPS4XP19,0,0,0,0,0,0
RPS3AP49,0,3,2,1,0,0
RPL26P2,0,0,0,0,0,0
RN7SL291P,0,0,0,0,0,0
RN7SL214P,1,0,0,0,0,0
RPL9P28,1,0,0,0,0,0
NPM1P17,0,0,0,0,0,0
RPL7AP6,1,0,0,0,0,0
RN7SL318P,0,0,0,0,0,0
RPL36AP20,0,0,0,0,0,0
